"district_nces_code","district_name","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
"3400009","Somerset Hills Regional School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,640
"3701500","Winston Salem & Forsyth County School District","Winston, NC","Winston-Salem, NC","Winston-Salem, NC",8,0.19047619047619,4.86,10,0.202030137309675,25417
"3416830","Voorhees Township Board of Education School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.25,7.75,10,0.218518518518519,1890
"2700017","Chisago Lakes School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,6.5,7,0,926
"3905018","Lakeview Local School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,8,8,0,551
"0510080","Mt. Vernon Enola School District.","Little Rock, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",0,0,8,8,0,300
"3412300","Oxford Township School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,4,4,0,303
"3406780","Hardyston Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,418
"3904543","Indian Hill Exempted Village School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",1,1,10,10,1,391
"4815510","Crandall Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0,7.33,8,0,1605
"3305370","North Hampton School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",1,1,9,9,1,477
"3704380","Stokes County School District","Winston, NC","Winston-Salem, NC","Winston-Salem, NC",0,0,5.67,8,0,2882
"4007740","Claremore School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,6.33,8,0,1502
"1705880","Benjamin School District 25","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,7,7,0,389
"4816230","Dallas Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",9,0.0612244897959184,3.28,10,0.0453560977857653,86802
"5516260","West Allis-West Milwaukee School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",0,0,6,8,0,4533
"1703270","Albers School District 63","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",1,1,9,9,1,190
"3904798","Johnstown-Monroe Local School District","Columbus, OH","Columbus, OH","Columbus, OH",1,1,9,9,1,361
"2926310","Rich Hill R-Iv School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,7,7,0,183
"3616260","Kings Park Central School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",3,1,9.33,10,1,1396
"2918540","Liberty 53 School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",3,0.3,8.1,9,0.319762362397344,5723
"1743860","Zion Educational Service District 6 School District","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3,4,0,1974
"0602850","Antioch Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",0,0,3.5,6,0,8260
"1725920","Midlothian School District 143","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3.33,4,0,1747
"3904924","Waterloo Local School District","Akron, OH","Akron, OH","Akron, OH",0,0,5,5,0,515
"4024150","Pioneer School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",1,1,9,9,1,392
"4220730","Salisbury Township School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,5,6,0,643
"4501170","Berkeley County School District","Charleston, SC","Charleston-North Charleston, SC","Charleston-North Charleston, SC",2,0.111111111111111,5.89,10,0.135529642012558,12263
"2511850","Uxbridge School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0,7,7,0,662
"3630690","West Islip Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,6.25,7,0,1947
"2618030","Hazel Park, School District of the City of","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,4.33,6,0,838
"1719500","Homer Central Consolidated School District 33c","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.2,7.8,9,0.289081455805893,2885
"3904407","Grandview Heights City School District","Columbus, OH","Columbus, OH","Columbus, OH",1,1,9,9,1,162
"4900142","Canyons District","Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",5,0.166666666666667,6.4,10,0.192763243524665,15366
"1724650","Marissa Community Unit School District 40","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,3,3,0,366
"3412120","Oceanport School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,317
"4226250","Whitehall-Coplay School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,6,6,0,1223
"1730600","Palos Central Consolidated School District 118","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",2,1,9.5,10,1,1283
"0628050","Oakland Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",8,0.148148148148148,3.81,10,0.1754251863176,20932
"4829100","Marion Independent School District","San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0,8,8,0,290
"0902790","New Haven School District","New Haven, CT","New Haven-Milford, CT","New Haven-Milford, CT",0,0,2.67,8,0,13311
"3904426","Lorain City School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,3.6,6,0,3419
"1738910","Thornton School District 154","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,7,7,0,60
"4844730","Waxahachie Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,0.166666666666667,6.67,9,0.175791654335602,3379
"3625770","Saratoga Springs City School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",5,0.833333333333333,9.17,10,0.709642074506939,2738
"1201080","Lee","Cape Coral, FL","Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL",6,0.125,5.58,10,0.107421978839917,37618
"1715700","Frankfort Central Consolidated School District 157c","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,9,9,1,806
"4215240","Middletown Area School District","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,5,6,0,1114
"4821420","Grand Prairie Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,0.0909090909090909,4.27,10,0.0973629320619785,13424
"0615600","Gorman Elementary","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,4,4,0,103
"0102650","Pell City School District","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,6.6,8,0,2256
"3174200","Conestoga Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,6,6,0,355
"3402550","Byram Township Board of Education School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,4,4,0,448
"3623760","Poughkeepsie City School District","Dutchess County, NY","Dutchess County-Putnam County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,1.5,2,0,1764
"3401530","Berkeley Heights Public School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",3,1,9.67,10,1,758
"1700010","Beach Park Central Consolidated School District 3","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,2.5,4,0,1502
"5300810","Camas School District","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",4,0.666666666666667,9,10,0.734490398818316,2708
"1602070","Melba Joint District","Boise, ID","Boise City, ID","Boise City, ID",0,0,3,3,0,413
"1703480","Alsip-Hazlgrn-Oaklwn School District 126","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5.33,7,0,1214
"3628110","Stillwater Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,7,7,0,532
"3904555","New Richmond Exempted Village School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7.33,8,0,1365
"2700013","Waterville-Elysian-Morristown School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",1,1,10,10,1,356
"3600101","Nyc Geog District #29 - Queens","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.037037037037037,4.89,9,0.0482435597189696,17080
"4022560","Oilton School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,7,7,0,174
"4206390","Commodore Perry School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,5,5,0,252
"4202850","Pine-Richland School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",4,1,9.75,10,1,2318
"0636820","Silver Valley Unified","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,5.67,7,0,868
"1733380","Reed Custer Community Unit School District 255u","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,533
"0407380","San Fernando Elementary District","Tucson, AZ","Tucson, AZ","Tucson, AZ",0,0,1,1,0,25
"4838080","Round Rock Independent School District","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",17,0.53125,7.88,10,0.586645323576492,21865
"3619650","Monroe-Woodbury Central School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6.67,7,0,1994
"3904836","South Range Local School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,8,8,0,428
"4819350","Floresville Independent School District","San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0,5,5,0,1807
"3407170","Highland Park Board of Education School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,448
"4204200","Bristol Borough School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,4,4,0,619
"0603480","Auburn Union Elementary","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,5,6,0,1257
"0684500","Irvine Unified School District","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",21,0.954545454545455,9.73,10,0.954071484539811,16591
"0616300","Cucamonga Elementary","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.67,6,0,1749
"0805310","Littleton 6 School District","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",6,0.461538461538462,7.62,10,0.550830564784053,6020
"3614130","Hempstead Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,1.83,2,0,3074
"0900270","Bethel School District","Bridgeport, CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",2,0.666666666666667,9,10,0.663656884875847,1329
"1717520","Grayslake Central Consolidated School District 46","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",3,0.5,8.33,9,0.450090744101633,2755
"0400600","Alhambra Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",1,0.0714285714285714,3.07,10,0.0521541950113379,13671
"2504360","Dudley-Charlton Regional School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0,6.5,8,0,880
"2620160","Kelloggsville Public Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",0,0,6,6,0,271
"3403630","Deal Boro School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,2,2,0,155
"0901020","Danbury School District","Bridgeport, CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",0,0,4.23,7,0,5129
"3604710","Bethlehem Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",3,0.6,8.6,9,0.600742311770944,1886
"2502940","Braintree School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",4,0.666666666666667,8.33,10,0.632554391619662,2482
"0903210","Orange School District","New Haven, CT","New Haven-Milford, CT","New Haven-Milford, CT",3,1,9,9,1,1100
"3904607","Ripley-Union-Lewis-Huntington Local School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,4,4,0,357
"2926850","Rockwood R-Vi School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",19,1,9.32,10,1,9341
"3406870","Harrison Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,294
"4824450","Italy Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0,8,8,0,329
"1710740","Columbia Community Unit School District 4","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,6,6,0,412
"4007620","Choctaw-Nicoma Park School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",1,0.25,6.5,9,0.281214203894616,1746
"2512600","Westborough School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",1,1,9,9,1,873
"4003540","Banner School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,7,7,0,250
"4021720","Norman School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",3,0.2,5.8,9,0.233678523187753,6663
"5307440","Riverside School District","Spokane, WA","Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",0,0,5,7,0,576
"0609390","Colton Joint Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,3.89,6,0,12776
"1810140","Shelbyville Central Schools","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,6.67,7,0,1778
"2621120","Lamphere Public Schools","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,5.5,7,0,1284
"1716800","Glen Ellyn School District 41","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",3,0.75,9.25,10,0.723430962343096,2390
"3409810","Maywood Board of Education School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,522
"3904867","Brookville Local School District","Dayton, OH","Dayton, OH","Dayton, OH",1,1,9,9,1,579
"0625860","Morongo Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",1,0.0909090909090909,6.45,9,0.112920058442914,4791
"3416170","Tewksbury Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,319
"4221570","Shippensburg Area School District","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,5.33,7,0,1091
"5300240","Arlington School District","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",0,0,6.5,8,0,2285
"1600360","Boise Independent District","Boise, ID","Boise City, ID","Boise City, ID",9,0.28125,6.56,10,0.245413637937002,14445
"2504590","Easthampton School District","Springfield, MA","Springfield, MA","Springfield, MA",0,0,5.33,7,0,642
"3600121","Nyc Geog District #23 - Brooklyn","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,2.2,5,0,6363
"0625690","Moorpark Unified School District","Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",3,0.5,8.17,9,0.479753806284419,3087
"1737470","St Rose School District 14-15","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,8,8,0,181
"3904906","Southern Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,8,8,0,419
"2723820","North Branch Public Schools","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,7,7,0,1093
"3617730","Long Beach City School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7.5,8,0,1743
"2923730","Raymore-Peculiar R-Ii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,0.125,7.13,9,0.178812002449479,3266
"0629940","Pasadena Unified","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.111111111111111,5,9,0.145914181173079,9019
"2502100","Ashland School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,4,4,0,607
"3614670","Honeoye Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,6,6,0,266
"4401170","Westerly School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",0,0,5.75,7,0,1177
"4224390","Upper Dublin School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3,0.75,9.25,10,0.759439050701187,1854
"3402160","Branchburg Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,360
"4844470","Brazos Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,5,5,0,384
"0805550","Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",0,0,3.2,6,0,4944
"2623040","Marysville Public Schools","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,5,6,0,1258
"3619950","Bedford Central School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.2,7.6,9,0.169638308711156,1963
"1714160","Elwood Community Consolidated School District 203","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,7,7,0,376
"4007290","Chandler School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,7,7,0,340
"3904480","South-Western City School District","Columbus, OH","Columbus, OH","Columbus, OH",1,0.05,5.75,9,0.0710362504577078,10924
"4700060","Alcoa School District","Knoxville, TN","Knoxville, TN","Knoxville, TN",0,0,5,5,0,734
"2509930","Randolph School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,3.25,4,0,1510
"3600013","Oneida City School District","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,5.67,8,0,791
"5307230","Renton School District","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",1,0.0714285714285714,4.93,9,0.0944669365721997,7410
"3904919","Field Local School District","Akron, OH","Akron, OH","Akron, OH",0,0,5,5,0,913
"3619170","Mexico Central School District","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,3,4,0,826
"0626220","Mountain View Elementary","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,6.33,7,0,1681
"3175270","Papillion-La Vista Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",2,0.142857142857143,7.21,9,0.191673605328893,6005
"2914250","Dunklin R-V School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,921
"0628650","Orange Unified School District","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",9,0.321428571428571,6.39,10,0.339080090061113,15545
"4808190","Anahuac Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,6,6,0,564
"3620400","New Hyde Park-Garden City Park Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",3,0.75,9,10,0.837251356238698,1659
"3904849","Highland Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,7.67,8,0,1337
"2929820","Sunrise R-Ix School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,314
"3403420","Collingswood Public School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.2,6.4,9,0.226779252110977,829
"1713710","School District U-46","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",4,0.166666666666667,6.58,10,0.140043256604357,12946
"4218660","Penn-Trafford School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",3,0.6,8.6,10,0.604786923525978,1713
"3305430","Northwood School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,4,4,0,405
"2931710","West Platte County R-Ii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,7,7,0,921
"3402100","Bound Brook School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,3,3,0,1202
"0803450","Douglas County Re 1 School District","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",19,0.422222222222222,7.82,10,0.424594242388343,25323
"1300900","Cartersville City School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,6,6,0,1076
"5304920","Mead School District","Spokane, WA","Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",5,0.625,8.13,9,0.63906628495926,4541
"0901620","Glastonbury School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",2,0.333333333333333,8.5,10,0.270195943623238,2909
"2913140","Grandview C-4 School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,4.6,6,0,2270
"2607620","Caledonia Community Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",2,0.4,8.6,10,0.393060590367685,1931
"1705760","Bellwood School District 88","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,2.75,5,0,1828
"4023040","Oologah-Talala School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,7,7,0,366
"2512510","West Springfield School District","Springfield, MA","Springfield, MA","Springfield, MA",0,0,5.6,8,0,1500
"0403400","Gilbert Unified District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",9,0.333333333333333,7.81,10,0.368932038834951,18643
"4217220","North Hills School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",2,0.5,8.75,10,0.536574074074074,2160
"0902370","Marlborough School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,8,8,0,672
"3609540","East Aurora Union Free School District","Buffalo, NY","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",1,1,9,9,1,578
"2503750","Clinton School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0,2,2,0,691
"4827300","Lewisville Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",17,0.435897435897436,6.64,10,0.42068190657275,23141
"2512180","Watertown School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,7,8,0,1432
"4205310","Central Bucks School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",14,0.933333333333333,9.33,10,0.947510935221829,9602
"3904537","Georgetown Exempted Village School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7,7,0,534
"0502960","Benton School District","Little Rock, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",3,0.75,8.5,10,0.743820224719101,2225
"2606090","Bloomfield Hills Schools","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,7.25,8,0,1934
"0604740","Berkeley Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",6,0.545454545454545,8.27,9,0.590296495956873,4452
"0904470","Suffield School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,8,8,0,552
"0636030","Savanna Elementary","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,6.25,7,0,2385
"3404470","Edgewater Park Township School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,3,3,0,509
"2914430","Hillsboro R-Iii School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,7,7,0,1024
"4837710","Rogers Independent School District","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0,7,7,0,375
"0103450","Walker County School District","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,5.6,7,0,5222
"1741250","Waukegan Community Unit School District 60","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3,6,0,8085
"3619200","Middle Country Central School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.38,7,0,3634
"2005370","Cunningham School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,6,6,0,138
"3417880","Wharton Borough Board of Education School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,498
"3904718","Chardon Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,7.5,8,0,1259
"4812780","Canutillo Independent School District","El Paso, TX","El Paso, TX","El Paso, TX",0,0,5.4,8,0,2755
"1735460","Central Consolidated School District 168","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,1,1,0,423
