"district_nces_code","district_name","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
"1600180","Basin School District","Boise, ID","Boise City, ID","Boise City, ID",0,0,6,6,0,201
"3628320","Ramapo Central School District (suffern)","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,0.6,8.6,9,0.662479519388312,1831
"0643560","Yucaipa-Calimesa Joint Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,5,7,0,3408
"3416560","Upper Freehold Regional School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,544
"0631860","Ravenswood City Elementary","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",0,0,2,3,0,2392
"1704710","Aurora West Community Unit School District 129","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4.3,8,0,5655
"2513290","Wrentham School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,7,7,0,498
"1303780","Morgan County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,6,6,0,768
"2620980","Lakewood Public Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",1,1,9,9,1,113
"4205910","Chichester School District","Philadelphia, PA","Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,3.75,6,0,1331
"3406390","Haddonfield Board of Education School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.333333333333333,8,9,0.333050847457627,1180
"0606450","Burbank Unified School District","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.272727272727273,7.64,9,0.33392425463336,6205
"3415720","Stanhope School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,364
"0612880","Escondido Union School District","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0,4.12,8,0,11736
"0600020","Pleasanton Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",9,1,9.78,10,1,6269
"1918750","Martensdale-St Marys Community School District","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,6,6,0,307
"4816740","Denton Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",5,0.238095238095238,6,10,0.231003990922607,12779
"3306240","Somersworth School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,3.5,4,0,783
"3608370","Corinth Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,4,4,0,555
"1805700","Lawrenceburg Com School Corporation","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,6,6,0,450
"4502760","Lexington 03 School District","Columbia, SC","Columbia, SC","Columbia, SC",0,0,4,4,0,464
"1736210","Shiloh Village School District 85","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,8,8,0,333
"2733510","St. Cloud Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,4,7,0,1038
"0637140","Somis Union","Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",0,0,5,5,0,246
"2513110","Winchester School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",3,0.6,9,10,0.584497521406039,2219
"2707200","Buffalo-Hanover-Montrose Public School","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",2,0.333333333333333,7.17,9,0.400374531835206,2670
"3413500","Quinton Township Board of Education School District","Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,3,3,0,340
"1906270","Carlisle Community School District","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,7,8,0,997
"1301290","Cobb County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",13,0.245283018867925,6.49,10,0.255246484678616,42457
"3407740","Jackson Township School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.17,7,0,3835
"5104150","York County Public Schools","Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",6,0.6,8.5,10,0.576099002585888,5414
"1732190","Pontiac-W Holliday School District 105","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,538
"1602340","Nampa School District","Boise, ID","Boise City, ID","Boise City, ID",0,0,3.21,8,0,7428
"4820370","Garner Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,1,9,9,1,199
"2611610","Dearborn Heights School District #7","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,2,2,0,330
"4223640","Tredyffrin-Easttown School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,1,9.8,10,1,2402
"5303990","Kettle Falls School District","Spokane, WA","Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",0,0,2,2,0,259
"1717280","Granite City Community Unit School District 9","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,2.88,5,0,3351
"3631710","Hewlett-Woodmere Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",2,1,9,9,1,805
"5512390","Randall J1 School District","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5,5,0,674
"1740080","Valmeyer Community Unit School District 3","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,3,3,0,253
"3620220","Naples Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,5,5,0,407
"2201530","St. John the Baptist Parish School District","New Orleans, LA","New Orleans-Metairie, LA","New Orleans-Metairie, LA",1,0.125,5.13,9,0.102558193132058,4339
"5304980","Mercer Island School District","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",3,1,10,10,1,1841
"3618690","William Floyd Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,4.4,5,0,3951
"4002790","Allen-Bowden School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,4,4,0,384
"4823160","High Island Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,2,2,0,55
"2508730","North Attleborough School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",1,0.2,7.2,9,0.203273495248152,1894
"3904881","Northmor Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,3,3,0,592
"3615450","Irvington Union Free School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,1,9.5,10,1,800
"4702700","Maryville School District","Knoxville, TN","Knoxville, TN","Knoxville, TN",4,0.8,9.2,10,0.8191018342821,3162
"0637650","Southside Elementary","San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",1,1,9,9,1,238
"2629910","Riverview Community School District","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,6.67,7,0,1228
"3100034","Ashland-Greenwood Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,7,7,0,417
"0631320","Pomona Unified School District","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",1,0.0384615384615385,4.62,9,0.0266448770783004,14074
"2630120","Romulus Community Schools","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,5.25,7,0,1355
"0904320","Stamford School District","Bridgeport, CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",0,0,4.83,6,0,7700
"2005730","El Dorado School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,5.5,7,0,398
"3604650","Berne-Knox-Westerlo Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,6,6,0,401
"4213500","Lehighton Area School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,5.75,7,0,941
"4823310","Hitchcock Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,2.5,3,0,881
"1706510","Cook County School District 130","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,2.5,3,0,934
"4202280","Allentown City School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,2.79,5,0,8434
"3600098","Nyc Geog District #24 - Queens","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",4,0.137931034482759,6.24,9,0.107267405654502,32116
"4218360","Palmerton Area School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,5.5,7,0,838
"3904803","Northridge Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,3,3,0,166
"4222830","Sto-Rox School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,1,1,0,711
"4215360","Millersburg Area School District","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,8,8,0,377
"3103990","Bennington Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",1,0.5,8.5,9,0.512224938875306,818
"1800240","South Dearborn Com School Corporation","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,6.25,8,0,1451
"3900094","Monroe Local School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",1,1,9,9,1,1036
"1722300","Lebanon Community Unit School District 9","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,4,4,0,316
"3620700","Newburgh City School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,3.78,8,0,6482
"5509840","Monroe School District","Madison, WI","Madison, WI","Madison, WI",1,0.333333333333333,7,9,0.321027287319422,1246
"3905012","Brookfield Local School District","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,3,3,0,400
"2509870","Quincy School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,4.91,8,0,4335
"0618240","Indian Diggings Elementary","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",1,1,10,10,1,17
"1708430","Carlinville Community Unit School District 1","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,296
"4216860","New Hope-Solebury School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,1,9,9,1,371
"0403950","Baboquivari Unified School District #40","Tucson, AZ","Tucson, AZ","Tucson, AZ",0,0,1,1,0,529
"0902310","Manchester School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,4.2,6,0,3475
"0802340","Adams-Arapahoe 28j School District","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",1,0.0294117647058824,3.59,9,0.0314502349423323,18728
"3904604","Fayetteville-Perry Local School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7,7,0,378
"3904722","West Geauga Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",2,1,10,10,1,795
"0619440","Keppel Union Elementary School District","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,4,5,0,2256
"4834260","Paradise Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.5,8,10,0.695219123505976,502
"5300390","Bellevue School District","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",11,0.647058823529412,8.53,10,0.680441091120139,8615
"4703600","Robertson County School District","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",0,0,5.6,8,0,5293
"3904879","Cardington-Lincoln Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,4,4,0,654
"3617910","Lynbrook Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7.67,8,0,1048
"4400270","Cumberland School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",1,0.2,7.6,10,0.303420922161626,2017
"2635910","West Ottawa Public School District","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",2,0.25,7.25,10,0.173638778220452,3012
"3701170","Davie County School District","Winston, NC","Winston-Salem, NC","Winston-Salem, NC",0,0,6.5,8,0,2890
"2504500","East Longmeadow School District","Springfield, MA","Springfield, MA","Springfield, MA",0,0,5,6,0,627
"0628860","Orinda Union Elementary","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",4,1,10,10,1,1622
"0610890","Delano Union Elementary School District","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,3.67,6,0,3338
"0600027","Lake Elsinore Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.21,8,0,10569
"0600013","Rocklin Unified","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",7,0.636363636363636,8.91,10,0.691319508166636,5449
"4842210","Tarkington Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,5.5,7,0,904
"3613530","Hampton Bays Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,3,3,0,835
"0600040","Riverdale Joint Unified School District","Fresno, CA","Fresno, CA","Fresno, CA",0,0,4.5,6,0,1050
"0636990","Solana Beach Elementary School District","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",6,1,9.83,10,1,2676
"5504320","Ellsworth Community School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,6.33,7,0,1066
"1807980","North Putnam Community Schools","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",1,0.5,6.5,9,0.339971550497866,703
"3304410","Londonderry School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,7.33,8,0,1500
"4841070","Splendora Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,5,8,0,1772
"3904536","Fairport Harbor Exempted Village School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,6,6,0,252
"0901200","East Haddam School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",1,0.5,8.5,10,0.42741935483871,868
"3302790","East Kingston School District","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,7,7,0,174
"4214880","McGuffey School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,5.5,6,0,780
"3417820","Westwood Regional School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,8,9,0.354838709677419,868
"1810710","Southern Hancock County Com School Corporation","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,6.33,7,0,1644
"2504800","Fairhaven School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",0,0,4.5,5,0,912
"4204890","Canon-Mcmillan School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",4,0.444444444444444,8.44,10,0.421478484737036,2719
"4019680","Meeker School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,5,5,0,368
"3904660","Solon City School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",4,0.8,9.2,10,0.824365045200172,2323
"0626280","Mountain View Whisman","San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",3,0.428571428571429,8,10,0.412824010914052,3665
"1716530","Germantown School District 60","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",1,1,9,9,1,270
"3904516","Youngstown City Schools","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,3.67,6,0,2999
"0604560","Belridge Elementary","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,3,3,0,40
"3178660","Westside Community Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,6.6,8,0,3302
"5101650","Goochland County Public Schools","Richmond, VA","Richmond, VA","Richmond, VA",0,0,7.67,8,0,1108
"1302280","Fulton County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",13,0.25,5.98,10,0.261455590136462,41770
"0641250","Walnut Creek Elementary","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",5,1,9.4,10,1,2386
"3904656","Independence Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,8,8,0,366
"3178540","Weeping Water Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,6,6,0,195
"4837650","Rockwall Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",8,0.666666666666667,8.58,10,0.649198437289506,7423
"2902850","Adrian R-Iii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,1,10,10,1,336
"4220580","South Fayette Township School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",1,1,10,10,1,703
"1721750","Lake Forest School District 67","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",3,0.75,8.75,10,0.759206798866855,1412
"1730220","Orland School District 135","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.333333333333333,7.67,9,0.316,1500
"3905004","Nordonia Hills City School District","Akron, OH","Akron, OH","Akron, OH",1,0.25,7.5,10,0.3042071197411,1854
"0620730","Lakeside Union","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,4.5,5,0,1274
"0625470","Montebello Unified School District","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,3.18,8,0,12812
"3418060","Winslow Township School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,1.5,2,0,1135
"4900210","Davis District","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",5,0.0833333333333333,5.88,10,0.105476424361493,40720
"4026100","Robin Hill School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",1,1,10,10,1,258
"5502070","Cambria-Friesland School District","Madison, WI","Madison, WI","Madison, WI",0,0,4,4,0,196
"3410140","Midland Park Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,307
"4110560","Riverdale School District 51j","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",1,1,10,10,1,322
"2932310","Wright City R-Ii of Warren County School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,6,6,0,474
"3405490","Franklin Township Public School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.142857142857143,5.43,9,0.210856886496187,4458
"3702640","Lexington City School District","Winston, NC","Winston-Salem, NC","Winston-Salem, NC",0,0,5,6,0,1316
"1804320","School City of Hammond","Gary, IN","Gary, IN","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3.86,7,0,7083
"3410530","Montague Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,250
"1735340","Sandridge School District 172","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,389
"4703150","Murfreesboro School District","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",1,0.1,5.8,10,0.0612364488719602,6826
"3904379","Cleveland Heights-University Heights City","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,3.43,7,0,2556
"3410380","Monmouth Beach Elementary School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,285
"2500542",,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,6,7,0,930
"3629070","Tuckahoe Comn School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,348
"4028170","Sperry School District","Tulsa, OK","Tulsa, OK","Tulsa, OK",0,0,7,7,0,568
"4816650","Dell City Independent School District","El Paso, TX","El Paso, TX","El Paso, TX",0,0,1,1,0,73
"0637620","Southern Kern Unified","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,3,3,0,1516
"0612750","Encinitas Union Elementary School District","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",9,1,9.56,10,1,5444
"3409330","Mahwah Township Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,471
"1600450","Bruneau-Grand View Joint District","Boise, ID","Boise City, ID","Boise City, ID",0,0,1,1,0,122
"2733840","St. Paul Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",1,0.0277777777777778,2.86,9,0.0758456973293768,16850
"0405850","Palo Verde Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,6,6,0,447
"3616080","Katonah-Lewisboro Union Free School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",3,1,9.33,10,1,1278
"0402430","Creighton Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,2.89,7,0,6702
"0616740","Hayward Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",0,0,3.57,7,0,12572
"2912010","Ferguson-Florissant R-Ii School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,2.06,4,0,6166
"3904816","Keystone Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,8,8,0,714
"0612090","El Monte City Elementary","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,5.64,8,0,9013
"4822920","Hempstead Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,2,2,0,314
"2723850","North St Paul-Maplewood School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,5.44,8,0,4337
"3904787","Kirtland Local School District","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,6,6,0,501
"0634920","San Mateo-Foster City","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",7,0.4375,7.88,10,0.52835538752363,8464
"3410890","Mt. Ephraim School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,5,5,0,255
"4839480","Schertz-Cibolo-U City Independent School District","San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",1,0.1,7.5,9,0.110749609578345,7684
"1710950","Ford Heights School District 169","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6,6,0,245
"3103130","Arlington Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,7,7,0,304
"0607900","Center Joint Unified","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,5.25,6,0,2387
"3609660","East Hampton Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,615
"1302790","Heard County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",2,1,10,10,1,304
"3403570","Cranford Public School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.25,7.5,9,0.365057471264368,2175
"3606840","Center Moriches Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,681
"4219050","Phoenixville Area School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.333333333333333,7.33,9,0.230617608409987,1522
"5510620","New Richmond School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,7,8,0,1448
"2920670","Mehlville R-Ix School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,6.1,8,0,4712
"0626970","New Hope Elementary","Stockton, CA","Stockton-Lodi, CA","Stockton-Lodi, CA",0,0,4,4,0,216
"2201650","St. Tammany Parish School District","New Orleans, LA","New Orleans-Metairie, LA","New Orleans-Metairie, LA",11,0.366666666666667,7.57,10,0.418413481298808,17031
"5307350","Ridgefield School District","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",1,0.5,8,9,0.42707423580786,1145
"2006540","Goddard School District","Wichita, KS","Wichita, KS","Wichita, KS",2,0.285714285714286,8.14,10,0.32046332046332,2849
"1730420","Palatine Central Consolidated School District 15","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",6,0.4,7.73,10,0.337870209059233,9184
