district_name,state,schooldistrictunified,total_commuters,commute_Less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,agg_travel_time,agg_travel_time_m,agg_travel_time_f,commute_under_30,commute_greater_than_30,percent_under_30,mean_commute_time,total_population,percent_drive_alone
"Santa Paula Unified (9-12) in Mupu, California",6,06023,408.0,38.0,37.0,81.0,36.0,53.0,18.0,50.0,10.0,16.0,24.0,28.0,17.0,10480.0,6545.0,3935.0,263.0,145.0,0.6446078431372549,25.686274509803923,1024.0,0.6681922196796338
"Santa Paula Unified (9-12) in Santa Clara, California",6,06024,54.0,14.0,6.0,4.0,1.0,5.0,0.0,4.0,4.0,0.0,9.0,7.0,0.0,1315.0,690.0,625.0,30.0,24.0,0.5555555555555556,24.35185185185185,141.0,0.6333333333333333
"Hamilton Unified School District in Capay (9-12), California",6,06025,212.0,17.0,21.0,14.0,30.0,27.0,34.0,47.0,7.0,4.0,11.0,0.0,0.0,4440.0,1955.0,2485.0,143.0,69.0,0.6745283018867925,20.943396226415093,601.0,0.7383966244725738
"Woodlake Unified School District (9-12) in Stone Corral, California",6,06026,269.0,6.0,9.0,7.0,31.0,48.0,18.0,65.0,7.0,18.0,25.0,35.0,0.0,8240.0,6170.0,2070.0,119.0,150.0,0.4423791821561338,30.63197026022305,726.0,0.6373626373626373
"Woodlake Unified School District (9-12) in Three Rivers Union, California",6,06027,808.0,86.0,155.0,60.0,69.0,115.0,35.0,47.0,51.0,43.0,65.0,24.0,58.0,22040.0,13045.0,8995.0,520.0,288.0,0.6435643564356436,27.277227722772277,2185.0,0.7030752916224814
"Exeter Unified School District (9-12) in Sequoia Union, California",6,06028,679.0,38.0,20.0,76.0,87.0,131.0,58.0,116.0,3.0,26.0,32.0,76.0,16.0,19630.0,10765.0,8860.0,410.0,269.0,0.6038291605301914,28.91016200294551,1966.0,0.7427785419532325
"Exeter Unified School District (9-12) in Outside Creek, California",6,06029,345.0,19.0,26.0,19.0,66.0,84.0,5.0,103.0,0.0,6.0,7.0,5.0,5.0,8090.0,5820.0,2275.0,219.0,126.0,0.6347826086956522,23.44927536231884,751.0,0.7934782608695652
"Tracy Unified School District (9-12) in Banta, California",6,06031,842.0,62.0,133.0,132.0,72.0,76.0,24.0,44.0,17.0,4.0,109.0,63.0,106.0,27185.0,19895.0,7290.0,499.0,343.0,0.5926365795724465,32.28622327790974,5208.0,0.720504009163803
"Tracy Unified School District (9-12) in Jefferson, California",6,06032,6696.0,118.0,417.0,445.0,695.0,374.0,92.0,577.0,227.0,103.0,756.0,1821.0,1071.0,328245.0,223620.0,104625.0,2141.0,4555.0,0.3197431302270012,49.02105734767025,15951.0,0.7283311772315654
"Tracy Unified School District (9-12) in New Jerusalem, California",6,06033,749.0,31.0,39.0,59.0,104.0,67.0,90.0,94.0,20.0,7.0,111.0,79.0,48.0,26170.0,16710.0,9460.0,390.0,359.0,0.520694259012016,34.93991989319092,2050.0,0.8124207858048162
"Alhambra Unified (9-12) School District, California",6,06037,20734.0,176.0,871.0,2648.0,2765.0,3103.0,948.0,5194.0,453.0,851.0,2035.0,1387.0,303.0,578925.0,332070.0,246855.0,10511.0,10223.0,0.5069451143050062,27.92152985434552,52036.0,0.7754519505233112
"Gonzales Unified (9-12) School District, California",6,06053,906.0,4.0,47.0,136.0,330.0,159.0,28.0,94.0,18.0,28.0,43.0,13.0,6.0,18320.0,10185.0,8135.0,704.0,202.0,0.7770419426048565,20.220750551876378,2189.0,0.7045929018789144
"Porterville Unified (9-12) School District, California",6,06107,16675.0,650.0,2222.0,2788.0,2880.0,1835.0,621.0,1895.0,306.0,902.0,830.0,1221.0,525.0,416240.0,271405.0,144835.0,10996.0,5679.0,0.6594302848575713,24.96191904047976,47783.0,0.7808058263831786
"Campbell Union High School District, California",6,07230,109836.0,1890.0,7210.0,12631.0,18498.0,21346.0,8669.0,17462.0,2869.0,4131.0,8151.0,5038.0,1941.0,2799535.0,1612895.0,1186635.0,70244.0,39592.0,0.639535307185258,25.488318948250118,228940.0,0.7945890654391942
"Centinela Valley Union High School District, California",6,07920,73007.0,1033.0,5550.0,10319.0,12460.0,11017.0,3767.0,11385.0,1830.0,2967.0,5447.0,5242.0,1990.0,1954850.0,1051550.0,903300.0,44146.0,28861.0,0.6046817428465764,26.776199542509623,164948.0,0.7517500700028001
"Central Union High School District, California",6,08010,20009.0,812.0,3303.0,5076.0,3736.0,2579.0,813.0,1605.0,102.0,213.0,521.0,675.0,574.0,392760.0,228630.0,164130.0,16319.0,3690.0,0.815582987655555,19.629166874906293,59203.0,0.7959115120687174
"Chaffey Joint Union High School District, California",6,08160,177884.0,2427.0,11940.0,21674.0,27564.0,25118.0,11019.0,24195.0,4994.0,6967.0,14362.0,16935.0,10689.0,5556305.0,3264710.0,2291600.0,99742.0,78142.0,0.5607137235501788,31.235552382451484,410555.0,0.7865945100084762
"Chowchilla Union High School District, California",6,08550,3853.0,192.0,614.0,585.0,492.0,722.0,206.0,318.0,43.0,83.0,344.0,168.0,86.0,87e3,54280.0,32720.0,2811.0,1042.0,0.7295613807422787,22.579807941863482,23760.0,0.7112017270328616
"Corning Union High School District, California",6,09810,5624.0,395.0,963.0,917.0,444.0,383.0,457.0,1025.0,98.0,249.0,239.0,301.0,153.0,135330.0,80080.0,55250.0,3559.0,2065.0,0.6328236130867709,24.06294452347084,17003.0,0.7491063829787235
"Delano Joint Union High School District, California",6,10860,22335.0,271.0,3063.0,4248.0,5130.0,3097.0,694.0,2771.0,253.0,527.0,1171.0,826.0,284.0,468380.0,298220.0,170155.0,16503.0,5832.0,0.738885157824043,20.97067383031117,71096.0,0.6839472286169648
"Dunsmuir Joint Union High School District, California",6,11700,639.0,49.0,76.0,121.0,109.0,110.0,14.0,55.0,14.0,8.0,37.0,22.0,24.0,14860.0,8640.0,6220.0,479.0,160.0,0.7496087636932708,23.25508607198748,2274.0,0.7202295552367288
"East Nicolaus Joint Union High School District, California",6,11780,1116.0,107.0,124.0,56.0,69.0,96.0,112.0,245.0,52.0,57.0,132.0,43.0,23.0,31275.0,17980.0,13295.0,564.0,552.0,0.5053763440860215,28.024193548387096,2838.0,0.7645650438946529
"East Side Union High School District, California",6,11820,243822.0,2037.0,9419.0,22261.0,37021.0,43435.0,17712.0,52033.0,6305.0,11477.0,21654.0,15546.0,4922.0,6899420.0,3921720.0,2977700.0,131885.0,111937.0,0.5409068910926824,28.296954335539862,546827.0,0.7739829849372252
"El Dorado Union High School District, California",6,12070,52919.0,1615.0,4297.0,6360.0,7256.0,6118.0,3301.0,7093.0,1968.0,2377.0,6087.0,4136.0,2311.0,1616700.0,921360.0,695340.0,28947.0,23972.0,0.547005801318997,30.55046391655171,139775.0,0.7753755002338756
"El Monte Union High School District, California",6,12120,69843.0,408.0,3183.0,6732.0,8920.0,10627.0,3310.0,13265.0,1421.0,3080.0,10284.0,7084.0,1529.0,2159930.0,1302480.0,857445.0,33180.0,36663.0,0.47506550405910397,30.92550434546053,177454.0,0.7476721636156078
"Escondido Union High School District, California",6,12910,72177.0,1329.0,5020.0,11215.0,11619.0,9874.0,4524.0,12018.0,2804.0,3092.0,5981.0,3056.0,1645.0,1875960.0,1137330.0,738630.0,43581.0,28596.0,0.6038073070368677,25.99110519971736,170751.0,0.7886145495465678
"Fallbrook Union High School District, California",6,13530,36895.0,3099.0,8280.0,4621.0,3420.0,3483.0,1604.0,4148.0,958.0,1203.0,3196.0,1743.0,1140.0,849830.0,539470.0,310360.0,24507.0,12388.0,0.6642363463883995,23.03374440981163,82473.0,0.5518964726333325
"Fortuna Union High School District, California",6,14190,7882.0,536.0,1202.0,1343.0,1016.0,965.0,389.0,1119.0,227.0,250.0,385.0,324.0,126.0,174920.0,108505.0,66420.0,5451.0,2431.0,0.6915757421974118,22.192336970312102,21631.0,0.7543670734625508
"Fremont Union High School District, California",6,14430,104288.0,955.0,6303.0,11862.0,18142.0,23758.0,9355.0,16044.0,2305.0,3888.0,6156.0,3933.0,1587.0,2567225.0,1547e3,1020220.0,70375.0,33913.0,0.6748139766799631,24.616686483583923,233024.0,0.7729486664964063
"Fullerton Joint Union High School District, California",6,14760,112306.0,2011.0,8447.0,12951.0,14863.0,15640.0,5779.0,18769.0,2905.0,5160.0,11889.0,10409.0,3483.0,3333225.0,1882690.0,1450535.0,59691.0,52615.0,0.5315032144319983,29.679847915516536,256535.0,0.7827779212951003
"Galt Joint Union High School District, California",6,14820,14318.0,556.0,909.0,1412.0,1986.0,1726.0,958.0,1794.0,567.0,807.0,1877.0,990.0,736.0,450560.0,265555.0,185e3,7547.0,6771.0,0.5270987568096103,31.46808213437631,37452.0,0.7845814093555511
"Grossmont Union High School District, California",6,16230,198807.0,2913.0,14583.0,21297.0,30860.0,34524.0,19261.0,33767.0,5931.0,9041.0,14012.0,8659.0,3959.0,5200720.0,2894060.0,2306660.0,123438.0,75369.0,0.6208936305059681,26.15964226611739,472191.0,0.8061970434898638
"Hanford Joint Union High School District, California",6,16500,26361.0,1016.0,4305.0,6044.0,3378.0,3442.0,1505.0,2651.0,633.0,615.0,1658.0,766.0,348.0,540320.0,338860.0,201460.0,19690.0,6671.0,0.7469367626417814,20.496946246348774,70498.0,0.7932300163132137
"Huntington Beach Union High School District, California",6,18060,146959.0,2345.0,11918.0,16894.0,20169.0,21967.0,8753.0,28105.0,4238.0,6320.0,12600.0,9619.0,4031.0,4069795.0,2290925.0,1778870.0,82046.0,64913.0,0.5582917684524255,27.69340428282718,321830.0,0.8033655705996131
"Jefferson Union High School District, California",6,18930,75596.0,777.0,3870.0,7295.0,10581.0,12359.0,4884.0,14698.0,2389.0,3643.0,7485.0,5900.0,1715.0,2202300.0,1150360.0,1051940.0,39766.0,35830.0,0.526033123445685,29.13249378273983,148924.0,0.6382080435284757
"Julian Union High School District, California",6,19110,1265.0,93.0,67.0,277.0,186.0,99.0,33.0,70.0,12.0,37.0,104.0,242.0,45.0,37240.0,16895.0,20350.0,755.0,510.0,0.5968379446640316,29.438735177865613,4284.0,0.6791946308724832
"Kern Union High School District, California",6,19540,230737.0,4980.0,22733.0,37803.0,47868.0,40664.0,12993.0,27599.0,3223.0,5678.0,11519.0,9669.0,6008.0,5444570.0,3429720.0,2014845.0,167041.0,63696.0,0.7239454443803984,23.596432301711474,622114.0,0.7818749632220046
"King City Joint Union High School District, California",6,19650,14625.0,455.0,1773.0,1838.0,3176.0,2240.0,583.0,2026.0,223.0,562.0,1043.0,462.0,244.0,332160.0,217225.0,114935.0,10065.0,4560.0,0.6882051282051282,22.711794871794872,38898.0,0.634703196347032
"Kingsburg Joint Union High School District, California",6,19830,6646.0,267.0,812.0,975.0,1169.0,793.0,590.0,1223.0,120.0,118.0,242.0,175.0,162.0,150610.0,93525.0,57085.0,4606.0,2040.0,0.6930484501956063,22.661751429431238,18105.0,0.7947878097408145
"Lassen Union High School District, California",6,21060,6846.0,387.0,1213.0,1249.0,1474.0,1025.0,200.0,340.0,76.0,101.0,408.0,263.0,110.0,130965.0,77045.0,53915.0,5548.0,1298.0,0.8104002337131172,19.130148992112183,26549.0,0.7889587700908456
"Le Grand Union High School District, California",6,21270,2500.0,173.0,232.0,261.0,309.0,589.0,143.0,189.0,20.0,65.0,210.0,201.0,108.0,69295.0,45375.0,23925.0,1707.0,793.0,0.6828,27.718,7926.0,0.6585648148148148
"Lemoore Union High School District, California",6,21400,16763.0,1282.0,1851.0,3103.0,4068.0,1992.0,671.0,1280.0,457.0,776.0,870.0,262.0,151.0,331710.0,196290.0,135425.0,12967.0,3796.0,0.7735488874306509,19.78822406490485,38461.0,0.7638786504111142
"Liberty Union High School District, California",6,21600,46655.0,1063.0,3980.0,3775.0,4801.0,3050.0,1141.0,3433.0,1104.0,2245.0,6986.0,9389.0,5688.0,1979120.0,1167565.0,811555.0,17810.0,28845.0,0.3817382917157861,42.42031936555568,113607.0,0.7577299961926137
"Los Gatos-Saratoga Joint Union School District, California",6,22800,22526.0,289.0,1523.0,1589.0,2807.0,3391.0,1791.0,4489.0,878.0,1430.0,2243.0,1708.0,388.0,659760.0,387215.0,272545.0,11390.0,11136.0,0.5056379295036846,29.288821805913166,55926.0,0.7888311279143038
"Merced Union High School District, California",6,24660,57877.0,3162.0,8300.0,11892.0,10808.0,7837.0,1807.0,4737.0,880.0,1078.0,2461.0,2887.0,2028.0,1293940.0,793590.0,500355.0,43806.0,14071.0,0.7568809717158802,22.356722013926085,174261.0,0.7644929324842441
"Modesto City High School District, California",6,25150,101797.0,2622.0,12122.0,17999.0,18840.0,14575.0,4636.0,9825.0,1669.0,2734.0,4597.0,5214.0,6964.0,2728095.0,1754185.0,973910.0,70794.0,31003.0,0.6954428912443392,26.79936540369559,273362.0,0.8023663370088288
"Mountain View-Los Altos Union School District, California",6,26310,54823.0,527.0,4948.0,8079.0,11849.0,11127.0,3776.0,7158.0,1034.0,1435.0,2186.0,1772.0,932.0,1222735.0,718040.0,504695.0,40306.0,14517.0,0.7352023785637415,22.30332159859913,111601.0,0.7386148584127645
"Nevada Joint Union High School District, California",6,26880,27767.0,1e3,3802.0,4949.0,5006.0,3199.0,1558.0,2465.0,593.0,526.0,1581.0,1668.0,1420.0,737315.0,422225.0,315095.0,19514.0,8253.0,0.7027766773508121,26.553642813411603,81737.0,0.7538010391100628
"Oroville Union High School District, California",6,29130,15279.0,888.0,3196.0,2665.0,2383.0,1024.0,967.0,1552.0,277.0,260.0,867.0,659.0,541.0,354925.0,203730.0,151195.0,11123.0,4156.0,0.7279926696773349,23.229596177760325,54291.0,0.7515516499723468
"Oxnard Union High School District, California",6,29270,142135.0,2648.0,12288.0,20125.0,23932.0,27129.0,13009.0,21479.0,1940.0,3741.0,7053.0,5423.0,3368.0,3432165.0,2065225.0,1366940.0,99131.0,43004.0,0.6974425722024835,24.14721919302072,324629.0,0.7557145669692259
"Perris Union High School District, California",6,30210,60669.0,1073.0,2661.0,4709.0,7580.0,7704.0,3731.0,8997.0,1485.0,2777.0,5763.0,8623.0,5566.0,2295620.0,1469370.0,826250.0,27458.0,33211.0,0.4525869884125336,37.838434785475286,173482.0,0.7549635665595863
"Petaluma Joint Union High School District, California",6,30250,34243.0,1217.0,4084.0,4820.0,3358.0,3902.0,2009.0,4123.0,942.0,1435.0,3411.0,3791.0,1151.0,999745.0,575110.0,424635.0,19390.0,14853.0,0.5662471161989312,29.195602020850977,75315.0,0.7336271532611325
"Placer Union High School District, California",6,30750,33521.0,1346.0,3620.0,4354.0,4250.0,4274.0,2104.0,3890.0,1295.0,1409.0,3443.0,2085.0,1451.0,976430.0,571310.0,405120.0,19948.0,13573.0,0.595089645296978,29.128904268965723,90073.0,0.7771165810116311
"Point Arena Joint Union High School District, California",6,31230,1713.0,179.0,367.0,313.0,240.0,196.0,116.0,133.0,2.0,22.0,42.0,27.0,76.0,33435.0,19580.0,13855.0,1411.0,302.0,0.8237011091652072,19.518388791593694,4990.0,0.6797698945349953
"Red Bluff Joint Union High School District, California",6,32010,14840.0,611.0,1860.0,2545.0,1992.0,1767.0,1055.0,2146.0,727.0,394.0,731.0,470.0,542.0,370140.0,209850.0,160290.0,9830.0,5010.0,0.6623989218328841,24.942048517520217,42686.0,0.7713720232394816
"Roseville Joint Union High School District, California",6,33630,72177.0,2082.0,7352.0,10187.0,10437.0,9176.0,4466.0,10764.0,2713.0,3672.0,6370.0,2804.0,2154.0,1924565.0,1103400.0,821165.0,43700.0,28477.0,0.605456031699849,26.664519168156062,172068.0,0.7935715480525496
"Salinas Union High School District, California",6,33980,70455.0,990.0,4690.0,10394.0,16252.0,13216.0,3675.0,9195.0,1848.0,3290.0,3379.0,2453.0,1073.0,1640435.0,1018035.0,622395.0,49217.0,21238.0,0.6985593641331346,23.283443332623662,174751.0,0.7259063869540727
"San Benito High School District, California",6,34140,22423.0,703.0,3123.0,3022.0,2175.0,1855.0,947.0,2053.0,623.0,958.0,2950.0,2622.0,1392.0,714685.0,446060.0,268630.0,11825.0,10598.0,0.5273602996922803,31.872853766222182,51534.0,0.7847258259816641
"San Dieguito Union High School District, California",6,34380,69869.0,1477.0,5673.0,9030.0,12542.0,13917.0,5297.0,10894.0,2143.0,2030.0,2996.0,2071.0,1799.0,1716250.0,997685.0,718560.0,47936.0,21933.0,0.6860839571197527,24.56382658976084,173992.0,0.7387775587900451
"San Mateo Union High School District, California",6,34980,113316.0,1270.0,8644.0,16700.0,16933.0,15816.0,6920.0,17219.0,3520.0,5282.0,11385.0,7899.0,1728.0,3056910.0,1659900.0,1397015.0,66283.0,47033.0,0.5849394613293798,26.976861167002014,235036.0,0.7023779535492972
"San Rafael City High School District, California",6,35110,34367.0,630.0,2906.0,5492.0,5690.0,4065.0,1108.0,4106.0,728.0,1472.0,3826.0,3429.0,915.0,964605.0,560290.0,404315.0,19891.0,14476.0,0.5787819710769052,28.06776849885064,77464.0,0.6323406773733624
"Santa Cruz City High School District, California",6,35600,43182.0,850.0,5939.0,8661.0,8720.0,5563.0,1670.0,3398.0,638.0,1126.0,3043.0,2618.0,956.0,993380.0,559395.0,433985.0,31403.0,11779.0,0.727224306423973,23.004492612662684,94718.0,0.627262225644975
"Santa Maria Joint Union High School District, California",6,35670,60908.0,1444.0,7865.0,11310.0,12315.0,9606.0,2683.0,8187.0,1180.0,1137.0,2621.0,1863.0,697.0,1270565.0,778590.0,491970.0,45223.0,15685.0,0.7424804623366389,20.860396007092664,146322.0,0.7089324341519277
"Santa Rosa High School District, California",6,35830,95404.0,2913.0,11591.0,18659.0,20422.0,13810.0,4208.0,9703.0,1509.0,1939.0,3523.0,4186.0,2941.0,2138330.0,1221100.0,917230.0,71603.0,23801.0,0.7505240870403757,22.41342082092994,214313.0,0.7792890262751159
"Santa Ynez Valley Union High School District, California",6,35850,9536.0,1328.0,1850.0,1368.0,1038.0,384.0,297.0,928.0,365.0,717.0,900.0,205.0,156.0,205900.0,123405.0,82495.0,6265.0,3271.0,0.6569840604026845,21.591862416107382,20522.0,0.6970540255253814
"Sequoia Union High School District, California",6,36390,116100.0,2120.0,8624.0,16188.0,17694.0,21248.0,7919.0,17735.0,3676.0,5238.0,8541.0,5676.0,1441.0,2894675.0,1649555.0,1245120.0,73793.0,42307.0,0.6355986218776917,24.93260120585702,253396.0,0.7270802761673363
"Shasta Union High School District, California",6,36600,37352.0,1391.0,6359.0,10413.0,8696.0,4144.0,1055.0,1797.0,350.0,380.0,902.0,841.0,1024.0,717530.0,398270.0,319260.0,32058.0,5294.0,0.8582672949239666,19.209948597130005,101651.0,0.81028427037271
"Siskiyou Union High School District, California",6,36940,5432.0,1023.0,1647.0,815.0,505.0,443.0,190.0,294.0,75.0,138.0,113.0,71.0,118.0,82455.0,42155.0,40300.0,4623.0,809.0,0.8510677466863034,15.179491899852724,15289.0,0.7375104427736007
"Victor Valley Union High School District, California",6,36972,46072.0,1234.0,4106.0,6967.0,7700.0,4780.0,1470.0,3157.0,687.0,1769.0,5321.0,5021.0,3860.0,1541910.0,971940.0,569970.0,26257.0,19815.0,0.5699123111651329,33.4673988539677,161461.0,0.7578934334887945
"Sonora Union High School District, California",6,37260,12158.0,426.0,1588.0,2915.0,2457.0,1281.0,564.0,969.0,220.0,106.0,538.0,421.0,673.0,301670.0,192620.0,109050.0,9231.0,2927.0,0.7592531666392499,24.812469156111202,38864.0,0.7695525509822962
"Summerville Union High School District, California",6,38280,3498.0,418.0,313.0,281.0,496.0,708.0,377.0,457.0,35.0,34.0,91.0,81.0,207.0,96295.0,67240.0,29055.0,2593.0,905.0,0.7412807318467696,27.52858776443682,10143.0,0.8091728091728092
"Sutter Union High School District, California",6,38610,2987.0,167.0,412.0,490.0,520.0,481.0,138.0,240.0,34.0,13.0,171.0,240.0,81.0,72945.0,43805.0,29140.0,2208.0,779.0,0.739203213927017,24.420823568798124,8007.0,0.7557926829268292
"Sweetwater Union High School District, California",6,38640,193633.0,2116.0,11269.0,22006.0,30958.0,33723.0,15552.0,33247.0,5372.0,8892.0,16097.0,9851.0,4550.0,5240295.0,2933345.0,2306950.0,115624.0,78009.0,0.5971296215004673,27.06302644693828,482197.0,0.7591521116097983
"Taft Union High School District, California",6,38730,6369.0,362.0,1556.0,943.0,727.0,621.0,189.0,487.0,48.0,298.0,524.0,375.0,239.0,154670.0,111260.0,43415.0,4398.0,1971.0,0.6905322656617994,24.284817082744542,20229.0,0.7169665012406948
"Tamalpais Union High School District, California",6,38790,49457.0,1374.0,4913.0,4900.0,5759.0,5013.0,2962.0,5696.0,1955.0,3155.0,6955.0,5158.0,1617.0,1545405.0,868440.0,676965.0,24921.0,24536.0,0.5038922700527732,31.247447277432922,115934.0,0.6289236488619226
"Tulare Joint Union High School District, California",6,39930,28566.0,1623.0,4630.0,5214.0,4515.0,3869.0,1605.0,3394.0,690.0,687.0,1153.0,823.0,363.0,573755.0,355995.0,217755.0,21456.0,7110.0,0.7511027095148078,20.08524119582721,80345.0,0.80956118201050975
"Upper Lake Union High School District, California",6,40500,2383.0,77.0,316.0,322.0,365.0,258.0,179.0,199.0,86.0,252.0,119.0,157.0,53.0,60665.0,31150.0,29515.0,1517.0,866.0,0.6365925304238355,25.457406630297942,8636.0,0.7093200916730329
"Wasco Union High School District, California",6,41430,8260.0,271.0,879.0,825.0,1158.0,1464.0,422.0,1576.0,185.0,340.0,619.0,379.0,142.0,212750.0,147010.0,65740.0,5019.0,3241.0,0.6076271186440678,25.756658595641646,29972.0,0.7463880597014926
"Wheatland Union High School District, California",6,42350,4770.0,209.0,472.0,443.0,601.0,455.0,300.0,705.0,209.0,233.0,618.0,272.0,253.0,148655.0,97580.0,51075.0,2480.0,2290.0,0.519916142557652,31.164570230607968,11641.0,0.7812624850179785
"Whittier Union High School District, California",6,42480,96551.0,933.0,6325.0,10951.0,11906.0,13244.0,5859.0,17149.0,3330.0,4701.0,11757.0,7524.0,2872.0,2894510.0,1637765.0,1256745.0,49218.0,47333.0,0.5097616803554598,29.97907841451668,226267.0,0.818836648583484
"William S. Hart Union High School District, California",6,42510,118908.0,1609.0,8738.0,14733.0,16354.0,10794.0,4442.0,13331.0,3599.0,7253.0,16105.0,16224.0,5726.0,3989010.0,2367845.0,1621165.0,56670.0,62238.0,0.4765869411645978,33.5470279543849,276306.0,0.7665040547389762
"Yreka Union High School District, California",6,43410,5771.0,446.0,1254.0,1258.0,917.0,415.0,241.0,498.0,41.0,160.0,178.0,209.0,154.0,111450.0,61720.0,49730.0,4531.0,1240.0,0.7851325593484665,19.312077629526947,18009.0,0.7365366010964205
"Remainder of California, California",6,99999,11623856.0,226740.0,932796.0,1499112.0,1744679.0,1683726.0,665398.0,1785083.0,301178.0,491583.0,992142.0,901903.0,399516.0,328539155.0,188524530.0,140014625.0,6752451.0,4871405.0,0.5809131668527208,28.264214129975457,27801321.0,0.7247204406470892
"Colorado River Union High School District, Arizona",4,00082,21739.0,1243.0,3704.0,3414.0,4856.0,3853.0,1135.0,1716.0,113.0,232.0,713.0,505.0,255.0,402755.0,207285.0,195470.0,18205.0,3534.0,0.8374350246101476,18.526841161046967,63675.0,0.7826106392489942
"Agua Fria Union High School District, Arizona",4,00450,54e3,616.0,3551.0,5889.0,7262.0,8443.0,3569.0,7935.0,2171.0,3888.0,6304.0,3837.0,535.0,1522645.0,825445.0,697200.0,29330.0,24670.0,0.5431481481481482,28.19712962962963,131727.0,0.7957850994360345
"Antelope Union High School District, Arizona",4,00720,1540.0,229.0,352.0,166.0,261.0,108.0,115.0,133.0,13.0,26.0,54.0,26.0,57.0,31905.0,22395.0,9510.0,1231.0,309.0,0.7993506493506494,20.717532467532468,6560.0,0.7033747779751333
"Bicentennial Union High School District, Arizona",4,01160,1956.0,654.0,488.0,279.0,115.0,181.0,9.0,109.0,18.0,22.0,62.0,10.0,9.0,21370.0,10775.0,10595.0,1726.0,230.0,0.8824130879345603,10.925357873210634,9852.0,0.6050347222222222
"Buckeye Union High School District, Arizona",4,01410,26539.0,627.0,1603.0,2166.0,2378.0,3533.0,1532.0,3953.0,1455.0,2133.0,4160.0,2383.0,616.0,849210.0,496370.0,352840.0,11839.0,14700.0,0.4460981951090847,31.99856814499416,71014.0,0.8133145600924221
"Casa Grande Union High School District, Arizona",4,01740,29074.0,976.0,3720.0,5172.0,4557.0,4308.0,1123.0,2962.0,691.0,891.0,2787.0,1372.0,515.0,694085.0,388595.0,305490.0,19856.0,9218.0,0.6829469629221985,23.873048084198942,85970.0,0.7947150463419443
"Glendale Union High School District, Arizona",4,03450,136998.0,2199.0,8623.0,14638.0,20400.0,23493.0,11751.0,25957.0,3977.0,6205.0,10769.0,6442.0,2544.0,3634845.0,2036885.0,1597955.0,81104.0,55894.0,0.5920086424619337,26.53210265843297,331042.0,0.7234235554346081
"Mingus Union High School District, Arizona",4,05070,11909.0,531.0,2265.0,2287.0,2193.0,1040.0,633.0,1559.0,168.0,183.0,229.0,246.0,575.0,271575.0,145040.0,126535.0,8949.0,2960.0,0.7514484843395751,22.804181711310772,34328.0,0.7562912865681032
"Patagonia Union High School District, Arizona",4,06030,1127.0,112.0,177.0,94.0,157.0,74.0,15.0,127.0,13.0,47.0,114.0,183.0,14.0,30410.0,16430.0,13985.0,629.0,498.0,0.5581188997338066,26.983141082519964,3207.0,0.6946902654867256
"Phoenix Union High School District, Arizona",4,06330,262216.0,3978.0,19745.0,34583.0,43907.0,46914.0,17582.0,50719.0,5366.0,8790.0,14974.0,10983.0,4675.0,6484190.0,3756895.0,2727295.0,166709.0,95507.0,0.6357697470787442,24.72842999664399,681435.0,0.7103817924521385
"Santa Cruz Valley Union High School District, Arizona",4,07530,3216.0,204.0,293.0,311.0,158.0,375.0,160.0,513.0,168.0,352.0,398.0,182.0,102.0,97500.0,58515.0,38985.0,1501.0,1715.0,0.46672885572139305,30.317164179104477,17396.0,0.8106370543541789
"Tempe Union High School District, Arizona",4,08340,154654.0,3051.0,15590.0,27775.0,26124.0,26883.0,13091.0,20352.0,4132.0,4773.0,7457.0,3722.0,1704.0,3389450.0,1919715.0,1469735.0,112514.0,42140.0,0.7275207883404244,21.916342286652785,305784.0,0.7463069730965058
"Tolleson Union High School District, Arizona",4,08520,76489.0,883.0,4591.0,9054.0,10182.0,12077.0,5492.0,15424.0,2187.0,3897.0,7661.0,3811.0,1230.0,2082220.0,1146355.0,935865.0,42279.0,34210.0,0.5527461465047262,27.222476434519997,178645.0,0.7847907776574741
"Valley Union High School District, Arizona",4,08910,935.0,114.0,157.0,55.0,77.0,86.0,57.0,106.0,44.0,31.0,81.0,103.0,24.0,25725.0,13590.0,12135.0,546.0,389.0,0.5839572192513369,27.513368983957218,3625.0,0.673469387755102
"Yuma Union High School District, Arizona",4,09630,68937.0,2809.0,10710.0,14457.0,12520.0,10105.0,4416.0,7516.0,749.0,1463.0,1922.0,1544.0,726.0,1298510.0,819695.0,478815.0,55017.0,13920.0,0.7980765046346664,18.83618376198558,196427.0,0.7982214604815824
"Remainder of Arizona, Arizona",4,99999,1772321.0,52577.0,176590.0,241475.0,268265.0,266381.0,125583.0,258219.0,57216.0,74792.0,143673.0,75197.0,32353.0,44247935.0,24826655.0,19421280.0,1130871.0,641450.0,0.6380734641185203,24.966095306662844,4521241.0,0.7736763480906782
