district_nces_code,polygon_area,district_name,cbsa_title,median_sale_price,median_sale_price_per_sqft,total_sales
1723160,109751458.046303,Lisbon Community Consolidated School District 90,"Chicago-Naperville-Elgin, IL-IN-WI",145e3,101.42857142857143,17
1723200,14874054.2800502,Lisle Community Unit School District 202,"Chicago-Naperville-Elgin, IL-IN-WI",235e3,138.93188854489165,700
1723350,173312634.218566,Lockport Township High School District 205,"Chicago-Naperville-Elgin, IL-IN-WI",195e3,112.5,3623
1723460,20954633.6172632,Lombard School District 44,"Chicago-Naperville-Elgin, IL-IN-WI",202e3,141.50943396226415,1594
1723730,47083088.1633048,Will County School District 92,"Chicago-Naperville-Elgin, IL-IN-WI",225e3,123.31932773109244,527
1723850,9838803.49964799,Lyons School District 103,"Chicago-Naperville-Elgin, IL-IN-WI",148e3,120.32932235592146,874
1723880,61487289.7349887,Lyons Township High School District 204,"Chicago-Naperville-Elgin, IL-IN-WI",335e3,204.9347471451876,3025
1724000,8599860.36645204,Maercker School District 60,"Chicago-Naperville-Elgin, IL-IN-WI",192e3,140.0,808
1724090,72579138.4447113,Maine Township High School District 207,"Chicago-Naperville-Elgin, IL-IN-WI",235e3,169.07011437095971,6261
1724270,79261752.7932287,Manhattan School District 114,"Chicago-Naperville-Elgin, IL-IN-WI",193689.0,97.96610169491525,437
1724330,16967984.9312501,Mannheim School District 83,"Chicago-Naperville-Elgin, IL-IN-WI",145e3,116.63286004056795,656
1724390,233753404.864548,Manteno Community Unit School District 5,"Chicago-Naperville-Elgin, IL-IN-WI",165e3,97.18172983479106,369
1724420,11373339.4697422,Northbrook/Glenview Sd 30,"Chicago-Naperville-Elgin, IL-IN-WI",535e3,218.042071197411,508
1724480,366198299.873754,Kaneland Community Unit School District 302,"Chicago-Naperville-Elgin, IL-IN-WI",232e3,104.54545454545455,1337
1724570,294852937.072376,Marengo Community High School District 154,"Chicago-Naperville-Elgin, IL-IN-WI",151e3,80.19607843137256,537
1724720,21242581.8210069,Prairie-Hills Esd 144,"Chicago-Naperville-Elgin, IL-IN-WI",72500.0,55.26544821583986,810
1724780,16687635.3983519,Marquardt Sd 15,"Chicago-Naperville-Elgin, IL-IN-WI",155e3,107.75862068965517,1051
1725020,22540603.7464361,Matteson Esd 162,"Chicago-Naperville-Elgin, IL-IN-WI",97e3,58.285163776493256,924
1725110,12184978.6980608,Maywood-Melrose Park-Broadview 89,"Chicago-Naperville-Elgin, IL-IN-WI",1e5,69.07032181168057,1113
1725190,280545980.370326,Mazon-Verona-Kinsman Elementary School District 2c,"Chicago-Naperville-Elgin, IL-IN-WI",134900.0,82.9445308449974,97
1725290,105965733.009629,Mchenry Community Consolidated School District 15,"Chicago-Naperville-Elgin, IL-IN-WI",14e4,90.0,2083
1725320,118942382.254356,Mchenry Community High School District 156,"Chicago-Naperville-Elgin, IL-IN-WI",137500.0,88.80994671403197,2321
1725500,9756138.82894983,Medinah Elementary School District 11,"Chicago-Naperville-Elgin, IL-IN-WI",24e4,130.4878048780488,242
1725690,324051475.486125,Meridian Community Unit School District 223,"Chicago-Naperville-Elgin, IL-IN-WI",145e3,63.333333333333336,5
1725920,8634537.50030256,Midlothian School District 143,"Chicago-Naperville-Elgin, IL-IN-WI",107e3,87.61538461538461,553
1725950,577930219.835575,Milford Community Consolidated School District 280,"Chicago-Naperville-Elgin, IL-IN-WI",64500.0,39.787798408488065,71
1725980,577930217.357061,Milford Township High School District 233,"Chicago-Naperville-Elgin, IL-IN-WI",64500.0,39.787798408488065,71
1726100,38789339.3647683,Millburn Ccsd 24,"Chicago-Naperville-Elgin, IL-IN-WI",227002.0,101.84169278996865,444
1726250,124653913.033481,Miller Township Ccsd 210,"Chicago-Naperville-Elgin, IL-IN-WI",192e3,97.00520833333333,74
1726310,181682946.814065,Minooka Ccsd 201,"Chicago-Naperville-Elgin, IL-IN-WI",198e3,99.12854030501089,1437
1726340,220871550.766698,Minooka Community High School District 111,"Chicago-Naperville-Elgin, IL-IN-WI",2e5,99.52949692363373,1803
1726370,23293021.1565312,Mokena School District 159,"Chicago-Naperville-Elgin, IL-IN-WI",235e3,120.0,695
1726430,217117339.771478,Momence Community Unit School District 1,"Chicago-Naperville-Elgin, IL-IN-WI",102e3,71.0,199
1726610,103218946.705728,Morris School District 54,"Chicago-Naperville-Elgin, IL-IN-WI",145e3,98.97360703812316,415
1726640,284857372.1591,Morris Community High School District 101,"Chicago-Naperville-Elgin, IL-IN-WI",161e3,100.0,671
1726820,5640391.07329184,Golf Elementary School District 67,"Chicago-Naperville-Elgin, IL-IN-WI",235e3,172.02380952380952,311
1726850,5156458.06560348,Morton Grove School District 70,"Chicago-Naperville-Elgin, IL-IN-WI",236e3,176.5625,493
1726880,39035992.6481216,J S Morton High School District 201,"Chicago-Naperville-Elgin, IL-IN-WI",14e4,96.17021276595744,4201
1727210,11504038.6632002,Mount Prospect School District 57,"Chicago-Naperville-Elgin, IL-IN-WI",275e3,191.328125,995
1727540,11904070.645783,Mundelein Elementary School District 75,"Chicago-Naperville-Elgin, IL-IN-WI",175e3,118.24324324324324,681
1727570,91148463.8082077,Mundelein Consolidated High School District 120,"Chicago-Naperville-Elgin, IL-IN-WI",202e3,115.0,1985
1727710,78924500.1526793,Naperville Community Unit School District 203,"Chicago-Naperville-Elgin, IL-IN-WI",342500.0,159.2623637887678,4089
1727930,121200773.159992,Nettle Creek Community Consolidated School District 24c,"Chicago-Naperville-Elgin, IL-IN-WI",285e3,113.97058823529412,37
1728140,77574399.4130921,New Lenox School District 122,"Chicago-Naperville-Elgin, IL-IN-WI",24e4,118.39285714285714,1734
1728200,50422307.4050586,New Trier Township High School District 203,"Chicago-Naperville-Elgin, IL-IN-WI",749500.0,306.9367710251688,3162
1728260,257869293.241133,Newark Community High School District 18,"Chicago-Naperville-Elgin, IL-IN-WI",166e3,100.0,113
1728270,122429122.730038,Newark Community Consolidated School District 66,"Chicago-Naperville-Elgin, IL-IN-WI",17e4,99.92857142857143,92
1728500,6766317.66513168,Niles Elementary School District 71,"Chicago-Naperville-Elgin, IL-IN-WI",225e3,173.14864144912093,352
1728530,49819723.4826197,Niles Township Community High School District 219,"Chicago-Naperville-Elgin, IL-IN-WI",259900.0,175.50702028081122,4014
1728650,4853280.57388616,Norridge Sd 80,"Chicago-Naperville-Elgin, IL-IN-WI",253e3,204.6783625730994,461
1728700,281973760.397889,North Boone Community Unit School District 200,"Chicago-Naperville-Elgin, IL-IN-WI",116900.0,66.77985285795133,261
1728890,19413126.1335694,North Palos School District 117,"Chicago-Naperville-Elgin, IL-IN-WI",181300.0,119.9,817
1728980,17945582.7322178,Northbrook School District 28,"Chicago-Naperville-Elgin, IL-IN-WI",399900.0,226.31220177232447,714
1729010,84931195.338689,Glenbrook High School District 225,"Chicago-Naperville-Elgin, IL-IN-WI",445e3,218.99007936507937,4122
1729130,21688218.1121381,Oak Grove School District 68,"Chicago-Naperville-Elgin, IL-IN-WI",38e4,155.92592592592592,327
1729190,13676073.1329167,Oak Lawn-Hometown School District 123,"Chicago-Naperville-Elgin, IL-IN-WI",137e3,106.90943043884221,1601
1729220,16077526.3344023,Oak Lawn Community High School District 229,"Chicago-Naperville-Elgin, IL-IN-WI",125e3,102.4428684003152,1701
1729250,12158574.3769596,Oak Park Elementary School District 97,"Chicago-Naperville-Elgin, IL-IN-WI",315e3,203.2,2550
1729280,18563586.6605407,Oak Park - River Forest School District 200,"Chicago-Naperville-Elgin, IL-IN-WI",33e4,208.33333333333334,3109
1730220,107147558.174559,Orland School District 135,"Chicago-Naperville-Elgin, IL-IN-WI",175500.0,118.75,5371
1730270,183550450.721468,Oswego Community Unit School District 308,"Chicago-Naperville-Elgin, IL-IN-WI",233e3,96.89774032937572,4461
1730420,90152695.8041332,Palatine Community Consolidated School District 15,"Chicago-Naperville-Elgin, IL-IN-WI",221e3,148.57881136950905,5555
1730450,160837758.336399,Township High School District 211,"Chicago-Naperville-Elgin, IL-IN-WI",202500.0,143.33638304361085,10534
1730510,20367138.830614,Ccsd 180,"Chicago-Naperville-Elgin, IL-IN-WI",231e3,130.59701492537314,272
1730570,10282371.5416551,Palos Heights School District 128,"Chicago-Naperville-Elgin, IL-IN-WI",21e4,123.8441215323646,410
1730600,49496626.2341858,Palos Ccsd 118,"Chicago-Naperville-Elgin, IL-IN-WI",175e3,112.41666666666667,1180
1730810,9236841.424359,Park Forest Sd 163,"Chicago-Naperville-Elgin, IL-IN-WI",3e4,23.9375,588
1730840,19782597.9404705,Park Ridge Community Consolidated School District 64,"Chicago-Naperville-Elgin, IL-IN-WI",365e3,220.0,1940
1730900,3442724.69482392,Gen George Patton School District 133,"Chicago-Naperville-Elgin, IL-IN-WI",15001.0,15.494636471990464,52
1731140,115149730.945999,Pembroke Community Consolidated School District 259,"Chicago-Naperville-Elgin, IL-IN-WI",3e4,26.923076923076923,31
1731200,1653829.47933139,Pennoyer School District 79,"Chicago-Naperville-Elgin, IL-IN-WI",245e3,180.0,247
1731290,377044179.052663,Peotone Community Unit School District 207u,"Chicago-Naperville-Elgin, IL-IN-WI",226e3,105.99478714161599,356
1731740,160517157.686316,Plainfield School District 202,"Chicago-Naperville-Elgin, IL-IN-WI",203500.0,103.66009726132583,6130
1731770,79998277.0664451,Plano Community Unit School District 88,"Chicago-Naperville-Elgin, IL-IN-WI",118e3,74.55156950672645,614
1732040,14270450.536023,Pleasantdale School District 107,"Chicago-Naperville-Elgin, IL-IN-WI",345e3,185.06315211422296,443
1732370,9727396.8587073,Posen-Robbins Esd 143-5,"Chicago-Naperville-Elgin, IL-IN-WI",74700.0,53.42328835582209,302
1732520,64165404.7533337,Prairie Grove Csd 46,"Chicago-Naperville-Elgin, IL-IN-WI",201e3,102.94117647058823,1432
1732580,105631985.810713,Adlai E Stevenson High School District 125,"Chicago-Naperville-Elgin, IL-IN-WI",365e3,163.35814722911496,3098
1732850,13443139.5437505,Prospect Heights Sd 23,"Chicago-Naperville-Elgin, IL-IN-WI",231e3,149.03225806451613,991
1732910,63142928.1267883,Proviso Township Hsd 209,"Chicago-Naperville-Elgin, IL-IN-WI",14e4,108.87096774193549,4550
1732970,7952935.70177613,Queen Bee Sd 16,"Chicago-Naperville-Elgin, IL-IN-WI",17e4,118.25980392156863,671
1733270,24404804.0699628,Reavis Township High School District 220,"Chicago-Naperville-Elgin, IL-IN-WI",157500.0,120.42389210019267,1000
1733380,139969110.967478,Reed Custer Community Unit School District 255u,"Chicago-Naperville-Elgin, IL-IN-WI",132e3,91.0,436
1733390,4069833.19802519,Rhodes School District 84-5,"Chicago-Naperville-Elgin, IL-IN-WI",172e3,128.02607076350094,95
1733420,86030691.7581208,Rich Township High School District 227,"Chicago-Naperville-Elgin, IL-IN-WI",90100.0,56.354916067146284,2801
1733450,13242734.9112746,Richland Gsd 88a,"Chicago-Naperville-Elgin, IL-IN-WI",159900.0,101.88087774294671,528
1733510,113351371.450735,Richmond-Burton Community High School District 157,"Chicago-Naperville-Elgin, IL-IN-WI",224900.0,96.43605870020964,497
1733690,9725476.29076217,Ridgeland School District 122,"Chicago-Naperville-Elgin, IL-IN-WI",135e3,106.78571428571429,824
1733720,6959441.21267421,Ridgewood Chsd 234,"Chicago-Naperville-Elgin, IL-IN-WI",249900.0,193.33333333333334,677
1733750,123797637.424844,Riley Community Consolidated School District 18,"Chicago-Naperville-Elgin, IL-IN-WI",229900.0,98.5,124
1733810,6405012.28358119,River Forest School District 90,"Chicago-Naperville-Elgin, IL-IN-WI",435e3,235.23685918234912,559
1733840,3729151.16981941,River Grove School District 85-5,"Chicago-Naperville-Elgin, IL-IN-WI",145e3,126.66666666666667,299
1733870,10858512.2294439,River Trails Sd 26,"Chicago-Naperville-Elgin, IL-IN-WI",263e3,159.9147121535181,647
1733990,10027581.7589752,Riverside School District 96,"Chicago-Naperville-Elgin, IL-IN-WI",285e3,184.93150684931507,597
1734020,15950595.0979208,Riverside-Brookfield Township School District 208,"Chicago-Naperville-Elgin, IL-IN-WI",23e4,176.76767676767676,1301
1734290,563792197.440928,Rochelle Township High School District 212,"Chicago-Naperville-Elgin, IL-IN-WI",12e4,63.98809523809524,26
1734470,5822286.57848858,Rockdale School District 84,"Chicago-Naperville-Elgin, IL-IN-WI",9e4,69.44444444444444,47
1734620,14538187.9243514,Rondout Sd 72,"Chicago-Naperville-Elgin, IL-IN-WI",54e4,191.3655848132272,73
1734710,5761927.09134496,Roselle School District 12,"Chicago-Naperville-Elgin, IL-IN-WI",242e3,149.44444444444446,282
1734740,80884290.89614,Schaumburg Community Consolidated School District 54,"Chicago-Naperville-Elgin, IL-IN-WI",179500.0,137.57553956834533,5793
1734770,3613911.99720133,Rosemont Elementary School District 78,"Chicago-Naperville-Elgin, IL-IN-WI",85e3,120.0,29
1734990,21613692.5585884,Round Lake Community Unit School District 116,"Chicago-Naperville-Elgin, IL-IN-WI",95e3,71.7948717948718,1540
1735220,8692511.14814066,Salt Creek School District 48,"Chicago-Naperville-Elgin, IL-IN-WI",23e4,153.78787878787878,358
1735340,10900114.8575006,Sandridge Sd 172,"Chicago-Naperville-Elgin, IL-IN-WI",145851.0,64.91674375578168,53
1735370,134657132.864008,Sandwich Community Unit School District 430,"Chicago-Naperville-Elgin, IL-IN-WI",157e3,94.82758620689656,502
1735400,117121261.10895,Saratoga Community Consolidated School District 60c,"Chicago-Naperville-Elgin, IL-IN-WI",185e3,98.75,224
1735460,18980153.5581044,Ccsd 168,"Chicago-Naperville-Elgin, IL-IN-WI",24600.0,22.333333333333332,377
1735640,7860253.10325239,Schiller Park School District 81,"Chicago-Naperville-Elgin, IL-IN-WI",15e4,129.16666666666666,433
1735820,181814128.45073,Seneca Community Consolidated School District 170,"Chicago-Naperville-Elgin, IL-IN-WI",115e3,84.70394736842105,84
1735850,574367953.923587,Seneca Township High School District 160,"Chicago-Naperville-Elgin, IL-IN-WI",132e3,85.68548387096774,196
1735970,460274746.698451,Indian Creek Community Unit School District 425,"Chicago-Naperville-Elgin, IL-IN-WI",12e4,67.6,157
1736300,45003550.1659152,Esd 159,"Chicago-Naperville-Elgin, IL-IN-WI",134e3,75.0,952
1736450,8339916.3025302105,Skokie School District 68,"Chicago-Naperville-Elgin, IL-IN-WI",255e3,173.72881355932202,802
1736480,5503873.83239663,Skokie School District 69,"Chicago-Naperville-Elgin, IL-IN-WI",225500.0,154.320987654321,741
1736570,109593074.136907,Somonauk Community Unit School District 432,"Chicago-Naperville-Elgin, IL-IN-WI",15e4,90.84848484848484,216
1736720,8173383.40827061,South Holland School District 150,"Chicago-Naperville-Elgin, IL-IN-WI",123e3,76.0,417
1736750,12122473.690939,South Holland School District 151,"Chicago-Naperville-Elgin, IL-IN-WI",72e3,57.2119258662369,462
1736810,11759056.9285466,Burbank School District 111,"Chicago-Naperville-Elgin, IL-IN-WI",155900.0,120.15503875968992,921
1736840,35069679.3114808,South Wilmington Ccsd 74,"Chicago-Naperville-Elgin, IL-IN-WI",87500.0,77.38095238095238,18
1737140,347262309.344416,St Anne Community High School District 302,"Chicago-Naperville-Elgin, IL-IN-WI",74500.0,47.77777777777778,101
1737170,151866865.929929,St Charles Community Unit School District 303,"Chicago-Naperville-Elgin, IL-IN-WI",285e3,132.41525423728814,3276
1737680,20564139.8783081,Steger Sd 194,"Chicago-Naperville-Elgin, IL-IN-WI",69e3,52.778888444622154,466
1737800,130873314.147948,Steward Elementary School District 220,"Chicago-Naperville-Elgin, IL-IN-WI",12e4,63.98809523809524,19
1737860,8453300.60413825,Central Stickney School District 110,"Chicago-Naperville-Elgin, IL-IN-WI",166989.0,125.74472891566265,79
1738220,32093421.6592704,Summit Hill School District 161,"Chicago-Naperville-Elgin, IL-IN-WI",217e3,117.59315821624924,1060
1738370,11600800.9840369,Sunnybrook School District 171,"Chicago-Naperville-Elgin, IL-IN-WI",114900.0,75.62277580071175,482
1738400,7841411.20024058,Sunset Ridge School District 29,"Chicago-Naperville-Elgin, IL-IN-WI",715e3,256.8093385214008,233
1738460,213382645.745053,Sycamore Community Unit School District 427,"Chicago-Naperville-Elgin, IL-IN-WI",166900.0,99.06759906759906,1005
1738520,3815242.81317948,Taft School District 90,"Chicago-Naperville-Elgin, IL-IN-WI",160500.0,103.4366576819407,156
1738910,11401957.2625466,Thornton School District 154,"Chicago-Naperville-Elgin, IL-IN-WI",86e3,65.05747126436782,90
1738940,41649581.0541571,Thornton Fractional Township High School District 215,"Chicago-Naperville-Elgin, IL-IN-WI",69900.0,54.054054054054056,2613
1738970,87392710.084761,Thornton Township Hsd 205,"Chicago-Naperville-Elgin, IL-IN-WI",52500.0,39.936102236421725,3211
1739030,25793251.5429804,Ccsd 146,"Chicago-Naperville-Elgin, IL-IN-WI",152e3,106.66666666666667,1305
1739510,66730500.5644183,Troy Community Consolidated School District 30c,"Chicago-Naperville-Elgin, IL-IN-WI",165600.0,92.85714285714286,1788
1739660,15056126.5545326,Union School District 81,"Chicago-Naperville-Elgin, IL-IN-WI",125e3,91.36363636363636,55
1739780,1980393.7573181,Union Ridge School District 86,"Chicago-Naperville-Elgin, IL-IN-WI",225500.0,170.0921332388377,181
1740070,97735057.8612067,Valley View Community Unit School District 365u,"Chicago-Naperville-Elgin, IL-IN-WI",159e3,101.14388922335942,4206
1740350,48078365.8302437,Sd 45 Dupage County Schools,"Chicago-Naperville-Elgin, IL-IN-WI",193500.0,138.55898653998418,2807
1740440,90834103.4511081,Community High School District 94,"Chicago-Naperville-Elgin, IL-IN-WI",225e3,127.44162940884253,1617
1740500,20956991.7790254,Ccsd 89,"Chicago-Naperville-Elgin, IL-IN-WI",27e4,150.32456440040997,1022
1740800,132250252.829942,Warren Township High School District 121,"Chicago-Naperville-Elgin, IL-IN-WI",203e3,107.88381742738589,2798
1741190,70564564.5982026,Wauconda Community Unit School District 118,"Chicago-Naperville-Elgin, IL-IN-WI",168e3,98.75259875259876,1467
1741250,44541178.8316325,Waukegan Community Unit School District 60,"Chicago-Naperville-Elgin, IL-IN-WI",79999.0,62.5,1987
1741520,5785245.09371106,Calumet City School District 155,"Chicago-Naperville-Elgin, IL-IN-WI",59900.0,43.680297397769515,380
1741550,63986078.6911879,West Chicago Elementary School District 33,"Chicago-Naperville-Elgin, IL-IN-WI",179e3,114.47368421052632,1006
1741690,114870361.647424,Indian Prairie Community Unit School District 204,"Chicago-Naperville-Elgin, IL-IN-WI",279500.0,136.07142857142858,6342
1741700,11105205.4301166,West Northfield School District 31,"Chicago-Naperville-Elgin, IL-IN-WI",375e3,180.54375531011044,445
1741790,7441638.61849131,Westchester School District 92-5,"Chicago-Naperville-Elgin, IL-IN-WI",209e3,153.9708265802269,899
1741820,5281205.10258515,Western Springs School District 101,"Chicago-Naperville-Elgin, IL-IN-WI",582500.0,268.80607315389926,443
1741980,8156283.24750207,Cunit School District 201,"Chicago-Naperville-Elgin, IL-IN-WI",251e3,169.30232558139534,557
1742180,69092434.5320546,Cunit School District 200,"Chicago-Naperville-Elgin, IL-IN-WI",262500.0,161.31687242798353,3277
1742210,40694947.3246506,Wheeling Community Consolidated School District 21,"Chicago-Naperville-Elgin, IL-IN-WI",17e4,133.736120182887,3010
1742570,27292721.1188938,Willow Springs School District 108,"Chicago-Naperville-Elgin, IL-IN-WI",165e3,120.0,167
1742600,12291533.9440166,Wilmette School District 39,"Chicago-Naperville-Elgin, IL-IN-WI",635e3,302.0419739081112,1340
1742630,256639254.622971,Wilmington Community Unit School District 209u,"Chicago-Naperville-Elgin, IL-IN-WI",136e3,91.96652719665272,358
1742720,5594732.65669706,Winfield School District 34,"Chicago-Naperville-Elgin, IL-IN-WI",242970.0,134.81675392670158,293
1742840,9112596.93875257,Winnetka School District 36,"Chicago-Naperville-Elgin, IL-IN-WI",106e4,355.87188612099646,668
1742900,11443276.9391152,Winthrop Harbor School District 1,"Chicago-Naperville-Elgin, IL-IN-WI",134900.0,86.95652173913044,253
1743020,12873350.2870993,Wood Dale School District 7,"Chicago-Naperville-Elgin, IL-IN-WI",195e3,125.99118942731278,401
1743110,77441699.5716131,Woodland Community Consolidated School District 50,"Chicago-Naperville-Elgin, IL-IN-WI",215e3,112.05211726384364,2128
1743330,284966420.96027,Woodstock Community Unit School District 200,"Chicago-Naperville-Elgin, IL-IN-WI",162500.0,90.02057613168725,1677
1743380,6391755.72882452,Worth Sd 127,"Chicago-Naperville-Elgin, IL-IN-WI",121e3,97.79040404040404,422
1743860,16306677.8782373,Zion Elementary School District 6,"Chicago-Naperville-Elgin, IL-IN-WI",68200.0,51.36986301369863,656
1743890,95986670.2572964,Zion-Benton Township Hsd 126,"Chicago-Naperville-Elgin, IL-IN-WI",108e3,72.24025974025975,1669
1743960,223196967.503132,Yorkville Community Unit School District 115,"Chicago-Naperville-Elgin, IL-IN-WI",21e4,89.67684021543985,1702
1802490,169031661.42174,Crown Point Community Community School Corporation,"Chicago-Naperville-Elgin, IL-IN-WI",138900.0,97.52747252747253,3
1802800,241017063.157622,Duneland School Corporation,"Chicago-Naperville-Elgin, IL-IN-WI",85e3,55.410691003911346,1
1804320,61737328.3947018,School City Of Hammond,"Chicago-Naperville-Elgin, IL-IN-WI",82e3,48.80952380952381,3
1804350,76115134.9290356,Hanover Community School Corporation,"Chicago-Naperville-Elgin, IL-IN-WI",225e3,97.82608695652173,3
1805450,104086427.724419,Lake Central School Corporation,"Chicago-Naperville-Elgin, IL-IN-WI",168e3,120.17788461538461,4
1806570,285702588.129863,Michigan City Area Schools,"Chicago-Naperville-Elgin, IL-IN-WI",34e4,190.8514492753623,71
1807350,19763115.0985491,School Town Of Munster,"Chicago-Naperville-Elgin, IL-IN-WI",295e3,83.60438101559907,7
1811460,461311293.422947,Tri-Creek School Corporation,"Chicago-Naperville-Elgin, IL-IN-WI",142e3,108.65561694290976,18
2302220,106118984.232645,Acton School Department,"Boston-Cambridge-Newton, MA-NH",208800.0,149.19354838709677,168
2307140,53994238.7770041,Kittery School Department,"Boston-Cambridge-Newton, MA-NH",297500.0,184.06805877803558,487
2311370,139363797.594083,Rsu 35/Msad 35,"Boston-Cambridge-Newton, MA-NH",264900.0,147.64764764764766,646
2314700,340619496.787072,Rsu 60/Msad 60,"Boston-Cambridge-Newton, MA-NH",21e4,121.52777777777777,737
2400060,1162899989.97608,Anne Arundel County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",297e3,176.38888888888889,23575
2400150,621804240.575077,Calvert County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",269900.0,142.85714285714286,4262
2400210,1170554953.17345,Carroll County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",279500.0,149.3975903614458,6568
2400270,1449959487.44899,Charles County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",249500.0,125.56504269211452,6876
2400330,1722201998.77152,Frederick County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",257990.0,140.66193853427896,11292
2400420,655661493.777364,Howard County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",37e4,182.58426966292134,12212
2400480,1293413437.75852,Montgomery County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",379e3,218.2043650793651,35909
2400510,1283052400.32573,Prince George'S County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",225e3,139.09587680079483,26327
2400600,1294910623.27824,St. Mary'S County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25e4,123.84898710865562,4064
2400660,1206350704.27959,Washington County Public Schools,"Washington-Arlington-Alexandria, DC-VA-MD-WV",157e3,92.83819628647215,5168
2500067,65757327.8484584,Manchester Essex Regional,"Boston-Cambridge-Newton, MA-NH",607e3,265.625,367
2501650,26258558.6284409,Abington Public Schools,"Boston-Cambridge-Newton, MA-NH",29e4,181.8746120422098,617
2501710,79275925.8322626,Acton-Boxborough,"Boston-Cambridge-Newton, MA-NH",481500.0,221.7391304347826,1361
2501740,49044780.8813985,Acushnet Public Schools,"Boston-Cambridge-Newton, MA-NH",25e4,153.52941176470588,331
2501860,35485939.9232191,Amesbury Public Schools,"Boston-Cambridge-Newton, MA-NH",267e3,172.54901960784315,891
2501950,82033432.5622547,Andover Public Schools,"Boston-Cambridge-Newton, MA-NH",513e3,230.35230352303523,1429
2501980,14138743.0337683,Arlington Public Schools,"Boston-Cambridge-Newton, MA-NH",55e4,346.1854460093897,1734
2502040,202256252.450067,Ashburnham-Westminster,"Boston-Cambridge-Newton, MA-NH",217e3,135.84337349397592,626
2502100,33267455.5926291,Ashland Public Schools,"Boston-Cambridge-Newton, MA-NH",336e3,183.22475570032574,844
2502250,11655203.4032276,Avon Public Schools,"Boston-Cambridge-Newton, MA-NH",265e3,179.0757381258023,154
2502400,36510418.2198713,Bedford Public Schools,"Boston-Cambridge-Newton, MA-NH",615e3,283.7837837837838,531
2502460,49137081.2631985,Bellingham Public Schools,"Boston-Cambridge-Newton, MA-NH",265e3,160.15384615384616,786
2502490,11718508.9356384,Belmont Public Schools,"Boston-Cambridge-Newton, MA-NH",765e3,391.20502569960024,724
2502520,44759231.6146643,Berkley Public Schools,"Boston-Cambridge-Newton, MA-NH",313e3,178.83124627310673,200
2502550,34018999.7961881,Berlin,"Boston-Cambridge-Newton, MA-NH",355e3,171.5686274509804,126
2502580,84824847.5064957,Berlin-Boylston,"Boston-Cambridge-Newton, MA-NH",344714.0,167.36694677871148,343
2502640,43395363.4430959,Beverly Public Schools,"Boston-Cambridge-Newton, MA-NH",351500.0,222.99721004384216,1518
2502670,68052589.4964091,Billerica Public Schools,"Boston-Cambridge-Newton, MA-NH",35e4,195.53072625698323,1439
2502715,42297269.9949864,Blackstone-Millville,"Boston-Cambridge-Newton, MA-NH",232e3,140.57093425605535,462
2502790,134257005.118777,Boston Public Schools,"Boston-Cambridge-Newton, MA-NH",495e3,441.6666666666667,17877
2502820,135173941.982225,Bourne Public Schools,"Boston-Cambridge-Newton, MA-NH",315500.0,194.86595744680852,967
2502880,61747532.7403452,Boxford Public Schools,"Boston-Cambridge-Newton, MA-NH",577500.0,202.36336779911375,346
2502940,37541898.7651675,Braintree Public Schools,"Boston-Cambridge-Newton, MA-NH",363e3,248.55334538878841,1309
2503030,127094422.289144,Bridgewater-Raynham,"Boston-Cambridge-Newton, MA-NH",304e3,173.57762777242044,1297
2503090,55696032.3249411,Brockton Public Schools,"Boston-Cambridge-Newton, MA-NH",215e3,137.5,2985
2503150,17662541.252942,Brookline Public Schools,"Boston-Cambridge-Newton, MA-NH",775e3,531.25,2073
2503240,29848776.9180245,Burlington Public Schools,"Boston-Cambridge-Newton, MA-NH",460500.0,252.29357798165137,661
2503270,18397380.9352176,Cambridge Public Schools,"Boston-Cambridge-Newton, MA-NH",65e4,573.7704918032787,2491
2503300,50489488.1764174,Canton Public Schools,"Boston-Cambridge-Newton, MA-NH",395e3,233.92857142857142,998
2503330,40186156.0133752,Carlisle Public Schools,"Boston-Cambridge-Newton, MA-NH",776e3,256.8833380641499,225
2503360,87767212.4895291,Carver Public Schools,"Boston-Cambridge-Newton, MA-NH",283e3,177.57009345794393,404
2503510,59146407.9701315,Chelmsford Public Schools,"Boston-Cambridge-Newton, MA-NH",314900.0,197.2972972972973,1412
2503540,6658572.89200499,Chelsea Public Schools,"Boston-Cambridge-Newton, MA-NH",285e3,192.1627731725697,733
2503780,30290981.3774098,Cohasset Public Schools,"Boston-Cambridge-Newton, MA-NH",75e4,290.6542056074766,437
2503840,65409210.7551758,Concord Public Schools,"Boston-Cambridge-Newton, MA-NH",8e5,331.26189417518896,725
2503870,105602854.514843,Concord-Carlisle,"Boston-Cambridge-Newton, MA-NH",795e3,310.494721589733,950
2503990,36638658.9235432,Danvers Public Schools,"Boston-Cambridge-Newton, MA-NH",355e3,211.3943028485757,1068
