district_name,state,schooldistrictunified,total_commuters,commute_Less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,agg_travel_time,agg_travel_time_m,agg_travel_time_f,commute_under_30,commute_greater_than_30,percent_under_30,mean_commute_time,total_population,percent_drive_alone
"Horicon Elementary School District, California",6,17580,368.0,0.0,69.0,122.0,81.0,50.0,0.0,11.0,0.0,15.0,7.0,0.0,13.0,6520.0,3455.0,3065.0,322.0,46.0,0.875,17.717391304347824,1441.0,0.7139917695473251
"Hornbrook Elementary School District, California",6,17620,162.0,9.0,8.0,3.0,37.0,41.0,23.0,27.0,0.0,6.0,8.0,0.0,0.0,3475.0,2105.0,1375.0,121.0,41.0,0.7469135802469136,21.450617283950617,679.0,0.6506024096385542
"Hot Springs Elementary School District, California",6,17640,101.0,19.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,28.0,36.0,7.0,4820.0,2285.0,2535.0,30.0,71.0,0.297029702970297,47.722772277227726,311.0,0.6601941747572816
"Howell Mountain Elementary School District, California",6,17760,2153.0,321.0,687.0,249.0,268.0,249.0,40.0,47.0,5.0,59.0,123.0,63.0,42.0,35040.0,19385.0,15655.0,1814.0,339.0,0.8425452856479331,16.274965164886204,4257.0,0.6155150487494702
"Hueneme Elementary School District, California",6,17850,24641.0,357.0,2144.0,2426.0,3362.0,4845.0,2839.0,4612.0,435.0,638.0,1382.0,1018.0,583.0,629715.0,371690.0,258025.0,15973.0,8668.0,0.64822856215251,25.555578101538085,56887.0,0.669484527975465
"Hughes-Elizabeth Lakes Union Elementary School District, California",6,17880,1369.0,33.0,62.0,50.0,28.0,109.0,109.0,313.0,48.0,177.0,105.0,252.0,83.0,55195.0,35220.0,19975.0,391.0,978.0,0.2856099342585829,40.31775018261505,3446.0,0.7868055555555555
"Huntington Beach City Elementary School District, California",6,18030,40628.0,688.0,3410.0,4628.0,5189.0,5839.0,2446.0,7020.0,1305.0,1663.0,4065.0,3214.0,1161.0,1162295.0,680695.0,481600.0,22200.0,18428.0,0.546421187358472,28.608225854090776,85876.0,0.7992206726825266
"Hydesville Elementary School District, California",6,18120,556.0,33.0,44.0,165.0,70.0,51.0,21.0,84.0,31.0,20.0,17.0,18.0,2.0,11355.0,6515.0,4845.0,384.0,172.0,0.6906474820143885,20.422661870503596,1316.0,0.9292035398230089
"Igo, Ono, Platina Union Elementary School District; California",6,18160,242.0,0.0,10.0,7.0,19.0,35.0,24.0,44.0,28.0,7.0,26.0,42.0,0.0,7975.0,3430.0,4545.0,95.0,147.0,0.3925619834710744,32.95454545454545,748.0,0.8157894736842105
"Indian Diggings Elementary School District, California",6,18240,31.0,0.0,5.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,6.0,1480.0,655.0,825.0,12.0,19.0,0.3870967741935484,47.74193548387097,132.0,0.6944444444444444
"Indian Springs Elementary School District, California",6,18270,30.0,3.0,6.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1020.0,880.0,140.0,18.0,12.0,0.6,34.0,148.0,0.8666666666666667
"Island Union Elementary School District, California",6,18510,643.0,25.0,54.0,119.0,96.0,146.0,36.0,66.0,9.0,6.0,54.0,22.0,10.0,14865.0,9915.0,4950.0,476.0,167.0,0.7402799377916018,23.118195956454123,1463.0,0.8124098124098124
"Jacoby Creek Elementary School District, California",6,18660,1112.0,22.0,168.0,274.0,183.0,252.0,60.0,110.0,3.0,9.0,19.0,9.0,3.0,18735.0,11835.0,6895.0,959.0,153.0,0.862410071942446,16.848021582733814,2989.0,0.6557120500782473
"Jamestown Elementary School District, California",6,18690,1303.0,61.0,154.0,248.0,343.0,64.0,118.0,94.0,28.0,22.0,54.0,17.0,100.0,32245.0,16730.0,15515.0,988.0,315.0,0.758250191864927,24.746738296239446,7475.0,0.8214553638409603
"Jamul-Dulzura Union Elementary School District, California",6,18730,3437.0,127.0,83.0,123.0,206.0,271.0,311.0,730.0,249.0,229.0,610.0,350.0,148.0,122400.0,75285.0,47110.0,1121.0,2316.0,0.32615653185917953,35.612452720395694,8473.0,0.7562202223398624
"Janesville Union Elementary School District, California",6,18780,1412.0,19.0,88.0,69.0,296.0,427.0,110.0,116.0,19.0,22.0,180.0,36.0,30.0,35720.0,19590.0,16130.0,1009.0,403.0,0.7145892351274787,25.297450424929178,3798.0,0.8362652232746955
"Jefferson Elementary School District (San Benito County), California",6,18810,89.0,2.0,13.0,4.0,5.0,14.0,4.0,14.0,0.0,3.0,7.0,14.0,9.0,3195.0,1190.0,2005.0,42.0,47.0,0.47191011235955055,35.89887640449438,194.0,0.7419354838709677
"Jefferson Elementary School District (San Joaquin County), California",6,18840,6696.0,118.0,417.0,445.0,695.0,374.0,92.0,577.0,227.0,103.0,756.0,1821.0,1071.0,328245.0,223620.0,104625.0,2141.0,4555.0,0.3197431302270012,49.02105734767025,15951.0,0.7283311772315654
"Jefferson Elementary School District (San Mateo County), California",6,18870,46878.0,417.0,2659.0,4436.0,7017.0,8021.0,2713.0,9054.0,1240.0,2020.0,4363.0,3742.0,1196.0,1356450.0,710610.0,645840.0,25263.0,21615.0,0.5389095097913733,28.935748112120823,90774.0,0.5963728296525355
"Johnstonville Elementary School District, California",6,19050,505.0,42.0,69.0,187.0,85.0,42.0,6.0,14.0,6.0,0.0,51.0,0.0,3.0,7970.0,5420.0,2550.0,431.0,74.0,0.8534653465346534,15.782178217821782,1332.0,0.7168141592920354
"Julian Union Elementary School District, California",6,19140,1085.0,54.0,60.0,213.0,173.0,97.0,33.0,62.0,12.0,33.0,95.0,218.0,35.0,32935.0,14070.0,18865.0,630.0,455.0,0.5806451612903226,30.35483870967742,3777.0,0.7069102462271644
"Junction City Elementary School District, California",6,19170,138.0,8.0,16.0,12.0,14.0,46.0,12.0,12.0,0.0,3.0,2.0,9.0,4.0,3180.0,1445.0,1740.0,108.0,30.0,0.782608695652174,23.043478260869566,822.0,0.7243589743589743
"Junction Elementary School District (Shasta County), California",6,19200,1417.0,14.0,151.0,385.0,462.0,183.0,36.0,37.0,20.0,9.0,9.0,36.0,75.0,32765.0,24170.0,8595.0,1231.0,186.0,0.8687367678193366,23.122794636556105,3875.0,0.9224021592442645
"Junction Elementary School District (Siskiyou County), California",6,19230,62.0,1.0,6.0,0.0,18.0,4.0,1.0,21.0,0.0,0.0,8.0,0.0,3.0,1960.0,590.0,1365.0,30.0,32.0,0.4838709677419355,31.612903225806452,151.0,0.9193548387096774
"Kentfield Elementary School District, California",6,19380,4898.0,109.0,631.0,741.0,692.0,401.0,260.0,498.0,100.0,280.0,609.0,456.0,121.0,135770.0,72915.0,62855.0,2834.0,2064.0,0.578603511637403,27.719477337688854,12263.0,0.7021351685194989
"Kenwood Elementary School District, California",6,19410,1176.0,150.0,81.0,92.0,58.0,128.0,83.0,286.0,42.0,0.0,85.0,47.0,124.0,37090.0,18715.0,18375.0,592.0,584.0,0.5034013605442177,31.539115646258505,4272.0,0.6708955223880597
"Keppel Union Elementary School District, California",6,19440,6613.0,81.0,379.0,243.0,695.0,1022.0,224.0,944.0,145.0,179.0,404.0,1632.0,665.0,278665.0,190360.0,88305.0,2644.0,3969.0,0.39981853924088917,42.138968698019056,21e3,0.773848104833028
"Kernville Union Elementary School District, California",6,19590,2634.0,317.0,209.0,424.0,374.0,445.0,42.0,341.0,0.0,77.0,95.0,183.0,127.0,69090.0,47745.0,21345.0,1811.0,823.0,0.687547456340167,26.23006833712984,10414.0,0.818374558303887
"Keyes Union Elementary School District, California",6,19620,2003.0,121.0,189.0,365.0,487.0,213.0,167.0,188.0,8.0,99.0,27.0,34.0,105.0,45590.0,28915.0,16675.0,1542.0,461.0,0.7698452321517724,22.7608587119321,6683.0,0.7223008015087223
"King City Union Elementary School District, California",6,19680,5953.0,194.0,928.0,893.0,1041.0,854.0,267.0,820.0,71.0,176.0,438.0,176.0,95.0,128510.0,95780.0,32730.0,4177.0,1776.0,0.7016630270451873,21.587434906769698,16519.0,0.6767660135023876
"Kings River Union Elementary School District, California",6,19740,1062.0,42.0,109.0,203.0,195.0,139.0,57.0,174.0,17.0,50.0,55.0,15.0,6.0,21695.0,13880.0,7815.0,745.0,317.0,0.7015065913370998,20.428436911487758,3383.0,0.6951774340309372
"Kings River-Hardwick Union Elementary School District, California",6,19770,1240.0,27.0,119.0,326.0,165.0,211.0,31.0,183.0,34.0,54.0,61.0,26.0,3.0,25025.0,16115.0,8910.0,879.0,361.0,0.7088709677419355,20.181451612903224,2561.0,0.8722910216718266
"Kingsburg Joint Union Elementary School District, California",6,19800,5685.0,193.0,720.0,765.0,1002.0,663.0,528.0,1115.0,111.0,73.0,209.0,148.0,158.0,132e3,82690.0,49310.0,3871.0,1814.0,0.6809146877748461,23.218997361477573,15339.0,0.7983682983682984
"Kirkwood Elementary School District, California",6,19860,141.0,6.0,7.0,22.0,20.0,20.0,14.0,27.0,4.0,2.0,5.0,10.0,4.0,3960.0,2215.0,1745.0,89.0,52.0,0.6312056737588653,28.085106382978722,299.0,0.9577464788732394
"Kit Carson Union Elementary School District, California",6,19890,1008.0,146.0,138.0,154.0,190.0,157.0,63.0,36.0,32.0,2.0,44.0,37.0,9.0,17705.0,11220.0,6490.0,848.0,160.0,0.8412698412698413,17.564484126984127,2512.0,0.7675925925925926
"Klamath River Union Elementary School District, California",6,19920,108.0,6.0,7.0,8.0,14.0,11.0,8.0,9.0,3.0,0.0,18.0,18.0,6.0,4385.0,3105.0,1280.0,54.0,54.0,0.5,40.601851851851855,505.0,0.48905109489051096
"Kneeland Elementary School District, California",6,19980,147.0,5.0,7.0,0.0,4.0,4.0,15.0,55.0,10.0,18.0,14.0,14.0,1.0,4870.0,2625.0,2250.0,35.0,112.0,0.23809523809523808,33.12925170068027,379.0,0.6875
"Knights Ferry Elementary School District, California",6,20010,187.0,16.0,4.0,0.0,28.0,19.0,5.0,35.0,15.0,2.0,28.0,27.0,8.0,6470.0,3730.0,2740.0,72.0,115.0,0.3850267379679144,34.598930481283425,518.0,0.6634146341463415
"Knightsen Elementary School District, California",6,20040,1005.0,73.0,55.0,199.0,123.0,47.0,0.0,28.0,9.0,47.0,52.0,183.0,189.0,40545.0,24095.0,16450.0,497.0,508.0,0.4945273631840796,40.343283582089555,2776.0,0.777676120768527
"La Grange Elementary School District, California",6,20160,61.0,7.0,3.0,13.0,2.0,0.0,4.0,3.0,7.0,0.0,7.0,10.0,5.0,2305.0,1510.0,795.0,29.0,32.0,0.47540983606557374,37.78688524590164,202.0,0.6944444444444444
"La Habra City Elementary School District, California",6,20190,22610.0,453.0,1771.0,2635.0,2989.0,3061.0,1014.0,3664.0,680.0,1250.0,2639.0,1944.0,510.0,653850.0,366390.0,287465.0,11923.0,10687.0,0.5273330384785493,28.918620079610793,52084.0,0.78060263653484
"La Mesa-Spring Valley School District, California",6,20250,59714.0,964.0,4197.0,6221.0,10185.0,12529.0,5132.0,10011.0,1406.0,2221.0,3619.0,2093.0,1136.0,1493630.0,796200.0,697435.0,39228.0,20486.0,0.6569313728773822,25.013062263455804,137211.0,0.8160013922508583
"Lafayette Elementary School District, California",6,20310,11708.0,178.0,941.0,1632.0,1482.0,1325.0,580.0,1396.0,481.0,608.0,1686.0,1006.0,393.0,356355.0,208070.0,148285.0,6138.0,5570.0,0.5242569183464298,30.43688076528869,28056.0,0.6537515375153752
"Laguna Joint Elementary School District, California",6,20430,151.0,12.0,12.0,8.0,17.0,7.0,16.0,38.0,6.0,4.0,20.0,10.0,1.0,4095.0,2055.0,2040.0,72.0,79.0,0.4768211920529801,27.119205298013245,419.0,0.7052023121387283
"Pacifica School District, California",6,20460,18954.0,217.0,865.0,1828.0,2076.0,2960.0,1648.0,3794.0,879.0,1001.0,1991.0,1285.0,410.0,557750.0,286635.0,271115.0,9594.0,9360.0,0.5061728395061729,29.42650627835813,38374.0,0.728997697006108
"Lagunita Elementary School District, California",6,20490,118.0,6.0,3.0,2.0,14.0,24.0,22.0,23.0,4.0,3.0,2.0,5.0,10.0,3760.0,2125.0,1635.0,71.0,47.0,0.6016949152542372,31.864406779661017,286.0,0.6923076923076923
"Lagunitas Elementary School District, California",6,20520,1814.0,61.0,48.0,104.0,147.0,231.0,212.0,420.0,62.0,35.0,151.0,261.0,82.0,63545.0,36895.0,26650.0,803.0,1011.0,0.4426681367144432,35.0303197353914,3707.0,0.6915351506456241
"Lake Elementary School District, California",6,20610,193.0,7.0,27.0,27.0,7.0,44.0,14.0,25.0,3.0,11.0,14.0,8.0,6.0,5350.0,3230.0,2120.0,126.0,67.0,0.6528497409326425,27.72020725388601,523.0,0.8365384615384616
"Lakeside Joint Elementary School District, California",6,20700,1079.0,13.0,32.0,49.0,55.0,105.0,58.0,156.0,96.0,163.0,204.0,136.0,12.0,39865.0,23240.0,16620.0,312.0,767.0,0.2891566265060241,36.946246524559776,2536.0,0.7217249796582588
"Lakeside Union Elementary School District (Kern County), California",6,20730,3058.0,48.0,226.0,456.0,543.0,427.0,262.0,502.0,102.0,18.0,253.0,176.0,45.0,77420.0,55420.0,21995.0,1962.0,1096.0,0.6415958142576847,25.317200784826685,7549.0,0.7655701053976366
"Lakeside Union Elementary School District (Kings County), California",6,20760,958.0,46.0,208.0,185.0,191.0,102.0,42.0,63.0,27.0,10.0,51.0,23.0,10.0,17345.0,10025.0,7325.0,774.0,184.0,0.8079331941544885,18.10542797494781,2633.0,0.744765702891326
"Lakeside Union Elementary School District (San Diego County), California",6,20790,18243.0,145.0,1123.0,2255.0,2749.0,2760.0,1576.0,2928.0,495.0,808.0,1720.0,1355.0,329.0,508645.0,297e3,211645.0,10608.0,7635.0,0.5814833086663378,27.88165323685797,41860.0,0.8395800524934384
"Lamont Elementary School District, California",6,20850,6318.0,138.0,581.0,926.0,768.0,1053.0,406.0,1304.0,134.0,176.0,505.0,169.0,158.0,159290.0,100735.0,58560.0,3872.0,2446.0,0.6128521684077239,25.212092434314656,17269.0,0.7024032459425718
"Lancaster Elementary School District, California",6,20880,37368.0,523.0,3546.0,7250.0,8900.0,3475.0,863.0,1595.0,327.0,735.0,2828.0,4462.0,2864.0,1133440.0,700145.0,433295.0,24557.0,12811.0,0.657166559623207,30.331834724898307,113260.0,0.8414624619150542
"Larkspur Elementary School District, California",6,20910,6368.0,82.0,701.0,825.0,704.0,343.0,390.0,599.0,341.0,490.0,971.0,711.0,211.0,204455.0,115640.0,88815.0,3045.0,3323.0,0.4781721105527638,32.10662688442211,13970.0,0.6348977828966311
"Lassen View Union Elementary School District, California",6,21090,927.0,52.0,62.0,124.0,99.0,212.0,57.0,78.0,27.0,35.0,21.0,33.0,127.0,29680.0,12995.0,16690.0,606.0,321.0,0.6537216828478964,32.017259978425024,2661.0,0.7920892494929006
"Latrobe Elementary School District, California",6,21180,1073.0,0.0,6.0,70.0,174.0,97.0,90.0,182.0,14.0,58.0,200.0,90.0,92.0,43570.0,25210.0,18360.0,437.0,636.0,0.40726933830382106,40.60577819198509,3140.0,0.7380759902991108
"Lawndale Elementary School District, California",6,21210,22154.0,307.0,1559.0,3126.0,4729.0,3317.0,1336.0,3261.0,544.0,661.0,1545.0,1336.0,433.0,553290.0,305790.0,247495.0,14374.0,7780.0,0.6488218831813668,24.974722397761127,48815.0,0.7758567730045197
"Le Grand Union Elementary School District, California",6,21240,744.0,55.0,105.0,96.0,96.0,167.0,68.0,83.0,13.0,9.0,7.0,30.0,15.0,15410.0,9220.0,6190.0,587.0,157.0,0.7889784946236559,20.712365591397848,2243.0,0.7259552042160737
"Lemon Grove Elementary School District, California",6,21330,14601.0,130.0,646.0,1327.0,2874.0,2819.0,1377.0,2450.0,348.0,586.0,1179.0,627.0,238.0,379290.0,200365.0,178925.0,9173.0,5428.0,0.6282446407780289,25.976987877542633,35246.0,0.7968012585212375
"Lemoore Union Elementary School District, California",6,21360,12172.0,712.0,1285.0,2272.0,2747.0,1407.0,511.0,1097.0,423.0,762.0,653.0,202.0,101.0,252e3,137810.0,114190.0,8934.0,3238.0,0.733979625369701,20.70325336838646,26902.0,0.8131823695915892
"Lennox Elementary School District, California",6,21420,11294.0,210.0,892.0,1878.0,1865.0,1729.0,472.0,2118.0,209.0,446.0,476.0,626.0,373.0,290220.0,176560.0,113655.0,7046.0,4248.0,0.6238710819904374,25.696830175314325,28574.0,0.6699888306555546
"Richland-Lerdo Union Elementary School District, California",6,21450,6022.0,108.0,582.0,623.0,1020.0,833.0,652.0,1249.0,61.0,117.0,393.0,264.0,120.0,149370.0,107170.0,42200.0,3818.0,2204.0,0.6340086350049817,24.80405181002989,19662.0,0.80784
"Lewiston Elementary School District, California",6,21480,518.0,25.0,45.0,57.0,46.0,63.0,77.0,154.0,0.0,0.0,39.0,4.0,8.0,12515.0,8270.0,4245.0,313.0,205.0,0.6042471042471043,24.16023166023166,1783.0,0.5219594594594594
"Liberty Elementary School District (Sonoma County), California",6,21540,934.0,52.0,73.0,177.0,152.0,115.0,28.0,79.0,39.0,29.0,58.0,76.0,56.0,26375.0,14965.0,11415.0,597.0,337.0,0.639186295503212,28.238758029978587,2232.0,0.7333939945404914
"Liberty Elementary School District (Tulare County), California",6,21570,520.0,53.0,93.0,58.0,105.0,104.0,0.0,33.0,5.0,11.0,44.0,10.0,4.0,9795.0,4820.0,4975.0,413.0,107.0,0.7942307692307692,18.83653846153846,1644.0,0.744954128440367
"Lincoln Elementary School District, California",6,21660,74.0,7.0,11.0,8.0,3.0,4.0,8.0,16.0,2.0,0.0,10.0,4.0,1.0,1920.0,1245.0,675.0,41.0,33.0,0.5540540540540541,25.945945945945947,170.0,0.6463414634146342
"Linns Valley-Poso Flat Union School District, California",6,21900,288.0,5.0,26.0,43.0,17.0,8.0,7.0,8.0,26.0,21.0,73.0,54.0,0.0,10255.0,5805.0,4450.0,106.0,182.0,0.3680555555555556,35.607638888888886,749.0,0.7682539682539683
"Little Lake City Elementary School District, California",6,21930,15237.0,196.0,1143.0,1657.0,1918.0,2113.0,834.0,3040.0,412.0,675.0,1577.0,942.0,730.0,459570.0,255335.0,204235.0,7861.0,7376.0,0.5159152064054604,30.16144910415436,36389.0,0.8464445868033312
"Little Shasta Elementary School District, California",6,21960,103.0,4.0,7.0,2.0,19.0,16.0,16.0,32.0,0.0,7.0,0.0,0.0,0.0,2315.0,955.0,1355.0,64.0,39.0,0.6213592233009708,22.475728155339805,343.0,0.6810344827586207
"Live Oak Elementary School District, California",6,21990,11204.0,168.0,1349.0,2209.0,2743.0,1655.0,382.0,848.0,119.0,295.0,687.0,456.0,293.0,247680.0,137810.0,109870.0,8506.0,2698.0,0.7591931453052482,22.106390574794716,22961.0,0.735409208225793
"Livingston Union Elementary School District, California",6,22170,6085.0,409.0,1100.0,1179.0,871.0,795.0,219.0,627.0,111.0,266.0,198.0,166.0,144.0,123405.0,82200.0,41205.0,4573.0,1512.0,0.7515201314708299,20.280197206244864,16387.0,0.7187979147500767
"Loleta Union Elementary School District, California",6,22320,441.0,39.0,63.0,90.0,92.0,83.0,27.0,22.0,4.0,5.0,4.0,9.0,3.0,7505.0,4335.0,3170.0,394.0,47.0,0.8934240362811792,17.01814058956916,1242.0,0.7364341085271318
"Loma Prieta Joint Union Elementary School District, California",6,22350,1667.0,18.0,34.0,17.0,147.0,228.0,158.0,297.0,47.0,60.0,264.0,377.0,20.0,62790.0,36440.0,26350.0,602.0,1065.0,0.36112777444511096,37.66646670665867,4061.0,0.7574206755373593
"Las Lomitas Elementary School District, California",6,22380,4454.0,67.0,234.0,980.0,527.0,655.0,263.0,652.0,200.0,291.0,351.0,147.0,87.0,111380.0,69075.0,42305.0,2726.0,1728.0,0.6120341266277504,25.006735518634933,11563.0,0.7777326290125965
"Loomis Union Elementary School District, California",6,22560,8451.0,65.0,425.0,1047.0,1669.0,1439.0,586.0,812.0,343.0,432.0,954.0,325.0,354.0,245125.0,138420.0,106710.0,5231.0,3220.0,0.6189800023665838,29.005443142823335,22369.0,0.8147793726741095
"Los Altos Elementary School District, California",6,22650,18053.0,237.0,1270.0,2241.0,3404.0,4066.0,1657.0,2403.0,408.0,564.0,818.0,673.0,312.0,428575.0,257280.0,171290.0,12875.0,5178.0,0.7131778651747632,23.739821636293136,43251.0,0.7724778171000667
"Los Gatos Union Elementary School District, California",6,22830,12094.0,198.0,1129.0,1018.0,1779.0,1937.0,868.0,1997.0,470.0,667.0,1112.0,759.0,160.0,326330.0,191650.0,134675.0,6929.0,5165.0,0.5729287249875972,26.98280138911857,28910.0,0.7872044506258693
"Los Nietos Elementary School District, California",6,22890,6314.0,55.0,606.0,579.0,889.0,887.0,490.0,855.0,61.0,277.0,896.0,503.0,216.0,187535.0,107695.0,79840.0,3506.0,2808.0,0.5552739942983845,29.70145707950586,15940.0,0.8327137546468402
"Los Olivos Elementary School District, California",6,22920,636.0,137.0,110.0,113.0,44.0,0.0,18.0,57.0,17.0,55.0,45.0,31.0,9.0,13145.0,9270.0,3875.0,422.0,214.0,0.6635220125786163,20.66823899371069,1474.0,0.5934065934065934
"Lost Hills Union Elementary School District, California",6,22950,888.0,4.0,84.0,66.0,187.0,262.0,38.0,128.0,0.0,29.0,51.0,39.0,0.0,19725.0,14445.0,5280.0,641.0,247.0,0.7218468468468469,22.21283783783784,2358.0,0.8209459459459459
"Lowell Joint Elementary School District, California",6,23010,15843.0,339.0,1082.0,1546.0,1959.0,1917.0,930.0,2588.0,581.0,935.0,2080.0,1431.0,455.0,490470.0,268410.0,222060.0,7773.0,8070.0,0.49062677523196363,30.95815186517705,34967.0,0.8415536374845869
"Lucerne Elementary School District, California",6,23040,916.0,0.0,166.0,117.0,161.0,86.0,90.0,76.0,21.0,48.0,49.0,80.0,22.0,22925.0,13545.0,9380.0,620.0,296.0,0.6768558951965066,25.027292576419214,3627.0,0.735966735966736
"Luther Burbank Elementary School District, California",6,23130,2468.0,34.0,191.0,361.0,569.0,374.0,162.0,489.0,44.0,63.0,98.0,63.0,20.0,54425.0,32940.0,21485.0,1691.0,777.0,0.6851701782820098,22.05226904376013,4477.0,0.6996480250293312
"Magnolia Elementary School District, California",6,23430,28167.0,123.0,1257.0,3199.0,3908.0,5059.0,1917.0,4899.0,848.0,1252.0,2579.0,2444.0,682.0,823320.0,489060.0,334265.0,15463.0,12704.0,0.5489757517662512,29.229949941420813,64827.0,0.7784740012462785
"Magnolia Union Elementary School District, California",6,23460,58.0,0.0,25.0,14.0,8.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,650.0,385.0,265.0,55.0,3.0,0.9482758620689655,11.206896551724139,156.0,0.75
"Manchester Union Elementary School District, California",6,23550,287.0,60.0,57.0,33.0,30.0,33.0,8.0,19.0,2.0,5.0,23.0,12.0,5.0,5305.0,3030.0,2275.0,221.0,66.0,0.7700348432055749,18.48432055749129,838.0,0.7283950617283951
"Manzanita Elementary School District, California",6,23700,475.0,27.0,63.0,72.0,50.0,60.0,41.0,60.0,46.0,0.0,27.0,20.0,9.0,11510.0,7255.0,4255.0,313.0,162.0,0.6589473684210526,24.231578947368423,1240.0,0.6412213740458015
"Maple Creek Elementary School District, California",6,23730,11.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,NA,11.0,0.0,1.0,6.818181818181818,32.0,0.3076923076923077
"Maple Elementary School District, California",6,23760,152.0,12.0,30.0,29.0,15.0,24.0,2.0,6.0,9.0,0.0,13.0,12.0,0.0,3030.0,1955.0,1075.0,112.0,40.0,0.7368421052631579,19.93421052631579,570.0,0.723404255319149
"Marcum-Illinois Union Elementary School District, California",6,23800,370.0,36.0,39.0,25.0,24.0,9.0,42.0,78.0,24.0,9.0,76.0,3.0,5.0,10105.0,5460.0,4645.0,175.0,195.0,0.47297297297297297,27.31081081081081,935.0,0.7570093457943925
"Mark Twain Union Elementary School District, California",6,23970,3328.0,127.0,306.0,311.0,440.0,286.0,127.0,519.0,178.0,336.0,276.0,281.0,141.0,105265.0,61995.0,43270.0,1597.0,1731.0,0.47986778846153844,31.630108173076923,10029.0,0.8261729790842284
"Mark West Union Elementary School District, California",6,24000,6587.0,287.0,958.0,1317.0,1394.0,877.0,172.0,563.0,118.0,72.0,305.0,245.0,279.0,148460.0,90890.0,57570.0,5005.0,1582.0,0.7598299681190224,22.5383330803097,15235.0,0.8083404741502428
"McCabe Union Elementary School District, California",6,24180,2713.0,88.0,299.0,642.0,639.0,427.0,70.0,147.0,53.0,22.0,44.0,136.0,146.0,63220.0,32065.0,31155.0,2165.0,548.0,0.7980095834869149,23.302617029119055,7435.0,0.8472519628836546
"McCloud Union Elementary School District, California",6,24210,391.0,82.0,100.0,31.0,47.0,54.0,18.0,38.0,0.0,9.0,0.0,4.0,8.0,6065.0,3225.0,2845.0,332.0,59.0,0.8491048593350383,15.51150895140665,1348.0,0.6612529002320185
"McKinleyville Union Elementary School District, California",6,24300,6995.0,544.0,897.0,1486.0,932.0,1365.0,525.0,833.0,0.0,70.0,105.0,82.0,156.0,138580.0,78880.0,59700.0,5749.0,1246.0,0.8218727662616154,19.811293781272337,16520.0,0.828144119646499
"McKittrick Elementary School District, California",6,24330,54.0,0.0,7.0,6.0,5.0,12.0,10.0,10.0,0.0,4.0,0.0,0.0,0.0,1130.0,670.0,460.0,40.0,14.0,0.7407407407407407,20.925925925925927,144.0,0.7962962962962963
"McSwain Union Elementary School District, California",6,24360,2626.0,56.0,349.0,625.0,447.0,289.0,59.0,292.0,13.0,20.0,171.0,191.0,114.0,66460.0,34110.0,32350.0,1825.0,801.0,0.694973343488195,25.30845392231531,6043.0,0.8531194295900179
"Meadows Union Elementary School District, California",6,24390,685.0,20.0,98.0,116.0,182.0,96.0,28.0,98.0,2.0,3.0,14.0,5.0,23.0,14230.0,9640.0,4590.0,540.0,145.0,0.7883211678832117,20.773722627737225,2249.0,0.7260458839406208
"Menifee Union Elementary School District, California",6,24540,31448.0,529.0,1116.0,2356.0,3975.0,4340.0,1937.0,4197.0,781.0,1353.0,3065.0,4927.0,2872.0,1212755.0,739170.0,473585.0,14253.0,17195.0,0.4532243703892139,38.56381963876876,85798.0,0.7757377246228739
"Menlo Park City Elementary School District, California",6,24570,11539.0,192.0,923.0,1855.0,1901.0,2192.0,979.0,1775.0,323.0,290.0,614.0,374.0,121.0,263425.0,158395.0,105030.0,8042.0,3497.0,0.6969408094288934,22.829101308605598,27081.0,0.6805226560709101
"Merced City Elementary School District, California",6,24600,28525.0,1858.0,4068.0,6799.0,5483.0,3250.0,598.0,2139.0,387.0,314.0,1046.0,1583.0,1e3,616190.0,368630.0,247560.0,22056.0,6469.0,0.773216476774759,21.601752848378617,87724.0,0.7459510105742203
"Merced River Union Elementary School District, California",6,24630,311.0,73.0,43.0,8.0,42.0,41.0,35.0,33.0,4.0,17.0,5.0,8.0,2.0,5525.0,2945.0,2580.0,242.0,69.0,0.7781350482315113,17.765273311897108,868.0,0.5976331360946746
"Meridian Elementary School District, California",6,24690,300.0,26.0,53.0,19.0,39.0,49.0,37.0,28.0,5.0,0.0,9.0,15.0,20.0,7880.0,3545.0,4335.0,223.0,77.0,0.7433333333333333,26.266666666666666,788.0,0.8208469055374593
"Mesa Union Elementary School District, California",6,24720,1622.0,18.0,163.0,268.0,338.0,204.0,56.0,173.0,41.0,74.0,138.0,96.0,53.0,41895.0,24515.0,17385.0,1047.0,575.0,0.6454993834771886,25.829223181257706,4180.0,0.8013896931094383
