LEAID,NAME_LEA15,NAME_CBSA15,median_sale_price,median_sale_price_per_sqft,gsmean_pool,mean_commute_time,total_population,percent_under_30,percent_drive_alone,pop_density
3415180,South Bound Brook Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",224900.0,160.25641025641025,0.28804042,23.9115929941618,4612.0,0.6964136780650542,0.7527675276752768,7008.259494573228
3625320,Florida Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",24e4,130.59701492537314,0.863592106,38.016304347826086,4592.0,0.5276268115942029,0.7894051237516283,223.30281421940194
3403720,Delaware Township School District,"New York-Newark-Jersey City, NY-NJ-PA",49e4,185.71428571428572,1.587777026,27.89042277825712,4516.0,0.5944779982743744,0.8281972265023112,123.22678681612544
3609900,East Quogue Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",49e4,303.94736842105266,0.826163207,29.48450854700855,4505.0,0.5774572649572649,0.8101135190918473,546.85654931471
3612840,Greenport Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",433e3,279.54545454545456,0.215170789,23.826970443349754,4462.0,0.7512315270935961,0.6585365853658537,910.9993873343109
3401020,Atlantic Highlands Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",33e4,208.29166666666666,1.640129902,33.410776075135935,4346.0,0.565002471576866,0.7075682937751904,3353.800168582562
3401980,Boonton Township School District,"New York-Newark-Jersey City, NY-NJ-PA",507600.0,205.5244985202236,1.983542701,30.9619625137817,4339.0,0.5297684674751929,0.7730883813306852,532.5627430259042
3405790,Garwood Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",434e3,197.27272727272728,0.953431361,30.99096958174905,4306.0,0.5299429657794676,0.7727069351230426,6483.1379106282275
3402130,Bradley Beach Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",39e4,320.0301204819277,0.294729996,31.100848726909636,4297.0,0.5576635047428856,0.7913367489520261,7021.980127528069
3411010,Mountain Lakes Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",7e5,285.77908822862327,2.683530537,30.90496368038741,4262.0,0.62409200968523,0.7203530060672918,1629.3435550874171
3403330,Clinton Town-Glen Gardner School District,"New York-Newark-Jersey City, NY-NJ-PA",3e5,163.9851485148515,1.879160337,30.420604914933836,4241.0,0.4995274102079395,0.788858939802336,1481.4452955873476
3413980,Riverdale Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",285990.0,246.5034965034965,1.09153826,27.796812749003983,4154.0,0.5549800796812749,0.9101167315175097,2058.535486973062
3407320,Ho-Ho-Kus Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",785e3,326.20922384701913,2.696409115,35.30456852791878,4132.0,0.4619289340101523,0.6800208116545265,2381.6405619710386
3415750,Stillwater Township School District,"New York-Newark-Jersey City, NY-NJ-PA",207500.0,36.58536585365854,2.030054653,38.059815950920246,3995.0,0.46830265848670755,0.8342220067862336,149.90459118684902
3404080,East Amwell Township School District,"New York-Newark-Jersey City, NY-NJ-PA",425e3,174.75328947368422,1.769905449,28.68448637316562,3957.0,0.5670859538784067,0.8105646630236795,139.04366724248206
3414970,Shrewsbury Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",475e3,227.02991452991452,2.236470632,35.35056446821153,3923.0,0.5109922756981581,0.7250274423710209,1809.8306014491432
3401710,Bethlehem Township School District,"New York-Newark-Jersey City, NY-NJ-PA",39e4,150.0,2.088244748,34.80670103092783,3922.0,0.4484536082474227,0.8357785139611926,189.3670736805526
3406720,Harding Township School District,"New York-Newark-Jersey City, NY-NJ-PA",945e3,NA,1.767993524,32.180675049636,3895.0,0.6108537392455328,0.7454084863837872,195.3027999729425
3408250,Lambertville City School District,"New York-Newark-Jersey City, NY-NJ-PA",36e4,208.33333333333334,1.289238747,30.320763956904994,3851.0,0.4701273261508325,0.7503386004514673,3545.0271520022357
3410530,Montague Township School District,"New York-Newark-Jersey City, NY-NJ-PA",59e3,110.0,1.548338967,41.27002967359051,3811.0,0.3881305637982196,0.8315730961645359,84.48243330638924
3408010,Kingwood Township School District,"New York-Newark-Jersey City, NY-NJ-PA",41e4,157.46124031007753,1.393410838,36.060100166944906,3800.0,0.4780189204229271,0.84472049689441,108.07963118341323
3403540,Cranbury Township School District,"New York-Newark-Jersey City, NY-NJ-PA",6e5,233.19615912208505,3.048471911,37.25193298969072,3781.0,0.4271907216494845,0.7104202648244099,285.5479969625509
3410350,Mine Hill Township School District,"New York-Newark-Jersey City, NY-NJ-PA",257e3,172.20902612826603,1.503660005,26.60891089108911,3649.0,0.5086633663366337,0.8063359234907352,1244.4544504920414
3407110,High Bridge Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",89900.0,104.05092592592592,1.22842882,40.640866873065015,3581.0,0.3715170278637771,0.8582352941176471,1498.8899068869039
3406090,Green Township School District,"New York-Newark-Jersey City, NY-NJ-PA",505e3,149.94061757719714,1.495963345,37.95209176788124,3539.0,0.50944669365722,0.7601173020527859,221.41683632918674
3415720,Stanhope Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",225e3,136.52912621359224,0.597032701,32.67654986522911,3509.0,0.5148247978436657,0.8996798292422625,1911.4768924861692
3619710,Montauk Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",685e3,675.0,1.585980826,26.73228346456693,3495.0,0.7322834645669292,0.6480938416422287,199.95147138815602
3406960,Haworth Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",59e4,291.2621359223301,2.35359594,38.11362209667294,3451.0,0.45511613308223475,0.6887527839643652,1774.6448720229491
3416320,Tuckerton Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",148500.0,112.9737609329446,0.460774289,31.658322903629536,3364.0,0.4455569461827284,0.8557516737674985,1000.118878508449
3405550,Fredon Township School District,"New York-Newark-Jersey City, NY-NJ-PA",33e4,143.67816091954023,1.034312987,37.92439862542955,3315.0,0.4611683848797251,0.78239608801956,187.4302231038724
