district_fips,district_name,percent_under_30,total_population,percent_drive_alone,mean_commute_time
1800900,"Bremen Public Schools, Indiana",0.7362486248624862,8889.0,0.710386857445681,18.441969196919693
1800960,"Brown County County School Corporation, Indiana",0.4855257237138143,15011.0,0.8278250829845577,33.58482075896205
1801020,"Brownsburg Community School Corporation, Indiana",0.5890927484250701,42418.0,0.8938664527057145,25.860118637053386
1801050,"Brownstown Central Community School Corporation, Indiana",0.6478298238074774,10520.0,0.8305724470538897,25.036527718091964
1801060,"C. A. Beard Memorial School Corporation, Indiana",0.5010995915802702,7966.0,0.8619447779111644,32.09864907320138
1801170,"Cannelton City Schools, Indiana",0.684931506849315,1520.0,0.7238095238095238,18.659491193737768
1801200,"Carmel Clay Schools, Indiana",0.5945463205525126,89477.0,0.8377808832989507,24.90080971659919
1801230,"Medora Community School Corporation, Indiana",0.3924050632911392,1412.0,0.6774847870182555,35.25316455696203
1801290,"Carroll Consolidated School Corporation, Indiana",0.5359313550232392,6463.0,0.8316008316008316,27.495530925992135
1801410,"Caston School Corporation, Indiana",0.6470019342359767,4868.0,0.7591575091575091,24.46566731141199
1801440,"Center Grove Community School Corporation, Indiana",0.5348973607038123,43322.0,0.8647449074939264,27.48900293255132
1801560,"Centerville-Abington Community Schools, Indiana",0.8510305243934255,8343.0,0.904434250764526,20.71745369162536
1801590,"DeKalb County Central United School District, Indiana",0.7790537436839687,24089.0,0.8547606239913932,19.58337161231052
1801710,"Central Noble Community School Corporation, Indiana",0.6777460399896131,8550.0,0.869908350305499,22.408465333679565
1801740,"Perry Central Community School Corporation, Indiana",0.5380454381536243,7487.0,0.8418259023354565,30.818608005769924
1801770,"Randolph Central School Corporation, Indiana",0.7028514257128564,9498.0,0.8214200334688023,19.858679339669834
1801890,"Clark-Pleasant Community School Corporation, Indiana",0.5454721612194807,34100.0,0.851594490631592,26.681953236016017
1801920,"Clarksville Community School Corporation, Indiana",0.7499459225611075,8989.0,0.8658510862687196,21.228639411637467
1802040,"Northwestern School Corporation, Indiana",0.8008752735229759,8595.0,0.9172558261324955,21.842177242888404
1802130,"Clinton Central School Corporation, Indiana",0.5537414965986395,4788.0,0.8492230155396892,27.428571428571427
1802160,"Clinton Prairie School Corporation, Indiana",0.6614202049780381,6152.0,0.8480392156862745,26.42935578330893
1802190,"South Central Community School Corporation, Indiana",0.5786573146292585,4148.0,0.8703962703962704,29.045591182364728
1802220,"Cloverdale Community Schools, Indiana",0.5028938906752412,7394.0,0.8225806451612904,30.805466237942124
1802280,"Whitley County Consolidated Schools, Indiana",0.6799259944495837,22854.0,0.8539325842696629,22.632284921369102
1802400,"Concord Community Schools, Indiana",0.8406176883481516,25143.0,0.8080007289958083,18.986897519887695
1802430,"Covington Community School Corporation, Indiana",0.6644981412639405,5351.0,0.7998216674097192,27.216542750929367
1802440,"Crawford County Community School Corporation, Indiana",0.4735605170387779,11062.0,0.8719817767653758,31.714453584018802
1802460,"Crawfordsville Community Schools, Indiana",0.8087517708169368,15714.0,0.759481961147086,16.596096332441366
1802490,"Crown Point Community School Corporation, Indiana",0.5626756897449245,42737.0,0.8759810827128195,29.204580947423217
1802520,"Culver Community Schools Corporation, Indiana",0.6654249915340332,7340.0,0.8018524644392987,24.76633931594988
1802550,"Danville Community School Corporation, Indiana",0.5894770006301198,13744.0,0.8562406015037594,25.08742911153119
1802610,"Decatur County Community Schools, Indiana",0.6765031353744005,12357.0,0.8608339272986457,25.786610106971597
1802640,"Decatur Township Metropolitan School District, Indiana",0.7099676648390272,33195.0,0.8599986213552079,23.46900042176297
1802660,"Delaware Community School Corporation, Indiana",0.7115354758577861,14845.0,0.870187186120834,23.667132432852043
1802700,"Delphi Community School Corporation, Indiana",0.5695380774032459,9894.0,0.7646378153205277,26.478152309612984
1802800,"Duneland School Corporation, Indiana",0.6109282831418814,35404.0,0.8917117117117117,27.257683949084136
1802830,"Zionsville Community Schools, Indiana",0.6173835125448028,26764.0,0.8752001219791111,24.288856304985337
1802850,"East Allen County Schools, Indiana",0.7280637383373519,67919.0,0.832104424073336,22.41989027501136
1802880,"City of East Chicago School District, Indiana",0.6958011049723757,29178.0,0.7682966852641943,23.400552486187845
1802910,"Lake Station Community Schools, Indiana",0.6429942418426103,8611.0,0.8372166246851386,24.793666026871403
1802940,"East Gibson School Corporation, Indiana",0.6874371859296482,7060.0,0.8889251878471088,21.525963149078727
1802970,"East Noble School Corporation, Indiana",0.6888196944633648,23373.0,0.8558165971959075,22.571762187408776
1803000,"East Washington School Corporation, Indiana",0.3084865273230924,9493.0,0.8061642186371298,35.556534877864514
1803030,"Eastbrook Community School Corporation, Indiana",0.7630032644178455,10891.0,0.7674463937621833,20.4689880304679
1803060,"DeKalb County Eastern Community School District, Indiana",0.7030678300028145,8125.0,0.8633232295398181,23.21137067267098
1803090,"Eastern Greene County School District, Indiana",0.5060975609756098,8278.0,0.8618816128109809,33.52061556329849
1803120,"Eastern Hancock County Community School Corporation, Indiana",0.6374695863746959,5611.0,0.850488354620586,27.22222222222222
1803150,"Eastern Howard School Corporation, Indiana",0.8190801976434816,6454.0,0.87523003312477,20.743063473964273
1803180,"Randolph Eastern School Corporation, Indiana",0.7386629266012156,5271.0,0.8268698060941828,20.977092099111733
1803210,"Shelby Eastern Schools, Indiana",0.5926650366748166,8396.0,0.8258636788048552,27.12958435207824
1803240,"Edinburgh Community School Corporation, Indiana",0.7547857793983591,5e3,0.841988459831336,20.81130355515041
1803270,"Elkhart Community Schools, Indiana",0.7827064471045756,76556.0,0.7962588473205258,20.152670596098925
1803300,"Elwood Community School Corporation, Indiana",0.6005619292905643,10123.0,0.8480492813141683,25.292671505502224
1803330,"Eminence Community School Corporation, Indiana",0.2657125077784692,3179.0,0.8310030395136778,37.327317983820784
1803450,"Evansville-Vanderburgh School Corporation, Indiana",0.8173308338876459,181305.0,0.8492578740620516,19.341899981858862
1803480,"Fairfield Community Schools, Indiana",0.8371359673529958,12118.0,0.7147357367868393,18.780374698571695
1803510,"Fayette County School Corporation, Indiana",0.6658810325476993,23773.0,0.8345930550991346,26.0993265993266
1803570,"Flat Rock-Hawcreek School Corporation, Indiana",0.6604206500956022,5588.0,0.8720887245841035,27.422562141491397
1803630,"Fort Wayne Community Schools, Indiana",0.829016292018973,218612.0,0.8357985955475871,19.891060012373686
1803660,"Frankfort Community Schools, Indiana",0.7189567925262749,18044.0,0.7527585322042597,20.55014921499935
1803690,"Franklin Community School Corporation, Indiana",0.6377680586907449,30623.0,0.8564770390678547,24.675860609480814
1803700,"Franklin County Community School Corporation, Indiana",0.4443418623054603,17035.0,0.8740506329113924,33.400817726193615
1803720,"Lanesville Community School Corporation, Indiana",0.46119977985690697,4099.0,0.8609100310237849,29.45514584479912
1803750,"Franklin Township Community School Corporation, Indiana",0.6344333295005941,54325.0,0.9086959750482697,25.469510559196657
1803780,"Fremont Community Schools, Indiana",0.6890898812888637,7173.0,0.8571428571428571,22.44488411531939
1803810,"Frontier School Corporation, Indiana",0.6157709693621296,4123.0,0.8059630856601988,27.11702661978905
1803840,"Garrett-Keyser-Butler Community Schools, Indiana",0.6929936305732484,9361.0,0.8931989924433249,22.343949044585987
1803870,"Gary Community School Corporation, Indiana",0.6809430430519654,73847.0,0.806686744358605,25.442329975933685
1803930,"Goshen Community Schools, Indiana",0.8381078859166509,37051.0,0.7473482979773064,17.040409789413772
1803940,"Greater Clark County Schools, Indiana",0.6680208937899014,76291.0,0.8474177071509648,23.241584445734183
1803960,"Greater Jasper Consolidated Schools, Indiana",0.8589000711599065,19855.0,0.8480258014073495,16.90047778794348
1803990,"Greencastle Community School Corporation, Indiana",0.7705538355693154,14186.0,0.7742914979757085,19.012727898176813
1804050,"Greenfield-Central Community Schools, Indiana",0.6429266709928618,28038.0,0.8817853780985253,22.86340038935756
1804080,"Greensburg Community Schools, Indiana",0.7942254140407445,14150.0,0.8707169594010942,18.505056426791732
1804110,"Greenwood Community School Corporation, Indiana",0.6197968697968698,24867.0,0.8781775359376269,24.962537462537462
1804140,"Monroe-Gregg School District, Indiana",0.44067328918322296,8116.0,0.8300321199143469,30.55187637969095
1804170,"Griffith Public Schools, Indiana",0.6695596681557116,16510.0,0.8644303797468355,25.641991065730696
1804230,"Hamilton Community Schools, Indiana",0.6353901070882203,4462.0,0.8577691183633707,26.068332483426822
1804260,"Hamilton Heights School Corporation, Indiana",0.5178014766201805,13404.0,0.8488336867615874,29.766201804757998
1804320,"Hammond School City, Indiana",0.6392306696023831,79558.0,0.8165374677002584,27.0113974873721
1804350,"Hanover Community School Corporation, Indiana",0.4648064806480648,12791.0,0.8900734009087732,33.89108910891089
1804470,"Western School Corporation, Indiana",0.7270539704365762,13149.0,0.8824414715719063,23.850979718116193
1804500,"Wes-Del Community Schools, Indiana",0.698321554770318,5545.0,0.8452586206896552,27.21952296819788
1804560,"Highland School Town, Indiana",0.6420007158196135,23285.0,0.8838405860294759,26.51440586972083
1804590,"Hobart School City, Indiana",0.6122448979591837,23606.0,0.8948933193424274,26.16121557793423
1804620,"River Forest Community School Corporation, Indiana",0.6897257470323372,6736.0,0.8259289176090469,24.58248055669259
1804710,"Huntington County Community School Corporation, Indiana",0.7317780804073657,36863.0,0.8344642755317329,20.0814139380662
1804770,"Indianapolis Public Schools, Indiana",0.7254567915189781,303485.0,0.7481980496537429,22.35363697286299
1804800,"Jac-Cen-Del Community School Corporation, Indiana",0.6177552897884084,5072.0,0.828895678742907,26.24655013799448
1804980,"Jay School Corporation, Indiana",0.770714598860149,21255.0,0.8317776834959695,20.178649715037263
1805190,"Jennings County Schools, Indiana",0.6103103272850602,28113.0,0.8436855563804339,26.72926911989147
1805280,"Kankakee Valley School Corporation, Indiana",0.4758846198762116,20786.0,0.8570778334091943,31.1339483825762
1805340,"Knox Community School Corporation, Indiana",0.6136517233611174,11019.0,0.8112582781456954,28.897274160847036
1805370,"Kokomo-Center Township Consolidated School Corporation, Indiana",0.8200971562687627,45259.0,0.8195244188526338,17.793788548660007
1805400,"Lafayette School Corporation, Indiana",0.8857904449456633,58257.0,0.7567567567567568,15.730298680883056
1805450,"Lake Central School Corporation, Indiana",0.5182324138560263,66935.0,0.8573164586976496,30.836349259450746
1805460,"Lake Ridge Schools, Indiana",0.6925566343042071,11717.0,0.8501718213058419,23.69625520110957
1805520,"Lakeland School Corporation, Indiana",0.6378954061357495,15195.0,0.697638761116222,25.373549515180418
1805550,"Wawasee Community School Corporation, Indiana",0.7096811729113335,19613.0,0.8229617304492512,24.100535257156157
1805580,"La Porte Community School Corporation, Indiana",0.7059980920581922,38047.0,0.8386552666782993,21.93745528261388
