district_name,state,schooldistrictunified,total_commuters,commute_Less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,agg_travel_time,agg_travel_time_m,agg_travel_time_f,commute_under_30,commute_greater_than_30,percent_under_30,mean_commute_time,total_population,percent_drive_alone
"District of Columbia Public Schools, District of Columbia",11,00030,318458.0,4214.0,13801.0,23608.0,39400.0,50479.0,23340.0,66563.0,15683.0,18229.0,35420.0,21122.0,6599.0,9471230.0,4575215.0,4896015.0,154842.0,163616.0,0.4862242430712998,29.740907749216536,647484.0,0.3374251246927428
"Albany County School District 1, Wyoming",56,00730,19027.0,1620.0,6392.0,5757.0,2378.0,1085.0,241.0,525.0,37.0,80.0,426.0,340.0,146.0,243665.0,141850.0,101815.0,17473.0,1554.0,0.9183265885320859,12.806275293004678,37565.0,0.6535094227630213
"Carbon County School District 1, Wyoming",56,01030,5288.0,841.0,1828.0,1177.0,512.0,44.0,16.0,196.0,18.0,217.0,269.0,88.0,82.0,74715.0,57415.0,17300.0,4418.0,870.0,0.8354765506807866,14.129160363086234,11010.0,0.8089311859443631
"Big Horn County School District 4, Wyoming",56,01090,952.0,185.0,219.0,133.0,130.0,82.0,32.0,78.0,11.0,47.0,28.0,0.0,7.0,14490.0,9905.0,4585.0,781.0,171.0,0.8203781512605042,15.220588235294118,2392.0,0.7591876208897486
"Sublette County School District 9, Wyoming",56,01260,1810.0,458.0,541.0,123.0,63.0,65.0,24.0,116.0,53.0,25.0,192.0,23.0,127.0,42025.0,33270.0,8755.0,1274.0,536.0,0.7038674033149172,23.218232044198896,3831.0,0.7987117552334944
"Big Horn County School District 1, Wyoming",56,01420,1226.0,161.0,141.0,199.0,257.0,122.0,57.0,65.0,24.0,43.0,79.0,60.0,18.0,25195.0,15600.0,9595.0,937.0,289.0,0.7642740619902121,20.550570962479608,3098.0,0.7313432835820896
"Big Horn County School District 2, Wyoming",56,01460,1391.0,258.0,459.0,247.0,172.0,74.0,38.0,40.0,0.0,10.0,30.0,32.0,31.0,19530.0,13625.0,5905.0,1248.0,143.0,0.897196261682243,14.040258806613947,3431.0,0.6949860724233984
"Campbell County School District 1, Wyoming",56,01470,25433.0,1187.0,4962.0,5830.0,4284.0,2427.0,1341.0,2153.0,204.0,486.0,700.0,1185.0,674.0,514635.0,340120.0,174515.0,20031.0,5402.0,0.7875987889749538,20.234930995163765,48013.0,0.8109615384615385
"Carbon County School District 2, Wyoming",56,01700,2028.0,378.0,311.0,255.0,137.0,150.0,28.0,102.0,51.0,36.0,305.0,158.0,117.0,53030.0,34700.0,18330.0,1259.0,769.0,0.6208086785009862,26.148915187376726,4840.0,0.7059602649006622
"Laramie County School District 1, Wyoming",56,01980,43914.0,2607.0,9259.0,13300.0,10681.0,4019.0,734.0,1171.0,163.0,130.0,498.0,712.0,640.0,658550.0,372885.0,285665.0,40600.0,3314.0,0.9245343170742816,14.996356515006603,90188.0,0.823813212349231
"Park County School District 6, Wyoming",56,02070,7748.0,662.0,2427.0,2001.0,890.0,809.0,59.0,478.0,27.0,18.0,63.0,202.0,112.0,109170.0,57530.0,51640.0,6848.0,900.0,0.8838409912235415,14.090087764584409,15235.0,0.7557031837553272
"Converse County School District 1, Wyoming",56,02140,4895.0,388.0,1394.0,1292.0,326.0,128.0,24.0,252.0,45.0,125.0,186.0,424.0,311.0,111025.0,82120.0,28905.0,3552.0,1343.0,0.725638406537283,22.681307456588357,10019.0,0.7661305948459601
"Converse County School District 2, Wyoming",56,02150,1930.0,266.0,174.0,261.0,92.0,70.0,199.0,416.0,53.0,78.0,101.0,80.0,140.0,54295.0,35170.0,19120.0,1062.0,868.0,0.550259067357513,28.132124352331605,4082.0,0.8134328358208955
"Crook County School District 1, Wyoming",56,02370,3202.0,468.0,485.0,307.0,251.0,265.0,32.0,504.0,141.0,138.0,192.0,219.0,200.0,84220.0,54910.0,29315.0,1808.0,1394.0,0.5646470955652717,26.302311055590256,7229.0,0.6919923476359661
"Fremont County School District 2, Wyoming",56,02670,764.0,158.0,218.0,104.0,130.0,25.0,4.0,49.0,0.0,0.0,10.0,26.0,40.0,12215.0,8335.0,3880.0,639.0,125.0,0.8363874345549738,15.988219895287958,1828.0,0.6364678899082569
"Uinta County School District 1, Wyoming",56,02760,6524.0,857.0,1943.0,1730.0,548.0,454.0,57.0,198.0,60.0,49.0,227.0,171.0,230.0,110410.0,75885.0,34525.0,5589.0,935.0,0.8566830165542612,16.92366646229307,14301.0,0.8044676098287417
"Fremont County School District 21, Wyoming",56,02820,658.0,91.0,206.0,143.0,88.0,37.0,5.0,36.0,6.0,2.0,23.0,9.0,12.0,9110.0,5645.0,3465.0,570.0,88.0,0.8662613981762918,13.844984802431611,2231.0,0.7670623145400594
"Fremont County School District 6, Wyoming",56,02830,921.0,57.0,51.0,61.0,94.0,155.0,52.0,210.0,63.0,54.0,72.0,32.0,20.0,26070.0,16230.0,9840.0,470.0,451.0,0.510314875135722,28.306188925081432,2300.0,0.6924546322827125
"Fremont County School District 1, Wyoming",56,02870,4946.0,483.0,1537.0,935.0,702.0,254.0,204.0,238.0,7.0,118.0,180.0,53.0,235.0,95790.0,58450.0,37345.0,4115.0,831.0,0.8319854427820461,19.367165386170644,11585.0,0.736742064246341
"Goshen County School District 1, Wyoming",56,02990,5571.0,701.0,1568.0,1050.0,532.0,434.0,161.0,362.0,120.0,136.0,193.0,101.0,213.0,106560.0,67580.0,38980.0,4446.0,1125.0,0.7980613893376414,19.12762520193861,13443.0,0.7777963551245611
"Big Horn County School District 3, Wyoming",56,03170,1378.0,142.0,359.0,239.0,189.0,196.0,5.0,71.0,0.0,5.0,51.0,103.0,18.0,25720.0,14700.0,11020.0,1130.0,248.0,0.8200290275761973,18.664731494920176,3059.0,0.6787204450625869
"Platte County School District 2, Wyoming",56,03180,630.0,95.0,225.0,169.0,29.0,7.0,0.0,30.0,6.0,6.0,0.0,20.0,43.0,11415.0,8845.0,2570.0,525.0,105.0,0.8333333333333334,18.11904761904762,1500.0,0.7087667161961367
"Hot Springs County School District 1, Wyoming",56,03310,2077.0,325.0,572.0,339.0,209.0,79.0,12.0,179.0,34.0,124.0,65.0,92.0,47.0,39035.0,22665.0,16375.0,1536.0,541.0,0.7395281656234954,18.79393355801637,4809.0,0.7187214611872146
"Johnson County School District 1, Wyoming",56,03770,3849.0,193.0,1047.0,570.0,468.0,127.0,3.0,356.0,72.0,53.0,211.0,295.0,454.0,119735.0,85030.0,34705.0,2408.0,1441.0,0.6256170433878929,31.10808002078462,8600.0,0.6829679595278246
"Lincoln County School District 1, Wyoming",56,04030,1845.0,276.0,653.0,217.0,195.0,166.0,42.0,47.0,41.0,0.0,96.0,73.0,39.0,30585.0,23100.0,7485.0,1549.0,296.0,0.8395663956639566,16.577235772357724,3737.0,0.8159958180867747
"Lincoln County School District 2, Wyoming",56,04060,5769.0,680.0,967.0,559.0,628.0,333.0,130.0,376.0,32.0,81.0,803.0,686.0,494.0,198315.0,133690.0,64625.0,3297.0,2472.0,0.5715028601144045,34.37597503900156,13959.0,0.7161043921069382
"Laramie County School District 2, Wyoming",56,04120,2278.0,200.0,246.0,244.0,212.0,332.0,153.0,461.0,78.0,20.0,203.0,65.0,64.0,58540.0,36335.0,22205.0,1387.0,891.0,0.6088674275680421,25.697980684811238,5243.0,0.7782374844848986
"Niobrara County School District 1, Wyoming",56,04230,989.0,390.0,253.0,76.0,15.0,33.0,26.0,81.0,6.0,0.0,28.0,25.0,56.0,16975.0,1e4,6975.0,793.0,196.0,0.8018200202224469,17.163801820020222,2533.0,0.6468500443655724
"Uinta County School District 6, Wyoming",56,04260,1338.0,126.0,342.0,203.0,67.0,95.0,0.0,126.0,60.0,62.0,117.0,130.0,10.0,29955.0,24095.0,5860.0,833.0,505.0,0.6225710014947683,22.387892376681613,3179.0,0.6422413793103449
"Park County School District 16, Wyoming",56,04380,396.0,51.0,104.0,20.0,16.0,22.0,11.0,41.0,27.0,6.0,61.0,33.0,4.0,9565.0,4415.0,5150.0,224.0,172.0,0.5656565656565656,24.154040404040405,922.0,0.7015250544662309
"Fremont County School District 14, Wyoming",56,04450,791.0,61.0,196.0,97.0,132.0,59.0,34.0,98.0,31.0,21.0,25.0,17.0,20.0,15310.0,8145.0,7165.0,579.0,212.0,0.7319848293299621,19.355246523388118,2487.0,0.73897497020262215
"Uinta County School District 4, Wyoming",56,04500,1689.0,166.0,432.0,192.0,125.0,100.0,14.0,88.0,23.0,119.0,163.0,167.0,100.0,54780.0,41310.0,13465.0,1029.0,660.0,0.6092362344582594,32.43339253996447,3450.0,0.7442660550458715
"Natrona County School District 1, Wyoming",56,04510,39371.0,1610.0,5935.0,11039.0,10174.0,5147.0,1091.0,1836.0,138.0,239.0,668.0,552.0,942.0,692500.0,427570.0,264930.0,34996.0,4375.0,0.8888776002641539,17.58908841533108,80011.0,0.827096361219164
"Weston County School District 1, Wyoming",56,04830,2359.0,325.0,492.0,439.0,158.0,98.0,19.0,67.0,37.0,29.0,77.0,431.0,187.0,67310.0,52500.0,14810.0,1531.0,828.0,0.649003815175922,28.533276812208562,5736.0,0.7008032128514057
"Sublette County School District 1, Wyoming",56,04860,3544.0,535.0,864.0,413.0,352.0,241.0,57.0,355.0,42.0,103.0,207.0,244.0,131.0,80275.0,59510.0,20765.0,2462.0,1082.0,0.6946952595936795,22.650959367945823,6906.0,0.7415611814345991
"Platte County School District 1, Wyoming",56,05090,3069.0,597.0,1006.0,365.0,213.0,259.0,124.0,121.0,0.0,14.0,100.0,132.0,138.0,55255.0,39375.0,15880.0,2564.0,505.0,0.8354512870641903,18.004235907461712,7334.0,0.7280853517877739
"Park County School District 1, Wyoming",56,05160,5706.0,768.0,1678.0,1e3,406.0,334.0,178.0,547.0,172.0,181.0,115.0,102.0,225.0,121040.0,80835.0,40205.0,4364.0,1342.0,0.7648089730108657,21.212758499824744,12482.0,0.7390620081838212
"Fremont County School District 25, Wyoming",56,05220,7528.0,735.0,2073.0,1772.0,1217.0,460.0,203.0,388.0,41.0,45.0,147.0,253.0,194.0,125100.0,79280.0,45820.0,6460.0,1068.0,0.8581296493092455,16.61795961742827,17200.0,0.7989384557058006
"Sweetwater County School District 1, Wyoming",56,05302,15413.0,1260.0,3373.0,3896.0,2334.0,1010.0,61.0,747.0,286.0,496.0,986.0,554.0,410.0,302840.0,213585.0,89255.0,11934.0,3479.0,0.7742814507234153,19.64834879647051,30909.0,0.7694610778443114
"Sheridan County School District 3, Wyoming",56,05680,142.0,26.0,41.0,6.0,12.0,4.0,6.0,14.0,0.0,7.0,10.0,7.0,9.0,3550.0,1935.0,1615.0,95.0,47.0,0.6690140845070423,25.0,371.0,0.5027027027027027
"Sheridan County School District 1, Wyoming",56,05690,1959.0,108.0,371.0,195.0,244.0,460.0,129.0,201.0,43.0,73.0,68.0,38.0,29.0,40060.0,23505.0,16555.0,1507.0,452.0,0.7692700357325166,20.449208779989792,4944.0,0.7068181818181818
"Sheridan County School District 2, Wyoming",56,05695,11197.0,955.0,3204.0,2913.0,1626.0,677.0,245.0,695.0,88.0,37.0,238.0,378.0,141.0,171615.0,97710.0,73910.0,9620.0,1577.0,0.8591587032240778,15.326873269625793,24423.0,0.805935682517961
"Fremont County School District 24, Wyoming",56,05700,570.0,72.0,81.0,48.0,57.0,93.0,41.0,58.0,21.0,11.0,25.0,25.0,38.0,15975.0,9900.0,6075.0,392.0,178.0,0.6877192982456141,28.026315789473685,1397.0,0.643491124260355
"Sweetwater County School District 2, Wyoming",56,05762,6640.0,578.0,1216.0,593.0,915.0,994.0,388.0,869.0,202.0,106.0,252.0,186.0,341.0,160165.0,114090.0,46075.0,4684.0,1956.0,0.7054216867469879,24.121234939759034,13752.0,0.7760416666666666
"Washakie County School District 2, Wyoming",56,05820,222.0,67.0,49.0,12.0,18.0,10.0,9.0,16.0,3.0,8.0,18.0,6.0,6.0,4515.0,3100.0,1415.0,165.0,57.0,0.7432432432432432,20.33783783783784,695.0,0.4866666666666667
"Teton County School District 1, Wyoming",56,05830,13082.0,1436.0,3274.0,3265.0,1766.0,1356.0,298.0,1093.0,85.0,81.0,203.0,106.0,119.0,188835.0,101965.0,86870.0,11395.0,1687.0,0.8710441828466595,14.434719461855986,22311.0,0.6396012425052373
"Weston County School District 7, Wyoming",56,06090,723.0,109.0,174.0,48.0,7.0,6.0,0.0,37.0,6.0,13.0,120.0,189.0,14.0,22285.0,18315.0,3970.0,344.0,379.0,0.47579529737206083,30.82295988934993,1416.0,0.5927367055771725
"Washakie County School District 1, Wyoming",56,06240,3361.0,719.0,1208.0,675.0,289.0,97.0,23.0,123.0,0.0,98.0,42.0,35.0,52.0,39530.0,23340.0,16185.0,3011.0,350.0,0.8958643260934246,11.761380541505504,7705.0,0.7636152954808807
"Remainder of Wyoming, Wyoming",56,99999,757.0,220.0,141.0,126.0,106.0,69.0,2.0,41.0,6.0,7.0,3.0,19.0,17.0,10690.0,6275.0,4415.0,664.0,93.0,0.8771466314398944,14.121532364597094,1988.0,0.6221374045801527
"Blair-Taylor School District, Wisconsin",55,00016,1984.0,200.0,244.0,206.0,268.0,270.0,125.0,322.0,55.0,52.0,105.0,116.0,21.0,45595.0,25145.0,20450.0,1313.0,671.0,0.6617943548387096,22.981350806451612,4347.0,0.7976525821596244
"River Ridge School District, Wisconsin",55,00017,1580.0,136.0,172.0,134.0,164.0,283.0,174.0,240.0,36.0,44.0,106.0,47.0,44.0,38715.0,20810.0,17905.0,1063.0,517.0,0.6727848101265823,24.503164556962027,3677.0,0.7568353694008144
"Abbotsford School District, Wisconsin",55,00030,1585.0,271.0,372.0,279.0,186.0,134.0,58.0,99.0,28.0,79.0,53.0,8.0,18.0,25185.0,14280.0,10905.0,1300.0,285.0,0.8201892744479495,15.889589905362776,3708.0,0.79183914843288
"Gresham School District, Wisconsin",55,00056,798.0,56.0,85.0,136.0,115.0,204.0,72.0,47.0,17.0,4.0,12.0,42.0,8.0,16090.0,8690.0,7405.0,668.0,130.0,0.8370927318295739,20.162907268170425,1891.0,0.7955346650998825
"Chequamegon School District, Wisconsin",55,00058,2904.0,353.0,708.0,645.0,281.0,300.0,145.0,150.0,34.0,47.0,84.0,89.0,68.0,51365.0,27735.0,23625.0,2432.0,472.0,0.837465564738292,17.68767217630854,6498.0,0.7531270572745227
"Adams-Friendship Area School District, Wisconsin",55,00060,4541.0,233.0,548.0,515.0,554.0,483.0,253.0,430.0,150.0,273.0,652.0,308.0,142.0,132045.0,75560.0,56485.0,2586.0,1955.0,0.5694780885267562,29.078396828892313,14137.0,0.7807017543859649
"Chetek-Weyerhaeuser Area School District, Wisconsin",55,00061,3390.0,311.0,473.0,374.0,470.0,444.0,253.0,363.0,103.0,99.0,245.0,154.0,101.0,81620.0,45740.0,35880.0,2325.0,1065.0,0.6858407079646017,24.07669616519174,8250.0,0.8053362374081132
"Albany School District, Wisconsin",55,00120,1532.0,104.0,113.0,97.0,185.0,235.0,88.0,175.0,139.0,139.0,161.0,66.0,30.0,42800.0,23200.0,19595.0,822.0,710.0,0.5365535248041775,27.93733681462141,3052.0,0.7628801986343886
"Algoma School District, Wisconsin",55,00150,2336.0,296.0,627.0,228.0,162.0,216.0,188.0,182.0,54.0,82.0,213.0,78.0,10.0,45430.0,27125.0,18305.0,1717.0,619.0,0.7350171232876712,19.44777397260274,5204.0,0.7728026533996684
"Alma School District, Wisconsin",55,00180,732.0,76.0,86.0,133.0,100.0,91.0,23.0,59.0,14.0,40.0,71.0,35.0,4.0,15675.0,8145.0,7535.0,509.0,223.0,0.6953551912568307,21.41393442622951,1524.0,0.7844387755102041
"Alma Center School District, Wisconsin",55,00210,1299.0,72.0,132.0,159.0,255.0,223.0,87.0,165.0,14.0,23.0,98.0,50.0,21.0,29705.0,17600.0,12105.0,928.0,371.0,0.7143956889915319,22.867590454195536,3028.0,0.761055634807418
"Almond-Bancroft School District, Wisconsin",55,00240,1213.0,42.0,100.0,152.0,129.0,224.0,159.0,200.0,45.0,36.0,64.0,35.0,27.0,30810.0,17320.0,13495.0,806.0,407.0,0.6644682605111294,25.399835119538334,2885.0,0.8010590015128594
"Altoona School District, Wisconsin",55,00270,4771.0,171.0,641.0,1218.0,1377.0,674.0,133.0,179.0,17.0,13.0,84.0,135.0,129.0,91740.0,54335.0,37400.0,4214.0,557.0,0.8832529867952211,19.228673234122827,9233.0,0.8520958083832335
"Amery School District, Wisconsin",55,00300,4359.0,393.0,437.0,672.0,527.0,556.0,302.0,469.0,97.0,126.0,366.0,291.0,123.0,111775.0,65590.0,46190.0,2887.0,1472.0,0.6623078687772425,25.642349162651985,9767.0,0.7932426689332767
"Tomorrow River School District, Wisconsin",55,00330,2205.0,111.0,236.0,227.0,344.0,518.0,224.0,217.0,72.0,37.0,85.0,75.0,59.0,52410.0,29460.0,22950.0,1660.0,545.0,0.7528344671201814,23.768707482993197,4893.0,0.8710377768128528
"Antigo School District, Wisconsin",55,00360,7763.0,712.0,1727.0,1638.0,968.0,539.0,260.0,414.0,110.0,206.0,689.0,337.0,163.0,161240.0,96130.0,65110.0,5844.0,1919.0,0.7528017519000386,20.770320752286487,17515.0,0.8034853540971449
"Appleton Area School District, Wisconsin",55,00390,48812.0,1172.0,7090.0,13725.0,10698.0,6786.0,1990.0,3388.0,982.0,707.0,1094.0,629.0,551.0,859760.0,474765.0,384995.0,41461.0,7351.0,0.8494017864459559,17.613701548799476,95692.0,0.8405293170935246
"Arcadia School District, Wisconsin",55,00420,2793.0,430.0,984.0,408.0,305.0,212.0,82.0,131.0,30.0,49.0,98.0,46.0,18.0,38535.0,18960.0,19570.0,2421.0,372.0,0.8668098818474759,13.796992481203008,5672.0,0.7647854004731328
"Argyle School District, Wisconsin",55,00450,900.0,61.0,115.0,61.0,96.0,163.0,77.0,79.0,20.0,38.0,89.0,90.0,11.0,24635.0,13910.0,10725.0,573.0,327.0,0.6366666666666667,27.372222222222224,1914.0,0.7681159420289855
"Ashland School District, Wisconsin",55,00510,5600.0,641.0,1508.0,1297.0,753.0,584.0,119.0,219.0,14.0,46.0,110.0,124.0,185.0,93975.0,56405.0,37570.0,4902.0,698.0,0.8753571428571428,16.78125,12477.0,0.7440628737399624
"Ashwaubenon School District, Wisconsin",55,00540,7793.0,257.0,1656.0,2140.0,1739.0,906.0,194.0,410.0,113.0,123.0,122.0,61.0,72.0,124190.0,68700.0,55490.0,6892.0,901.0,0.8843834210188631,15.936096496856154,15796.0,0.8688665358194309
"Athens School District, Wisconsin",55,00570,1790.0,169.0,166.0,170.0,181.0,257.0,178.0,316.0,102.0,88.0,91.0,35.0,37.0,43810.0,24370.0,19440.0,1121.0,669.0,0.6262569832402235,24.47486033519553,4226.0,0.6916747337850919
"Auburndale School District, Wisconsin",55,00600,2135.0,128.0,216.0,217.0,356.0,476.0,187.0,265.0,67.0,50.0,63.0,50.0,60.0,48945.0,28550.0,20395.0,1580.0,555.0,0.7400468384074942,22.925058548009368,4609.0,0.791357485814055
"Augusta School District, Wisconsin",55,00630,1740.0,155.0,292.0,207.0,117.0,180.0,79.0,257.0,97.0,118.0,167.0,24.0,47.0,44205.0,26490.0,17715.0,1030.0,710.0,0.5919540229885057,25.405172413793103,4565.0,0.69916142557652
"Baldwin-Woodville Area School District, Wisconsin",55,00720,4273.0,395.0,538.0,464.0,352.0,388.0,172.0,501.0,128.0,207.0,618.0,395.0,115.0,125460.0,67585.0,57875.0,2309.0,1964.0,0.5403697636321085,29.36110461034402,8435.0,0.7794826830337571
"Unity School District, Wisconsin",55,00750,2986.0,125.0,312.0,325.0,344.0,405.0,200.0,361.0,49.0,87.0,288.0,323.0,167.0,94750.0,55790.0,38965.0,1711.0,1275.0,0.573007367716008,31.731413261888815,7525.0,0.8003737153534725
"Bangor School District, Wisconsin",55,00780,1980.0,152.0,116.0,217.0,248.0,366.0,213.0,324.0,76.0,73.0,152.0,30.0,13.0,45445.0,24755.0,20690.0,1312.0,668.0,0.6626262626262627,22.9520202020202,4072.0,0.8380350194552529
"Baraboo School District, Wisconsin",55,00810,10163.0,646.0,2047.0,2118.0,1468.0,1357.0,399.0,597.0,54.0,113.0,813.0,376.0,175.0,202330.0,113375.0,88955.0,8035.0,2128.0,0.7906130079700876,19.908491587129785,20717.0,0.79365689572321
"Barneveld School District, Wisconsin",55,00840,1201.0,88.0,72.0,50.0,119.0,86.0,41.0,213.0,98.0,181.0,180.0,68.0,5.0,35915.0,18380.0,17535.0,456.0,745.0,0.37968359700249793,29.904246461282266,2310.0,0.75625
"Barron Area School District, Wisconsin",55,00870,3944.0,315.0,1246.0,561.0,575.0,462.0,177.0,201.0,64.0,31.0,99.0,159.0,54.0,67225.0,40595.0,26630.0,3336.0,608.0,0.845841784989858,17.044878296146045,8454.0,0.7115019011406845
"Bayfield School District, Wisconsin",55,00900,1111.0,132.0,441.0,132.0,130.0,69.0,19.0,84.0,17.0,19.0,36.0,20.0,12.0,16195.0,7935.0,8260.0,923.0,188.0,0.8307830783078308,14.576957695769577,2737.0,0.6699834162520729
"Beaver Dam School District, Wisconsin",55,00960,10947.0,1049.0,2394.0,1822.0,1313.0,1014.0,528.0,1049.0,236.0,187.0,717.0,523.0,115.0,216785.0,132570.0,84215.0,8120.0,2827.0,0.7417557321640632,19.803142413446608,22605.0,0.847872720772256
"Belleville School District, Wisconsin",55,00990,3069.0,175.0,292.0,264.0,151.0,341.0,325.0,616.0,314.0,239.0,307.0,18.0,27.0,80320.0,42625.0,37695.0,1548.0,1521.0,0.5043988269794721,26.171391332681655,5601.0,0.8398763523956724
"Belmont Community School District, Wisconsin",55,01020,1076.0,134.0,136.0,230.0,185.0,100.0,67.0,67.0,34.0,39.0,24.0,28.0,32.0,21755.0,11695.0,10060.0,852.0,224.0,0.79182156133829,20.21840148698885,2257.0,0.68385460693153
"Beloit School District, Wisconsin",55,01050,14305.0,575.0,2575.0,2487.0,2625.0,1497.0,790.0,1335.0,267.0,375.0,850.0,713.0,216.0,311375.0,170335.0,141045.0,10549.0,3756.0,0.7374344634743096,21.766864732610976,36677.0,0.7588278981837824
"Beloit Turner School District, Wisconsin",55,01080,3705.0,193.0,505.0,752.0,567.0,551.0,227.0,365.0,149.0,62.0,199.0,93.0,42.0,77095.0,40760.0,36335.0,2795.0,910.0,0.7543859649122807,20.808367071524966,8607.0,0.8840199422723695
"Benton School District, Wisconsin",55,01110,746.0,82.0,60.0,74.0,59.0,114.0,49.0,134.0,37.0,22.0,64.0,27.0,24.0,20650.0,11415.0,9235.0,438.0,308.0,0.5871313672922251,27.680965147453083,1547.0,0.8367875647668394
"Berlin Area School District, Wisconsin",55,01140,4577.0,238.0,848.0,660.0,451.0,640.0,287.0,534.0,164.0,169.0,373.0,124.0,89.0,104485.0,63150.0,41335.0,3124.0,1453.0,0.6825431505352851,22.828271793751366,10401.0,0.8342077649527807
"Birchwood School District, Wisconsin",55,01170,806.0,82.0,107.0,58.0,41.0,60.0,63.0,173.0,21.0,44.0,84.0,38.0,35.0,23135.0,12580.0,10550.0,411.0,395.0,0.5099255583126551,28.703473945409428,2065.0,0.7638888888888888
"Wisconsin Heights School District, Wisconsin",55,01230,3173.0,124.0,262.0,279.0,256.0,389.0,326.0,525.0,199.0,263.0,439.0,78.0,33.0,87785.0,48490.0,39295.0,1636.0,1537.0,0.5156003781909865,27.6662464544595,6161.0,0.7871581450653984
"Black River Falls School District, Wisconsin",55,01260,5101.0,392.0,1303.0,969.0,771.0,377.0,135.0,401.0,95.0,125.0,227.0,227.0,79.0,98640.0,57050.0,41585.0,3947.0,1154.0,0.7737698490492061,19.337384826504607,12436.0,0.8197959954665659
"Pecatonica Area School District, Wisconsin",55,01310,1424.0,110.0,68.0,92.0,79.0,143.0,71.0,173.0,84.0,122.0,324.0,132.0,26.0,48010.0,25705.0,22300.0,563.0,861.0,0.39536516853932585,33.71488764044944,2827.0,0.7461439588688946
"Bloomer School District, Wisconsin",55,01350,3447.0,199.0,740.0,343.0,395.0,413.0,204.0,551.0,85.0,144.0,190.0,77.0,106.0,79490.0,38930.0,40560.0,2294.0,1153.0,0.6655062373078039,23.06063243400058,7389.0,0.8008064516129032
"Bonduel School District, Wisconsin",55,01470,2997.0,244.0,270.0,432.0,394.0,303.0,136.0,324.0,185.0,214.0,373.0,83.0,39.0,74885.0,41690.0,33195.0,1779.0,1218.0,0.5935935935935935,24.986653319986655,6362.0,0.7758094074526573
"Boscobel Area School District, Wisconsin",55,01500,2466.0,448.0,424.0,275.0,245.0,93.0,129.0,261.0,44.0,88.0,223.0,110.0,126.0,61070.0,35300.0,25770.0,1614.0,852.0,0.6545012165450121,24.764801297648013,5608.0,0.7691415313225058
"Bowler School District, Wisconsin",55,01560,1037.0,105.0,160.0,178.0,130.0,127.0,65.0,60.0,51.0,19.0,75.0,48.0,19.0,22425.0,12455.0,9970.0,765.0,272.0,0.7377049180327869,21.624879459980715,2697.0,0.7633928571428571
"Boyceville Community School District, Wisconsin",55,01590,1963.0,94.0,124.0,162.0,243.0,322.0,171.0,239.0,95.0,141.0,201.0,101.0,70.0,58955.0,34595.0,24360.0,1116.0,847.0,0.5685175751400917,30.033112582781456,4351.0,0.8023809523809524
"Brillion School District, Wisconsin",55,01680,2820.0,304.0,820.0,328.0,182.0,222.0,143.0,328.0,153.0,140.0,124.0,44.0,32.0,53885.0,29575.0,24305.0,1999.0,821.0,0.7088652482269504,19.108156028368793,5633.0,0.8563333333333333
"Brodhead School District, Wisconsin",55,01740,3038.0,281.0,537.0,393.0,210.0,379.0,175.0,323.0,75.0,192.0,283.0,112.0,78.0,73645.0,43605.0,30040.0,1975.0,1063.0,0.6500987491770902,24.2412771560237,6248.0,0.829968454258675
"Elmbrook School District, Wisconsin",55,01770,20289.0,359.0,1847.0,3473.0,3869.0,3825.0,1672.0,2730.0,379.0,522.0,932.0,424.0,257.0,444895.0,250390.0,194505.0,15045.0,5244.0,0.741534821824634,21.92789196116122,45075.0,0.8746049451570924
"Brown Deer School District, Wisconsin",55,01800,5762.0,50.0,701.0,1010.0,690.0,992.0,508.0,1010.0,165.0,153.0,265.0,201.0,17.0,126105.0,62680.0,63425.0,3951.0,1811.0,0.6856994099271086,21.88562998958695,12101.0,0.7977885743005528
"Bruce School District, Wisconsin",55,01830,1514.0,102.0,171.0,183.0,290.0,186.0,45.0,194.0,21.0,70.0,108.0,116.0,28.0,38730.0,22035.0,16695.0,977.0,537.0,0.6453104359313078,25.581241743725233,3715.0,0.7647420147420148
"Burlington Area School District, Wisconsin",55,01890,11558.0,535.0,1728.0,1767.0,1321.0,1282.0,768.0,1202.0,332.0,356.0,1195.0,728.0,344.0,301290.0,176090.0,125195.0,7401.0,4157.0,0.6403356982176848,26.067658764492126,23025.0,0.8747486595174263
"Butternut School District, Wisconsin",55,01920,541.0,32.0,42.0,142.0,132.0,73.0,9.0,38.0,8.0,6.0,35.0,13.0,11.0,10950.0,7050.0,3905.0,430.0,111.0,0.7948243992606284,20.24029574861368,1219.0,0.8359788359788359
"Cadott Community School District, Wisconsin",55,02040,2358.0,132.0,180.0,183.0,291.0,372.0,241.0,468.0,43.0,97.0,217.0,60.0,74.0,63900.0,34815.0,29080.0,1399.0,959.0,0.5932994062765055,27.099236641221374,5148.0,0.8233663366336633
"Cambria-Friesland School District, Wisconsin",55,02070,993.0,99.0,133.0,152.0,101.0,79.0,82.0,130.0,27.0,33.0,89.0,45.0,23.0,23145.0,13055.0,10090.0,646.0,347.0,0.6505538771399798,23.308157099697887,2306.0,0.7581395348837209
