district_name,state,schooldistrictunified,total_commuters,commute_Less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,agg_travel_time,agg_travel_time_m,agg_travel_time_f,commute_under_30,commute_greater_than_30,percent_under_30,mean_commute_time,total_population,percent_drive_alone
"Berlin Brothersvalley School District, Pennsylvania",42,03420,2469.0,141.0,304.0,225.0,437.0,412.0,224.0,308.0,77.0,67.0,122.0,80.0,72.0,58480.0,33805.0,24670.0,1743.0,726.0,0.7059538274605103,23.68570271364925,5684.0,0.861514319340918
"Bermudian Springs School District, Pennsylvania",42,03450,6242.0,202.0,246.0,510.0,757.0,898.0,664.0,978.0,327.0,274.0,889.0,316.0,181.0,187150.0,109695.0,77455.0,3277.0,2965.0,0.524991989746876,29.982377443127202,12796.0,0.8797797010228167
"Berwick Area School District, Pennsylvania",42,03480,10209.0,621.0,1413.0,1941.0,1169.0,1192.0,601.0,1138.0,428.0,490.0,720.0,279.0,217.0,233740.0,134435.0,99305.0,6937.0,3272.0,0.6794984817318053,22.89548437653051,22392.0,0.8550918836140888
"Bethel Park School District, Pennsylvania",42,03510,15656.0,273.0,1151.0,1562.0,1674.0,2051.0,785.0,2063.0,775.0,1144.0,2443.0,1447.0,288.0,490450.0,257490.0,232965.0,7496.0,8160.0,0.47879407256004086,31.326647930505878,32781.0,0.7335052783109405
"Bethlehem Area School District, Pennsylvania",42,03570,52586.0,1545.0,6361.0,9488.0,9693.0,7193.0,3189.0,5376.0,936.0,1260.0,2547.0,2904.0,2094.0,1298520.0,753105.0,545415.0,37469.0,15117.0,0.7125280492906857,24.693264366941772,117327.0,0.7943586741786786
"Bethlehem-Center School District, Pennsylvania",42,03600,3376.0,102.0,189.0,291.0,238.0,324.0,298.0,752.0,215.0,248.0,469.0,184.0,66.0,102330.0,56880.0,45450.0,1442.0,1934.0,0.42713270142180093,30.311018957345972,8792.0,0.864113475177305
"Big Beaver Falls Area School District, Pennsylvania",42,03630,5787.0,298.0,929.0,882.0,714.0,709.0,468.0,746.0,155.0,221.0,375.0,226.0,64.0,128080.0,70035.0,58045.0,4e3,1787.0,0.6912044237083117,22.13236564714014,13524.0,0.7357539082198689
"Big Spring School District, Pennsylvania",42,03660,9929.0,271.0,631.0,812.0,1469.0,1702.0,858.0,1368.0,389.0,493.0,1412.0,323.0,201.0,280830.0,161720.0,119110.0,5743.0,4186.0,0.5784066874811159,28.28381508711854,20811.0,0.8004770992366412
"Blackhawk School District, Pennsylvania",42,03688,7890.0,210.0,852.0,1145.0,1212.0,899.0,361.0,935.0,405.0,401.0,687.0,578.0,205.0,215435.0,137155.0,78280.0,4679.0,3211.0,0.5930291508238277,27.304816223067174,17962.0,0.847074630511787
"Blacklick Valley School District, Pennsylvania",42,03690,2028.0,99.0,137.0,195.0,371.0,240.0,180.0,275.0,175.0,124.0,164.0,30.0,38.0,52370.0,29680.0,22695.0,1222.0,806.0,0.6025641025641025,25.823471400394478,5085.0,0.8532374100719424
"Blairsville-Saltsburg School District, Pennsylvania",42,03750,6225.0,427.0,815.0,749.0,649.0,848.0,420.0,1065.0,136.0,218.0,386.0,344.0,168.0,155865.0,86320.0,69545.0,3908.0,2317.0,0.6277911646586345,25.03855421686747,14192.0,0.8577673692427791
"Bloomsburg Area School District, Pennsylvania",42,03840,8183.0,292.0,1758.0,1919.0,936.0,1229.0,276.0,756.0,175.0,296.0,270.0,159.0,117.0,154605.0,89450.0,65150.0,6410.0,1773.0,0.7833312965904925,18.893437614566785,20460.0,0.748162200616552
"Blue Mountain School District, Pennsylvania",42,03870,9935.0,501.0,1066.0,1301.0,1354.0,1614.0,476.0,933.0,342.0,550.0,960.0,653.0,185.0,261030.0,149250.0,111780.0,6312.0,3623.0,0.6353296426774031,26.273779567186715,20708.0,0.8626892077845488
"Blue Ridge School District, Pennsylvania",42,03900,3207.0,171.0,432.0,395.0,350.0,384.0,290.0,497.0,73.0,144.0,303.0,98.0,70.0,80845.0,47220.0,33625.0,2022.0,1185.0,0.6304957904583723,25.208917991892736,7530.0,0.828750747160789
"Boyertown Area School District, Pennsylvania",42,03960,23854.0,736.0,2484.0,2654.0,2740.0,2738.0,1284.0,2565.0,1144.0,1353.0,3239.0,2271.0,646.0,709375.0,424385.0,284990.0,12636.0,11218.0,0.5297224784103295,29.73819904418546,47838.0,0.8687588010460672
"Bradford Area School District, Pennsylvania",42,04020,8700.0,722.0,1910.0,2324.0,1240.0,810.0,453.0,433.0,65.0,121.0,236.0,244.0,142.0,145550.0,82925.0,62625.0,7459.0,1241.0,0.8573563218390805,16.729885057471265,20754.0,0.8428829235280848
"Brandywine Heights Area School District, Pennsylvania",42,04050,6806.0,464.0,661.0,984.0,802.0,920.0,580.0,818.0,186.0,302.0,608.0,368.0,113.0,168540.0,89785.0,78755.0,4411.0,2395.0,0.6481046135762563,24.76344401998237,12973.0,0.8774468085106383
"Brownsville Area School District, Pennsylvania",42,04080,4616.0,97.0,464.0,617.0,621.0,575.0,337.0,585.0,58.0,226.0,518.0,415.0,103.0,132670.0,81540.0,51130.0,2711.0,1905.0,0.5873050259965338,28.741334488734836,14969.0,0.8419949706621962
"Bryn Athyn School District, Pennsylvania",42,04090,522.0,75.0,100.0,108.0,56.0,20.0,19.0,19.0,3.0,20.0,36.0,40.0,26.0,12645.0,9235.0,3410.0,378.0,144.0,0.7241379310344828,24.224137931034484,1360.0,0.5950819672131148
"Brentwood Borough School District, Pennsylvania",42,04140,4752.0,42.0,259.0,331.0,582.0,688.0,416.0,969.0,139.0,317.0,571.0,298.0,140.0,147945.0,78930.0,69015.0,2318.0,2434.0,0.4877946127946128,31.13320707070707,9598.0,0.7145786344063974
"Bristol Borough School District, Pennsylvania",42,04200,4204.0,151.0,594.0,686.0,787.0,784.0,223.0,259.0,98.0,137.0,176.0,223.0,86.0,91920.0,46165.0,45755.0,3225.0,979.0,0.7671265461465271,21.86489058039962,9634.0,0.7922535211267606
"Bristol Township School District, Pennsylvania",42,04230,26761.0,445.0,1546.0,4301.0,5432.0,5158.0,1848.0,2843.0,360.0,1174.0,1849.0,1201.0,604.0,667080.0,355995.0,311085.0,18730.0,8031.0,0.6998991069093083,24.927319606890624,54367.0,0.8482491706597862
"Brockway Area School District, Pennsylvania",42,04260,3324.0,249.0,552.0,333.0,416.0,669.0,320.0,376.0,60.0,83.0,114.0,72.0,80.0,73045.0,40735.0,32310.0,2539.0,785.0,0.7638387484957883,21.97503008423586,7439.0,0.8382266588373458
"Brookville Area School District, Pennsylvania",42,04320,4802.0,334.0,905.0,825.0,643.0,590.0,284.0,466.0,68.0,121.0,253.0,171.0,142.0,104815.0,65700.0,39115.0,3581.0,1221.0,0.7457309454394002,21.827363598500625,11814.0,0.8475155904244619
"Burgettstown Area School District, Pennsylvania",42,04500,4121.0,96.0,289.0,258.0,292.0,425.0,405.0,695.0,257.0,307.0,570.0,394.0,133.0,140500.0,78160.0,62335.0,1765.0,2356.0,0.42829410337296775,34.09366658578015,9709.0,0.8621010948054973
"Burrell School District, Pennsylvania",42,04530,6466.0,258.0,646.0,772.0,1083.0,673.0,294.0,631.0,184.0,313.0,923.0,565.0,124.0,183790.0,101240.0,82550.0,3726.0,2740.0,0.5762449737086297,28.42406433652954,13917.0,0.8538681948424068
"Butler Area School District, Pennsylvania",42,04590,24181.0,847.0,3346.0,4582.0,3979.0,2675.0,1208.0,2101.0,711.0,898.0,1870.0,1582.0,382.0,573775.0,335185.0,238590.0,16637.0,7544.0,0.6880195194574252,23.728340432571027,54129.0,0.8504736673089274
"California Area School District, Pennsylvania",42,04710,4623.0,326.0,670.0,586.0,643.0,556.0,157.0,466.0,265.0,228.0,372.0,281.0,73.0,113095.0,58840.0,54255.0,2938.0,1685.0,0.6355180618645901,24.46355180618646,11018.0,0.7270661157024794
"Cambria Heights School District, Pennsylvania",42,04740,4224.0,232.0,414.0,452.0,456.0,585.0,286.0,509.0,193.0,219.0,489.0,244.0,145.0,120430.0,75480.0,44955.0,2425.0,1799.0,0.5741003787878788,28.510890151515152,9849.0,0.8483236994219653
"Cameron County School District, Pennsylvania",42,04830,2142.0,349.0,754.0,310.0,223.0,79.0,82.0,109.0,4.0,39.0,45.0,105.0,43.0,34095.0,21705.0,12390.0,1797.0,345.0,0.8389355742296919,15.917366946778712,4869.0,0.7848678213309025
"Camp Hill School District, Pennsylvania",42,04860,3960.0,91.0,641.0,876.0,978.0,528.0,255.0,310.0,28.0,44.0,119.0,54.0,36.0,69930.0,39825.0,30105.0,3369.0,591.0,0.8507575757575757,17.65909090909091,7886.0,0.8537069179271014
"Canon-McMillan School District, Pennsylvania",42,04890,16917.0,234.0,1604.0,2607.0,3056.0,2130.0,1243.0,1740.0,681.0,698.0,1584.0,997.0,343.0,441580.0,236965.0,204615.0,10874.0,6043.0,0.6427853638351954,26.102736891883904,34582.0,0.8610597140454164
"Canton Area School District, Pennsylvania",42,04920,2380.0,256.0,303.0,247.0,215.0,213.0,111.0,277.0,58.0,102.0,351.0,187.0,60.0,66515.0,41345.0,25170.0,1345.0,1035.0,0.5651260504201681,27.94747899159664,6468.0,0.7893677003624647
"Carbondale Area School District, Pennsylvania",42,04980,4349.0,244.0,904.0,591.0,464.0,488.0,178.0,676.0,51.0,166.0,399.0,108.0,80.0,97245.0,56755.0,40490.0,2869.0,1480.0,0.6596918831915383,22.360312715566796,10850.0,0.7867448151487827
"Carlisle Area School District, Pennsylvania",42,05010,18089.0,1094.0,2815.0,3789.0,2286.0,2028.0,997.0,2119.0,718.0,567.0,1038.0,403.0,235.0,373460.0,209935.0,163525.0,13009.0,5080.0,0.719166344187075,20.645696279506883,37380.0,0.7786999357464125
"Carlynton School District, Pennsylvania",42,05040,7313.0,72.0,530.0,846.0,1202.0,1373.0,588.0,1335.0,193.0,297.0,504.0,271.0,102.0,184190.0,96015.0,88175.0,4611.0,2702.0,0.6305209900177766,25.186653904006565,14311.0,0.7367519114157659
"Carmichaels Area School District, Pennsylvania",42,05070,2657.0,80.0,423.0,344.0,299.0,373.0,229.0,281.0,49.0,146.0,254.0,80.0,99.0,67885.0,36075.0,31810.0,1748.0,909.0,0.6578848325178773,25.549491908167106,6849.0,0.8483835005574136
"Catasauqua Area School District, Pennsylvania",42,05160,5315.0,249.0,654.0,764.0,1024.0,953.0,358.0,620.0,91.0,87.0,186.0,187.0,142.0,120005.0,59090.0,60915.0,4002.0,1313.0,0.7529633113828786,22.578551269990594,11055.0,0.8722109533468559
"Centennial School District, Pennsylvania",42,05190,21588.0,476.0,2108.0,2971.0,2895.0,2580.0,1477.0,2964.0,554.0,1087.0,2217.0,1759.0,500.0,600775.0,323610.0,277165.0,12507.0,9081.0,0.5793496386881601,27.82911802853437,48877.0,0.81674789543642
"Central Bucks School District, Pennsylvania",42,05310,54561.0,1599.0,5324.0,6959.0,6827.0,5885.0,2993.0,6754.0,1520.0,2634.0,5736.0,5878.0,2452.0,1672265.0,976730.0,695535.0,29587.0,24974.0,0.5422737853045215,30.649456571543777,115472.0,0.8156788746890814
"Central Cambria School District, Pennsylvania",42,05340,5450.0,263.0,843.0,916.0,854.0,386.0,357.0,618.0,166.0,323.0,453.0,118.0,153.0,131265.0,74940.0,56325.0,3619.0,1831.0,0.6640366972477064,24.08532110091743,13538.0,0.8696653090136356
"Central Columbia School District, Pennsylvania",42,05370,7065.0,240.0,718.0,1516.0,1286.0,1165.0,384.0,676.0,173.0,190.0,392.0,243.0,82.0,149120.0,83475.0,65645.0,5309.0,1756.0,0.751450813871196,21.10686482661005,14983.0,0.8669856459330143
"Central Dauphin School District, Pennsylvania",42,05400,47015.0,845.0,4572.0,7585.0,10415.0,10702.0,2904.0,5249.0,490.0,823.0,1528.0,1075.0,827.0,1000540.0,576130.0,424410.0,37023.0,9992.0,0.7874720833776454,21.2812932042965,92368.0,0.8597830370662297
"Central Greene School District, Pennsylvania",42,05430,5418.0,335.0,802.0,829.0,817.0,383.0,365.0,565.0,149.0,266.0,483.0,334.0,90.0,129590.0,75620.0,53970.0,3531.0,1887.0,0.6517165005537099,23.91842008121078,15932.0,0.827579974697271
"Crestwood School District, Pennsylvania",42,05460,10164.0,369.0,1030.0,964.0,1463.0,2323.0,846.0,1452.0,316.0,403.0,477.0,300.0,221.0,243920.0,140660.0,103260.0,6995.0,3169.0,0.6882133018496654,23.998425816607636,20223.0,0.8503884783020655
"Central York School District, Pennsylvania",42,05490,17290.0,490.0,1930.0,2891.0,3608.0,2848.0,689.0,1177.0,572.0,481.0,1332.0,871.0,401.0,415745.0,224830.0,190910.0,12456.0,4834.0,0.7204164256795835,24.045401966454598,38168.0,0.8432691777422379
"Chambersburg Area School District, Pennsylvania",42,05550,29953.0,1452.0,3701.0,6549.0,5830.0,3514.0,1308.0,2960.0,729.0,655.0,1230.0,1465.0,560.0,635865.0,372365.0,263500.0,22354.0,7599.0,0.7463025406470136,21.228758388141422,67642.0,0.8219721607909457
"Charleroi School District, Pennsylvania",42,05640,5087.0,183.0,723.0,891.0,582.0,471.0,323.0,590.0,107.0,278.0,254.0,453.0,232.0,147795.0,93710.0,54085.0,3173.0,1914.0,0.6237468055828582,29.053469628464715,11779.0,0.8282654427232741
"Chartiers Valley School District, Pennsylvania",42,05700,14951.0,312.0,1193.0,2104.0,2069.0,2227.0,1088.0,2753.0,480.0,577.0,1379.0,683.0,86.0,371860.0,199035.0,172825.0,8993.0,5958.0,0.6014982275433082,24.87191492207879,31081.0,0.7745560219567323
"Chartiers-Houston School District, Pennsylvania",42,05730,3952.0,154.0,497.0,719.0,722.0,421.0,191.0,441.0,91.0,61.0,336.0,164.0,155.0,100720.0,54450.0,46270.0,2704.0,1248.0,0.6842105263157895,25.48582995951417,9236.0,0.802725968436155
"Cheltenham Township School District, Pennsylvania",42,05760,17287.0,246.0,1578.0,1778.0,1984.0,2129.0,967.0,2695.0,1124.0,961.0,2312.0,1153.0,360.0,512150.0,265045.0,247105.0,8682.0,8605.0,0.5022271070746804,29.626308786949732,36924.0,0.6855909513141358
"Chester-Upland School District, Pennsylvania",42,05860,13569.0,422.0,1545.0,1819.0,2324.0,2008.0,698.0,1989.0,330.0,341.0,1206.0,629.0,258.0,326535.0,145220.0,181310.0,8816.0,4753.0,0.6497162650158449,24.064780013265533,41352.0,0.6248925193465176
"Chestnut Ridge School District, Pennsylvania",42,05880,4789.0,148.0,256.0,501.0,923.0,915.0,416.0,608.0,130.0,165.0,352.0,196.0,179.0,130040.0,77360.0,52680.0,3159.0,1630.0,0.6596366673627062,27.15389434119858,10457.0,0.8254096702407445
"Chichester School District, Pennsylvania",42,05910,11003.0,369.0,995.0,1369.0,2046.0,1814.0,629.0,1357.0,313.0,441.0,808.0,529.0,333.0,288505.0,127395.0,161105.0,7222.0,3781.0,0.6563664455148596,26.220576206489138,24638.0,0.8214507129572226
"Clairton City School District, Pennsylvania",42,06030,2846.0,136.0,256.0,271.0,365.0,435.0,78.0,216.0,56.0,209.0,504.0,247.0,73.0,85435.0,43825.0,41610.0,1541.0,1305.0,0.5414617006324666,30.019325368938862,6752.0,0.7104994903160041
"Clarion Area School District, Pennsylvania",42,06060,3546.0,340.0,1136.0,630.0,427.0,315.0,91.0,215.0,38.0,137.0,128.0,52.0,37.0,56260.0,28605.0,27650.0,2939.0,607.0,0.8288212069937958,15.86576424139876,8786.0,0.7677984665936474
"Clarion-Limestone Area School District, Pennsylvania",42,06090,3177.0,166.0,381.0,738.0,465.0,543.0,242.0,150.0,65.0,39.0,241.0,111.0,36.0,65370.0,38425.0,26945.0,2535.0,642.0,0.7979225684608121,20.576015108593012,8052.0,0.8089190785587714
"Claysburg-Kimmel School District, Pennsylvania",42,06120,2402.0,120.0,200.0,203.0,308.0,427.0,317.0,425.0,61.0,35.0,137.0,108.0,61.0,61125.0,31185.0,29935.0,1575.0,827.0,0.6557035803497085,25.447543713572024,5749.0,0.8392642942822871
"Clearfield Area School District, Pennsylvania",42,06150,8105.0,503.0,1643.0,1734.0,977.0,644.0,402.0,716.0,97.0,158.0,510.0,498.0,223.0,183700.0,117545.0,66155.0,5903.0,2202.0,0.7283158544108574,22.665021591610117,18940.0,0.8315106357408966
"Coatesville Area School District, Pennsylvania",42,06240,30593.0,511.0,2696.0,3573.0,3688.0,4279.0,1909.0,4659.0,1173.0,1587.0,3532.0,2361.0,625.0,874790.0,483825.0,390965.0,16656.0,13937.0,0.5444382701925277,28.594449710718138,64320.0,0.8080570208490329
"Cocalico School District, Pennsylvania",42,06270,11560.0,513.0,1169.0,1831.0,1788.0,1775.0,924.0,1458.0,376.0,315.0,712.0,374.0,325.0,272250.0,161540.0,110710.0,8e3,3560.0,0.6920415224913494,23.551038062283737,23616.0,0.8656952539550374
"Columbia Borough School District, Pennsylvania",42,06360,4541.0,151.0,513.0,550.0,973.0,981.0,210.0,619.0,70.0,134.0,248.0,52.0,40.0,93915.0,48110.0,45805.0,3378.0,1163.0,0.7438890112310064,20.681567936577846,10394.0,0.7965027322404371
"Commodore Perry School District, Pennsylvania",42,06390,1779.0,38.0,182.0,163.0,333.0,337.0,113.0,223.0,78.0,68.0,119.0,86.0,39.0,45775.0,27650.0,18125.0,1166.0,613.0,0.6554243957279371,25.730747611017424,4132.0,0.8114104595879557
"Conemaugh Township Area School District, Pennsylvania",42,06420,3603.0,168.0,405.0,615.0,878.0,601.0,246.0,280.0,85.0,58.0,103.0,102.0,62.0,74130.0,43135.0,30995.0,2913.0,690.0,0.8084929225645295,20.574521232306413,8181.0,0.900398406374502
"Conemaugh Valley School District, Pennsylvania",42,06430,2842.0,75.0,280.0,501.0,613.0,550.0,172.0,245.0,49.0,51.0,151.0,43.0,112.0,66340.0,40230.0,26105.0,2191.0,651.0,0.770935960591133,23.34271639690359,6502.0,0.8541095890410959
"Conestoga Valley School District, Pennsylvania",42,06480,15391.0,982.0,2286.0,2877.0,2954.0,2554.0,863.0,1054.0,206.0,409.0,492.0,474.0,240.0,298835.0,170290.0,128545.0,12516.0,2875.0,0.8132025209538042,19.41621726983302,33657.0,0.763045697471927
"Conewago Valley School District, Pennsylvania",42,06550,12883.0,607.0,1653.0,2285.0,2045.0,1715.0,754.0,1081.0,279.0,454.0,913.0,729.0,368.0,309735.0,185655.0,124080.0,9059.0,3824.0,0.7031747263836063,24.04214856788015,27226.0,0.8622456669178599
"Conneaut School District, Pennsylvania",42,06590,7546.0,492.0,760.0,754.0,1259.0,1167.0,726.0,894.0,200.0,205.0,473.0,391.0,225.0,189605.0,111415.0,78190.0,5158.0,2388.0,0.6835409488470713,25.126557116353034,17897.0,0.7693659761456372
"Connellsville Area School District, Pennsylvania",42,06660,13658.0,397.0,1305.0,1743.0,1623.0,2024.0,883.0,1694.0,441.0,599.0,1332.0,1090.0,527.0,402880.0,241775.0,161110.0,7975.0,5683.0,0.5839068677698053,29.497730267974813,34320.0,0.841461680648372
"Conrad Weiser Area School District, Pennsylvania",42,06780,9286.0,341.0,990.0,1110.0,1103.0,1740.0,875.0,1191.0,362.0,276.0,673.0,403.0,222.0,234050.0,127195.0,106855.0,6159.0,3127.0,0.6632565151841482,25.20460908895111,19519.0,0.8642745709828393
"Cornell School District, Pennsylvania",42,06810,3173.0,141.0,360.0,554.0,563.0,442.0,220.0,465.0,38.0,87.0,175.0,109.0,19.0,66525.0,34670.0,31860.0,2280.0,893.0,0.718562874251497,20.965962811219665,6739.0,0.804923076923077
"Cornwall-Lebanon School District, Pennsylvania",42,06840,16121.0,691.0,2e3,3092.0,2442.0,1781.0,624.0,1925.0,500.0,674.0,1367.0,677.0,348.0,391770.0,220090.0,171680.0,10630.0,5491.0,0.6593883754109546,24.3018423174741,35383.0,0.8236984052532833
"Corry Area School District, Pennsylvania",42,06860,5898.0,815.0,1265.0,879.0,562.0,488.0,180.0,190.0,177.0,184.0,659.0,438.0,61.0,125345.0,67040.0,58305.0,4189.0,1709.0,0.7102407595795185,21.252119362495762,14403.0,0.7615371982263097
"Coudersport Area School District, Pennsylvania",42,06930,2290.0,221.0,509.0,457.0,351.0,235.0,67.0,121.0,25.0,44.0,86.0,106.0,68.0,46175.0,28540.0,17635.0,1840.0,450.0,0.8034934497816594,20.163755458515283,5763.0,0.7944397641112048
"Council Rock School District, Pennsylvania",42,06960,33113.0,683.0,2249.0,3405.0,3438.0,4624.0,2121.0,4767.0,1341.0,1411.0,3916.0,3669.0,1489.0,1087600.0,641e3,446600.0,16520.0,16593.0,0.498897713888805,32.84510615166249,72626.0,0.7931842266718724
"Cranberry Area School District, Pennsylvania",42,07050,3909.0,185.0,293.0,704.0,724.0,771.0,287.0,445.0,39.0,139.0,214.0,77.0,31.0,82020.0,47740.0,34275.0,2964.0,945.0,0.758250191864927,20.9823484267076,9188.0,0.8469234617308654
"Crawford Central School District, Pennsylvania",42,07080,12560.0,1116.0,3015.0,2797.0,1800.0,1337.0,442.0,558.0,135.0,274.0,471.0,376.0,239.0,220630.0,126630.0,94005.0,10507.0,2053.0,0.8365445859872611,17.566082802547772,30472.0,0.7451504505880556
"Cumberland Valley School District, Pennsylvania",42,07110,27920.0,528.0,2710.0,4596.0,5482.0,5917.0,2214.0,3236.0,316.0,972.0,904.0,506.0,539.0,605490.0,338190.0,267300.0,21447.0,6473.0,0.7681590257879656,21.68660458452722,56948.0,0.8834037582878148
"Curwensville Area School District, Pennsylvania",42,07140,3068.0,198.0,274.0,364.0,567.0,441.0,256.0,380.0,91.0,77.0,186.0,135.0,99.0,75810.0,46785.0,29025.0,2100.0,968.0,0.6844850065189049,24.709908735332466,7470.0,0.843620083146786
"Dallas School District, Pennsylvania",42,07200,9817.0,605.0,1095.0,1210.0,1777.0,1795.0,857.0,1196.0,278.0,99.0,422.0,254.0,229.0,221530.0,115080.0,106450.0,7339.0,2478.0,0.7475807273097688,22.5659570133442,20849.0,0.8691524082682227
"Dallastown Area School District, Pennsylvania",42,07230,20266.0,493.0,2195.0,3112.0,3267.0,3279.0,1331.0,1504.0,585.0,736.0,1414.0,1525.0,825.0,547565.0,317775.0,229785.0,13677.0,6589.0,0.6748741734925491,27.018898647981842,41464.0,0.8725246340763417
"Daniel Boone Area School District, Pennsylvania",42,07290,9889.0,276.0,606.0,944.0,1155.0,1429.0,659.0,1462.0,329.0,581.0,1215.0,1041.0,192.0,299505.0,175400.0,124110.0,5069.0,4820.0,0.5125897461826272,30.286682172110424,21428.0,0.8340134763215337
"Danville Area School District, Pennsylvania",42,07320,8309.0,367.0,1551.0,1796.0,1343.0,1125.0,394.0,738.0,114.0,146.0,463.0,146.0,126.0,160960.0,99395.0,61565.0,6576.0,1733.0,0.7914309784570948,19.37176555542183,19060.0,0.8339345979285465
"Delaware Valley School District, Pennsylvania",42,07530,12343.0,703.0,1056.0,1016.0,1063.0,737.0,435.0,1294.0,398.0,643.0,1327.0,1634.0,2037.0,541995.0,346385.0,195610.0,5010.0,7333.0,0.4058980798833347,43.9111237138459,28743.0,0.7823461091753775
"Deer Lakes School District, Pennsylvania",42,07540,7171.0,127.0,469.0,833.0,1069.0,982.0,341.0,1036.0,281.0,361.0,854.0,568.0,250.0,222770.0,120890.0,101880.0,3821.0,3350.0,0.5328406080044624,31.065402314879375,14384.0,0.8593263898282159
"Derry Area School District, Pennsylvania",42,07560,7660.0,353.0,912.0,1115.0,1249.0,953.0,705.0,901.0,249.0,189.0,355.0,400.0,279.0,187515.0,106500.0,81015.0,5287.0,2373.0,0.6902088772845953,24.47976501305483,17707.0,0.8908213786974737
"Derry Township School District, Pennsylvania",42,07590,11540.0,753.0,1798.0,2258.0,1647.0,1251.0,948.0,1484.0,201.0,339.0,495.0,172.0,194.0,237430.0,132690.0,104745.0,8655.0,2885.0,0.75,20.574523396880416,24860.0,0.7833480388224914
"Donegal School District, Pennsylvania",42,07650,11025.0,346.0,1222.0,1562.0,1446.0,1866.0,1202.0,1382.0,400.0,462.0,553.0,293.0,291.0,271530.0,155495.0,116035.0,7644.0,3381.0,0.6933333333333334,24.62857142857143,22014.0,0.871843983980498
"Dover Area School District, Pennsylvania",42,07680,13202.0,303.0,1003.0,1122.0,2258.0,2104.0,1084.0,1909.0,473.0,761.0,995.0,781.0,409.0,368250.0,200120.0,168125.0,7874.0,5328.0,0.5964247841236177,27.893500984699287,25915.0,0.8569333431106548
"Downingtown Area School District, Pennsylvania",42,07710,34913.0,937.0,2459.0,3922.0,4318.0,5596.0,2771.0,4683.0,1260.0,1633.0,3581.0,2785.0,968.0,1008205.0,578710.0,429495.0,20003.0,14910.0,0.5729384469968206,28.87763870191619,70698.0,0.8180568656515295
"DuBois Area School District, Pennsylvania",42,07830,13202.0,925.0,2660.0,2518.0,2380.0,1531.0,493.0,1126.0,165.0,207.0,529.0,359.0,309.0,258610.0,163505.0,95105.0,10507.0,2695.0,0.795864262990456,19.588698682017878,30907.0,0.8166592887708426
"Dunmore School District, Pennsylvania",42,07980,6052.0,304.0,1126.0,1600.0,1031.0,587.0,386.0,420.0,95.0,107.0,198.0,83.0,115.0,109530.0,60795.0,48735.0,5034.0,1018.0,0.8317911434236616,18.098149372108395,13810.0,0.797660448940879
"Duquesne City School District, Pennsylvania",42,08010,1574.0,33.0,165.0,199.0,204.0,250.0,43.0,271.0,53.0,102.0,131.0,100.0,23.0,41050.0,16685.0,24365.0,894.0,680.0,0.567979669631512,26.08005082592122,5556.0,0.6001224739742804
"East Allegheny School District, Pennsylvania",42,08060,6514.0,119.0,603.0,960.0,1046.0,836.0,355.0,510.0,125.0,226.0,930.0,660.0,144.0,187875.0,91030.0,96840.0,3919.0,2595.0,0.6016272643536997,28.84172551427694,14890.0,0.7788759404041894
"Forest Area School District, Pennsylvania",42,08280,1357.0,166.0,226.0,174.0,127.0,88.0,73.0,150.0,40.0,88.0,131.0,47.0,47.0,33345.0,17410.0,15935.0,854.0,503.0,0.6293294030950627,24.572586588061903,8059.0,0.81811697574893
"Eastern Lebanon County School District, Pennsylvania",42,08460,9220.0,703.0,1123.0,1154.0,1544.0,1173.0,415.0,865.0,241.0,388.0,940.0,413.0,261.0,227080.0,136865.0,90210.0,6112.0,3108.0,0.6629067245119306,24.629067245119305,21395.0,0.7866488101370145
"East Lycoming School District, Pennsylvania",42,08490,4914.0,101.0,297.0,495.0,708.0,876.0,518.0,919.0,191.0,213.0,330.0,172.0,94.0,129245.0,76195.0,53050.0,2995.0,1919.0,0.6094831094831095,26.3013838013838,10647.0,0.855655930871956
"East Penn School District, Pennsylvania",42,08550,26366.0,546.0,2792.0,3668.0,4439.0,4175.0,2372.0,3302.0,723.0,779.0,1472.0,1461.0,637.0,652540.0,376750.0,275790.0,17992.0,8374.0,0.6823939922627626,24.749298338769627,55784.0,0.8734349775784753
"East Pennsboro Area School District, Pennsylvania",42,08580,10381.0,260.0,861.0,1616.0,2528.0,2627.0,714.0,1010.0,90.0,144.0,156.0,258.0,117.0,210805.0,118810.0,91995.0,8606.0,1775.0,0.8290145458048358,20.3068105192178,21092.0,0.836436792364555
"East Stroudsburg Area School District, Pennsylvania",42,08670,19525.0,326.0,1826.0,1623.0,2056.0,2209.0,690.0,1863.0,393.0,560.0,1926.0,2308.0,3745.0,873610.0,531450.0,342160.0,8730.0,10795.0,0.4471190781049936,44.74314980793854,47607.0,0.7763791916609303
"Eastern York School District, Pennsylvania",42,08790,9437.0,311.0,704.0,1051.0,1417.0,1710.0,1174.0,1344.0,246.0,282.0,593.0,377.0,228.0,239795.0,134120.0,105675.0,6367.0,3070.0,0.6746847515100137,25.41008795167956,19916.0,0.8403717088280847
