"place_id","place_fips","polygon_area","is_suburb","walk_score"
23591,3638253,11700357.0653981,"suburb",
25045,3657980,5729805.29048013,"suburb",
23039,3629476,6628190.57675129,"suburb",
3274,3412580,4126274.88458389,"suburb",
6798,3426550,3944872.7118362,"suburb",
21791,3411140,1807207.03130099,"suburb",
12074,3647273,5140201.39442339,"suburb",
21337,3604055,8310251.42581928,"suburb",
25052,3658145,6438066.15208943,"suburb",
23200,3632105,591111.007104759,"suburb",
25722,3467665,1214106.24229824,"suburb",
19319,3676331,15013084.6520802,"suburb",
33733,3646750,1148264.56865307,"suburb",
9420,3637022,4901126.63690981,"suburb",
34871,3670068,1369431.56466823,"suburb",
21377,3404600,3398862.85334453,"suburb",
15139,3658475,1303295.61219063,"suburb",
22095,3415610,7206799.95694535,"suburb",
21602,3608136,37113532.8571582,"suburb",
26269,3475750,7457538.35494675,"suburb",
17036,3466480,1985773.34684358,"suburb",
21186,3401480,3951571.33266187,"suburb",
5909,3422950,1352035.08749213,"suburb",
25669,3666850,22041112.5583158,"suburb",
22854,3626902,4179181.37254505,"suburb",
21599,3608092,2535648.71361401,"suburb",
22600,3623316,2598837.4057094,"suburb",
21192,3601594,17374677.7519192,"suburb",
16966,3466240,3123627.52781799,"suburb",
32154,4215479,6941708.90698768,"suburb",
30484,3658684,86491642.0481383,"suburb",
8421,3632963,7855767.9005675,"suburb",
25663,3666828,22903664.4512591,"suburb",
23606,3438430,6065400.00166443,"suburb",
8764,3634308,2147606.61694219,"suburb",
33215,3436930,6336553.2710674,"suburb",
25101,3658849,584677.322714654,"suburb",
2400,3409280,2690647.22583511,"suburb",
14414,3655673,1976417.60930535,"suburb",
23865,3641465,7950028.95187563,"suburb",
29854,3601682,113403232.979145,"suburb",
22240,3418151,2611453.50814956,"suburb",
16358,3663792,1132068.26565789,"suburb",
22415,3620841,1919791.12473343,"suburb",
7508,3429460,3996065.7070986,"suburb",
21975,3613805,1182318.07313928,"suburb",
5712,3622183,16179472.9183999,"suburb",
18294,3471640,2374112.45078583,"suburb",
23072,3630202,441442.580271795,"suburb",
9983,3639309,657580.297709798,"suburb",
5899,3422890,13023299.3526012,"suburb",
18814,3674023,4236689.67912322,"suburb",
23360,3634803,1455057.35767892,"suburb",
1500,3605639,321836.068546113,"suburb",
11802,3446260,3171676.88106322,"suburb",
1052,3403940,6003784.4397264,"suburb",
16524,3664430,693058.604456558,"suburb",
12664,4249400,1298110.14257257,"suburb",
17175,3467110,2589696.12315226,"suburb",
21143,3400790,5122410.08369812,"suburb",
34501,4261773,5190202.1378164,"suburb",
952,3403520,1812013.59922823,"suburb",
22238,3418148,4106352.07017592,"suburb",
12107,3647405,7891356.97771527,"suburb",
15316,3659157,1517055.92622049,"suburb",
15141,3658486,485980.489063608,"suburb",
1271,3604803,472033.685090087,"suburb",
21792,3411155,2769083.51773888,"suburb",
16367,3663803,3068143.90765499,"suburb",
22538,3622447,6375548.86103973,"suburb",
13461,3652188,7016795.26888339,"suburb",
14129,3654617,5666393.45121799,"suburb",
15590,3660422,12839952.7233038,"suburb",
11764,3646107,7107586.77195615,"suburb",
16479,3664232,449130.672530696,"suburb",
8842,3634660,5865758.19722829,"suburb",
1508,3605672,2288757.70985248,"suburb",
15143,3658497,1309039.07748461,"suburb",
1907,3407300,1550569.61888648,"suburb",
8737,3434200,992031.910822037,"suburb",
12772,3649781,2676700.86874266,"suburb",
32656,4225420,7739225.60189758,"suburb",
35197,3476250,1857626.641931,"suburb",
1682,3406370,2354763.02199319,"suburb",
4348,3416660,3261210.52811361,"suburb",
23103,3630598,651202.22201237,"suburb",
12100,3647361,1596372.00040691,"suburb",
16515,3464410,5177404.19728477,"suburb",
25609,3665948,4795037.78176612,"suburb",
34384,3459500,8572121.52408406,"suburb",
20580,3682986,993282.13745372,"suburb",
26399,3677805,20178849.1250938,"suburb",
24865,3655321,15915279.1663802,"suburb",
338,3401330,3805014.06383517,"suburb",
25206,3660408,4342020.19039021,"suburb",
19290,3676210,802849.294140636,"suburb",
23399,3635573,1226617.32548886,"suburb",
34500,4261756,5618847.0467326,"suburb",
832,3403130,2205203.04245641,"suburb",
24698,3653231,223823.259896313,"suburb",
16498,3464320,1610244.10628168,"suburb",
722,3602737,8156312.83673423,"suburb",
24577,3651418,30661954.344813,"suburb",
35075,3674017,1787595.08630912,"suburb",
19194,3675803,11079297.0742551,"suburb",
23197,3632094,460740.135850619,"suburb",
18135,3470980,1582226.3142898,"suburb",
31660,3406190,1584240.87768956,"suburb",
31652,3406025,3592251.9093208,"suburb",
16458,3464170,2524748.39290117,"suburb",
32334,3419330,5939004.23345734,"suburb",
32751,3627452,3451385.99062764,"suburb",
168,3400730,677137.348070269,"suburb",
7751,3430390,3066671.67429676,"suburb",
24102,3644792,336327.339745894,"suburb",
25903,3670552,2945195.06441521,"suburb",
17198,3667191,1161842.75394695,"suburb",
34478,3661368,2607548.421941,"suburb",
11892,3446590,1966714.27245644,"suburb",
24989,3656968,9066373.2677047,"suburb",
3547,3613618,2823723.84991257,"suburb",
8759,3634297,928584.71512272,"suburb",
25510,3664441,201965.761476661,"suburb",
8766,3634319,552439.860520264,"suburb",
31269,3654112,9508683.17948446,"suburb",
11049,3443380,1664446.93575548,"suburb",
22770,3625839,72969333.3552269,"suburb",
7610,3629872,456067.255380947,"suburb",
24519,3650727,1578664.55434753,"suburb",
22778,3625923,17062396.3470367,"suburb",
32077,3413990,991468.371928163,"suburb",
4814,3618597,4044878.81015375,"suburb",
31195,3628990,30273961.4999164,"suburb",
32870,3429940,1998168.60908127,"suburb",
25512,3664452,12036735.6001459,"suburb",
32338,3419490,13779014.2738795,"suburb",
10458,3441010,317932.752195121,"suburb",
24440,3649424,9720517.34658893,"suburb",
31566,3404630,1851463.91959818,"suburb",
34778,3467860,3819875.23100235,"suburb",
16628,3664881,734693.095849076,"suburb",
14085,3654430,365590.678104365,"suburb",
18495,3472480,2984446.47926082,"suburb",
31825,3409170,2890261.6578916,"suburb",
20130,3680186,1071035.26113435,"suburb",
5271,3620379,669812.521067471,"suburb",
34640,3464860,1279513.5453535,"suburb",
35499,3483290,1130188.37302438,"suburb",
17151,667000,127264461.239671,"principal_city",85.672
13654,653000,223215238.958596,"suburb",71.5512
6671,626000,247215249.269149,"suburb",43.7488
8439,633000,185640482.289104,"suburb",52.4023
4150,616000,88695403.0480319,"suburb",44.111
1590,606000,52246943.9136291,"suburb",81.1062
15629,660620,158452344.10033,"suburb",54.5624
588,602252,87725785.8580251,"suburb",39.2152
4636,617918,26931480.0313369,"suburb",61.8904
17490,668252,48728639.5086567,"suburb",63.2882
17447,668084,46184935.0243409,"suburb",61.9788
10683,641992,83369608.9378163,"suburb",36.8883
15525,660102,102104550.221583,"suburb",57.5863
24455,649670,833461.710430254,"suburb",
117,600562,31750364.3397821,"suburb",63.9628
17519,668378,57596374.8988589,"suburb",24.3131
14986,657792,76447619.4380806,"suburb",39.2436
20321,681204,60028504.2011514,"suburb",43.8742
20635,683346,65493282.6227988,"suburb",38.2872
14890,657456,59005129.3047805,"suburb",37.4683
18672,673262,25962002.2026146,"suburb",56.3744
21841,611964,53993330.9613761,"suburb",35.1237
17518,668364,71190852.7171473,"suburb",49.7242
2112,608142,45368857.7003536,"suburb",35.6237
13547,652582,87275872.8146585,"suburb",30.2982
5159,620018,43848409.6947215,"suburb",33.3872
13111,650916,38234501.7735816,"suburb",46.8513
4658,617988,54932457.8339905,"suburb",23.3267
16671,665028,17951979.4678413,"suburb",50.0756
14181,654806,39266414.9427037,"suburb",39.4929
13671,653070,48945425.3366781,"suburb",25.1249
11767,646114,44887563.4040009,"suburb",38.7726
14983,657764,22983536.5023479,"suburb",48.0554
11961,646870,55991566.4612523,"suburb",54.4887
6524,625338,11259098.8185084,"suburb",41.7539
5618,621796,10103729.4111125,"suburb",61.0192
2350,609066,20073638.4764742,"suburb",65.8321
17500,668294,7107019.62015754,"suburb",65.722
16687,665070,18850133.7526708,"suburb",44.3828
5401,620956,7086487.28207279,"suburb",52.9538
1362,605108,15911425.2084075,"suburb",45.916
9927,639122,47032916.1695854,"suburb",23.103
8519,633308,16528206.039077,"suburb",27.3544
25747,668112,7464615.61370347,"suburb",50.5342
21280,602980,4973730.69088119,"suburb",57.872
12130,647486,9335891.1911316,"suburb",54.0983
21367,604415,23281803.6153043,"suburb",39.622
148,600674,5574888.23870278,"suburb",79.8
14852,657288,37831209.348375,"suburb",41.175
14057,654232,40072279.1522739,"suburb",10.9013
12596,649187,29745456.4273329,"suburb",
21136,600618,31109465.495706,"suburb",
21906,612902,3524004.9088583,"suburb",
24616,651840,3518738.19971933,"suburb",
22322,619339,18618570.8032792,"suburb",
12192,647710,16639505.4146808,"suburb",
16526,664434,8409639.45484239,"suburb",
10318,640438,12377324.6258361,"suburb",
8105,631708,22686750.7064505,"suburb",
3609,613882,10225339.4548057,"suburb",
14743,656938,4585222.75103893,"suburb",
5819,622594,6117984.49170996,"suburb",
26398,677805,17009175.5712513,"suburb",
22601,623350,10896423.55996,"suburb",
25362,662490,12315132.2146977,"suburb",
4289,616462,14468765.6460482,"suburb",
31135,606928,19723700.9792639,"suburb",
19818,678666,16033408.5797038,"suburb",
5976,623168,8825798.97831922,"suburb",
17978,670364,5842312.9591006,"suburb",
820,603092,17407108.669558,"suburb",
23583,638114,11329817.5662392,"suburb",
24080,644399,15237569.2476517,"suburb",
32177,616090,1809593.084957,"suburb",
20966,686440,38189795.169864,"suburb",
22492,621936,12824421.5952306,"suburb",
23580,638086,2634180.86164183,"suburb",
25876,670154,12892111.2120773,"suburb",
26414,677924,1720606.09262438,"suburb",
21618,608338,1168186.00321653,"suburb",
22551,622587,3730888.06325671,"suburb",
15117,658380,28113640.9377912,"suburb",
2158,608310,8747229.5914207,"suburb",
23290,633633,4923589.41371394,"suburb",
26664,682842,6454803.59082272,"suburb",
24837,654764,2100652.60617391,"suburb",
34009,652162,4289438.92418714,"suburb",
26742,684536,1528021.00113227,"suburb",
34423,660279,9289571.81407985,"suburb",
22435,621061,1626295.6299143,"suburb",
24444,649446,7986509.999345,"suburb",
22185,617274,3102486.05427745,"suburb",
33819,648718,833103.940714004,"suburb",
27802,645820,1389364.88167958,"suburb",
24380,648760,11626324.0966716,"suburb",
25374,662700,439142.465890215,"suburb",
16157,662980,4433775.47356082,"suburb",
21475,606210,14862323.0148987,"suburb",
1378,605164,2883533.85156868,"suburb",
23666,639283,14880144.0142953,"suburb",
3819,614736,5152457.75383786,"suburb",
31147,610301,3297784.34561091,"suburb",
26806,686216,6123759.18312105,"suburb",
23627,638772,22281955.42177,"suburb",
33322,639094,1180096.55864457,"suburb",
21547,607316,15789822.3023167,"suburb",
23479,636616,22432515.9574509,"suburb",
21692,609346,17608780.9144198,"suburb",
33982,651622,9470542.53450614,"suburb",
31350,600135,1671493.21405539,"suburb",
31955,611915,2025394.9461716,"suburb",
34936,671362,1276840.06704919,"suburb",
21528,606982,11259210.9506054,"suburb",
34228,656756,14647399.6231232,"suburb",
22308,619150,3513786.88625441,"suburb",
26347,677042,81725189.6044773,"suburb",
25044,657960,12355595.3549989,"suburb",
27772,639318,12328600.1718039,"suburb",
22004,614232,367929.120366941,"suburb",
31406,601416,325496.450232958,"suburb",
31381,600898,5394700.34483553,"suburb",
26150,674172,4111339.31965679,"suburb",
33995,651890,1702722.85786078,"suburb",
25679,667070,4828427.21428866,"suburb",
25056,658226,506070.278936808,"suburb",
24473,649950,1436648.93471942,"suburb",
27773,642384,4680912.28868542,"suburb",
26479,678890,858718.676540455,"suburb",
27774,651280,4087004.45634934,"suburb",
22316,619262,9275805.50031175,"suburb",
