"region_walkscore_id","region_type_id","region_table_id","walk_score","transit_score","bike_score","jobs","population"
4869,6,14270,21.3432,,,1759.92,16849.8
376,6,14240,40.2803,32.1709,54.3047,827952,1442530
2825,6,5614,15.3449,,,6333.21,18305.8
3868,6,5535,25.7489,,,14672.8,34103.9
3017,6,13558,18.9457,,,4855.1,17974.9
1149,6,2070,67.534,,,43511.5,143480
537,6,2471,20.0199,,,14825.8,22382
2810,6,2794,16.9922,,,3535.82,22938.6
3286,6,14484,37.4051,,,43917.3,26524.9
1036,6,20583,42.7544,33.9519,,32506.4,93485.6
5135,6,31199,40.4969,,,6135.18,19262.5
4083,6,15469,30.8424,,,9843.42,25292.8
4199,6,2913,59.8691,,,13799.1,18358.4
5279,6,7928,39.896,27.9936,45.889,59990.6,104002
3292,6,15081,77.1984,,,14463.1,50790.3
1402,6,33787,11.1603,,,3662.33,31251.2
3672,6,3105,25.5222,,36.0527,491329,727822
2728,6,23628,17.9665,,,4374.67,23919.8
582,6,4306,61.7046,39.6103,,80789.5,109994
4990,6,9335,47.883,,,16488,23344.4
2581,6,29631,40.6674,,,,24872.3
4382,6,15282,36.3315,,45.9312,113434,153346
4578,6,22838,16.6089,,,6871.72,29518.7
4717,6,15025,31.7974,,,12697.6,22091.3
1913,6,14877,35.9706,,,5809.94,17179.6
1907,6,29503,27.4765,,,23968.3,56398.9
1908,6,14720,21.7688,,,8688.52,29810.4
2222,6,14534,28.1039,,,10538.2,26973.3
1472,6,14437,31.3307,,,41570.2,154456
1156,6,22280,26.7105,,,7633.83,20911.7
4150,6,14302,33.8809,,,13047,30979.9
1142,6,30850,36.3434,31.6946,,40834.4,105515
1640,6,14250,23.4842,,,11982.3,32518.7
2023,6,11384,49.2002,,,9562.64,18280.7
4978,6,5505,26.9633,,,23883.6,42895.3
14633,6,3447,22.9335,,,10345.7,74818.9
1692,6,16073,25.1065,,,8508.81,47383.6
5061,6,20687,30.4451,,,9771.92,20906.1
2034,6,14039,13.7444,,,18491.6,50706.3
4311,6,3478,38.8616,,,91569.7,121281
1490,6,34289,4.35548,,,1200.22,53126
3838,6,941,19.1798,,,6272.83,22416.5
3278,6,13740,59.9959,,,3190.47,21543.5
4122,6,23244,35.9694,,,4232.61,20101.4
5226,6,26094,14.298,,,2072.16,18927.7
2565,6,2332,49.6663,33.4044,,,93346.4
3353,6,8297,39.03,,,19784.3,33882.4
4504,6,21890,3.66534,,,1536.92,21251
3842,6,1250,15.5703,,,21625.6,45012.3
1743,6,1725,38.8899,,,15049.4,22083.1
14531,6,17173,34.303,,,4510.88,17661.8
1400,6,12171,34.871,,,24124.6,19776.6
961,6,17669,61.7288,,72.2793,51397.8,88266.3
4484,6,1901,50.9787,,,12843.8,16901.4
2122,6,6556,23.2654,,,4138.54,18657.7
4952,6,2526,29.1619,,,12928.7,17873.6
5018,6,25078,29.722,,,9184.45,33610.8
2817,6,3681,40.8858,,,4270.48,22036.2
4400,6,4308,23.1908,,,18025.1,34156.1
1702,6,6040,18.4788,,,4721.63,19641.9
1880,6,12788,20.7452,,,7728.53,18252.7
2639,6,14653,62.5456,53.0448,,,51780
4042,6,683,30.4495,,,18115.1,24229.7
5319,6,14599,17.9324,,,23986.1,39547.9
1176,6,13410,67.9094,,59.3007,82498.3,129515
3231,6,5779,57.902,42.1409,,11515.1,32331.9
815,6,13285,18.868,,,12083.6,27701.7
3655,6,555,35.595,19.5097,,75972.8,82083.4
1864,6,11659,20.5854,,,5348.09,23189.4
14869,6,23755,39.3972,,,3885.34,34357.3
1626,6,11301,26.57,,,19107,29408.9
2049,6,20556,48.8511,54.5985,,20896.2,29220.9
3992,6,18593,10.9818,,,25940.2,23309.6
2654,6,17155,58.2573,39.8243,,,152945
3126,6,9720,36.2572,,,10455.7,18539
2392,6,22168,54.008,,,4010.28,32755
2085,6,12685,30.8261,,,11570.9,34622.1
2053,6,477,39.9661,,,31794.6,58342.5
1998,6,7246,29.1064,,,25920.9,31250.9
2632,6,14424,59.1547,48.1327,,,92232.1
3803,6,5057,33.8149,,,11029.5,17616.1
1876,6,11650,26.4394,,,14536.8,26645.5
4614,6,8266,33.8165,,,40556.1,64904
3351,6,7265,26.3871,,,17319.9,21289.3
5314,6,14319,13.6896,,,5791.82,24145.2
2928,6,7572,22.7587,,,38139.7,67652.1
1040,6,20666,35.1386,,,6224.22,25116.1
3237,6,6627,76.0523,,,5624.13,30325.4
3112,6,6447,39.2874,,,19881.8,30396.7
3759,6,11321,24.9033,,,14783.1,16761.2
13734,6,30790,32.2932,,,20912.6,118535
618,6,5616,47.3818,,,21785.3,42141.9
1746,6,1756,60.4947,,,8288.5,22945.3
570,6,3714,35.108,,,6958.8,40670.2
3988,6,17437,43.6859,33.9188,,7755.59,20131.3
4977,6,4772,33.2991,,,10048.6,17109.9
272,6,6875,30.0266,,,24508.6,38868.1
3087,6,10220,40.7669,,,17400.9,19096.9
2618,6,29787,39.4772,,,,28967.6
3846,6,21561,29.5849,,,22343.2,35451.1
3693,6,6517,20.2375,,,5946.96,17254.4
2784,6,19876,33.6996,,,24637.5,62829.8
3323,6,26079,28.8454,,,37927.3,88446.4
3667,6,35713,25.7754,15.0676,,70622.2,132148
3118,6,8829,38.5162,,,13775.3,23803.5
4765,6,30852,14.3701,,,20992.5,26799.7
446,6,15859,25.1687,,,22433.3,27866.6
5054,6,26519,32.4459,,,13038.9,45244.6
1322,6,7649,68.873,38.0435,,53230.6,224149
485,6,648,46.036,,,9809.76,16840.1
4551,6,5059,32.2469,,,22179.4,32011
14926,6,21778,15.3377,,,1244.81,21807
2030,6,13393,35.8487,,,13628.7,23546.6
2778,6,17893,53.9399,,,30468.6,57334.2
468,6,148,79.8,,,3917.27,18097.4
1339,6,9126,29.2467,,,21838.5,54629.1
1557,6,26018,32.3472,,,39414.2,78437.2
1553,6,25980,42.4305,34.705,,7338.3,51159.4
4162,6,16309,40.7484,17.7483,,16960.9,20981.4
882,6,25104,4.37801,,,4341.88,17466.3
2224,6,15179,36.555,,,33318.9,54378.5
4418,6,10066,26.2825,13.617,,37820.6,48189.8
872,6,14983,48.0554,,,15708,33116.3
2814,6,3419,22.3745,,,21618.9,61220
3615,6,26300,62.4762,,,8569.89,24602.7
3674,6,3376,10.1914,,,6101.36,18040.5
2383,6,21891,20.0561,,,5254.72,19243.9
480,6,619,12.2204,17.5779,,12055.9,69087.4
4222,6,9718,45.0394,,,14325,20693.1
2375,6,21534,46.666,46.577,,74633,61781.1
411,6,21394,2.62788,,,1765.96,26212.7
5096,6,1993,48.4197,28.4863,,16261.1,37868.7
2604,6,9515,67.0337,40.0673,,,90036.4
3315,6,17747,42.2619,,,21219.9,23656.9
3974,6,15711,40.9568,,,4426.41,20563.7
2704,6,5665,55.0701,37.9259,54.982,243495,713110
1349,6,9399,28.4346,,,19643,58991.7
5364,6,21092,38.273,,,13124.7,18134.7
2745,6,12548,34.1217,,,76115.7,96932.6
409,6,20893,33.5404,,,37944,93121.7
5352,6,20757,34.4849,,,48893.4,70140.4
1676,6,20749,19.9542,,,8974.31,23136.6
2239,6,20686,35.6428,,,8688.3,17893.2
1720,6,20548,37.635,,,24501,43615.1
271,6,6222,18.4273,,,9436.48,26222.2
1673,6,20204,21.6025,,,23646.1,65789.7
1535,6,16164,42.4998,34.7383,56.1052,105596,244992
5230,6,20098,49.709,26.4509,,39816.4,90755.2
2815,6,3510,14.8634,,,5305.51,34598.1
2056,6,1680,30.6839,,,13536.2,33198.3
3572,6,16162,64.3211,42.8203,58.8636,143079,211394
3464,6,9713,52.6872,,,13763.4,30955.4
2949,6,14188,22.5775,,,12059.4,18905.2
1955,6,19944,48.0109,,,31890.2,88793.6
2521,6,25948,17.8268,,,10384.9,37666.9
1696,6,2287,39.4088,,62.8917,146622,204438
1648,6,15964,11.5449,,,7597.36,19302.2
1515,6,15812,20.1544,,,8496.47,24927.2
2022,6,10799,20.7904,,,12475.4,45590.4
2743,6,12211,56.3428,,,5627.8,38098.7
4486,6,1948,29.2447,,,6868.93,18235.4
1105,6,7884,40.5576,,,16901.6,18640.9
3074,6,1720,35.0838,,57.3684,67098.9,102865
3700,6,6872,26.3066,,,24513.4,35573.8
5121,6,5832,46.7106,,,85924.4,103093
3028,6,15298,33.0679,,,14657.2,16924.5
4050,6,1686,14.1732,,,6108.2,20526.3
569,6,3701,36.628,,,26326.3,95052
556,6,3258,40.6609,19.7766,,10144.4,44574.3
4479,6,1626,31.0705,,,28438.8,70906.6
5271,6,6733,43.6261,,,26871.1,42674.3
2074,6,5768,39.3682,,,44215.4,57780.3
2077,6,7274,32.3388,,,14214.4,25066.4
951,6,17472,32.2289,,,32699.4,83475
3897,6,8137,7.89377,,,14754.2,25645.2
2269,6,9229,43.6447,,,16488,33341.1
4377,6,1968,37.491,,,14847,21925.8
4403,6,5717,26.4176,,,10698.7,17011.7
1793,6,5706,14.353,,,23216,22939.1
2972,6,4488,24.5752,,,48947.4,17979.2
14634,6,4957,26.9926,,,14888.8,54826.6
601,6,4899,34.1696,,,3134.09,26041.2
4317,6,4264,27.1737,,,14139,16586
4135,6,30777,36.094,25.575,,17523.8,36480
3631,6,26503,45.2255,,,6787.36,43306
1120,6,30791,39.2116,,,31764.4,84808.2
2196,6,7844,21.6347,,,15057.3,28033.7
5150,6,9148,48.5668,40.6668,,31911.2,48668.7
5099,6,2291,49.8772,39.1479,,12812.5,32981.4
344,6,6123,14.0098,,,3450.4,25470
4061,6,6108,29.3759,,,6459.86,16771.5
3900,6,8324,26.9403,,,18338.6,34889.9
1606,6,5516,31.4426,,,39535.4,32346.1
270,6,5461,23.7268,,,42983.8,65651.1
3520,6,12584,76.1778,55.9573,,20815.3,67714
1007,6,19701,27.4795,,,45344.2,99538.6
13630,6,25438,29.6337,,,14162.6,19188
919,6,25419,29.6742,,,3572.5,34172.8
4098,6,30779,33.5181,,,19330.8,49344.1
439,6,12982,32.7017,18.5428,,42374.9,62143.2
2423,6,22940,33.6263,,,6236.37,16637.7
1049,6,26760,55.9407,,,2188.29,24598
1872,6,12148,35.0712,,,11430.5,17831.2
5177,6,12066,27.174,,,10206.4,20369.5
3924,6,12038,29.2455,,,26370.9,47843
1124,6,11858,28.8405,,,27012.4,65623.8
366,6,11736,36.2278,25.308,58.4947,127410,438358
1758,6,2933,36.0985,,,18216.2,39138
1373,6,10645,26.3394,,,4965.62,18089
2619,6,11459,65.6749,27.8677,,,94765.8
436,6,10455,32.912,18.9264,,173686,192913
1416,6,12742,7.0192,7.78718,,4453.48,57436.6
713,6,10038,23.7096,,,10663,51679.4
2690,6,1100,25.9342,,,40964.7,21338.3
5276,6,7357,20.6889,,,10801.9,19756.4
5304,6,13184,10.2876,,,15136.4,23594.7
5186,6,31261,36.03,,,2698.84,16523.8
596,6,4658,23.3267,,,10702.2,41867.7
2779,6,18011,40.8841,,,27659.7,51088.8
4632,6,9997,36.3325,,,10836,26130.2
592,6,4641,50.8907,,,9632.44,33192.1
1264,6,4241,51.3384,,,14099.2,28995.7
1591,6,547,24.0182,,,7083.04,16331.6
548,6,2990,51.6365,,,50583.9,91875.4
4979,6,32730,43.2393,,,32832.1,29683.7
1602,6,3562,25.7738,,,13535,19653.1
4332,6,7891,41.5073,,,93217,57650.3
4117,6,7804,39.9922,,,16966.6,33644.9
2429,6,7735,44.317,,,44190.4,64721.5
4330,6,7598,14.0147,,,7055.63,36041.4
4600,6,7477,20.6532,,,19847.8,46933.2
3706,6,7181,32.4915,,,53368,80987
1103,6,7116,15.3459,,,4308.54,25657.9
273,6,7316,24.29,,,24478.7,36454.5
4408,6,7080,22.6832,,,54428.8,61950.7
1965,6,20429,55.8592,,,7887.75,26972
5119,6,5476,43.5024,,,7707.76,17968.6
1888,6,13234,35.6,,,11934.4,30782.6
1667,6,19294,25.7726,,,15826,18143.1
3995,6,18833,39.9626,,,30509.5,60272.3
4781,6,18475,34.5473,,,17831.9,45224.2
380,6,14888,16.7687,,,8466.02,38983.9
3577,6,16258,34.3024,,,17183.2,33772.9
4769,6,17861,34.5456,,,22776.5,17138.7
4757,6,17282,29.46,,,20283.4,38113
3038,6,17022,41.9573,,,14971.2,21230.4
1933,6,16909,17.2935,,,4565.31,17592.6
2217,6,14137,33.6319,,,12920.1,17372.6
1889,6,29501,35.1294,16.4792,,73544,139972
1053,6,20869,59.7236,,,27335.6,85929.1
11504,6,30839,42.2856,35.0294,60.761,109596,326266
1826,6,7961,25.7171,,,8450.87,20613.3
2426,6,23044,14.6741,,,3569.64,23727.2
3935,6,12330,38.6458,,,16330,32077.4
1628,6,11598,27.6375,,,27689,28682.3
911,6,25381,16.9724,,,1317.77,18115.8
9997,6,25356,28.3835,,,10007.2,20407.8
2488,6,25210,24.7701,,,6408.34,24547.2
2735,6,10728,43.2596,,,51702,74080.3
1303,6,6255,38.0629,,,25536.8,41154.4
3880,6,6651,30.0408,,,12673.9,32197
3486,6,30303,43.6049,,,9427.85,21163.6
4309,6,344,30.6263,,,22480.8,26278
5310,6,14197,18.1526,,,17341.6,26745.8
263,6,774,21.4336,,,10767.4,21786.4
3106,6,5049,38.5565,,,29616.2,47967.6
670,6,8166,33.9318,,,14939.4,53205.8
4678,6,12281,39.2607,,,57608.2,111064
2203,6,9625,23.6663,,,18967.6,31426.1
2253,6,2310,28.147,,,33643.2,60551.3
1671,6,19841,29.5446,,,36555.2,54241.2
2379,6,2277,25.1523,,,14391.7,53625.8
2700,6,5414,57.8676,,,82291,98142.3
2285,6,24489,53.7185,,,65010.7,138437
1886,6,13170,50.3494,,,21176.5,54390.6
3506,6,24233,57.4543,,,7411.22,22014.5
5174,6,11915,30.8042,,,7140.26,17033.1
3349,6,4271,34.1046,,,15379.2,37618.2
3739,6,9577,20.2136,,,13999.6,17823.8
2992,6,9536,35.4568,,,42911.2,50104.8
3140,6,8147,29.2006,22.1275,51.5696,70977.4,257170
2002,6,7524,28.4341,,,11267.6,20398.4
4740,6,16534,30.5278,,,37813.3,92899.5
2823,6,5314,26.3523,,,10899.2,23219.1
4472,6,1067,36.3977,,42.9019,146594,365303
1600,6,3515,25.0851,,,21769.9,24138.6
1252,6,3430,33.7525,23.5665,,8399.62,17238.3
3348,6,3144,33.2067,,,12300,25967.5
2966,6,1743,25.447,,,14289.1,51290
4355,6,13096,25.6911,,,80358.3,98170.5
4414,6,8509,15.8739,,,13346.3,51162
3026,6,14435,14.3177,,,5463.35,16678
3652,6,537,26.9961,,,19785.8,24361.6
3345,6,513,41.9921,30.1962,59.5865,289333,542997
2974,6,6170,37.0449,,,6152.73,21209.4
4271,6,20852,61.0828,,,28139.6,41392.6
4125,6,8620,44.27,,,7505.09,16142.7
3135,6,22624,24.0058,,,35896.6,108514
1680,6,3797,23.0507,,,20245.8,43126.5
2846,6,11581,28.8245,,,10684.3,21399.2
1829,6,29485,42.4754,,,5345.59,37072.9
4823,6,2188,35.7551,,,6724.09,17864.7
622,6,5726,58.6456,,,27676.5,112624
3848,6,2060,45.5347,,,15358.8,29657.5
558,6,3268,52.7173,,,36946.8,49871.4
1034,6,20572,37.4067,,,51221.4,123222
4276,6,21030,71.8616,,,25642.7,43470.2
14941,6,25846,20.7459,,,4715.5,54021.7
632,6,22605,37.5723,,,6746.25,30003.7
3973,6,15701,38.6199,,,27719.8,81341.2
4294,6,14136,67.8654,37.6542,,25051.3,70780.5
3389,6,22242,19.5788,,,5038.77,39308.4
2707,6,6251,56.4571,,,5432.65,32484.2
4097,6,20570,33.5269,,,6844.15,22535.5
331,6,21800,12.123,,,12623.1,50979.7
4628,6,9799,20.9027,,,10272.8,39447.9
3371,6,29907,54.4095,,,28959.4,47175.8
1741,6,29464,47.5884,,,18865.5,18110
1451,6,24789,11.6041,,,4248.41,23036.1
1956,6,20109,34.6352,,,16631.2,26272.4
684,6,9164,53.0106,32.7155,,67047.3,189221
5184,6,12197,25.4817,,,8388.33,19983.5
2524,6,26038,58.8684,65.3456,,32954,70778.6
3955,6,14571,36.4112,,,8070.03,17303.6
1584,6,26473,35.34,,,7999.16,22533.2
1598,6,3379,20.7972,,,11888.2,21964.5
3594,6,25632,32.8399,,,4287.76,19883.4
1996,6,6905,34.6571,,,34184.9,80085.5
14867,6,17939,32.016,,,13943.3,52898.1
4940,6,21214,38.4842,,,15491.2,40879.2
1613,6,6614,33.0224,,,13816.2,33910.3
1362,6,10063,43.4206,,,12864.7,66725.3
2329,6,735,41.2704,,,35794.8,33060.6
4077,6,12871,18.8366,,,3820.47,17192.1
3221,6,5001,76.4969,56.0936,,15801,64196.5
2849,6,11634,37.8888,,,11103,19900.8
2104,6,20487,36.0595,,,48098.9,68259.6
5124,6,31173,20.0265,,,1378.28,18953.6
3298,6,15477,48.8509,,,3987.25,18282.2
2901,6,17997,31.8487,,,14659.2,19329.1
3824,6,358,42.5653,,,10409.2,22157.3
3902,6,8443,38.3914,,,21161.2,62106.6
2878,6,15210,19.875,,,5450.35,26840.2
2296,6,14233,57.2341,,60.103,157269,343794
1792,6,5685,33.502,,,8964.16,21064.9
1923,6,16024,41.3628,,,23707.4,40091.7
2474,6,24933,49.9966,55.3614,,63975.3,43521.1
3059,6,19070,57.2965,,,8721.11,35031.6
3662,6,2347,31.6449,,,31509.6,49411.1
2183,6,6247,26.8,,,24591.3,28538.3
4306,6,114,22.1808,,,19399.2,28467.3
1845,6,29490,34.225,17.2631,,54109.6,145134
1765,6,29470,77.5053,64.7026,70.1901,1261210,2691070
2942,6,11354,7.58884,,,7827.08,23899.7
2777,6,17836,44.2718,,,17421.3,47144.9
4786,6,26049,17.5513,,,39915.4,93146.8
2060,6,3103,34.5812,,,104371,125681
2967,6,2906,33.502,,,30656.8,37777.6
4493,6,2776,37.8212,,,60680.5,176086
2177,6,2307,35.4888,,,49663.7,57891.6
2301,6,34525,11.7335,,,6303.61,26839
4871,6,14490,45.1574,34.2193,,49375.9,82376.5
4323,6,6637,29.7366,,,29533.4,36276.6
3698,6,6588,22.1285,,,41572.4,71360.8
3921,6,10781,25.505,,,10527.8,19646.3
4569,6,6263,32.6821,,,8617.99,18360.2
342,6,6089,36.2083,,72.9235,35894,65433.2
427,6,6011,30.6895,,,42352.9,73245.6
4056,6,5644,27.288,,,12691.7,23429.2
269,6,5183,24.7042,,,30787.7,55447.8
4558,6,5145,31.9272,,,56441.3,113014
2171,6,19878,34.334,,43.5158,191517,379326
1541,6,18046,31.5833,,35.2646,140497,180192
3095,6,1057,30.9949,,,12761.3,48688.8
4370,6,17991,25.9459,,,23208.2,39759.6
2310,6,17884,31.026,,,105856,196835
3677,6,3663,17.5077,,,42971.4,77718.8
290,6,35767,10.4921,,,11069.9,20657
4095,6,35765,38.5965,22.6746,43.5827,260079,391404
3343,6,461,24.1986,,,10228.8,30227.8
4514,6,22005,23.2455,,,9782.06,38036.2
276,6,35760,16.6393,,,43303.4,79566.6
1927,6,16655,41.1121,,,86897.4,152492
5196,6,13835,35.466,,,20506.3,59389.9
4359,6,15797,29.0339,,,32680.7,64675
3153,6,15627,37.2123,27.7007,48.0504,133818,223270
3770,6,14903,23.4562,,,34204.5,56219.6
2908,6,1643,29.8208,,,26713,44147.9
4080,6,14237,32.1445,16.0485,39.841,358880,580508
1439,6,13655,40.5315,32.5431,53.0053,267946,237105
4435,6,13284,23.7075,,,56008.9,107069
279,6,12836,32.3102,,,124812,195719
2692,6,1573,34.1964,,,31587.5,52203.1
4427,6,12260,36.125,,42.2938,401774,647889
5292,6,12257,47.9079,38.2835,72.6466,207710,232495
3755,6,11265,19.8381,,,20936.8,31394.5
2264,6,8370,34.1496,,,17410.9,19611.1
4422,6,10584,22.446,,,24299.3,26101.6
4771,6,17935,33.317,,,12072.8,17016.5
2910,6,2156,10.3943,,,8264.86,21710.3
1140,6,25858,42.3809,,,2264.76,17861.5
14591,6,1963,23.9709,,,4977.08,21181.3
4663,6,30853,25.3471,,,20786.5,56291.1
2094,6,14275,35.0779,,,16257.9,22883.9
4590,6,30844,22.1091,,,40162.4,117464
1174,6,12956,46.6734,,,25753,72809.1
1588,6,269,25.2479,,,41360.5,76710.1
4607,6,7906,28.021,,,17300.9,25512.9
14890,6,26788,56.386,,,7562.63,35430.8
1084,6,22063,13.0333,,,2468.88,19400.3
981,6,18119,45.9731,,,4855.56,22835.6
667,6,23110,12.1994,,,4471.38,20531
941,6,17420,49.8432,41.0216,56.8995,365328,942788
932,6,16904,49.9244,36.6634,45.5481,715317,1305700
958,6,17168,46.6175,,,6245.13,23886.6
2918,6,3984,33.934,,,17548.1,23553
3808,6,8196,39.765,,,33351.3,52490
3402,6,22554,39.3599,,,3747.15,20082.8
13908,6,22438,21.2169,,,4798.9,65545.7
3176,6,4861,28.8578,,,16992.8,29852.6
1283,6,22313,25.7999,,,37454,22887.6
328,6,2712,25.7771,,,12901,48783.5
4412,6,7371,15.7733,,,12913,38683.8
2800,6,444,38.2843,,,13719.2,17202.3
2065,6,4397,34.098,,,30598.3,62060.8
1991,6,6008,17.3925,,,28521.8,75128.5
2394,6,22222,12.9813,,,9964.26,36020.2
3174,6,22219,28.3759,,,7240.19,21841.9
5104,6,22051,5.77442,,,1386.58,22546.4
4964,6,22034,26.8204,,,43981.5,23347.4
3787,6,35710,18.0724,,,7015.22,28258.7
1918,6,15133,37.4515,,,12046.5,33991.3
5252,6,35753,39.3306,,,63762,72445.2
1650,6,25476,19.8466,,,2944.44,32800.1
3665,6,2736,28.3217,,,5040.59,19158.5
3410,6,30097,48.2576,,,17740.1,29112.6
1884,6,13031,58.98,,,8571.88,23290.2
4039,6,440,29.4428,,,7673.7,19565.7
4314,6,4149,36.4315,,,136060,128000
665,6,7747,41.0768,,,19199.6,29422.7
1920,6,15268,38.5802,,,76492.3,114514
1554,6,25985,7.32952,,,8357.46,50902.1
2016,6,9738,23.6071,,,24055.6,44736.4
959,6,17650,64.6745,46.0467,57.078,165996,324761
3914,6,10212,37.6239,,,26779.8,56078
4809,6,26391,6.38998,,,7218.27,22694.5
2634,6,29565,33.6877,,,,31868.5
14464,6,2891,30.3269,23.3779,,61197.8,105537
5021,6,15890,32.1375,,,12064.3,32298.4
3267,6,10520,62.0524,,,8244.4,30612.4
4101,6,803,52.563,,,9047.32,19600.4
1994,6,6565,25.1738,,,11179.9,23296.5
5025,6,16406,36.3912,,,32756.9,95284.2
1524,6,16463,51.7207,34.3159,,46565.7,52031.8
5194,6,24709,35.8125,,,6871.85,35058.2
1533,6,16082,25.1052,,,6159.5,34526.4
298,6,16047,25.2229,,,4625.39,22616.6
908,6,16023,31.0037,,,15500.9,56757.8
3969,6,15335,43.6366,,,4387.48,21084.9
2867,6,14049,51.3592,49.2755,,16515,35034.1
4248,6,15702,60.9583,54.4107,39.8955,282910,305842
3179,6,9977,43.3082,,,18032.1,23393
2809,6,2282,31.2677,,,30885.5,60244
14896,6,31267,27.2036,,,2575.47,24745.9
1590,6,438,21.0699,,,77128.8,57466.7
3197,6,1381,62.4232,,,4061.05,26497.5
2058,6,3049,35.858,,,21937.1,39076
3409,6,6232,48.2576,,,17740.1,29112.6
3041,6,25825,21.2161,,,2080.98,19521.2
14601,6,35693,21.9565,,,27375.7,98815.5
1033,6,20509,18.7747,23.2482,,25475.1,116066
2189,6,7150,30.7231,,,28729.4,29092.3
1817,6,7356,35.6843,,,15267.1,21245.5
533,6,2320,68.2925,,,176198,103576
711,6,9956,39.7359,,,17463.9,30584.5
640,6,6354,35.0944,28.4739,,44106,195934
765,6,11596,38.3444,,,14268.7,66138.5
997,6,35080,17.3184,,,2672.8,17646.6
497,6,844,39.2964,,,4568,27435
473,6,419,33.2581,,,2912.28,19262
488,6,756,40.6162,,,5251.18,16896
2362,6,1073,68.6547,57.8415,56.0877,325448,620567
3288,6,14646,82.6137,53.5956,,14980.7,69272.7
490,6,761,73.8531,,,7346.27,15719
463,6,77,34.6857,,,10342.5,20019.5
3366,6,815,51.6386,,,15366.5,27625.3
378,6,14874,24.2702,,,23606.8,39417.1
5244,6,14431,55.4682,,,16912.2,30223.2
4580,6,22837,16.6089,,,6871.72,29518.7
2455,6,24153,68.1488,58.9207,,2054.21,18511.5
2346,6,20435,32.1249,,,11872,17357.6
1693,6,18540,39.6335,,,2983.44,16832.3
13634,6,21957,40.4449,,,7791.82,34307.8
1376,6,24033,13.795,,,982.104,25526.2
2063,6,4214,29.6859,,,13214.7,18774.1
286,6,14776,16.2716,,,18848.3,26374.1
4003,6,19458,44.9925,,44.6735,120693,286097
13820,6,35751,33.6674,28.7161,40.272,283376,460377
349,6,6516,18.0499,,,4468.99,22316
5201,6,14913,31.8617,38.6133,,90856.5,54152.4
4225,6,23712,35.1578,,,42950.2,20012.6
397,6,25888,23.6991,,,8014.18,37842.3
866,6,14852,41.175,,,4436.12,18682.4
1182,6,14493,48.723,32.5056,,44162.6,85526
4621,6,9048,31.1808,,,22925.3,38410.4
3089,6,12893,44.8678,32.773,68.7523,42446.1,65634.2
400,6,25890,11.3742,,,5253.59,24240
3350,6,6633,29.3281,,,32900.6,45437.1
3751,6,11185,24.2798,,,25049.8,32122.2
1183,6,14552,34.4086,,,16190.8,40403.9
404,6,26014,4.89611,,,1400.38,17016.3
297,6,16015,16.9491,,,11018.5,33616.2
5145,6,8974,32.4815,,,29568,73979.5
788,6,12359,44.6443,29.3366,55.7778,69717.8,199448
2821,6,4709,35.9235,,,50656.1,47782
4082,6,14669,26.3719,,,9377.97,28046.6
2174,6,620,30.9836,,,17214.3,21630.3
1187,6,18605,53.3391,,,71401.8,122442
3696,6,6571,20.9808,,,12428.1,24908.2
2278,6,10485,36.9679,,,52355,71727.6
4565,6,5641,40.8416,,,14560.6,26150
4170,6,17793,46.5253,,,24840,58891.1
1160,6,22578,32.8425,,,6649.83,29482.2
844,6,14181,39.4929,,,4371.39,37017.3
3906,6,9324,23.9349,,,11388.2,38162.8
628,6,5876,42.4663,30.7226,,44028.5,143083
1698,6,3170,25.3051,,,13461.5,45173.2
3120,6,8908,35.8965,,,11499.3,24405.1
1234,6,2034,35.6394,,,26872.8,67934.2
787,6,12331,36.1392,,,32946.1,93157.4
3638,6,26556,32.7322,,,11474.8,28305.6
3276,6,13136,79.9629,64.9264,51.0943,143887,275593
2004,6,7613,20.7735,,,21693.8,49428.3
3976,6,15974,24.1896,,,10032.7,20361.7
4584,6,30827,34.0134,20.1423,40.213,363404,740422
4469,6,874,25.1736,,,5494.36,18579.8
1545,6,25910,42.9336,32.7702,,6248.94,54900.5
1710,6,14111,45.3764,,,9979.14,23547.5
2307,6,25821,24.149,,,2830.63,18154.3
13916,6,25800,29.8262,,,2878.5,20485.2
1138,6,25796,20.5768,,,3439.26,32879.4
13299,6,25775,41.1839,,,7597.2,19343.9
1532,6,25768,15.8373,,,14355.6,98263.5
9946,6,34945,63.266,55.562,45.1977,249020,337183
3513,6,12175,76.317,,,36665.1,18480.3
2503,6,25590,38.4654,,,5857.2,25790.1
13253,6,25576,35.4134,,,5031.75,16817.3
2150,6,12986,32.689,,,6992.48,18983.6
4186,6,31447,13.7557,,,7915.61,21407.1
2656,6,29598,46.1954,,,,21327.9
2493,6,25283,36.0846,,,19353,30971.5
2490,6,25250,27.3042,,,6010.43,28442.6
2554,6,710,30.1728,,,,43736.8
5107,6,3954,22.529,,,3366.07,17327.4
2686,6,21172,14.6766,,,5957.35,17555.2
743,6,10782,33.0379,,,18949,23031.1
1616,6,7798,33.8484,,,11653,18415.8
639,6,6343,29.454,,,33910.4,71880.9
1821,6,7628,38.5286,30.7378,,31414.7,45331.8
4953,6,31857,29.1619,,,12928.7,17873.6
5092,6,29439,29.1516,17.3384,,26676.3,33640.9
755,6,11209,32.6845,,,5628.69,35269.4
823,6,13572,49.0095,,,6137.01,20291.5
5216,6,25504,16.7945,19.2765,,11287.1,19195.7
2305,6,17073,23.4521,,,14436.4,21675.4
