"region_walkscore_id","region_type_id","region_table_id","walk_score","transit_score","bike_score","jobs","population"
763,6,11576,69.1149,,,17176.7,34672.9
2620,6,11531,50.6982,,,,17377.7
745,6,10810,68.2541,,,3202.21,19674.5
607,6,5092,57.903,,,38345.1,112083
791,6,12488,51.5513,,,14317.9,36942.5
13732,6,14069,46.4719,,,11574.7,35577
1814,6,7228,36.9527,,,16135.4,31460.8
14864,6,10202,55.2736,,,25242.9,56778
562,6,3466,23.0673,,,3561.74,17896.9
1167,6,11851,40.9798,,,24069.3,60647.3
4604,6,30866,30.5099,,,71891.1,46147.1
1172,6,12796,30.7873,,,7315.31,31730.2
1162,6,9406,71.0642,,62.2648,121295,124485
1152,6,2175,33.9489,,,21571.1,60312.2
1179,6,24636,30.3679,,,17023.4,30595
2048,6,19927,44.0614,,,11611.7,17933.3
4173,6,18733,42.4102,30.9114,,41375.6,47874.6
1507,6,15328,14.3839,,,6114.34,16430.3
2624,6,29533,46.4754,,,,28430.5
4133,6,10110,41.1602,25.2988,,12553.1,20663.9
4361,6,17059,20.5589,,,5604.78,17737.6
4466,6,779,38.2958,,,99197.5,190543
3355,6,10005,32.3251,,,44475.9,96929.4
4630,6,9939,26.4919,,,25593.6,127611
2851,6,11980,28.2912,,,10588.8,19621.2
2258,6,21999,45.5737,,,7427.84,16731.5
295,6,15394,22.3175,,,10035,32504.9
5335,6,18599,50.5962,,,26187.2,48667.2
2789,6,26753,26.895,,,16367.5,23722.4
312,6,31590,1.74889,,,686.151,19411.4
3784,6,17257,24.6241,,,10809,26352.3
2833,6,9482,7.1289,,,3254.28,20367.6
4262,6,18769,67.5074,63.7043,77.4296,28658.2,41525.2
1493,6,15042,47.0461,33.7663,,50981,99829.6
1332,6,23333,44.7521,31.7636,,2555.93,19761
3549,6,13876,40.2654,,,7906.38,31547.5
5002,6,12539,41.4447,,,23182.4,38048.6
1128,6,13350,26.5114,,,9855.8,18641.8
2111,6,4610,28.3902,,,5223.82,21908.1
4018,6,20680,22.2147,,,23423.2,33163.8
1096,6,6382,61.1556,,,23364.7,30458
2227,6,15227,32.6063,,,27310.9,24956.6
1999,6,22996,8.9733,,,3231.77,30278.2
3789,6,18894,33.524,19.656,,74933.7,106115
13918,6,31931,36.1411,,,3279.67,17289.4
405,6,18607,51.792,44.8521,76.1219,183844,162125
1009,6,35270,8.361,,,2988.33,22311.2
3963,6,14859,32.7399,,,8915.57,16773.4
1895,6,13729,35.6889,,,22099.9,52176.4
1789,6,5233,47.3202,,,3573.65,23062.3
1878,6,12328,66.4559,,,21529,25681.7
1435,6,24540,39.9516,46.9291,,5783.57,18647.7
4339,6,7924,23.2987,,,12825,25034.2
1261,6,4016,17.6384,,,7644.54,20356.6
3242,6,7312,75.1895,56.0582,,44749.5,42616.7
3503,6,24220,22.1811,,,46111.2,18881.1
4524,6,4139,17.9391,,,7256.26,23110.7
1215,6,12839,76.9734,70.649,69.4525,634265,601568
1756,6,2883,41.1088,,,17651.4,25705.8
4778,6,18465,28.5903,,,36157.9,36207.9
2506,6,17332,52.7221,54.5056,,71939.2,60742.2
934,6,16923,34.8626,,,19019.1,33418
2962,6,843,18.7225,,,7711.92,30409.1
1550,6,18236,34.9045,,,10421.2,24685.7
4825,6,2927,27.5796,,,12543.7,28772.2
284,6,14300,25.3951,,,8680.5,22288.8
2968,6,3544,19.2067,,,43774.5,47129.5
2236,6,17407,50.129,,,24152.6,17083.3
1312,6,22804,33.6988,,,1764.77,23161.9
4474,6,21370,23.0814,,,4326.57,64463.5
3398,6,22541,45.7369,,,5691.14,18980.8
1193,6,26360,14.5804,,,17234.3,36179.9
3396,6,22405,13.456,,,8209.72,27007
3998,6,19034,18.4937,,,20807.9,44907.1
337,6,22395,13.6613,,,995.06,27894.4
3394,6,22365,43.1739,,,13124.3,27669.5
1722,6,46,43.9606,,,25024.5,36620.1
929,6,16687,44.3828,,,13130.5,28076.8
3380,6,21939,23.3064,,,7125.48,31516.3
4572,6,6376,35.5633,,,10462.3,51260.6
2757,6,14506,52.1439,,,16987.9,25984.9
2712,6,7122,63.7298,,,7063.88,19633.6
384,6,31288,5.6523,,,2373.89,18892.8
1058,6,20924,34.8383,,,5527.72,26095.9
1968,6,20636,28.9373,,,11327.6,24086.4
2107,6,20722,30.811,,,51557.7,56570.5
4924,6,20416,11.7969,,,3230.93,18687.8
4926,6,20569,26.2051,28.7753,,27247,103751
4882,6,16042,46.6751,30.5706,,49387.1,112365
2975,6,6379,37.0519,,,14389.1,52251.2
1024,6,20281,14.5358,,,3872.86,24870.7
1021,6,20251,43.5059,23.7967,,23721.4,67987.5
2710,6,7011,24.0221,,,57457.9,79856.6
1014,6,20094,63.5231,36.9603,,98490.5,145414
877,6,15099,55.1665,,,3305.59,22332.6
2453,6,31244,47.2739,,,7418.46,22877.2
5052,6,19336,15.0104,,,21286.4,84654.3
2018,6,10753,40.6797,,,11283.4,21847.4
4094,6,17962,34.3449,,,22748,45289
5013,6,14497,34.5116,25.7985,,90050.9,180426
1932,6,29508,34.9239,,,6058.26,22376.2
14000,6,20993,50.1599,,,22641.5,25908.5
2961,6,505,20.0324,,,9967.44,20983.4
976,6,17960,26.9644,,,7583.75,30122.3
4001,6,19415,45.4032,,,9481.53,17829.3
4706,6,14265,35.9628,,,16179.7,25121.4
14863,6,9239,61.8037,,,2954.16,26007.9
616,6,32425,24.8974,,,4177.15,53043.6
14126,6,7188,28.3962,,,3418.59,23057.9
4496,6,2779,29.5295,,,10230.3,19047.7
14897,6,33325,27.212,,,2148.94,22698.2
14653,6,12587,35.2735,,,9289.27,33983.3
513,6,1331,66.5145,,,8697,41080
609,6,5152,45.2827,,,6823.85,20619.7
1761,6,3003,24.2957,,,5715.96,17948.9
4576,6,30837,25.8317,,,22014.2,64783.5
2871,6,14201,29.8041,,,89384,105801
13452,6,23493,56.4628,,,4910.88,22273.1
1709,6,13444,24.9792,,,29718.1,72936.5
5290,6,10404,51.3507,,,47390.3,51107
612,6,22406,24.8934,,,1511.39,17422.4
1523,6,16310,27.9222,,,33484.1,52272.7
805,6,12866,25.7271,,,21122.2,102662
1467,6,14153,35.3685,,,35344.5,36380.2
2349,6,409,48.2507,,,25456,37698.8
15146,6,3443,80.1008,53.4262,,,35070.5
4698,6,14024,21.6849,,,7811.82,18551.6
4626,6,9410,43.4249,31.1941,,197649,215836
9976,6,14004,19.869,,,29121.7,77225.3
4406,6,6623,13.0058,,,6710.1,20714.4
5281,6,7975,32.8516,,,15140.5,37345.4
1317,6,7249,23.3355,,,5443.8,20351.1
760,6,11368,63.473,,,11842.4,69952.3
1078,6,30851,29.1425,,,28842.5,56150.1
2586,6,5932,65.1388,31.3956,,,88732.1
2629,6,13959,37.956,20.3765,,,44709.5
3358,6,16643,31.3117,,,16083.5,47752.8
461,6,58,9.4583,,,3532.94,31265.7
1255,6,3707,57.5212,38.601,,55708.6,47017.5
2530,6,31322,35.0867,,,7109.13,25158.5
5109,6,4570,38.839,,,4470.73,29224.6
2714,6,7380,42.3949,,,42040.7,102376
3493,6,11421,64.8892,,,7554.87,18823.4
2607,6,9614,69.4248,53.482,,,59268.6
2154,6,13896,35.0151,16.2874,,128338,173005
4148,6,24765,45.9768,,,3546.7,16658.4
3212,6,3564,61.8501,,,31079,84981.7
2749,6,13389,47.1767,,,15671,21324
1464,6,14065,32.901,27.2413,,7259.33,23334.6
1543,6,18064,32.0533,,,16336.9,60689.9
1209,6,5464,33.7655,29.1701,,32291.2,35886
1823,6,7674,10.9829,,,3835.68,17968.4
3832,6,721,54.6829,,,12656.6,23594.8
3558,6,14752,59.9827,,,6621.78,23359.2
441,6,13778,22.839,,,13511.9,25941.6
3289,6,14759,80.159,48.2185,,36830.8,145647
3994,6,18827,17.3339,,,7282.34,16826.6
3149,6,24827,48.8117,35.1068,53.054,302424,223398
4695,6,13775,39.7115,,,42291.2,99600.3
5221,6,17190,30.276,26.9761,,52125.6,89062.9
3813,6,13771,37.6327,,,23726.5,40146.7
373,6,14000,27.7128,7.31152,,29712.8,153056
653,6,7158,52.4302,32.7414,,57539.7,135030
5169,6,11460,31.1159,,,6173.3,22698.7
2819,6,4490,20.5073,,,42391.2,64187.1
3821,6,244,45.6337,,,98729.6,198557
3810,6,12804,26.6894,,,7479.39,18050.5
2338,6,15614,60.1153,,62.3254,66797.4,66166
2294,6,13991,42.0376,,,14023.3,30112.8
4683,6,12485,31.5861,,,28817.6,76688
4512,6,30813,22.4034,,,13517.7,49463.3
2468,6,24657,37.0772,,,11763.3,28999.3
2402,6,22416,24.9914,,,5495.25,26890.5
4127,6,8712,43.2857,38.303,,64359.2,91564.4
1309,6,6487,33.7494,,70.6068,78303,124488
444,6,15587,19.092,,,27449.6,55425.5
1706,6,11881,35.939,,,18127.9,31643.7
3922,6,11095,43.5924,,,20177.5,38450.3
4379,6,13643,28.9857,,,45839.6,67645
3234,6,6283,82.1367,,,11703.3,34834.2
2153,6,13544,27.9882,11.5489,,60305.2,125470
2215,6,12650,18.3798,,,12920.4,19287.6
722,6,10388,28.0762,,,4879.74,17983.5
3015,6,24264,29.701,,,10670.4,28005.3
2602,6,9416,63.2817,36.6339,,,106209
5126,6,6064,36.8106,31.776,,29918,89049.2
2797,6,156,27.6573,,,10587.8,17668.9
689,6,9273,28.1939,,,14971.5,76381.4
4987,6,8900,32.0808,27.0303,,54523.2,137624
13376,6,23243,54.7178,,,6097.23,18727.8
901,6,15629,54.5624,,,29162,105240
680,6,8562,15.275,,,11298.8,89914.1
1737,6,1322,62.9229,,,4379.16,18825.2
584,6,4367,54.6572,,,20088.9,48819
4596,6,30821,39.1768,28.7797,39.1187,63885.3,226776
4029,6,20999,27.4976,,,8298.71,25526.4
3891,6,7348,42.5995,,,11386.1,16754.1
14824,6,26318,53.1969,47.1693,,2520.25,34579.6
3565,6,15163,53.7564,,,14371.3,19734.8
879,6,15089,39.3001,,,15438.6,53479.6
1076,6,30840,35.4892,,,11536.5,33018.8
4682,6,30810,20.4704,,,7038.15,16727.2
2033,6,13584,38.0609,,,5285.67,17731.6
2250,6,21424,36.7349,,,12303.7,19198.2
4534,6,4337,24.1957,,,5597.33,31495.8
5285,6,9601,33.8588,,,30608.1,62962.1
2245,6,235,32.8888,,,35238.8,47099.5
2181,6,4618,43.7174,34.2325,,20033.1,40693.1
1108,6,8215,38.9131,,,37710.2,92020.5
3930,6,12305,20.2688,,,12464.9,21750.7
15197,6,16704,22.2753,,,11403.7,29641.9
415,6,2443,16.5953,,,7248.23,16983.9
2666,6,29742,37.5838,,,,27836.1
4410,6,7278,23.6726,,,20010.7,29963.3
355,6,7245,15.2872,,,13418.1,65595.5
2558,6,29700,58.6883,40.9493,,,24652.9
652,6,6904,45.1371,30.2723,55.8968,195168,491455
559,6,3390,44.7866,,,37923.3,85704.7
2854,6,12183,19.4174,,,8206.65,27342.5
2837,6,10239,12.6698,,,26773.2,61229.8
4183,6,20699,45.7404,16.9214,,7696.4,23511.8
3223,6,5417,80.082,43.1956,,50630.5,124143
1564,6,26267,15.7303,,,3894.99,21869
535,6,2350,65.8321,,,35417.6,28294.6
4304,6,20244,52.8142,28.3282,,14868.4,40859
3030,6,15653,14.5489,,,3499.09,19064.3
2584,6,5664,80.7756,48.7189,,,41593.5
662,6,7646,68.0298,38.9123,,95027.5,190871
5066,6,26764,22.4101,,,3281.05,22147.4
2031,6,13487,36.0786,,,22019.8,36058.2
2953,6,17717,15.939,,,18937.5,48793.4
4762,6,17658,57.58,,,3599.35,17122.7
1655,6,17553,26.1638,26.3703,,97807.1,93836.3
2070,6,5415,44.4159,,44.9377,138466,203107
827,6,13654,71.5512,55.0939,60.9265,197279,390816
1357,6,23630,19.6275,,,6277.59,30796.1
1001,6,19156,37.0669,,,3003.41,27788.3
14556,6,17519,24.3131,,,40561.6,71051.5
13304,6,22483,59.9155,,,5880.44,19250.9
3643,6,20373,63.3982,50.0327,,49210.8,56767.2
3062,6,19476,34.3907,,,7900.35,18613.1
4455,6,402,32.2446,,,3372.59,18161.7
1984,6,3817,25.0412,,,37637.3,43372
5161,6,10421,50.1175,,,26480.2,36259.7
304,6,19448,9.9783,,,9360.4,19513.3
2116,6,5492,44.7946,,,14428.5,24637.4
1852,6,10632,32.1105,,,10825.4,19194.4
1549,6,18177,26.5564,,,6416.96,23387
1136,6,25345,6.75885,,,3002.84,29507
1751,6,2231,57.0488,,,3703.88,18829.6
14872,6,25157,25.3872,,,4008,21265.9
1504,6,25113,25.7878,25.7721,,1441.13,21805.7
14761,6,3461,26.8781,,,9952.58,52531.8
839,6,24784,25.1035,,,4044.64,28529.2
5265,6,5093,27.0745,,,16289.8,23544
500,6,953,36.2656,29.5792,48.0585,120963,348382
1629,6,24344,14.4125,,,10269.4,37287.2
2450,6,24119,13.2881,,,2819,19403.8
4074,6,12602,28.8821,,,13642.9,55008.6
1526,6,16651,34.8404,,,5948.9,17496.4
4005,6,19563,17.2368,,,4906.28,24163.2
422,6,3930,24.9198,,,35009.1,58655
5188,6,12953,26.7589,21.0587,,4649.2,21675
1100,6,6505,28.5511,,,3087.53,18391.4
2873,6,14422,19.8046,,,7069.89,21857.1
1122,6,11822,37.2326,,,11702.5,18299.2
3798,6,1876,35.1397,,,50216.7,60566.9
3957,6,14718,28.1318,,,14481.3,32537.8
2739,6,11731,41.9201,,52.2469,108798,113877
842,6,14141,53.4268,,,52486,196160
1715,6,16431,37.6882,,,25928.6,53718.2
4638,6,10494,21.7466,,,7456.02,36355.1
3498,6,11729,41.2457,,,2837.63,16771.8
1453,6,14046,6.55933,,,10422.9,74540.2
2644,6,15302,65.3422,,,,41393.5
870,6,14911,47.2166,,,14701,50138.2
4008,6,19685,15.5556,,,12887.6,18770.7
2577,6,3555,44.9238,,,,55275.1
1269,6,4350,15.301,,,2954.67,19212
847,6,14315,33.5785,28.8106,,24062.8,44690.5
4703,6,14212,34.213,,,5873.06,17715.4
2997,6,9900,39.258,,,8953.12,17441.2
812,6,13193,46.4661,,,71751.2,84866
2570,6,29663,27.241,,,,24729.3
4619,6,8903,47.7918,36.7931,49.3078,1570540,2112810
1169,6,12080,29.076,,,26246.8,47560.1
5237,6,6783,41.7226,,,11218.6,18624.9
362,6,11280,12.9453,,,10157.7,35051.6
3051,6,16552,32.7519,,,44858.4,76780.1
1714,6,16430,37.6882,,,25928.6,53718.2
4115,6,6710,39.6295,,,6699.13,20992.9
732,6,10571,20.0558,,,4948.45,42418.6
2595,6,6697,40.8687,31.4018,,,28765.7
4636,6,10357,21.3717,,,7962.65,26795.7
572,6,3843,39.2433,,,14446.6,51457.9
5238,6,10028,45.7802,,,35277.3,49282.7
2694,6,1596,49.8276,,,14497.3,34788.4
14848,6,8599,32.6038,,,8046.09,52231.9
3079,6,8379,42.7579,,,29983.3,57031.4
691,6,9307,67.9295,50.2265,,27156.2,110408
1560,6,26129,12.6416,,,2293.81,35282.6
3259,6,10296,68.3398,,,18791.8,40640.3
984,6,18389,37.7774,,,37377.3,123815
739,6,10683,36.8883,,,30250.6,80353.9
3830,6,691,35.1707,,,6689.99,18737.6
5085,6,1387,38.7784,37.971,37.3765,124595,122061
336,6,5169,37.9113,,,3793.9,17038.3
292,6,15230,12.9572,,,15965.2,21314.4
5193,6,24611,31.8214,,,2929.06,19430.9
4982,6,23045,34.5885,,,5936.81,18115.2
1636,6,13268,23.4379,,,11898,17539
4420,6,10200,30.8356,,,170272,180189
4629,6,9903,32.3833,,,13152.6,22041.1
2818,6,4430,32.4632,32.3367,,60599.1,86328
4523,6,4134,33.0775,,,55102.2,93834.3
5371,6,3616,37.0521,,,35594,58061.5
5010,6,24530,13.7498,,,15959.3,36139.8
2964,6,1164,21.4499,,,7015.53,22912.9
4037,6,36,33.0444,,,14147.8,16657.6
1080,6,3220,12.5292,,,16718.6,46848.9
2562,6,1826,80.7184,74.3781,70.3087,,616228
1897,6,13793,22.3131,,,4857.12,16209.6
4047,6,1520,46.8788,,,4589.16,18692.8
830,6,13671,25.1249,,,2995.11,35449.1
310,6,781,32.3111,22.2961,,152268,291828
1216,6,31363,18.9295,,,13459.4,77966.6
4076,6,12858,29.2062,,,23717.6,39070.2
2088,6,12765,40.2766,,,17081.1,27419.7
4829,6,3724,27.1657,,,1946.71,20411.9
4938,6,250,61.0231,55.4333,65.6729,93510.1,140733
14907,6,24974,30.0279,,,4825.1,59918
2980,6,7706,31.372,,,11295.5,17821.8
683,6,8716,41.5525,22.0504,,7987.24,33711.2
656,6,7381,58.8532,36.5555,,46074.6,171823
476,6,517,52.9424,35.3573,51.9452,171966,335451
3254,6,9295,75.5787,,,13039.7,40350.3
4417,6,9725,25.4523,,,48660.4,62056.1
2769,6,16774,41.6249,,,22568.8,59466.6
3528,6,30749,88.8914,84.0624,65.1367,3781520,8174290
1355,6,9711,35.7783,,44.1378,68991.5,97823.1
3742,6,9661,32.749,,,12135.7,18705.3
3124,6,9417,45.411,,40.7625,293306,409036
4416,6,9553,23.6449,,,48923.5,64865.7
261,6,238,20.8254,,,11528.2,21108.2
316,6,9265,22.6782,,,18862.3,31180.9
1855,6,11004,36.4809,,,20417.5,20006
4421,6,10491,11.567,,,11895.1,32453.5
2015,6,9170,29.2122,23.6636,41.1389,550184,819398
2934,6,9165,27.1525,,,114165,173352
2201,6,9123,28.8674,,,13728.4,28033.7
3904,6,9031,21.4988,,,14204.4,28859.7
3730,6,8955,21.0038,,,11617.8,42326.7
1334,6,8907,26.2803,,39.4539,445038,821996
2720,6,8694,54.7076,,55.0146,126040,187794
3724,6,8591,11.216,,,7972.39,32756.7
3933,6,12315,16.8032,,,18395.1,31087.7
3720,6,8242,17.7718,,,3400.76,23591.9
1618,6,8150,30.6081,,,40007,33866.6
1106,6,8093,31.4869,,,48233.3,59653.2
604,6,4977,52.6505,,,6475.99,21338.6
1703,6,10107,40.4352,,,38079.1,55527.7
3712,6,7943,27.4401,,,39927.9,39040.8
2930,6,7932,35.2509,,,39388.9,46534.2
1094,6,5678,37.0218,,,14831.7,16140.8
14410,6,24663,16.9459,,,1385.02,19637.7
4633,6,10185,13.8347,,,2830.44,27619.9
979,6,18079,50.4035,,,5957.4,33043.1
521,6,1590,81.1062,56.2838,88.788,49889.7,112398
11076,6,35796,18.5736,,,13037.9,22394.9
11075,6,35795,25.4706,,,61018.7,102667
11071,6,35781,39.3202,29.0547,,131993,305047
4898,6,18112,23.4845,21.4499,,16824.1,50486.6
1382,6,11458,78.2588,59.3737,59.6759,261439,398499
1521,6,25434,14.439,,,1816.27,16599.6
2774,6,16802,17.6364,,,24954.3,46139.3
4152,6,14808,31.5525,,,8367.07,16205.1
4700,6,14159,22.9779,,,9249.97,18302.7
1289,6,22420,16.3075,,,7691.24,20511.8
577,6,4150,44.111,29.8225,,49564.4,121872
1344,6,23446,48.4488,35.8706,,1820.29,35779.9
1061,6,20957,47.9499,26.825,,19539,54688.4
2282,6,24384,45.0151,,,13506.3,32896.4
4463,6,596,28.8735,,,10310.3,24130.2
2266,6,23265,45.1222,,,12068.8,20563.6
14610,6,22049,41.83,,,4300.57,18055.9
2920,6,6862,7.68174,,,4094.46,18400.9
2791,6,20931,37.0038,,,20016.5,83959.4
2915,6,3746,21.0988,,,7190.66,25125.5
2835,6,35750,35.4631,,,32215.1,38905.4
14808,6,14661,32.5133,34.8787,,6335.36,18063
2792,6,21104,54.8017,,,13450.4,25942.9
3568,6,15434,63.8401,,48.4446,16777.4,32661.7
2912,6,3592,32.0767,,,7287.17,17913.9
1278,6,4639,39.1413,15.9642,,71838.1,45256.6
3766,6,35711,29.9217,22.6015,40.6429,330662,393039
1191,6,19350,34.3389,,,14695.5,36245.1
326,6,2135,21.8206,,,8051.02,39410.9
2040,6,17623,37.1813,,,13733.2,17125.2
1292,6,5509,28.2724,,,6924.44,17990.2
4068,6,10655,32.2994,,,32869.2,96252
1369,6,23730,39.4382,32.0699,,1325.42,22583.6
831,6,13753,34.6108,33.5088,,37387.4,166405
3392,6,4754,54.1545,,,8712.96,19025.6
4544,6,4446,32.5913,,,11694.1,23621.3
4372,6,26138,30.2896,,,11900.9,20497.2
800,6,12621,29.545,26.6569,,26626.9,192696
2142,6,10141,42.3533,,,11513.1,20202
2113,6,4719,34.2071,,,15640.5,26983
1294,6,22522,18.173,,,20496.6,28966.1
1199,6,26659,41.529,,,27747.2,63227.2
4746,6,16675,40.5567,,,5671.68,24139.5
1180,6,24843,18.1218,,,19847.7,24075
1258,6,22016,59.6692,36.8589,,9767.76,24535.6
3471,6,30261,54.9539,,,14431.9,23711.7
1310,6,22793,44.0675,39.2493,,10197.6,16414.8
2097,6,15594,35.3234,,,13794.7,24715.4
1239,6,21615,24.7625,,,20056.4,22120.1
3658,6,1847,49.0718,,,13845.7,16570.3
1982,6,3366,32.5633,,,12559,21345.7
4025,6,20886,26.9876,,,15909.1,22270.3
4458,6,475,36.0819,,,14195.3,19008.1
2677,6,20294,42.7806,26.7336,,,38074
4812,6,19879,29.6734,,,44130.1,104234
4807,6,19519,34.7436,,,16907.7,35138.1
4805,6,19428,25.2406,,,13159.2,25027.2
1178,6,13476,52.4072,,,13676.4,27282.1
1158,6,22560,31.7708,,,30293.1,51052.8
1904,6,14184,56.8011,,,22666.2,56198.3
13759,6,24782,31.6366,,,4599.98,34210.1
747,6,10824,50.4494,,,8080.85,41751
819,6,13533,56.3087,35.674,,22884.3,104805
859,6,14530,38.1604,,,3334.61,19864.9
522,6,1669,77.2697,59.5479,,49332.1,34448.6
650,6,32694,6.24109,,,1247.83,23075.9
2006,6,7661,41.228,,,4469.28,16907.4
2146,6,11274,38.4284,,,34295.3,51321.8
3912,6,10157,38.4579,,,10593.5,28431.5
1285,6,5108,15.395,,,2484.05,20792.9
2807,6,2058,23.0783,,,27891.6,76295
1844,6,9679,33.7461,,,11780.3,19163.1
3859,6,3688,34.8657,,,12686.7,21803.5
1670,6,19747,9.90534,,,6337.43,19737.6
1900,6,13812,36.2548,,,38246.8,32672.4
1195,6,26478,47.9157,,,12298.7,18112.6
307,6,35772,21.6516,,,14698.1,33273.5
5116,6,5357,43.559,,,11295.5,39407
1245,6,2853,33.568,,,8536.68,26171
4671,6,11666,23.9283,,,38293,130540
2740,6,11730,41.9201,,52.2469,108798,113877
4956,6,21812,24.2106,,,3546.35,41046
2326,6,543,25.1972,,,27634.9,19099.5
5133,6,22920,6.02701,,,912.127,23626.5
13907,6,21282,68.3816,58.045,71.0436,140316,206779
2549,6,21175,47.9585,,,,19276.9
282,6,13328,20.5137,,,8701.14,20401.7
4727,6,16125,25.1655,,,16983.9,37250.2
3603,6,26044,45.1049,,,13894.2,18744.5
5219,6,17154,47.5835,35.4157,48.6443,117967,208554
5029,6,17149,51.6045,,,145561,203620
1428,6,33925,7.38412,,,287.008,20293.3
5349,6,20732,36.9666,,,10042.3,23642.2
938,6,17164,69.2313,,,12186.4,39442.4
1724,6,29457,25.1019,,,7226.63,29664.2
4635,6,10562,24.4619,,,15461.6,33394.4
2163,6,16096,37.5514,,,25109.6,47301
2718,6,8041,42.7949,,,5939.44,27848.5
1201,6,20545,50.7942,,,15274.8,55081.7
4689,6,13020,39.5281,,,7653.08,17261.7
1881,6,12792,41.6628,,,25000.7,43553.5
3318,6,18243,44.4851,,,18745.1,21588.2
4641,6,10677,19.1149,,,23554.3,83474.3
3337,6,19891,46.3513,,,9812.53,30314.4
13787,6,31312,33.9066,,,4709.9,16915.5
305,6,19514,31.7656,,,58601.9,89469.3
4139,6,11999,37.3284,17.2202,,43675,74160.1
5359,6,20870,58.64,,,42819.4,60214.7
4107,6,31646,36.3965,,,2583.34,20477.9
4749,6,30809,38.0361,,,28583.1,44376
2957,6,19405,20.8909,,,14687.6,23770.6
13911,6,24009,22.6684,,,5892.77,40898.1
887,6,15404,24.902,,,4836.36,41470.9
1828,6,8179,23.0224,,,17740.5,30699.1
3164,6,26709,27.7731,,,3556.88,38303.5
3064,6,19712,46.2888,,,9598.78,23139.9
907,6,15935,40.668,31.2414,49.9442,136456,303555
4643,6,30803,19.631,,,2848.05,26529.4
1395,6,11720,30.1581,24.5435,,27998.8,121868
4713,6,30802,20.0301,,,10838.8,47050.1
301,6,26310,11.4912,,,2135.4,17113.8
1638,6,33985,13.6423,,,9491.05,32658.1
1566,6,19199,19.009,,,13672.8,56080.7
5376,6,11475,33.2291,,,13318.6,30334.5
2682,6,88,45.8371,,,10936.1,20922.9
1791,6,5322,43.5691,,,45680.2,48135.4
14813,6,22046,42.6413,38.3298,,5684.2,47237.9
3373,6,21594,38.2227,,,17038.1,60571.7
3971,6,15378,38.4549,,,8371.35,19325.4
2289,6,13252,34.7148,,,41795.3,48287.4
1660,6,18285,16.5885,,,10404,18194.9
281,6,13134,26.2054,,,120422,205330
4433,6,13070,12.8364,,,5911.27,23297.2
1539,6,17786,58.7838,46.8704,,5127.53,20627.7
4291,6,12826,63.896,32.6801,,12639.6,24601.7
2028,6,12815,38.6057,,,28624.4,47369.7
1632,6,12766,34.7313,,,63296.7,57089.6
4399,6,4272,12.081,,,16792.5,43669.8
3958,6,14748,12.5003,,,5894.57,29476.4
2322,6,531,32.487,,,15886.8,23070.4
5139,6,8645,29.2195,26.76,,20459.4,29418.6
3965,6,14876,63.2114,,,13515.8,19376
1958,6,20106,44.3574,,,8148.32,16314.6
2802,6,766,33.7109,,,13723.4,24511.8
1562,6,26154,22.205,,,4087.87,22973
4302,6,26338,35.1988,4.47581,,7747.97,17946.5
4349,6,12411,19.4425,,,24420.9,66977.1
470,6,208,67.3606,,,26745.5,83549.2
704,6,10417,37.8074,,,10293,30784.7
3130,6,2499,33.5464,,,26922.9,55269.2
1404,6,12440,22.7227,,,6391.07,22220
2803,6,1683,20.1144,,,25808.4,57256.8
13819,6,35754,31.2776,22.0263,,69267.5,145810
4481,6,1822,32.3343,,,74672.3,118090
3556,6,30438,57.2925,,,10707.4,18160.2
4680,6,12288,11.8068,,,4478.19,18152.6
4997,6,24183,10.6867,,,2798.55,35347.5
579,6,4211,23.0139,,,4466.17,24577.7
2812,6,2825,19.0553,,,10079.9,23679.1
1869,6,11977,37.2611,,,15492.3,16769
13812,6,32559,30.7231,,,28729.4,29092.3
1728,6,29458,47.4436,,,46743.3,75220.5
3779,6,15757,26.0246,,,17248.6,20049.9
4102,6,1432,49.2996,36.4259,,56590.1,92002.4
14465,6,5844,41.9407,,,23161.2,59605.6
1645,6,24918,43.7487,,,19601.5,19114.5
1959,6,20227,50.5999,,,13225,24159.6
5288,6,9959,45.0689,,,32878.3,97812.4
3215,6,4682,58.9682,,,5846.69,18066.6
1233,6,1955,17.5302,,,13301.7,43931.9
1610,6,6333,27.0363,,,14050,26037.7
4721,6,30868,38.8412,17.4003,57.0122,164796,259797
4509,6,30798,17.6937,,,10393.4,44935.4
319,6,30787,16.3776,,,8107.5,35971.5
4180,6,30773,23.6572,,,17137.1,18754.3
1928,6,16753,38.1334,,,25048.8,23775.2
3612,6,19127,55.4048,,,24243.7,50031.8
4243,6,14143,67.5545,,,12471.6,34138.8
5015,6,14757,44.6736,35.7618,,132964,242897
541,6,21744,17.7513,,,3151.94,18186.7
2147,6,11275,38.4284,,,34295.3,51321.8
3509,6,12014,56.8866,,,10343.5,27393.6
1625,6,10991,23.7073,,,10012.8,29251.4
4652,6,10947,19.2553,,,2587.48,26563.4
15240,6,9655,38.2842,,,25057.9,57498.6
1561,6,18790,32.9633,18.3302,,11576.7,20474.1
2904,6,18151,40.479,,,20969,27509.5
2312,6,18101,34.6894,,,14434.4,27123.3
3044,6,17886,37.5373,,,138848,159387
4460,6,492,27.72,,,21519,83841.8
3951,6,13993,33.3082,,,22221.6,47243.3
2876,6,14458,31.294,33.3458,,33221.3,33375.8
4346,6,11500,18.1213,,,13603.3,22133
2726,6,9801,43.3669,,,26791,32945.3
