 place_id , median_sale_price , median_sale_price_per_sqft , total_sales 
7899,135000,94.13580247,9
7900,36000,28.63636364,11
7906,78000,63.19514661,18
7907,68500,60.64162754,37
7917,129000,120.1641266,9
7924,92300,70.65868263,44
7947,176250,135.951417,11
7950,116000,88.38461538,28
7961,119500,75.55555556,103
7966,94500,62.83244681,8
7975,124500,101.9762846,31
7995,239900,184.0052016,40
8000,85000,60.54131054,12
8003,135000,116.1858974,5
8006,178000,109.2857143,5
8007,265000,244.4649446,6
8014,174848,157.0295602,35
8019,76000,65.74394464,43
8027,369000,316.8389956,31
8041,78000,68.77022654,19
8053,93000,91.17647059,16
8072,120000,117.5318315,5
8077,74900,53.44687753,5
8078,87250,71.98560288,22
8085,175000,139.2857143,18
8102,107000,70.88122605,21
8105,935000,732.6732673,8
8106,121000,103.4188034,8
8137,125000,81.59722222,7
8147,235000,171.624714,505
8150,129900,102.9143898,38
8152,130000,113.648294,26
8156,95000,75.58139535,25
8167,80000,58.5106383,7
8176,200000,163.1944444,199
8179,139000,125.3918495,12
8192,262000,175.3197893,5
8201,181000,163.8065523,7
8214,499000,400.168492,25
8215,174500,124.8013621,49
8235,105000,90.98786828,6
8242,167000,113.1625968,10
8246,149900,109.3082835,71
8252,58670,46.54850746,27
8296,68000,53.47938144,21
8306,409000,358.4729981,14
8317,64500,51.41955836,6
8324,121000,93.98496241,34
8325,115000,81.42493639,11
8331,82000,66.17647059,13
8370,89000,77.57847534,16
8391,375375,325.2816291,5
8392,155900,92.03069658,5
8410,258000,210.9375,17
8416,150000,132.0103538,10
8436,140000,103.3834586,6
8439,500000,375.1830161,34
8443,70000,62.5,92
8449,540000,436.827957,30
8460,250000,175.4385965,8
8464,207999,159.4827586,5
8465,90000,65.31204644,8
8477,120000,119.047619,7
8481,168000,139.7098334,387
8487,96500,68.92857143,7
8508,126500,86.41891892,22
8509,220000,133.0913491,28
8526,84500,74.91134752,9
8528,138900,119.9481865,28
8536,1400000,1095.959596,14
8539,45000,33.76205788,19
8545,14000,12.83079391,10
8549,68900,55.33596838,60
8562,165000,134.7593583,33
8563,225000,208.3333333,5
8565,182900,147.7272727,45
8588,82500,68.06930693,11
8591,335610,195.1869369,27
8599,205000,169.4444444,14
8606,383500,275.5028736,12
8618,39500,32.91666667,8
8620,85900,72.55067568,12
8633,175000,128.7492926,13
8634,45000,33.70786517,13
8642,1700000,1084.415584,7
8645,390000,329.3918919,13
8649,567500,365.7492355,7
8650,80000,70.14293277,8
8659,145800,119.4398682,7
8673,40000,32.16911765,11
8694,112000,84.59214502,320
8706,65500,45.99719101,15
8712,265000,180.5555556,52
8716,400000,297.2413793,16
8725,127000,97.42519137,15
8736,225000,143.6781609,10
8742,200000,152.7777778,28
8775,105000,91.36047666,10
8782,100000,83.33333333,6
8820,220000,167.2979798,18
8831,175000,133.7920489,6
8838,245000,159.5052083,10
8844,99000,84.82142857,8
8851,305000,194.8881789,5
8858,58000,51.14087302,9
8862,53000,50.43859649,12
8868,78400,62.5199362,6
8869,78400,62.5199362,8
8874,20000,18.38235294,6
8875,100000,55.21052632,10
8887,290000,245.9791864,20
8889,220000,206.7669173,5
8893,68000,54.31309904,21
8894,229900,126.9035533,5
8900,65000,48.04804805,42
8903,226500,160.1032924,907
8906,78000,62.68081003,73
8907,107934,85.03100089,532
8915,56000,53.03030303,8
8920,107539,90.21728188,20
8925,180000,154.5454545,26
8927,145000,141.6309013,11
8931,81500,63.5,24
8940,56000,50,7
8941,58000,40.26845638,7
8944,368000,264.2857143,7
8945,35000,25.43604651,8
8946,299900,195.4976303,15
8955,82000,68.69918699,89
8965,208500,150.7142857,13
8978,132900,77.62850467,12
8993,75000,59.62521295,69
8996,107000,93.93796992,41
9016,235900,194.011976,26
9021,170000,122.9166667,8
9031,137500,106.5891473,10
9032,60000,54.74452555,7
9044,170000,144.5578231,9
9048,140000,93.95424837,30
9052,68000,60.71428571,5
9058,44000,34.375,13
9062,95000,87.54993342,6
9063,147000,109.4866797,21
9101,98300,78.84615385,6
9103,97000,80.35714286,8
9126,286000,209.0909091,91
9127,112000,87.18181818,28
9148,552600,406.779661,24
9157,385000,206.8791098,5
9164,590000,485.2941176,33
9170,82000,56.6,1195
9186,345450,295.4341987,19
9191,110000,83.71040724,59
9214,70000,52.12211467,9
9216,146000,134.8528015,30
9222,130350,107.8088578,27
9228,198000,137.9977876,70
9234,63000,42.66666667,11
9263,113000,69.49569496,5
9273,259000,181.4516129,286
9283,70500,64.09090909,16
9287,50000,49.80079681,8
9288,423000,358.8709677,5
9294,190000,147.972973,30
9307,430000,321.9557196,47
9316,73900,61.30480769,7
9318,65000,45.9039548,7
9324,84000,66.53846154,17
9336,930000,867.5373134,5
9339,190000,185.0847458,5
9343,59000,49.6031746,16
9353,276000,194.7674419,113
9354,108500,81.77966102,5
9361,600000,487.460815,46
9364,199000,139.068564,21
9369,165000,136.6071429,8
9381,78900,57.93103448,6
9393,79900,44.64285714,5
9399,149000,112.016129,248
9402,249000,166.453265,6
9403,110000,80.88235294,8
9410,140000,112.7141569,44
9416,250000,203.3227848,25
9417,100000,77.00729927,448
9426,70300,62.99283154,7
9435,99900,74.60578187,31
9445,228000,131.0452418,9
9449,21000,20.18348624,17
9462,93600,73.52941176,13
9463,169900,123.2698962,5
9465,160000,132.199,7
9466,215000,177.0833333,10
9471,363000,359.4059406,13
9480,211627,156.8373299,22
9482,280000,197.740113,5
9493,164000,130.0578035,86
9502,53000,51.20772947,10
9510,119000,88.43537415,26
9515,260000,216.890595,54
9517,135000,85.30066815,7
9519,175000,136.1111111,6
9527,79900,66.18705036,22
9583,65000,51.28205128,13
9601,97000,73.33333333,77
9610,85000,60.71428571,16
9614,315000,265.0334076,20
9619,120000,81.83760684,17
9620,215000,152.266289,7
9621,300500,204.6943231,18
9643,175000,153.3385093,10
9652,165000,145.0934579,11
9653,134000,119.5190948,11
9655,199950,162.037037,34
9657,122500,86.32596685,10
9661,92000,70.78313253,78
9662,84900,79.79323308,5
9669,79900,60.54490414,8
9676,118000,95.00805153,5
9678,260000,141.5598291,7
9685,176288,137.366548,7
9711,120000,91.02310231,289
9720,140000,101.2759171,7
9727,89900,74.90494297,28
9737,380000,256.1048243,32
9750,75000,71.11111111,13
9755,155000,98.35025381,11
9756,165000,116.8555241,16
9760,82000,73.07692308,24
9764,148400,114.0873016,54
9766,157000,121.5,14
9767,85000,65.34090909,7
9771,176000,147.8494624,23
9774,205000,187.5571821,5
9781,217000,156.25,12
9792,128000,113.6363636,6
9799,247000,193.5146444,6
9801,132000,106.5989848,68
9812,98000,81.26036484,5
9816,107000,93.53078722,13
9821,272000,192.8571429,13
9823,97500,83.23529412,24
9830,151500,124.537037,6
9834,81000,67.05298013,20
9847,244750,186.405179,6
9873,72000,54.54545455,48
9878,114900,81.71834625,89
9894,57500,50.32206119,28
9895,750000,625,12
9899,199000,156.5709312,15
9905,205000,162.1880998,43
9913,205000,151.4609422,193
9914,185000,136.239782,9
9915,99000,83.82526564,9
9927,940000,590.747331,8
9942,265000,218.2539683,46
9948,1434000,1100.775194,35
9953,759500,513.4493671,6
9956,546000,440,7
9959,120000,87.64912281,102
9962,103100,75.39410555,9
9964,21000,14.33447099,6
9965,658800,476.1904762,55
9968,546000,440,6
9975,402000,317.5275191,20
9977,140000,105.0608407,18
9993,86000,72.00873362,15
9995,169000,124.9211356,12
9996,257000,194.0639269,5
9999,122100,78.57142857,7
10004,167000,131.6511245,15
10017,155000,130.2521008,295
10018,165000,126.4798489,6
10034,100000,90,8
10035,475000,267.0704846,15
10038,205000,175.78125,33
10039,527000,404.4444444,15
10040,85000,68.10897436,17
10054,130500,92.39516702,44
10059,152000,127.9863481,29
10063,130000,100.6944444,26
10080,105000,87.11433757,11
10086,35000,28.33333333,7
10095,145000,116.747182,8
10114,210000,161.5168539,24
10118,63500,45.73643411,10
10135,152000,128.5046729,17
10142,420000,342.7350427,29
10146,78680,59.60606061,7
10157,117000,92.55740301,7
10159,129900,93.00833868,232
10167,494000,396.1267606,40
10168,89900,77.92207792,36
10200,92000,76.18613139,325
10201,180000,139.7306397,1362
10202,455000,357.7106518,19
10212,89142,76.88492063,43
10214,266000,162.6773619,61
10216,230000,165.7060519,13
10218,148000,117.6772867,22
10221,125000,88.34254144,8
10229,402500,315.6913183,16
10233,169900,143.4782609,52
10239,182000,140.5111821,7
10243,182500,140.9052092,40
10251,100700,85.6292517,5
10257,179450,142.4050633,11
10258,151500,123.0650155,9
10264,150200,121.1753731,35
10270,205000,114.1304348,5
10290,360000,325.5813953,6
10294,115000,74.33962264,21
10297,304000,200.5835157,62
10298,205000,148.9403974,13
10305,168250,125,39
10318,986500,710,9
10320,80000,68.32797428,9
10323,328000,223.5294118,21
10328,174900,150,6
10348,59864,31.66666667,6
10349,193500,165.5172414,5
10362,165000,120.5179283,67
10363,117000,92.70998415,7
10365,75000,55.55555556,17
10370,142000,105.6338028,11
10404,122500,96.03960396,85
10409,205000,164.1142384,16
10413,233000,183.9704,19
10417,440000,320.7171315,8
10421,297000,232.3796232,14
10425,72000,51.42857143,5
10426,83000,68.24887749,17
10438,240000,179.6407186,6
10451,258000,167.6413255,7
10455,130000,94.7826087,198
10467,25000,18.71257485,5
10474,92000,73.65951743,21
10476,357000,311.8556701,9
10482,320000,236.511456,13
10489,138000,96.57039711,7
10491,123000,100.6441224,8
10494,60000,47.79693487,8
10503,207500,177.5147929,17
10505,150000,114.4465291,19
10514,112500,77.18181818,5
10516,180000,145.3871499,15
10520,202500,178.030303,6
10532,59000,44.35483871,13
10535,169000,116.2790698,45
10545,54900,49.8046875,6
10548,289900,187.0651204,22
10554,75000,64.57564576,119
10555,26000,24.43609023,7
10559,190000,149.9250375,8
10562,114000,94.53125,15
10563,129000,107.6998051,19
10571,410000,266.7457024,211
10584,152995,114.8328691,53
10585,119250,102.8017241,10
10596,190000,123.5955056,11
10597,130000,88.69908016,12
10598,148000,86.47798742,20
10602,140000,97.71986971,15
10604,103500,78.57142857,7
10606,139500,119.6078431,46
10607,175100,126.3689975,7
10610,92500,60.67813765,7
10611,103000,102.7944112,19
10613,157000,122.0735786,9
10626,99900,76.66098807,25
10628,365895,209.1146096,17
10629,170000,128.3662478,6
10632,147500,123.1772727,6
10634,80000,67.27707006,20
10639,100000,80.38147139,11
10652,365000,273.9637306,7
10658,65000,58.69230769,22
10666,70500,58.08080808,6
10671,101500,93.03391384,7
10672,187500,127.1186441,8
10677,222725,131.8679692,32
10682,155000,92.26666667,8
10683,550000,445.3125,26
10696,75000,67.44604317,33
10699,116750,76.85185185,5
10718,125175,80.48327138,10
10728,89100,66.49616368,160
10737,52000,52,14
10744,245000,195.3336951,73
10755,80000,60.4338843,7
10777,42500,35.24046434,8
10781,120000,105.6603774,18
10782,265000,242.9667519,5
10792,255000,193.8642298,8
10799,103700,83.89967638,28
10805,120000,107.6555024,8
10807,110000,76.70720299,20
10810,600000,407.3319756,8
10817,97500,76.41342756,6
10824,250000,195.7494407,9
10832,85000,68.33910035,5
10844,42000,39.0625,11
10848,85600,69.22365989,37
10850,268000,170.0064641,5
10868,53300,44.88330341,6
10896,127000,91.02322662,28
10901,142000,92.30769231,7
10915,118000,92.48046875,9
10916,137000,110.1123596,21
10921,80000,47.70423375,5
10924,1400000,1111.111111,6
10937,282500,199.9007937,56
10940,490000,398.918188,267
10943,192000,147.9238754,881
10954,495000,289.30131,9
10962,387500,235.016835,10
10973,165000,113.9351446,121
10980,287500,240,8
10985,274950,217.2727273,19
10991,135000,101.2960437,11
10996,63500,46.04786077,6
11004,250000,201.8533441,11
11009,225000,167.2256098,26
11018,1950000,1592.623638,10
11029,104000,96.2253937,14
11075,130000,93.75,13
11076,114000,102.6936027,9
11079,100000,83.33333333,5
11081,388270,366.1417323,6
11105,22000,19.57295374,23
11108,100000,89.33161954,5
11116,160000,135.7142857,15
11134,84500,71.30124777,22
11139,124900,89.30517711,7
11147,119000,98.08811305,13
11148,191000,154.0957015,21
11151,125000,87.18330849,25
11153,170000,151.6863406,11
11157,129900,114.8541114,7
11185,109900,86.39937107,44
11188,182500,155.3191489,5
11194,250000,202.7272727,28
11196,55000,44.1098785,8
11203,620000,482.5737265,1747
11209,180000,138.8301621,16
11210,30000,27.99227799,8
11215,117000,77.72140221,16
11234,1225000,860.1973684,29
11242,114500,69.89010989,18
11265,132000,114.8897059,47
11267,190000,131.6381101,29
11278,118000,88.98305085,5
11280,224000,136.47343,110
11299,195000,158.0849142,7
11301,40000,33.64171573,36
11307,41500,40.44834308,7
11322,196000,163.3333333,37
11323,196000,120.9809264,73
11330,73500,65.625,6
11341,173000,132.012432,25
11348,112000,93.33333333,5
11359,165000,138.9728097,9
11368,362000,298.7303958,23
11375,106000,92.43697479,9
11377,102900,79.64396285,6
11387,120500,88.47508807,18
11403,115000,72.04861111,7
11414,72500,55.6745182,39
11421,585000,398.0263158,5
11424,64000,49.01960784,52
11428,113000,82.84457478,7
11434,226500,141.6337286,9
11449,108000,81.66969147,19
11452,319900,205.1956382,8
11457,179900,147.556391,13
11458,235000,180.3805774,454
11459,178000,158.1576027,50
11466,130000,109.223301,27
11467,890000,509.4447624,8
11477,129000,119.2236599,29
11487,109000,85.92692828,7
11489,65000,52.41423126,15
11497,132500,104.4952681,13
11500,119575,89.01515152,7
11504,195000,140,87
11505,99000,82.5,6
11511,60000,49.34687954,24
11513,395000,261.9808307,34
11522,300000,239.7029034,21
11529,50000,45.33091568,8
11531,415000,328.1677302,25
11532,2500000,1518.833536,12
11533,145000,111.5789474,11
11549,88400,78.36879433,16
11552,99000,84.74576271,26
11561,150000,128.3292978,8
11562,162000,108.7974684,9
11576,1585000,1251.20308,23
11583,116000,91.66666667,5
11596,327000,230.2510716,62
11598,115000,87.04061896,14
11602,90400,77.27272727,8
11611,257000,186.5079365,5
11615,63000,55.80159433,7
11619,287500,240.0362319,23
11622,130000,89.53168044,5
11632,37100,31.39781746,5
11634,165000,120.9615385,15
11643,180000,139.5348837,8
11649,290000,230.7692308,6
11650,136000,106.09358,86
11659,48897,43.18936877,14
11666,185600,139.53125,43
11667,204000,163.1716907,6
11687,190000,147.9237577,12
11693,155000,136.8821293,28
11698,120000,94.56264775,27
11701,430000,277.2144289,12
11706,236000,171.6057891,12
11708,235000,130.3963084,6
11720,165000,137.0235935,68
11726,21500,14.64577657,5
11735,116950,96.25,12
11736,170000,125.8503401,734
11738,182500,135.7886905,6
11746,122000,102.6041667,166
11748,113000,86.92307692,18
11753,152000,88.68144691,11
11767,456999,391.3246269,29
11774,127500,105.1980198,5
11782,199000,134.5486111,10
11783,49050,35.21177315,6
11791,215150,157.3512545,5
11813,185000,145.1460886,10
11820,289000,206.0766182,13
11822,575000,418.8311688,8
11823,117500,98.5915493,5
11826,325985,194.8114286,11
11830,119900,94.39946019,61
11835,181900,124.6200608,16
11843,50000,40.91615385,11
11846,156000,104,5
11848,45000,40.17857143,8
11849,130000,116.1710037,14
11858,255000,204.3809939,53
11861,110325,79.19169853,11
11864,330000,306.3063063,5
11866,125000,115.7407407,5
11868,100000,96.23015873,8
11891,129000,110,12
11894,89000,62.28131561,5
11914,43000,33.00076746,20
11915,271000,254.3859649,20
11921,90000,64,8
11937,56000,41.47104851,23
11940,165400,140.3303787,28
11943,150000,82.66351458,7
11955,238000,184.1509434,5
11956,66500,48.37310195,11
11961,1650000,1286.624204,30
11970,145000,122.1613156,49
11980,149900,123.25,20
11994,97950,82.34946871,5
12010,273000,152.3076923,15
12014,120000,97.80621572,20
12015,152000,111.2603967,93
12021,335000,236.6576819,14
12042,80000,60.29411765,12
12049,117604,102.0868056,5
12056,115000,80.03597122,8
12062,169900,129.9065421,43
12063,150000,121.3418986,25
12066,118000,94.55128205,14
12075,155000,91.17647059,6
12076,77000,63.49206349,22
12080,192000,126.3275991,12
12086,25000,22.89377289,7
12105,137250,86.60714286,7
12110,106500,74.89361702,10
12115,77000,53.3459596,39
12127,85000,76.48183556,13
12131,329000,301.6528926,13
12139,139900,90.81395349,8
12142,101050,94.88814532,11
12146,95000,82.96460177,9
12149,63000,59.21052632,7
12152,65000,59.5581172,5
12155,250000,191.4123125,51
12171,292500,193.452381,562
12183,181000,125.2580867,18
12192,1050000,782.1552723,23
12197,295000,279.3560606,6
12204,775000,570.3703704,9
12205,60000,50,21
12209,130000,116.3074713,5
12211,63000,52.5,13
12216,108000,82.61120739,10
12252,250000,221.7987805,12
12254,179900,157.4074074,12
12257,186000,155.3045187,143
12260,100000,85.5,422
12262,128000,98.53515625,764
12267,90000,73.30827068,5
12271,670000,525.2918288,11
12288,140000,107.755102,8
12305,130000,80.49535604,22
12315,127000,96.62576687,9
12322,135000,125.2319109,11
12328,149000,122.5,12
12330,63900,54.84652666,41
12331,555000,408.438061,124
12348,120000,99.79050279,11
12349,120000,79.89347537,9
12351,65000,49.88704819,6
12358,84000,60.55363322,23
12359,209000,174.6753247,207
12393,255500,179.9610895,9
12397,85000,77.63975155,5
12399,195500,150.8052709,5
12402,78000,52.3255814,27
12405,101000,79.39189189,588
12411,415000,286.4259029,17
12417,155000,129.6185936,6
12426,205000,146.6549296,12
12432,112000,98.55453351,7
12439,129800,84.17508418,29
12440,168000,125,53
12449,581000,481.3218391,30
12465,150000,105.1724138,9
12481,131000,84.78964401,6
12490,142000,99.68102073,30
12496,114000,78.92930679,6
12502,400000,328.7671233,27
12508,97500,86.32395732,9
12514,670000,527.1439811,23
12518,112000,107.6923077,6
12524,510000,431.0344828,21
12529,239790,170.4264392,7
12539,245000,169.9126931,7
12548,139000,112.8472222,31
12566,101200,86.32478632,23
12567,64000,64,7
12586,162000,116.0714286,42
12588,199900,181.4356436,11
12602,103000,94.93087558,28
12621,231000,208.56102,45
12625,575000,530.4428044,6
12630,75740,54.7260274,16
12631,109900,86.27608347,30
12649,515000,411.4010989,19
12669,150000,112.1583412,48
12672,71600,63.31471136,32
12673,112625,84.61538462,5
12674,240000,209.9820144,17
12676,165000,135.9756098,48
12683,162000,134.8547718,32
12686,417000,283.3333333,9
12698,20000,19.84126984,5
12701,125000,86.70520231,17
12703,176900,142.8571429,8
12713,156500,120.7729469,7
12718,124900,115.2214022,6
12721,240000,196.7213115,14
12731,90000,75,20
12733,162500,98.73708381,10
12739,1625000,1284.916201,15
12741,106000,79.36197917,24
12742,190000,131.2154696,273
12749,172000,128.5646985,20
12762,130000,88.25526137,8
12766,134900,96.11151871,45
12771,160500,104.2553191,23
12777,30000,27.77777778,9
12780,197500,167.6470588,9
12783,54200,46.1409396,60
12788,180000,167.8321678,9
12799,78000,55.97907324,8
12800,93000,74.16267943,10
12812,260000,198.5185185,9
12820,47000,43.26923077,6
12826,412500,301.9844694,27
12828,121000,96.875,8
12839,449900,369.4444444,45
12847,95250,82.25388601,8
12848,82500,67.30769231,13
12851,85000,75.75757576,28
12858,29000,25.63405797,62
12865,52850,39.32291667,6
12866,312000,215.9148505,67
12871,75000,71.42857143,8
12892,95000,67.7480916,6
12897,127500,102.3166023,8
12900,113000,85.29411765,12
12914,557000,466.1654135,77
12918,215000,162.578437,45
12921,134900,106.9672131,7
12953,245000,192.6605505,44
12958,131900,83.984375,5
12972,169000,137.8676471,25
12982,77000,56.59574468,72
12983,133000,97.82608696,6
12990,130000,112.3595506,8
13011,106900,99.04371585,10
13014,169900,148.8826816,86
13016,210000,171.6917923,126
13026,530000,338.8746803,5
13031,255000,202.7272727,14
13034,155000,83.33333333,5
13067,196950,103.9313984,5
13070,226000,147.9652174,58
13078,121000,97.78085992,9
13081,207900,141.0034602,32
13089,69500,56.22977346,8
13095,295000,198.3333333,8
13096,135000,113.6890951,45
13109,139900,119.3181818,9
13111,595800,512.2478386,5
13117,140650,83.33333333,7
13124,225000,148.8095238,5
13128,105000,70.29063509,6
13130,108000,78.46556234,19
13133,167000,140.8554572,10
13136,155000,123.1372549,14
13147,110000,84.49477352,30
13152,119000,98.84615385,10
13156,60770,47.85407725,46
13158,109000,81.1752988,5
13162,154900,120.7081545,29
13166,120000,109.0277778,13
13170,239900,185,24
13173,90000,78.43137255,8
13182,183000,163.3928571,6
13183,113000,93.75,10
13184,205000,171.9798658,5
13193,1199500,809.6590909,39
13207,65000,57.69230769,17
13216,159900,113.5135135,7
13217,38000,35.71428571,5
13221,118000,78.89546351,7
13223,232500,165.7894737,150
13225,126900,95.18678161,5
13229,157400,121.0769231,6
13233,102900,68.78342246,10
13234,280000,180.533752,30
13236,154900,123.92,50
13264,87000,71.07438017,12
13284,137900,111.3017751,139
13285,367000,311.2529928,9
13291,241500,183.6074561,11
13297,64900,58.5,6
13300,225000,148.006135,192
13313,81000,69.70260223,11
13314,90000,77.49077491,14
13344,226000,148.5411141,19
13362,305000,190.1496259,5
13363,175000,136.9426752,152
13367,105600,84.61538462,5
13373,110000,89.04109589,41
13397,94000,72.63636364,23
13403,120000,67.70833333,10
13404,129500,83.01282051,12
13414,192500,164.5067568,10
13415,190000,153.9130435,625
13416,67500,59.02192243,9
13423,108000,81.20300752,13
13430,87500,72.01923077,33
13431,81000,62.5,13
13433,270000,174.8405797,10
13439,225000,202.3381295,15
13446,104500,83.19185059,30
13454,96000,81.43712575,8
13462,83000,69.04231626,16
13463,120400,94.67455621,8
13465,265000,162.3880597,14
13468,183000,119.5297191,11
13493,137200,110.6451613,8
13496,88700,65.74675325,6
13504,85000,57.23905724,6
13521,285000,223.0720204,20
13526,112000,100.3490401,53
13529,151000,119.760479,24
13533,375000,317.3076923,27
13534,85900,71.58333333,6
13544,126000,109.0188305,37
13547,591000,482.6048171,12
13549,135000,109.9,5
13553,215000,170.6349206,12
13564,195000,127.1865889,11
13572,245000,189.0359168,21
13581,79998,61.61971831,6
13589,75000,53.41880342,11
13591,91800,79.63320463,8
13601,152000,128.3557047,14
13617,65000,48.07692308,6
13621,89900,74.91666667,7
13652,174000,151.3043478,40
13653,162217,127.9847182,19
13654,603000,487.91019,484
13655,167300,132.7014218,569
13662,175000,135.1,8
13667,81000,73.97260274,5
13671,309900,236.7115521,8
13697,161000,125.8116883,130
13726,206500,162.8324468,16
13733,139000,91.93121693,7
13746,145000,94.89528796,8
13753,410000,323.4924623,72
13770,265000,227.2727273,23
13785,12298,10.93155556,6
13789,90500,54.45544554,6
13793,137500,110.6025934,5
13801,276246,171.1484746,17
13807,704000,489.8550725,27
13812,350000,245.5357143,12
13840,64500,51.5241882,12
13842,39500,32.85968028,10
13847,159000,128.8483466,10
13859,131000,94.51659452,31
13868,100000,87.26415094,7
13872,196000,145.8990536,11
13876,122000,86.996337,27
13885,380000,262.6811594,6
13889,107500,77.38095238,28
13892,139900,117.8451178,12
13896,149950,117.515674,67
13924,99900,79.09090909,22
13927,65000,54.95251018,21
13934,335000,282.7380952,52
13941,132000,129.0833333,7
13961,152000,116.1821705,7
13969,599000,467.5118859,21
13973,120000,119.5,6
13974,165000,133.2807571,5
13975,88000,56.12244898,7
13993,82000,63.27160494,87
14000,203500,137.0614035,386
14004,147000,115.3303965,84
14007,295000,208.6230876,37
14009,75000,61.39053254,10
14014,330000,267.8571429,5
14015,62500,44.24398625,8
14026,212500,168.5236769,11
14039,108000,80.93070309,41
14049,204000,136.9480157,40
14051,110000,80.94186902,6
14053,120000,91.39010189,12
14056,121000,100.8333333,10
14057,905000,762.1789194,6
14059,173500,128.0025284,59
14060,113000,95.76271186,11
14062,237500,146.1538462,5
14063,220000,162.7218935,10
14064,210500,147.3214286,5
14069,266500,149.9454744,10
14078,157000,126.584507,63
14096,169000,143.804956,10
14106,120000,96.49122807,10
14117,98000,70,5
14136,155000,119.3181818,56
14139,187500,161.7132867,6
14141,405000,338.3947939,28
14143,170000,136,15
14152,159900,137.0967742,16
14162,171400,142.4771405,10
14182,170100,113.3524767,35
14184,154000,132.3529412,30
14191,740000,637.254902,24
14197,110000,90.23789992,19
14204,300000,229.4832827,18
14230,235000,137.9917792,10
14233,250000,196.7213115,368
14237,110000,89.16256158,482
14240,185542,147.3214286,774
14248,80000,69.44444444,48
14250,117000,85.10638298,54
14253,79900,70.48192771,10
14258,146500,121.5178571,12
14259,145000,111.8644068,6
14266,80000,59.12786401,8
14269,91000,82.72727273,11
14270,179900,145.247447,7
14276,62000,39.66346154,7
14278,84000,63.09611152,32
14287,17000,16.02564103,9
14292,190000,163.8733706,65
14294,255000,186.3149217,272
14297,106000,80.625,5
14302,250000,196.0784314,25
14308,59900,44.46640316,9
14314,110000,103.286385,15
14315,450000,314.7699758,93
14319,184900,157.2278912,7
14323,82000,65.57377049,6
14325,2300000,1602.023609,25
14327,72000,49.51005673,11
14335,66500,58.64197531,6
14365,69900,56.57327586,8
14374,203000,136.8581907,8
14376,198000,155.4570896,130
14379,235000,214.2857143,10
14381,100000,80.76923077,6
14386,57000,50.47619048,22
14399,340000,288.9423077,7
14406,69900,69.9,9
14408,54800,52.9739777,6
14409,184900,158.8487973,7
14418,61000,46.92307692,16
14424,350000,294.5205479,54
14437,215000,164.3489254,74
14441,222500,154.9186677,53
14443,70000,65.78947368,5
14445,45000,42.29323308,7
14448,110000,101.1029412,10
14451,60000,55.40166205,15
14458,208000,150.1396648,26
14459,277689,209.7156398,49
14465,130000,84.80825959,26
14471,55000,42.40882103,26
14474,84500,68.99350649,8
14485,26000,26,19
14490,124000,88.23529412,129
14495,305000,199.6672213,37
14497,120000,87.17310087,36
14498,685000,541.6666667,143
14499,91500,74.37070938,24
14530,220000,175.8409786,11
14534,83000,62.57142857,10
14536,110000,74.52574526,24
14563,120000,117.6646707,15
14565,43000,37.32638889,16
14566,99000,93.75,7
14571,112500,86.17511521,27
14573,215000,136.1502347,7
14578,64900,51.54639175,123
14580,35000,31.95488722,18
14592,187000,126.1585994,6
14594,8200,7.407407407,5
14599,175000,136.7021277,10
14619,187300,111.0281924,10
14622,132000,109.0764331,13
14653,285000,211.313394,24
14669,110000,95.05703422,7
14670,207000,182.9268293,7
14679,235000,180.9815951,33
14685,200000,188.3052527,26
14695,173500,138.247012,5
14699,621000,486.0208333,27
14703,92500,83.60309641,5
14718,117500,84.45440957,21
14720,190000,120.5479452,27
14725,75000,68.18181818,12
14737,395900,345.6014363,18
14740,108000,85,35
14743,1210000,819.2244675,7
14745,190976,164.2156863,14
14748,200000,120.8869814,36
14750,147000,112.4161074,181
14752,220000,150,8
14757,105000,82.60869565,106
14764,183000,113.6950904,13
14781,134000,109.0909091,30
14788,140000,103.2110092,26
14789,168900,127.0417423,61
14795,297000,202.5703794,19
14798,162000,118.1619256,6
14808,106000,85.53791887,21
14825,220000,149.5,9
14827,163000,132.8125,8
14828,220000,165.0793651,77
14831,159000,130.4545455,36
14842,43000,37.23932473,15
14852,338000,263.8522427,6
14855,180000,159.8837209,9
14864,83000,75.18115942,5
14866,255000,149.2974239,5
14873,150000,110.7804233,6
14875,195100,149.2537313,6
14876,113000,87.64241893,41
14881,555000,443.457189,12
14883,178800,124.5993031,81
14885,125000,95.75633128,15
14890,251500,214.338507,16
14893,96800,86.42857143,10
14895,172000,121.3675214,5
14911,430000,341.8803419,19
14913,541000,354.9222798,82
14915,289000,228.1746032,65
14919,115000,82.98171589,43
14922,185000,137.6404494,19
14930,237000,178.0063291,5
14937,299900,181.227863,13
14942,93000,77.5,15
14949,101000,75.3968254,7
14972,126650,65.96354167,7
14975,351500,276.9230769,61
14980,59999,50.4,23
14982,128900,101.104503,13
14983,575000,451.1558538,7
14986,725000,620.9150327,30
15005,305000,233.1235698,35
15017,101000,93.51851852,5
15027,160000,127.5415896,429
15032,148000,122.2641509,8
15034,104900,72.34482759,5
15037,139000,130.6390977,7
15042,179900,128.7809349,455
15045,537500,423.2945783,11
15047,320000,277.2556391,52
15049,84000,54.54545455,5
15051,159900,122.7678571,27
15069,70000,54.67196819,23
15096,125000,72.97139521,7
15099,362500,272.7272727,5
