"place_id","city","state_code","is_suburb","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
20747,"West View","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,8,8,0,512
30802,"Pflugerville","TX","suburb","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",3,0.3,7.4,10,0.37313184988376,6022
25648,"Granby","CT","suburb","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",1,1,9,9,1,327
16500,"Rye Brook","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,622
15684,"Red Hook","NY","suburb","Dutchess County, NY","Dutchess County-Putnam County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,400
19160,"Swarthmore","PA","suburb","Philadelphia, PA","Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,0.5,8.5,10,0.661862527716186,902
1099,"Bauxite","AR","suburb","Little Rock, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",0,0,4,4,0,569
17870,"Somersworth","NH","suburb","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,3.5,4,0,783
29830,"Marshfield","MA","suburb","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",2,0.4,7.8,9,0.35031847133758,2041
21864,"Cascade-Chipita Park","CO","suburb","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO",0,0,7,7,0,128
29490,"Joliet","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.0434782608695652,4.22,9,0.0228595890410959,11680
7930,"Hammond","IN","suburb","Gary, IN","Gary, IN","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3.85,7,0,6748
22411,"East Los Angeles","CA","suburb","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,3.25,7,0,6173
20852,"Wilkes-Barre","PA","suburb","Scranton, PA","Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA",0,0,2.25,3,0,2763
4621,"De Soto","KS","suburb","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,7,7,0,444
18374,"Vilonia","AR","suburb","Little Rock, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",0,0,8,8,0,733
13184,"Mequon","WI","suburb","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",3,1,9.67,10,1,1461
18346,"Wendell","NC","suburb","Raleigh, NC","Raleigh, NC","Raleigh, NC",0,0,5,5,0,1625
20151,"Westwood","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,308
23939,"Jarrettsville","MD","suburb","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",2,1,9,9,1,820
14240,"Phoenix","AZ","principal_city","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",13,0.0734463276836158,3.87,10,0.0754501771586662,123618
11835,"Macungie","PA","suburb","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,7,7,0,1938
14245,"Rockford","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,6,6,0,700
9716,"Indianola","IA","suburb","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,7.25,8,0,1682
19543,"Lake Cormorant","MS","suburb","Memphis, TN","Memphis, TN-MS-AR","Memphis, TN-MS-AR",0,0,8,8,0,692
18402,"Sheffield Lake","OH","suburb","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,6,8,0,262
3104,"Chandler","AZ","suburb","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",16,0.484848484848485,7.39,10,0.526425266375175,23557
14855,"Orem","UT","suburb","Provo, UT","Provo-Orem, UT","Provo-Orem, UT",2,0.133333333333333,6.07,9,0.125966348340155,8796
16414,"Polk City","IA","suburb","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",1,1,10,10,1,432
6400,"Farr West","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,5,5,0,885
21084,"Wixom","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",1,0.5,8.5,9,0.515594541910331,1026
20094,"Torrance","CA","suburb","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",10,0.5,7.9,10,0.585679737433063,11578
12358,"Midwest City","OK","suburb","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,4.5,7,0,2493
1682,"Bloomsbury","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,134
22566,"Eastport","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,536
24185,"Massapequa","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,8.33,9,0.333523050654525,1757
1393,"Bessemer City","NC","suburb","Charlotte, NC","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",0,0,3,4,0,724
2903,"Carlyle","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,465
26763,"Wethersfield","CT","suburb","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,6.2,7,0,1950
16306,"Richmond","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,7,7,0,423
20941,"Woodland Park","CO","suburb","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO",0,0,4.5,5,0,798
11116,"Layton","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,4.91,8,0,7743
11449,"Mount Holly","NC","suburb","Charlotte, NC","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",0,0,5.5,6,0,1204
8238,"Hoboken","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.67,7,0,996
25572,"Spring Hill","FL","suburb","Tampa, FL","Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL",0,0,4,4,0,674
29605,"Saugus","MA","suburb","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,2.75,4,0,1309
9010,"Hollandale","WI","suburb","Madison, WI","Madison, WI","Madison, WI",0,0,7,7,0,198
5230,"Gretna","NE","suburb","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",1,0.333333333333333,8.33,9,0.380379746835443,1580
3115,"Cathedral City","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.4,7,0,3806
12621,"Moreno Valley","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,3.25,7,0,19012
28981,"Gambrills","MD","suburb","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",1,1,10,10,1,549
14264,"North Salem","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",1,1,9,9,1,241
9449,"Jennings","MO","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,3.2,5,0,1458
7358,"Genoa","IL","suburb","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6,6,0,255
7154,"Galena Park","TX","suburb","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,5,5,0,1394
15882,"Port Allen","LA","suburb","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA",0,0,5.25,7,0,891
6728,"Floral Park","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",1,0.5,8.5,9,0.577340569877883,1474
26764,"West Springfield","VA","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",2,0.666666666666667,8.33,9,0.678694158075601,1746
12479,"Minco","OK","suburb","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,6,6,0,300
20134,"White House","TN","suburb","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",1,0.5,8.5,9,0.526037735849057,1325
6455,"Fairport","NY","suburb","Rochester, NY","Rochester, NY","Rochester, NY",0,0,8,8,0,1914
16911,"Round Lake Beach","IL","suburb","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5,8,0,1643
21457,"Abingdon","MD","suburb","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",1,0.5,8.5,9,0.335993615323224,1253
9127,"Homewood","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.5,7.5,9,0.509225092250922,813
1963,"Benbrook","TX","suburb","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.5,9,10,0.453183520599251,1068
113,"Aiea","HI","suburb","Honolulu, HI","Urban Honolulu, HI","Urban Honolulu, HI",1,0.2,5.2,9,0.24211356466877,2536
12440,"New Smyrna Beach","FL","suburb","Deltona, FL","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL",0,0,6,8,0,1115
4582,"Covington","TN","suburb","Memphis, TN","Memphis, TN-MS-AR","Memphis, TN-MS-AR",0,0,5,6,0,2238
19335,"Terrace Park","OH","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7,7,0,338
9273,"Indio","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.17,8,0,7725
20755,"Zion","IL","suburb","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3,4,0,1974
24568,"Plumsted Township","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,401
8353,"Hastings-on-Hudson","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,564
10284,"Imlay City","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,7,7,0,479
29580,"Andover","MA","suburb","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",2,0.4,8.4,10,0.419329696024942,2566
14014,"Nyack","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,441
15780,"Panora","IA","suburb","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,4,4,0,356
402,"Alamo","TX","suburb","McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",1,0.2,7.4,9,0.188787571766295,2961
24843,"Hamden","CT","suburb","New Haven, CT","New Haven-Milford, CT","New Haven-Milford, CT",0,0,7,7,0,394
14066,"Oakdale","TN","suburb","Knoxville, TN","Knoxville, TN","Knoxville, TN",0,0,2,2,0,580
14017,"New Stanton","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,8,8,0,622
20004,"West New York","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,4.17,7,0,4207
7188,"Galt","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,4.8,6,0,2833
34317,"Ruffin","NC","suburb","Greensboro, NC","Greensboro-High Point, NC","Greensboro-High Point, NC",0,0,4,4,0,345
7003,"Freeport","TX","suburb","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.0769230769230769,4.46,10,0.0795154527100481,6439
9614,"Malden","MA","suburb","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,5.25,7,0,3463
5976,"Fairfax","CA","suburb","San Rafael, CA","San Rafael, CA","San Francisco-Oakland-Hayward, CA",1,1,9,9,1,390
21391,"Bethel","CT","suburb","Bridgeport, CT","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",2,0.666666666666667,9,10,0.663656884875847,1329
10421,"Lynnwood","WA","suburb","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",0,0,5.73,8,0,5631
7437,"Gilberts","IL","suburb","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6,6,0,695
17982,"Stockdale","TX","suburb","San Antonio, TX","San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX",0,0,7,7,0,407
34525,"Prairieville","LA","suburb","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA",4,1,9.5,10,1,2867
30190,"Hamilton","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,6.5,8,0,691
14395,"New Castle","KY","suburb","Louisville, KY","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",0,0,3,3,0,387
14095,"Ocean Gate","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,4,4,0,136
19004,"Tarrant","AL","suburb","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,3,3,0,264
21421,"Bacliff","TX","suburb","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,4,4,0,671
19772,"Washingtonville","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,1325
23073,"Highland City","FL","suburb","Lakeland, FL","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL",0,0,3,3,0,428
12870,"Murphy","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,1,10,10,1,1503
18216,"Sunset Valley","TX","suburb","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0,5,5,0,518
29457,"Algonquin","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,0.333333333333333,8,9,0.434980494148244,1538
7639,"Front Royal","VA","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",1,0.2,5,9,0.103758809710258,2554
21446,"Bellmore","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",3,1,9.33,10,1,910
18056,"Silver Grove","KY","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,1,1,0,252
18224,"Sand Lake","MI","suburb","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",0,0,6,6,0,956
186,"Alexandria","KY","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,8,8,0,698
29524,"Chevy Chase","MD","suburb","Washington, DC","Silver Spring-Frederick-Rockville, MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",8,1,9.5,10,1,4152
5202,"Dixmoor","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,2,3,0,663
21562,"Boiling Springs","PA","suburb","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,6,6,0,303
22891,"Fort Carson","CO","suburb","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO",0,0,4.5,8,0,2560
20321,"Union City","CA","suburb","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",1,0.166666666666667,6.5,9,0.178476618337758,4897
20525,"West Chester","PA","suburb","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10,1,9.4,10,1,5204
11861,"Madison","OH","suburb","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",0,0,7.5,8,0,1208
12963,"National City","CA","suburb","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0,4.9,6,0,5531
13725,"Osawatomie","KS","suburb","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,4,4,0,382
15387,"Rancho Cordova","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",1,0.1,4.6,9,0.240446543580936,4658
16894,"Scottsville","NY","suburb","Rochester, NY","Rochester, NY","Rochester, NY",0,0,5,5,0,285
11391,"Medical Lake","WA","suburb","Spokane, WA","Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",0,0,8,8,0,439
30790,"Thornton","CO","suburb","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",1,0.0588235294117647,5.53,9,0.0758458436029577,8926
934,"Anthony","TX","suburb","El Paso, TX","El Paso, TX","El Paso, TX",0,0,3,3,0,487
6776,"Falmouth","KY","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,3,3,0,659
20268,"West Blocton","AL","suburb","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,4,4,0,831
22700,"Foresthill","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,6,6,0,393
30854,"Wylie","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",13,0.928571428571429,9.43,10,0.939433141244267,8503
10980,"Loomis","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",4,1,9,9,1,1915
20362,"Woodbury","TN","suburb","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",0,0,6.33,8,0,740
20054,"Wildwood","MO","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",3,1,9.67,10,1,1503
11110,"Lookout Mountain","TN","suburb","Chattanooga, TN","Chattanooga, TN-GA","Chattanooga, TN-GA",1,1,10,10,1,178
19657,"Turtle Creek","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,5,5,0,483
8880,"Highwood","IL","suburb","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,7,7,0,526
34220,"Penryn","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,8,8,0,195
499,"Arcadia","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",1,1,9,9,1,544
671,"Auburndale","FL","suburb","Lakeland, FL","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL",0,0,3.25,5,0,2415
15374,"Perry","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,5,5,0,554
740,"Austin","IN","suburb","Louisville, KY","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",0,0,2,2,0,584
13026,"New Rochelle","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.83,8,0,4622
21744,"Rescue","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,8,8,0,511
7030,"Hastings","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,7.67,8,0,1590
11576,"Manhattan Beach","CA","suburb","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",5,1,10,10,1,2812
31169,"Cherry Hill","NJ","suburb","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,5,5,0,479
6026,"Earlham","IA","suburb","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,5,5,0,343
1065,"Baker","LA","suburb","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA",0,0,4.5,7,0,1104
25423,"Potomac","MD","suburb","Washington, DC","Silver Spring-Frederick-Rockville, MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",2,1,10,10,1,843
20959,"Zionsville","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",4,1,9.5,10,1,2355
386,"Altamont","NY","suburb","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",1,1,9,9,1,287
21220,"Cherry Hill","NJ","suburb","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,7,8,0,737
13762,"New Palestine","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,6,7,0,1327
15325,"Plainfield","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,2.89,6,0,3955
9981,"Indian Hills","KY","suburb","Louisville, KY","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",1,1,10,10,1,600
11707,"Middlesex","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,826
30062,"DeRuyter","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,5,5,0,211
12105,"Maryville","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,6,6,0,476
12902,"Milford Center","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",0,0,8,8,0,415
1769,"Bound Brook","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,3,3,0,1202
94,"Adamsville","AL","suburb","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,3,3,0,338
24782,"Orangevale","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",1,0.166666666666667,7,9,0.173520923520924,2772
2075,"Braymer","MO","suburb","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,1,10,10,1,177
20323,"Twin Lakes","WI","suburb","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,397
117,"Alameda","CA","suburb","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",6,0.666666666666667,8.33,10,0.695458593054319,4492
8704,"Hermitage","PA","suburb","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,8,8,0,929
4125,"Chesapeake Beach","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,8,8,0,647
13444,"Boise","ID","suburb","Boise, ID","Boise City, ID","Boise City, ID",0,0,5,8,0,1280
22644,"Fords","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,554
3081,"Cleveland","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,5,5,0,252
33391,"Kings Mills","OH","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7,8,0,1801
11458,"Miami","FL","principal_city","Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",29,0.232,5.86,10,0.268429182509506,84160
6659,"Fitchburg","WI","suburb","Madison, WI","Madison, WI","Madison, WI",1,1,9,9,1,415
12686,"North Bend","WA","suburb","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",0,0,8,8,0,1108
34323,"Potrero","CA","suburb","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0,2,2,0,267
12354,"Maumee","OH","suburb","Toledo, OH","Toledo, OH","Toledo, OH",0,0,5,5,0,384
13016,"Oakland Park","FL","suburb","Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",0,0,4.5,5,0,1493
4409,"Cold Spring","NY","suburb","Dutchess County, NY","Dutchess County-Putnam County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,8,8,0,544
7698,"Girard","OH","suburb","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,8,8,0,430
4241,"Dania Beach","FL","suburb","Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",0,0,7,8,0,845
14764,"North Royalton","OH","suburb","Cleveland, OH","Cleveland-Elyria, OH","Cleveland-Elyria, OH",3,1,9.33,10,1,1181
9502,"Hazel Park","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,4.33,6,0,838
6250,"Fortville","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,6,6,0,465
35125,"Robinsonville","MS","suburb","Memphis, TN","Memphis, TN-MS-AR","Memphis, TN-MS-AR",0,0,2,2,0,518
8865,"Greenbelt","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,4.5,7,0,1439
12608,"North Bay Village","FL","suburb","Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",0,0,3,3,0,632
17726,"Shelbyville","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",1,0.25,7.5,10,0.161716171617162,2121
