"place_id","city","state_code","is_suburb","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
4893,"DuPont","WA","suburb","Tacoma, WA","Tacoma-Lakewood, WA","Seattle-Tacoma-Bellevue, WA",0,0,8,8,0,587
8026,"Graysville","AL","suburb","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,5,5,0,259
22937,"Evans","GA","suburb","Augusta, GA","Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",2,0.5,8.25,9,0.456598902871894,3099
30029,"Constantia","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,5,5,0,392
6367,"Farmington","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",1,0.333333333333333,8,9,0.4375,2336
18995,"Stow","OH","suburb","Akron, OH","Akron, OH","Akron, OH",0,0,6.67,8,0,2384
20083,"Wolfe City","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0,5,5,0,303
10296,"Linden","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,3.38,6,0,2967
245,"Albany","NY","principal_city","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",2,0.1,4.5,9,0.0814340588988476,7810
16364,"Sedgwick","KS","suburb","Wichita, KS","Wichita, KS","Wichita, KS",0,0,6,6,0,361
12189,"Moonachie","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,282
30555,"Schaghticoke","NY","suburb","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,6,6,0,488
13244,"Merton","WI","suburb","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",1,1,10,10,1,390
25558,"Vernon","CT","suburb","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,3,3,0,310
26609,"Waldorf","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,5.58,7,0,7090
13128,"Wahoo","NE","suburb","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,7,7,0,455
23251,"Hampton","NH","suburb","Rockingham County, NH","Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH",0,0,8,8,0,419
13201,"New Brunswick","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,3.13,6,0,5182
6066,"Ellsworth","WI","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,6,7,0,841
8041,"Garden City","MI","suburb","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,2,2,0,1039
8509,"Hendersonville","TN","suburb","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",6,0.666666666666667,8.56,10,0.735717221537197,4866
10251,"Lacona","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,4,4,0,398
9228,"Hudson","WI","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",5,1,9.4,10,1,2343
8413,"Hopatcong","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,4,4,0,256
21551,"Branford","CT","suburb","New Haven, CT","New Haven-Milford, CT","New Haven-Milford, CT",0,0,6,6,0,365
15762,"Brandon Township","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,4,4,0,588
8749,"Hamilton","VA","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",1,0.5,8.5,9,0.765957446808511,705
6808,"Forney","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",3,0.3,7.7,9,0.27790973871734,5473
3158,"Canastota","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,3,3,0,527
29972,"Cazenovia","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",1,1,9,9,1,479
30748,"Bedford","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,333
21834,"Calverton","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,577
34618,"Greenville","PA","suburb","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,6,6,0,566
24109,"Manhasset","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",2,1,10,10,1,1658
17425,"San Juan Bautista","CA","suburb","San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0,3,3,0,398
14424,"Quincy","MA","suburb","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,4.91,8,0,4335
31907,"Wasco","IL","suburb","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,9,9,1,394
23317,"Hershey","PA","suburb","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",1,0.5,8.5,9,0.471209213051823,1042
13801,"Nolensville","TN","suburb","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",1,1,10,10,1,877
35527,"Wittmann","AZ","suburb","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,3,3,0,362
18086,"Saint Clair Shores","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",3,0.333333333333333,6.89,9,0.318120442884148,3703
19692,"Tehachapi","CA","suburb","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,5.33,6,0,1969
31256,"Lutherville-Timonium","MD","suburb","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",1,1,9,9,1,565
9621,"Lake Stevens","WA","suburb","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",1,0.166666666666667,8,9,0.176393614237111,3821
5031,"East Chicago","IN","suburb","Gary, IN","Gary, IN","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3.8,5,0,2606
7528,"Goshen","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,653
30767,"College Park","GA","suburb","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,3.2,5,0,4223
3955,"Clinton","SC","suburb","Greenville, SC","Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC",0,0,5,5,0,1057
19431,"Tipp City","OH","suburb","Dayton, OH","Dayton, OH","Dayton, OH",1,0.5,8.5,10,0.431914893617021,940
13740,"North Plainfield","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,1.67,2,0,1186
28350,"Desert Center","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,1,1,0,24
6513,"Erlanger","KY","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,5.33,7,0,932
3274,"Chester","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,407
24126,"Mansfield","CT","suburb","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",0,0,6,6,0,257
17671,"South Glens Falls","NY","suburb","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,6.33,8,0,1048
5965,"Dryden","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,3,3,0,292
16157,"Ross","CA","suburb","San Rafael, CA","San Rafael, CA","San Francisco-Oakland-Hayward, CA",1,1,10,10,1,366
13011,"Madison Heights","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,5.5,7,0,1284
7924,"Greer","SC","suburb","Greenville, SC","Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC",3,0.6,8,10,0.61320533832826,4271
4098,"Cresskill","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,1,10,10,1,788
20636,"Woodstock","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5.17,7,0,2470
29700,"Belmont","MA","suburb","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",3,0.75,9,10,0.668187001140251,1754
6498,"Fairview","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",1,1,10,10,1,366
23826,"Ringgold","GA","suburb","Chattanooga, TN","Chattanooga, TN-GA","Chattanooga, TN-GA",0,0,8,8,0,508
25426,"Rocky Point","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,728
29625,"Holbrook","MA","suburb","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,5,5,0,322
10916,"Liverpool","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,5.22,6,0,3841
19484,"Tremonton","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,5.5,7,0,1166
9214,"Iva","SC","suburb","Greenville, SC","Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC",0,0,5,5,0,435
30848,"Haslet","TX","suburb","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",1,0.333333333333333,8.33,10,0.265533028122956,1529
30635,"Tully","NY","suburb","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,7,7,0,434
24068,"Merritt Island","FL","suburb","Palm Bay, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL",2,0.4,8.6,10,0.409060402684564,2980
2185,"Bingham Farms","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",1,1,9,9,1,280
616,"Archbold","OH","suburb","Toledo, OH","Toledo, OH","Toledo, OH",0,0,8,8,0,468
14533,"Park Ridge","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.5,8.5,9,0.501483679525223,674
25846,"Spring","TX","suburb","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,4.3,8,0,13634
6586,"Emmett","ID","suburb","Boise, ID","Boise City, ID","Boise City, ID",0,0,5,5,0,567
25759,"San Martin","CA","suburb","San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0,5,5,0,518
20566,"West Haven","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,4,4,0,1312
14439,"Norcross","GA","suburb","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",1,0.142857142857143,6.71,10,0.0803344623200677,9448
15813,"Pemberville","OH","suburb","Toledo, OH","Toledo, OH","Toledo, OH",1,1,9,9,1,295
14194,"New Lexington","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",0,0,5,5,0,490
17939,"Santee","CA","suburb","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",1,0.125,7.25,9,0.175156389633601,5595
18253,"Waxhaw","NC","suburb","Charlotte, NC","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",4,0.666666666666667,8.83,10,0.775984077841663,4522
20672,"West Jefferson","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",0,0,3,3,0,573
15595,"Rialto","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,3.69,5,0,10175
29466,"Buffalo Grove","IL","suburb","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",5,1,10,10,1,2450
17786,"Sunny Isles Beach","FL","suburb","Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",1,1,10,10,1,1989
1907,"Branchville","NJ","suburb","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,536
6493,"Elmwood Place","OH","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,6,6,0,271
6173,"Fort Lauderdale","FL","suburb","Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",2,0.0952380952380952,3.62,10,0.107829834783303,12529
18609,"Tinton Falls","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,348
10559,"Lansdale","PA","suburb","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3,0.375,8.38,10,0.378425080227104,4051
33688,"McDade","TX","suburb","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",0,0,5,5,0,206
31287,"Oxon Hill","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,3,6,0,2724
32861,"Glenshaw","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",1,0.333333333333333,7.33,10,0.142057382785164,1429
19459,"Tucson","AZ","principal_city","Tucson, AZ","Tucson, AZ","Tucson, AZ",10,0.0900900900900901,4.54,10,0.0948772298399955,53311
9354,"Le Sueur","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,4,4,0,323
21192,"Amagansett","NY","suburb","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,111
18534,"Tukwila","WA","suburb","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",0,0,3.67,4,0,1412
20966,"Woodside","CA","suburb","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",1,1,10,10,1,437
13544,"Olathe","KS","suburb","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",10,0.303030303030303,6.97,10,0.321161948407125,13529
16690,"San Clemente","CA","suburb","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.5,8.17,10,0.604674046740467,4065
10555,"Lonoke","AR","suburb","Little Rock, AR","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",0,0,3,3,0,407
23952,"Old Bridge Township","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,260
24876,"Norco","LA","suburb","New Orleans, LA","New Orleans-Metairie, LA","New Orleans-Metairie, LA",1,1,10,10,1,250
20661,"Worden","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",1,1,9,9,1,272
6537,"Garden Plain","KS","suburb","Wichita, KS","Wichita, KS","Wichita, KS",1,1,9,9,1,330
3376,"Clemmons","NC","suburb","Charlotte, NC","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",0,0,8,8,0,814
35751,"Kansas City","MO","principal_city","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",13,0.180555555555556,4.86,10,0.204386374241717,32145
1663,"Bexley","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",3,1,9.33,10,1,1157
18335,"Sierra Madre","CA","suburb","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",1,1,9,9,1,711
18066,"Saint Clair","MI","suburb","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",1,0.5,8.5,9,0.416036308623298,661
5029,"Derby","CT","suburb","New Haven, CT","New Haven-Milford, CT","New Haven-Milford, CT",0,0,3.5,4,0,769
19831,"Centralia","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,4,4,0,127
14911,"Placentia","CA","suburb","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",6,0.6,8,10,0.583348416289593,5525
8092,"Grove City","PA","suburb","Youngstown, OH","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",0,0,8,8,0,611
13553,"Prior Lake","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",2,0.5,8.25,10,0.542328042328042,1890
17151,"San Francisco","CA","principal_city","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",28,0.388888888888889,6.61,10,0.443628964865749,27523
9622,"Itasca","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,9,9,1,305
35080,"Stevenson Ranch","CA","suburb","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,1,10,10,1,1784
13314,"Opa-locka","FL","suburb","Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",1,0.166666666666667,4,9,0.181985294117647,2176
14915,"Placerville","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,6.43,8,0,2612
1057,"Bellevue","NE","suburb","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,5,8,0,7093
20025,"Villa Hills","KY","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",1,1,9,9,1,1059
30775,"Tualatin","OR","suburb","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",2,0.666666666666667,8,9,0.683419988445985,1731
18597,"Springdale","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,6,6,0,229
12037,"Monmouth Beach","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,285
16787,"Scappoose","OR","suburb","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,5.5,6,0,855
31148,"Carson","WA","suburb","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,3,3,0,240
81,"Acworth","GA","suburb","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",2,0.25,6.75,10,0.241429731925264,6155
12820,"Monee","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,530
11880,"Menands","NY","suburb","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,0,8,8,0,257
17652,"Scranton","PA","principal_city","Scranton, PA","Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA",0,0,3.18,6,0,5030
30753,"Villa Rica","GA","suburb","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,5.25,7,0,2235
18931,"Union City","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,3.43,6,0,5891
12118,"Meeker","OK","suburb","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,5,5,0,368
8481,"Hemet","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4,6,0,8383
13993,"Newark","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",1,0.111111111111111,5.89,9,0.113964346349745,4712
31609,"Beavercreek","OR","suburb","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,8,8,0,432
12602,"Moore","OK","suburb","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",3,0.25,6.42,10,0.320594795539033,6725
4041,"Collinsville","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5.4,7,0,2572
415,"Amanda","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",0,0,4,4,0,368
22447,"Estero","FL","suburb","Cape Coral, FL","Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL",0,0,8,8,0,1009
16793,"San Juan","TX","suburb","McAllen, TX","McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX",0,0,5.88,8,0,10294
1169,"Bennington","NE","suburb","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",1,0.5,8.5,9,0.512224938875306,818
25918,"Santo Domingo","NM","suburb","Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",0,0,1,1,0,260
19342,"Wellington","KS","suburb","Wichita, KS","Wichita, KS","Wichita, KS",0,0,3.75,5,0,777
32648,"Farmington","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,7,7,0,210
14344,"New Richmond","OH","suburb","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,7,7,0,899
6473,"Fairview Heights","IL","suburb","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,4.5,5,0,917
15809,"South Saint Paul","MN","suburb","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,3.5,4,0,1886
25670,"Harrisburg","PA","suburb","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,3,3,0,433
10577,"Indian Head","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,3.5,4,0,1247
9632,"Jefferson Hills","PA","suburb","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",2,1,9.5,10,1,830
7417,"Gahanna","OH","suburb","Columbus, OH","Columbus, OH","Columbus, OH",0,0,6.8,8,0,2269
767,"Avon","IN","suburb","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",3,0.333333333333333,8.11,10,0.305531732418525,4664
14198,"Myersville","MD","suburb","Washington, DC","Silver Spring-Frederick-Rockville, MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",1,0.5,8.5,9,0.663551401869159,535
25046,"Pollock Pines","CA","suburb","Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0,6,6,0,408
588,"Antioch","CA","suburb","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",0,0,3.31,5,0,7476
11307,"Lebanon Junction","KY","suburb","Louisville, KY","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",0,0,8,8,0,455
9995,"Lenexa","KS","suburb","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",3,0.5,8,10,0.450319051959891,3291
4291,"Cortland","IL","suburb","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,548
15112,"Rural Hall","NC","suburb","Winston, NC","Winston-Salem, NC","Winston-Salem, NC",0,0,5,5,0,651
21861,"Byron Center","MI","suburb","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",2,0.5,8.5,10,0.5,2072
14975,"Renton","WA","suburb","Seattle, WA","Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Bellevue, WA",4,0.25,6.25,9,0.282672282672283,8547
26477,"Violet","LA","suburb","New Orleans, LA","New Orleans-Metairie, LA","New Orleans-Metairie, LA",0,0,4,4,0,384
35290,"Hershey","PA","suburb","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",1,1,9,9,1,365
5941,"District Heights","MD","suburb","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0,2.2,3,0,2134
11716,"Lone Tree","CO","suburb","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",2,1,9.5,10,1,1086
224,"Aliso Viejo","CA","suburb","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.75,8.75,9,0.833209509658247,2692
13040,"North Augusta","SC","suburb","Augusta, GA","Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",0,0,6.33,8,0,2222
6253,"Elmsford","NY","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,379
1055,"Bear River City","UT","suburb","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,6,6,0,449
31510,"Baker","CA","suburb","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,1,1,0,78
7896,"Greenback","TN","suburb","Knoxville, TN","Knoxville, TN","Knoxville, TN",0,0,7,7,0,648
22720,"Fabens","TX","suburb","El Paso, TX","El Paso, TX","El Paso, TX",0,0,6,7,0,1077
10494,"Lancaster","TX","suburb","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",0,0,3,7,0,3658
9711,"Lakeland","FL","principal_city","Lakeland, FL","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL",1,0.0357142857142857,3.86,10,0.0330428878578703,17674
26142,"Stanford","CA","suburb","San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",2,1,10,10,1,1058
14877,"Palos Hills","IL","suburb","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,10,10,1,630
2060,"Bowling Green","OH","suburb","Toledo, OH","Toledo, OH","Toledo, OH",0,0,5.67,6,0,1392
21143,"Wall","NJ","suburb","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,364
