"district_nces_code","median_sale_price","median_sale_price_per_sqft","total_sales"
"2621120",112000,99.0437158469945355,8
"2621180",104000,86.2068965517241379,27
"2621210",79000,47.3053892215568862,11
"2621240",64000,53.9215686274509804,7
"2621570",165000,130.4843304843304843,8
"2621600",65655,57.9991166077738516,12
"2621690",116000,82.6112073945696129,14
"2621840",125000,106.6002490660024907,37
"2621870",120000,98.2073265783320343,35
"2622050",125000,91.2408759124087591,25
"2622200",89900,69.9760765550239234,26
"2622290",70350,63.4796238244514107,13
"2622740",103000,78.5984848484848485,18
"2622860",55016,50,7
"2622970",91000,68.1653372008701958,25
"2622980",167500,126.6,10
"2623040",97500,81.25,11
"2623100",128000,121.3592233009708738,9
"2623130",87000,66.1971830985915493,18
"2623160",150000,86.1111111111111111,7
"2623250",88000,69.1228070175438596,12
"2623280",85900,71.5833333333333333,8
"2623460",46000,42.4354243542435424,7
"2623520",58000,48.2128013300083126,6
"2623610",99900,71.1538461538461538,5
"2623790",114995,106.4768518518518519,16
"2623850",130000,109.0604026845637584,7
"2623910",110000,80.94186902133922,9
"2624120",84900,66.1904761904761905,46
"2624150",79000,69.4444444444444444,41
"2624180",73500,60.945273631840796,11
"2624420",54900,38.8810198300283286,7
"2624600",82000,67.5575352635486266,18
"2624690",75000,60,26
"2624720",26000,25.0965250965250965,20
"2624960",102897,80.38828125,14
"2625140",201000,158.6506346025384102,11
"2625230",97000,81.6967792615868028,8
"2625320",124900,109.0909090909090909,34
"2625560",60000,50.4,37
"2625650",72000,65.4761904761904762,5
"2625680",84000,54.5454545454545455,11
"2625740",121000,108.1818181818181818,61
"2625800",98000,77.0209580838323353,15
"2625950",110000,90.694006309148265,27
"2625980",160000,130.2048909451421018,5
"2626010",115000,76.3532763532763533,11
"2626190",56900,49.9561018437225637,7
"2626220",60000,52.5974025974025974,13
"2626520",135000,125,9
"2626760",62000,52.4256651017214397,21
"2627060",98000,73.1896551724137931,22
"2627240",122000,106.4991807755324959,16
"2627420",76000,60.4761904761904762,14
"2627660",92000,72.2924187725631769,25
"2627810",47000,35.2987421383647799,8
"2628140",158500,141.9413919413919414,23
"2628200",75000,62.5,5
"2628500",121250,90.2157738095238095,6
"2628530",79000,68.0232558139534884,24
"2628560",215000,169.5352839931153184,30
"2628740",57774,47.169811320754717,50
"2628830",63760,57.5095057034220532,59
"2628950",96700,72.9398663697104677,48
"2629250",77000,61.6666666666666667,14
"2629370",110500,93.0134680134680135,13
