school_nces_code,median_sale_price,median_sale_price_per_sqft,total_sales
080480000804,275000,226.5238879736408567,7
080480000805,299000,217.9358717434869739,13
080480001316,296050,194.0035273368606702,9
080480001446,245000,190.8099688473520249,5
080480001486,262750,156.9905213270142180,9
080480001500,247900,191.1544227886056972,17
080480006489,280000,202.9914529914529915,20
080480006511,282000,232.2274881516587678,22
080483000807,193000,144.8767833981841764,7
080495000820,174900,150.0000000000000000,6
080531000874,355100,250.9946949602122016,8
080531000883,429950,244.0124858115777526,5
080531000890,297000,179.0235081374321881,9
080537000897,268000,251.2218963831867058,10
080537000899,365000,257.7590741714886902,7
080537000901,165700,130.4347826086956522,19
080537000911,355000,236.6576819407008086,8
080537000920,252000,213.8506163886874547,5
080537001373,275000,189.3939393939393939,11
080537001396,241000,188.2812500000000000,6
080537006397,159900,156.4579256360078278,5
080540000928,269500,210.2102102102102102,12
080540000936,391171,242.6506024096385542,5
080540000939,225000,165.9416141957641671,19
080540000942,235500,173.2973701955495617,23
080555000959,178100,121.2034383954154728,27
080555001860,178100,121.2034383954154728,27
080555001932,178100,121.2034383954154728,27
080555001997,178100,121.2034383954154728,27
080555002004,178100,121.2034383954154728,27
080555002007,178100,121.2034383954154728,27
080555002016,178100,121.2034383954154728,27
080555002017,178100,121.2034383954154728,27
080555002021,178100,121.2034383954154728,27
080555002031,178100,121.2034383954154728,27
080654001132,166000,88.6752136752136752,10
080654001135,166000,88.6752136752136752,10
080669006323,93000,77.5609756097560976,26
080681001166,404900,321.8884120171673820,5
080690001181,270000,156.7647058823529412,6
080690001190,165000,90.6593406593406593,5
080690001306,123508,74.8533333333333333,5
080690001401,234500,163.9344262295081967,14
080690001622,225000,137.4465485644471594,9
080690001668,395000,245.7264957264957265,25
080723001232,132000,77.6470588235294118,6
080723001242,271000,138.8319672131147541,5
080723001249,215000,135.0456621004566210,6
080723001252,199900,110.4750000000000000,5
080723001363,160001,126.0416666666666667,12
080723006373,247900,183.5317460317460317,8
080735001262,242000,153.2805429864253394,6
100008000027,182000,146.6666666666666667,5
100008000339,275000,152.0000000000000000,9
100018000038,154000,128.4403669724770642,12
100018000045,73000,53.4660766961651917,7
100018000047,85000,80.9523809523809524,5
100019000058,148000,103.9861351819757366,13
100020000312,157000,140.4878048780487805,6
100023000118,105000,79.2452830188679245,6
100023000197,130000,107.5000000000000000,6
100079000077,112500,89.1677675033025099,14
100079000097,112500,98.6842105263157895,8
100108000107,119000,94.2028985507246377,7
100124000318,145000,111.5384615384615385,6
100130000252,137500,114.8148148148148148,9
100130000255,100500,77.3076923076923077,5
100130000261,195000,136.8421052631578947,5
100130000315,110500,96.0869565217391304,5
100162000298,241000,131.6229782487451199,8
100162000300,175000,122.5490196078431373,13
110003000011,399999,367.7419354838709677,6
110003000126,204500,158.7732919254658385,5
120006000038,43144,31.7235294117647059,7
120006002647,80000,45.3514739229024943,14
120018000141,249000,183.6206896551724138,61
120018000143,210000,165.1754989676531315,53
120018000147,175000,134.5840130505709625,24
120018000148,235000,159.2505854800936768,29
120018000149,283000,208.5852478839177751,38
120018000150,199123,158.0341269841269841,14
120018000151,116500,91.9494869771112865,11
120018000152,115000,95.1029098651525905,8
120018000155,315000,241.5841584158415842,41
120018000156,310000,240.7407407407407407,51
120018000158,256000,208.0000000000000000,61
120018000159,150500,133.8661338661338661,40
120018000164,475000,331.8025258323765786,14
120018000165,198500,169.6284329563812601,10
120018000170,124000,93.0930930930930931,9
120018000175,169000,134.4262295081967213,28
120018000178,860000,527.3437500000000000,12
120018000181,162000,143.1423611111111111,29
120018000182,132500,111.1577181208053691,9
120018000184,308400,210.0982532751091703,28
120018000185,80000,75.1879699248120301,7
120018000189,71000,65.8146964856230032,9
120018000191,112850,93.2384105960264901,14
120018000192,475000,295.2144188937228092,12
120018000198,185000,137.5101708706265256,10
120018000199,169000,122.7272727272727273,8
120018000200,260000,142.8571428571428571,6
120018000201,179000,136.1111111111111111,9
120018000202,112000,111.0009910802775025,7
120018000204,146000,100.7189072609633357,21
120018000205,137000,105.5052790346907994,8
120018000206,339214,222.1911682504192286,75
120018000207,345000,212.4891587163920208,20
120018000212,138500,128.9062500000000000,31
120018000214,210000,166.9675090252707581,25
120018000215,230000,185.4905193734542457,7
120018000218,205000,153.9777587681779299,53
120018000223,182000,151.6556291390728477,35
120018000224,122500,98.9736070381231672,44
120018000226,147500,107.1203528670447385,76
120018000227,160000,134.6562721474131821,36
120018000228,213000,178.2426778242677824,13
120018000229,242000,176.6726943942133816,23
120018000230,175000,138.3960255500354862,12
120018000237,180001,153.9942252165543792,13
120018000240,200000,130.2083333333333333,16
120018000242,120000,89.5522388059701493,6
120018000243,84000,82.5958702064896755,5
120018000244,140000,109.0014064697609001,43
120018000245,145000,134.3110419906687403,11
120018000246,160125,112.1455576559546314,16
120018000254,175500,140.9638554216867470,10
120018000255,280000,192.0435031482541500,32
120018000257,225000,149.8392282958199357,13
120018000258,138000,115.3552330022918258,40
120018000259,165000,113.0041724617524339,60
120018000260,80379,60.2836879432624113,5
120018000266,165000,124.6438746438746439,28
120018000271,129000,98.4432234432234432,22
120018000273,157000,113.9351446099912358,41
120018000274,191500,133.1149927219796215,44
120018000280,165000,111.9133574007220217,123
120018000282,206479,155.3641835966892400,5
120018000283,219000,162.3815967523680650,11
120018000287,240000,157.3254670599803343,6
120018002039,156000,110.4972375690607735,7
120018002041,147000,136.1111111111111111,7
120018002047,162000,109.0573012939001848,51
120018002542,265000,219.8460222412318221,11
120018002545,260000,198.3860121049092132,10
120018002594,202000,145.4545454545454545,8
120018002803,176000,120.8506224066390041,41
120018002980,143000,130.0659754948162111,26
120018003682,165000,124.9076127124907613,90
120018003817,131000,99.0922844175491679,102
120018003818,185000,121.3910761154855643,12
120018004051,175500,140.1446654611211573,7
120018007250,159000,113.0490956072351421,72
120024000295,214000,150.6172839506172840,70
120024000297,110000,87.7659574468085106,153
120024000300,144000,114.8148148148148148,33
120024000301,108000,84.9002849002849003,95
120024000304,125000,100.7098491570541260,95
120024002548,155000,116.7687595712098009,152
120024002549,135900,108.6330935251798561,112
120024002724,134900,111.2167300380228137,86
120024002725,148000,108.1871345029239766,30
120024003333,145000,110.8936725375081539,62
120030000319,47500,31.4153439153439153,5
120030000321,90000,69.6594427244582043,7
120030000327,84000,81.2395309882747069,10
120030000332,47405,44.0566914498141264,5
120030003036,65500,62.0265151515151515,8
120030005469,167171,134.1661316211878010,5
120033000336,340000,216.2849872773536896,5
120033000340,1150000,857.1428571428571429,8
120033000341,387500,250.0000000000000000,14
120033000342,195000,163.5514018691588785,57
120033000345,405000,260.2660497397339503,36
120033000348,250000,201.3677811550151976,20
120033000350,240000,183.2500000000000000,7
120033000352,315000,235.1190476190476190,48
120033001382,272500,175.8664955070603338,39
120033002095,309750,185.8974358974358974,24
120033002496,230000,180.3118908382066277,6
120033002677,190000,156.7602873938602221,20
120033002730,308000,193.4523809523809524,57
120033002731,280000,186.6585067319461444,119
120033003038,285000,185.2134146341463415,31
120033003551,500000,265.0469353948094975,6
120033003829,418900,228.7820862916439104,14
120033003830,299000,183.3756345177664975,46
120033003962,245466,159.1867704280155642,12
120033004490,305000,187.9310344827586207,25
120039000367,205000,159.2039800995024876,1006
120039000368,77000,60.6352261790182868,13
120039000369,81809,63.0693763139453399,9
120039000370,230000,179.9307958477508651,7
120039000371,120000,96.0000000000000000,13
120039000372,255000,175.0972762645914397,5
120039000373,580000,343.7691835481890731,9
120039000377,96100,77.5792038992688871,15
120039000378,72100,55.2828902522154056,6
120039000382,115000,104.5454545454545455,7
120039000383,195000,154.2416452442159383,11
120039000389,549000,370.8609271523178808,10
120039000392,175000,120.7883026064844247,6
120039000393,585000,391.7137476459510358,22
120039000397,420000,270.9359605911330049,43
120039000400,240000,195.2380952380952381,19
120039000401,295000,201.6857314870559904,14
120039000404,285000,208.1598667776852623,7
120039000410,50000,43.3651344319167389,8
120039000415,319000,249.5009980039920160,11
120039000416,210000,162.0370370370370370,22
120039000417,160000,147.6014760147601476,5
120039000418,230000,180.3805774278215223,10
120039000421,165000,85.5809128630705394,5
120039000423,98000,89.5795246800731261,9
120039000424,165000,134.8547717842323651,9
120039000426,103000,88.0626223091976517,8
120039000428,108000,91.4479254868755292,11
120039000430,168000,147.1103327495621716,10
120039000432,125000,100.9657594381035996,11
120039000442,226000,175.0330250990752972,12
120039000446,250000,180.5385556915544676,6
120039000448,77629,57.3065902578796562,10
120039000451,109000,84.5070422535211268,5
120039000454,295000,201.9801980198019802,5
120039000456,350000,275.7575757575757576,8
120039000464,90000,64.2673521850899743,9
120039000465,365000,251.8939393939393939,59
120039000466,290000,215.8054711246200608,9
120039000468,415000,281.5013404825737265,28
120039000471,130000,103.8338658146964856,6
120039000478,195000,182.2916666666666667,12
120039000479,140500,94.8766603415559772,7
120039000482,123000,85.4201388888888889,12
120039000484,60900,47.9797979797979798,6
120039000495,102000,75.7029560201874549,5
120039000500,72000,70.0389105058365759,7
120039000501,159180,121.5277777777777778,12
120039000502,150000,108.5069444444444444,8
120039000508,160000,120.2749140893470790,6
120039000512,125000,111.5241635687732342,16
120039000513,245000,198.7023519870235199,6
120039000514,281000,235.3433835845896147,11
120039000518,249009,193.1799844840961986,5
120039000521,300000,241.1575562700964630,11
120039000525,250000,239.2344497607655502,10
120039000526,459000,263.9447958596894767,5
120039000528,425000,316.0746538229981939,21
120039000533,158500,126.5974440894568690,5
120039000534,549000,370.8609271523178808,10
120039000535,55200,51.8796992481203008,6
120039001388,258989,202.9694357366771160,12
120039002115,247500,172.4137931034482759,7
120039002292,219900,177.3097826086956522,5
120039002498,260000,227.4641954507160910,5
120039002699,205500,160.5504587155963303,7
120039002704,118000,100.8249312557286893,7
120039002711,220000,136.6459627329192547,8
120039002986,135000,94.5378151260504202,5
120039003047,116000,113.7254901960784314,7
120039003049,180000,133.6705202312138728,6
120039003162,212000,180.2721088435374150,8
120039003343,175000,141.5857605177993528,6
120039003697,149000,101.1056721056721057,13
120039004654,425000,245.2937820878494010,7
120039005838,140000,105.0531914893617021,21
120039007241,270000,142.2764227642276423,5
120039007515,146000,96.8169761273209549,13
120039007602,148900,104.7486033519553073,32
120042000621,149000,101.9151846785225718,12
120042000622,54000,44.5075757575757576,13
120042000625,120000,94.3837753510140406,11
120048000633,209900,156.8457538994800693,32
120048000637,239000,175.4385964912280702,5
120048000638,125000,106.3464837049742710,7
120048000639,82500,80.8823529411764706,31
120048000640,163000,135.7048748353096179,36
120048000641,22500,20.5104831358249772,6
120048000646,149900,118.2768691588785047,6
120048000650,22500,21.9084712755598832,5
120048000653,58000,45.2418096723868955,6
120048000661,123000,96.6767371601208459,9
120048000662,312000,202.2727272727272727,14
120048000664,58000,52.3465703971119134,5
120048000666,26000,23.1696014828544949,33
120048000667,190000,157.7380952380952381,26
120048000668,130900,93.7500000000000000,13
120048000669,17617,16.1920955882352941,5
120048000672,85000,73.9130434782608696,8
120048000673,59900,55.3604436229205176,15
120048000675,33500,29.1304347826086957,5
120048000676,237000,199.3353028064992614,6
120048000678,91000,81.7611524163568773,12
120048000679,60000,47.1854304635761589,7
120048000682,72404,60.7902735562310030,5
120048000683,102000,100.8902077151335312,5
120048000684,55000,43.1034482758620690,6
120048000688,38000,34.0264650283553875,13
120048000695,17617,16.1920955882352941,5
120048000715,8500,5.5374592833876221,7
120048000732,87000,82.3863636363636364,5
120048000735,115000,92.1521997621878716,6
120048000745,28514,25.8278985507246377,7
120048000750,265000,197.1726190476190476,8
120048000753,75200,51.8518518518518519,7
120048000754,148000,101.6684045881126173,8
120048000755,97000,74.2942050520059435,6
120048000757,73000,50.8002783576896312,6
120048000761,35000,28.7739783152627189,6
120048002159,119000,98.1412639405204461,23
120048002163,198000,161.3704071499503476,7
120048002700,127500,114.7244805781391147,6
120048002739,85000,74.6924428822495606,8
120048002742,109900,75.3480753480753481,17
120048002817,127000,108.5972850678733032,9
120048002818,52500,45.4152249134948097,10
120048003360,191000,137.8929950358521787,14
120048003843,78300,63.6363636363636364,15
120048004820,255000,194.6564885496183206,5
120048007606,155000,104.9465240641711230,17
120066004187,95500,73.5294117647058824,5
120087000566,136000,107.0796460176991150,19
120087000597,92100,64.4031954887218045,9
120087000618,70111,61.2903225806451613,5
120087000723,169900,115.0981719702098849,9
120087000910,89900,77.2297029702970297,42
120087000911,103000,83.7887067395264117,8
120087000914,200000,159.1240875912408759,16
120087000915,91000,68.2158920539730135,5
120087000922,147000,120.3369434416365824,54
120087000929,160000,134.5291479820627803,12
120087000931,159000,109.8901098901098901,20
120087000933,80500,67.6020408163265306,6
120087000935,78000,76.3888888888888889,22
120087000939,115000,104.6025104602510460,12
120087000942,105000,71.2433718558803535,6
120087000947,90000,77.1648044692737430,24
120087000948,91214,65.0684931506849315,5
120087000949,83200,67.0611439842209073,27
120087000953,93000,74.9027237354085603,6
120087000955,419000,287.3563218390804598,17
120087000956,193500,185.9504132231404959,12
120087000957,128360,109.5238095238095238,17
120087000958,185000,132.3996655518394649,15
120087000962,71400,66.1210629921259843,10
120087000967,102000,74.4047619047619048,6
120087000968,134000,87.8112712975098296,16
120087000969,128000,101.5230635335073977,19
120087000977,266000,220.7880434782608696,30
120087000980,91000,63.9044943820224719,7
120087000987,114000,98.8700564971751412,12
120087000989,66000,59.1715976331360947,11
120087000990,270000,191.1764705882352941,33
120087000991,101000,71.2697483908718549,7
120087000992,112000,87.8425860857343640,5
120087000993,105000,84.5195729537366548,17
120087000997,64365,48.0335820895522388,5
120087001002,45000,34.2565597667638484,9
120087001005,149900,148.7103174603174603,6
120087001012,325000,256.9000000000000000,27
120087001013,134000,100.2155172413793103,18
120087001015,175000,149.1989319092122830,57
120087001016,60600,45.9090909090909091,8
120087001019,65000,41.6666666666666667,5
120087001020,36000,33.8345864661654135,12
120087001022,94850,85.4504504504504505,10
120087001027,102000,89.4346617238183503,6
120087001031,125000,107.6923076923076923,5
120087001033,104799,91.7431192660550459,10
120087001039,69269,64.1379629629629630,7
120087001040,85000,62.9956043956043956,6
120087001041,108000,93.5185185185185185,5
120087002183,162750,121.0937500000000000,13
120087002184,190550,130.0479123887748118,62
120087002507,106000,104.4776119402985075,13
120087002510,170000,104.1916167664670659,6
120087002513,97000,70.9064327485380117,12
120087002702,128000,98.5027580772261623,9
120087002827,145000,94.9623624782860452,291
120087002829,133000,108.4070796460176991,12
120087002830,141000,97.1534653465346535,8
120087003072,138000,96.7741935483870968,11
120087003375,195000,108.0402010050251256,6
120087003387,240000,148.2479784366576819,14
120087004094,127860,104.4444444444444444,8
120087004152,75000,64.1025641025641026,9
120087004153,34500,31.7002881844380403,5
120087004158,150065,104.2842251563585823,6
120087004166,110500,97.2590627763041556,9
120087004168,144000,131.0861423220973783,10
120087004871,159900,110.6927710843373494,19
120087004884,262000,210.2728731942215088,5
120087006817,92500,75.5718954248366013,6
120087007252,185000,128.5615010423905490,5
120087007493,51504,44.1176470588235294,6
120087007494,261900,163.1368059530623927,28
120105001087,89000,66.0727542687453601,15
120105001088,126000,114.9155722326454034,16
120105001090,86900,80.7899461400359066,22
120105001091,112500,88.3458646616541353,32
120105001093,120000,81.2949640287769784,10
120105001106,107000,82.4372759856630824,43
120105001116,125000,102.6490066225165563,56
120105001120,125000,96.0851648351648352,44
120105002074,83905,70.8185763888888889,13
120105002659,165000,129.7169811320754717,8
120105003593,155000,120.0361010830324910,75
120105003594,160000,108.1081081081081081,28
120105003595,171000,115.1535380507343124,102
120105003980,132000,92.7988121752041574,196
120105004365,123500,92.5925925925925926,26
120105006998,195000,122.1159257175014069,46
120105007655,115900,109.4276094276094276,9
120108000779,156000,112.8274009402283412,138
120108000783,215000,147.0588235294117647,217
120108001122,171300,125.0000000000000000,400
120108001125,274000,179.2114695340501792,225
120108001126,160000,124.2730210016155089,187
120108001129,108000,83.6012861736334405,43
120108001130,171300,125.0000000000000000,400
120108001131,360000,293.8432835820895522,30
120108001135,171300,125.0000000000000000,400
120108001136,156000,112.8274009402283412,138
120108001138,90000,72.3104056437389771,203
120108001140,108000,83.6012861736334405,43
120108001141,171300,125.0000000000000000,400
120108001142,235000,183.6734693877551020,60
120108001143,575000,380.3418803418803419,32
120108001144,108000,83.6012861736334405,43
120108001145,152000,120.0000000000000000,110
120108001146,171300,125.0000000000000000,400
120108001148,171300,125.0000000000000000,400
120108001149,108000,83.6012861736334405,43
120108001153,171300,125.0000000000000000,400
120108001155,152000,120.0000000000000000,110
120108001158,156000,112.8274009402283412,138
120108001758,152000,120.0000000000000000,110
120108002076,160000,124.2730210016155089,187
120108002078,205000,145.5748552522746071,196
120108002332,160000,124.2730210016155089,187
120108002337,274000,179.2114695340501792,225
120108002399,274000,179.2114695340501792,225
120108002472,215000,147.0588235294117647,217
120108002613,205000,145.5748552522746071,196
120108002614,160000,124.2730210016155089,187
120108002833,152000,120.0000000000000000,110
120108002834,171300,125.0000000000000000,400
120108003197,90000,72.3104056437389771,203
120108003947,152000,120.0000000000000000,110
120108003948,205000,145.5748552522746071,196
120108003949,171300,125.0000000000000000,400
120108003950,90000,72.3104056437389771,203
120108003953,215000,147.0588235294117647,217
120108004108,160000,124.2730210016155089,187
120108004918,215000,147.0588235294117647,217
120108004924,215000,147.0588235294117647,217
120108007321,215000,147.0588235294117647,217
120108007328,160000,124.2730210016155089,187
120108007539,90000,72.3104056437389771,203
120108007597,108000,83.6012861736334405,43
120108008105,215000,147.0588235294117647,217
120123000822,249204,155.7150745444505798,38
120123001217,440000,333.3333333333333333,57
120123001218,117000,91.1904761904761905,40
120123001219,131500,108.7719298245614035,59
120123001222,150000,120.3703703703703704,20
120123001225,149900,114.9425287356321839,21
120123001227,78000,66.1577608142493639,12
120123001228,95394,84.9731663685152057,24
120123001229,137500,111.8475559237779619,24
120123001230,201000,150.1623376623376623,78
120123001231,164000,129.0963257199602781,20
120123001233,131350,107.4218750000000000,49
120123001234,44000,30.8988764044943820,5
120123001235,79900,77.1235521235521236,11
120123001239,170000,145.5180580224985198,15
120123001240,198000,132.7217125382262997,17
120123001244,163000,109.9873577749683944,38
120123002082,170000,120.9005376344086022,29
120123002083,267601,182.7485380116959064,47
120123002474,179900,131.9828115408225905,52
120123002615,294000,172.0475785896346644,31
120123002757,143000,116.0714285714285714,7
120123002839,185000,135.7142857142857143,57
120123004110,235000,159.5383570943652410,6
120123004111,255600,149.1966335118592196,48
120123004204,170000,109.6067053513862025,16
120123004374,246000,155.1974448315911731,118
120123005609,305000,184.7826086956521739,69
120123007315,261539,176.1904761904761905,38
120123007368,210000,133.3333333333333333,26
120129001284,199900,158.8235294117647059,36
120129001285,185000,115.2482269503546099,19
120129001287,190000,128.8807189542483660,30
120129001288,153000,125.7750221434898140,46
120129001290,211000,145.4402515723270440,33
120129002619,139650,121.8608852755194219,17
120129002770,236000,153.1585220500595948,26
120129002915,187000,137.3626373626373626,26
120129003007,179900,127.5811209439528024,88
120129003087,200000,139.0163934426229508,57
120129007264,182500,122.1507890122735243,31
120144001368,250000,194.2697414395527603,35
120144001370,270000,220.3389830508474576,19
120144001371,159000,143.7444543034605146,15
120144001372,215000,174.0671641791044776,33
120144001374,239900,192.7398444252376837,25
120144001378,165000,138.5701676963812886,37
120144001385,95000,79.4314381270903010,5
120144001386,134000,107.0205479452054795,12
120144001387,82000,60.3896103896103896,6
120144001390,225000,186.0380116959064327,39
120144001391,200000,166.6666666666666667,25
120144001393,180000,145.1876019575856444,10
120144001394,238000,197.2386587771203156,15
120144001398,95250,76.6330645161290323,10
120144001400,220000,179.4871794871794872,25
120144001402,84000,64.5621181262729124,5
120144001405,93000,80.6313993174061433,6
120144001408,107100,101.6617790811339198,7
120144001412,280000,180.7851239669421488,11
120144001413,99000,87.6338851022395326,13
120144001414,45500,34.4175491679273828,7
120144001419,109900,109.0277777777777778,8
120144001425,141000,122.6415094339622642,12
120144001434,278000,278.0000000000000000,5
120144001436,92500,84.0909090909090909,13
120144001438,136000,84.2013888888888889,10
120144001444,62000,53.0821917808219178,5
120144001446,121500,117.5993511759935118,6
120144001450,129000,115.5105973025048170,5
120144001453,102709,95.1199338296112490,8
120144001456,127000,104.5112781954887218,8
120144002574,150000,113.6154553817847286,10
120144002685,135000,123.5132662397072278,10
120144002687,153500,131.5789473684210526,6
120144002781,255000,183.2386363636363636,6
120144002782,160000,126.9775187343880100,10
120144002859,165000,120.9677419354838710,102
120144002860,165000,141.0579345088161209,6
120144002861,126000,120.9213051823416507,5
120144002919,165000,124.6223564954682779,5
120144003218,82500,73.7265415549597855,6
120144003451,119700,110.5263157894736842,8
120144003453,95000,79.0349417637271215,6
120144003454,165000,137.5661375661375661,13
120144004396,175000,128.0000000000000000,7
120144007523,149000,129.1666666666666667,7
120144007611,124000,107.0535714285714286,6
120147001471,125000,107.5731497418244406,156
120147001472,115000,71.3399503722084367,7
120147001474,120000,107.7199281867145422,23
120147002231,150000,108.9473684210526316,11
120147002357,125000,109.5197978096040438,24
120147002575,108000,103.2660902977905860,12
120147002576,133797,107.9976649153531816,21
120147002675,135000,118.1624548736462094,24
120147003749,97000,81.6993464052287582,16
120147007373,108000,103.2660902977905860,12
120147007630,147500,113.4615384615384615,8
120150000961,218000,143.2352941176470588,14
120150001476,255000,203.3492822966507177,26
120150001479,190000,165.2119700748129676,5
120150001480,188000,140.7766990291262136,13
120150001483,122000,104.9913941480206540,7
120150001487,361600,243.4679334916864608,13
120150001490,157500,142.3149905123339658,22
120150001497,360000,305.3435114503816794,24
120150001501,115000,96.2343096234309623,6
120150001504,140000,109.9764336213668500,17
120150001506,230000,184.5184518451845185,30
120150001511,175000,144.0800000000000000,5
120150001512,120000,114.4688644688644689,7
120150001513,152000,120.4665161775771257,14
120150001514,125000,120.4238921001926782,7
120150001515,210000,162.6984126984126984,75
120150001519,116500,103.8324420677361854,18
120150001520,138239,116.6018878400888395,13
120150001522,230000,131.6511245200219419,9
120150001525,151500,115.5546218487394958,101
120150001526,182500,150.6276150627615063,15
120150001528,318000,223.7136465324384787,22
120150001532,230000,167.1755725190839695,21
120150001533,260000,183.2530765115034778,37
120150001534,280000,204.6783625730994152,10
120150001551,41000,37.7855887521968366,5
120150001552,197500,162.8194558944765045,12
120150001553,207500,131.6306483300589391,82
120150001556,308000,228.2934131736526946,36
120150001559,144000,137.5432525951557093,5
120150002232,243000,192.1995783555867885,20
120150002386,255000,172.5431357839459865,17
120150002450,238000,170.9956709956709957,7
120150002579,169000,97.0149253731343284,11
120150002628,144500,126.2214983713355049,7
120150002629,182500,132.7586206896551724,13
120150002630,230000,160.1731601731601732,6
120150002690,152000,124.4665718349928876,10
120150002693,200000,138.9830508474576271,12
120150002694,205000,148.5943775100401606,11
120150002696,291000,204.3090638930163447,16
120150002784,148000,105.3013798111837328,33
120150002786,220000,156.2500000000000000,6
120150002871,299000,208.6230876216968011,12
120150002872,180000,133.0024813895781638,35
120150002933,165000,100.6097560975609756,32
120150003009,162000,131.4553990610328638,14
120150003011,235000,148.2673267326732673,33
120150003638,206000,168.8524590163934426,18
120150003756,327000,224.8062015503875969,25
120150003759,204200,133.9013998782714547,9
120150003760,199000,130.4103428892636313,37
120150003898,185000,141.7434443656980865,15
120150003899,180000,126.0504201680672269,119
120150003900,123000,107.2134387351778656,6
120150003901,90000,81.8761384335154827,8
120150003946,200000,145.2020202020202020,20
120150004128,130000,93.6875000000000000,6
120150004409,123000,109.7234611953612846,15
120150004411,155900,101.9108280254777070,18
120150007552,245000,150.5480335267569310,26
120150007561,252500,164.2710472279260780,8
120150007604,150000,115.9356725146198830,15
120153001564,43144,31.4625850340136054,12
120153001567,115000,86.9221411192214112,41
120153001570,96500,80.3571428571428571,50
120153001572,154000,112.6126126126126126,38
120153001573,86600,72.0973782771535581,124
120153001575,93000,76.0233918128654971,69
120153001576,99900,72.4826388888888889,235
120153001577,135000,100.5844155844155844,5
120153001579,80000,62.7062706270627063,157
120153001582,128000,85.8294930875576037,15
120153001585,117000,90.9090909090909091,47
120153001587,82000,68.3001893939393939,104
120153001588,75000,63.5146443514644351,127
120153002239,82000,59.5351609058402861,57
120153002240,96000,73.7577639751552795,100
120153002241,135000,95.2054794520547945,33
120153002451,170000,121.8253968253968254,14
120153002580,108000,89.7703549060542797,8
120153002632,100000,83.5016835016835017,63
120153002678,130000,93.0460333006856024,71
120153002787,143000,91.9614147909967846,11
120153002880,81000,64.9350649350649351,129
120153002937,76000,62.0689655172413793,34
120153003251,122500,82.6034063260340633,10
120153003476,158500,112.9008746355685131,12
120153003651,75000,62.6420454545454545,58
120153003911,199900,126.3187118267629095,25
120153004132,100000,99.2063492063492063,5
120153004421,81000,61.7559523809523810,129
120153004422,69900,56.9498069498069498,103
120153005692,126000,89.1126025354213274,98
120153005693,215000,131.5002988643156007,7
120153006288,71760,56.0049782202862477,134
120153006561,179500,110.1532567049808429,34
120153006755,142000,109.8265895953757225,5
120153006976,170000,101.7595307917888563,31
120153007289,124500,89.2108938547486034,9
120153007385,160000,100.3333333333333333,5
120153007406,80000,66.8945312500000000,114
120156000984,151000,120.1923076923076923,22
120156001592,170000,138.2978723404255319,48
120156001593,249900,178.8291900561347233,104
120156001595,128000,103.4782608695652174,21
120156001597,215000,156.6901408450704225,91
120156001601,144000,118.5258964143426295,62
120156001602,154900,120.1079622132253711,71
120156001603,131000,109.1045899172310008,21
120156001604,140000,118.6134852801519468,35
120156001606,60000,51.6772438803263826,15
120156001612,135500,121.0287443267776097,19
120156001615,155000,126.2538699690402477,64
120156001618,146000,111.0645604395604396,15
120156001619,52000,39.6094570928196147,19
120156001621,134000,126.6081871345029240,35
120156001622,130000,109.2176607281177382,42
120156001626,155000,131.9884726224783862,71
120156001627,151000,127.5000000000000000,13
120156001632,135000,108.7832393231265109,74
120156001636,114900,95.3125000000000000,12
120156001641,160000,120.5447470817120623,23
120156001644,175000,132.9394387001477105,74
120156001645,153500,130.8664259927797834,89
120156001648,259500,208.9905362776025237,94
120156001651,145000,127.0608300170551450,99
120156001654,201000,141.0060975609756098,54
120156001655,152000,126.0217983651226158,33
120156001656,180000,143.3389544688026981,55
120156001657,181000,148.5507246376811594,29
120156001663,138000,106.4189189189189189,111
120156001665,109900,86.4495677233429395,19
120156001668,146154,117.8781925343811395,72
120156001669,137000,108.8227040816326531,57
120156001670,140825,105.3615960099750623,35
120156001673,159900,139.9825021872265967,50
120156001677,192000,148.9203276247207744,65
120156001678,155000,120.8584337349397590,64
120156001679,165500,142.1800947867298578,80
120156001682,137000,118.2415776499589154,33
120156001683,187000,155.6547619047619048,44
120156001685,140500,107.7741407528641571,37
120156001686,94100,78.2608695652173913,14
120156001689,124900,114.5539906103286385,36
120156001690,147900,119.3236714975845411,54
120156001691,105000,87.5656742556917688,36
120156001695,127000,100.2824858757062147,45
120156001698,159000,127.1428571428571429,22
120156001699,149900,123.6131934032983508,60
120156001700,197600,159.4896331738437002,119
120156002244,143500,110.5358758888170653,54
120156002393,145000,127.9279279279279279,32
120156002479,179900,122.8331177231565330,56
120156002528,163000,135.1351351351351351,43
120156002582,128000,119.2579505300353357,32
120156002633,137500,117.4610894941634241,20
120156002789,156000,126.5206812652068127,108
120156002884,172500,125.9920634920634921,186
120156002886,225000,168.4141546526867628,23
120156002938,155000,119.2307692307692308,20
120156002939,161500,130.2521008403361345,6
120156003253,160000,135.8252427184466019,70
120156003254,126000,110.8179419525065963,11
120159001043,158500,121.9720580333154218,6
120159001706,90000,82.4652777777777778,9
120159001708,118000,93.8985736925515055,13
120159001709,70000,56.2113932738503775,12
120159001710,64500,62.9575402635431918,6
120159001712,99900,85.1466414380321665,18
120159001713,111000,95.1585976627712855,36
120159001715,100000,77.4834437086092715,26
120159001716,67000,61.3157894736842105,7
120159001717,100000,77.1065182829888712,34
120159001722,103800,78.1686208821887214,8
120159001730,118000,81.7757009345794393,66
