nces_code,name,city,state_code,is_suburb,district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,school_quality,great_schools_rating,number_of_students,median_sale_price,median_sale_price_per_sqft,total_sales
490072001273,Odyssey School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,3,643,68200,39.682539682539684,12
490072001274,Thomas O Smith School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,528,74900,56.25,25
490072001276,Wasatch School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,7,375,97000,66.66666666666667,8
490072001280,Heritage School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,776,97500,89.0,15
490072001282,Hillcrest School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,483,114000,79.40904893813482,7
490072001283,Dee School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,3,370,58750,46.779661016949156,15
490072001286,Gramercy School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,3,458,87500,58.30039525691699,13
490072001287,James Madison School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,1,596,67000,49.18981481481482,17
490072001291,Polk School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,5,408,101000,62.354312354312356,14
490072001383,Taylor Canyon School,Ogden,UT,principal_city,4900720,Ogden City District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,4,479,86500,59.701492537313435,19
490081000455,Franklin School,Provo,UT,principal_city,4900810,Provo District,"Provo, UT","Provo-Orem, UT","Provo-Orem, UT",average_school,4,494,119900,89.54900260190807,6
490081000461,Provost School,Provo,UT,principal_city,4900810,Provo District,"Provo, UT","Provo-Orem, UT","Provo-Orem, UT",top_school,8,435,122880,76.8,5
490081000465,Timpanogos School,Provo,UT,principal_city,4900810,Provo District,"Provo, UT","Provo-Orem, UT","Provo-Orem, UT",average_school,5,664,139000,99.49302915082383,6
490081001074,Provo Peaks School,Provo,UT,principal_city,4900810,Provo District,"Provo, UT","Provo-Orem, UT","Provo-Orem, UT",average_school,4,483,160000,98.01980198019803,9
490087000487,Edison School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,3,663,100900,73.20441988950276,8
490087000488,Emerson School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,6,584,199900,129.31034482758622,31
490087000489,Ensign School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",top_school,9,362,213000,138.88888888888889,13
490087000490,Franklin School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,3,559,105000,88.30950378469302,10
490087000494,Hawthorne School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,7,472,206000,142.55167498218103,30
490087000497,Highland Park School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",top_school,8,736,163350,131.9188191881919,16
490087000503,Jackson School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,2,485,84900,71.29629629629629,12
490087000509,Meadowlark School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,1,558,100322,74.25287356321839,5
490087000510,Newman School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,6,504,157000,102.57913247362251,5
490087000511,Nibley Park School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,3,493,185000,129.28022361984625,31
490087000515,Riley School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,2,431,86000,68.51604278074866,15
490087000516,Rose Park School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,2,503,102500,66.73177083333333,8
490087000520,Uintah School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",top_school,10,552,267000,175.05387931034483,22
490087000521,Wasatch School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",top_school,9,476,172000,146.06227106227107,10
490087000522,Washington School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,4,404,190000,155.43478260869566,13
490087000525,Whittier School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,4,735,160000,118.81188118811882,55
490087000665,M Lynn Bennion School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,4,292,167750,134.37757625721352,25
490087000666,Lincoln School,Salt Lake City,UT,principal_city,4900870,Salt Lake District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,1,529,152500,124.24033149171271,35
490105000562,Northlake School,Tooele,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,4,551,119000,82.3170731707317,8
490105000565,East School,Tooele,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,5,530,103000,77.36156351791531,18
490105000568,Harris School,Tooele,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,3,435,88000,61.82592242194891,9
490105000579,West School,Tooele,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",poor_school,3,386,104900,65.65126050420169,12
490105001097,Rose Springs School,Erda,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,6,842,120435,81.56756756756756,5
490105001179,Settlement Canyon School,Tooele,UT,suburb,4901050,Tooele District,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",average_school,5,674,97236,60.0,5
490120000615,Club Heights School,Washington Terrace,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,357,116900,72.0,16
490120000622,Marlon Hills School,South Ogden,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,4,335,150000,117.9672131147541,5
490120000627,North Park School,Roy,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,3,404,165000,125.93094109681788,6
490120000631,Plain City School,Plain City,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,5,742,172465,112.72727272727273,5
490120000633,Roosevelt School,Washington Terrace,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,3,524,125000,82.65424912689174,8
490120000636,Roy School,Roy,UT,suburb,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,533,125000,82.89124668435014,9
490120000640,Uintah School,Ogden,UT,principal_city,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",average_school,5,716,113900,64.53744493392071,17
490120000644,Washington Terrace School,Ogden,UT,principal_city,4901200,Weber District,"Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",poor_school,2,501,113900,64.53744493392071,17
510012000038,Charles Barrett Elementary School,Alexandria,VA,suburb,5100120,Alexandria City Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",top_school,8,445,600000,405.4054054054054,6
510012000039,Douglas MacArthur Elementary School,Alexandria,VA,suburb,5100120,Alexandria City Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,5,705,546000,357.14285714285717,6
510012000044,Jefferson-Houston Prek-8 School,Alexandria,VA,suburb,5100120,Alexandria City Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",poor_school,1,350,605000,394.393741851369,6
510012000050,Mount Vernon Community School,Alexandria,VA,suburb,5100120,Alexandria City Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",poor_school,3,772,575000,494.8364888123924,5
510027000094,Henry Elementary School,Arlington,VA,suburb,5100270,Arlington County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",top_school,9,460,595000,458.47457627118644,7
510027000101,McKinley Elementary School,Arlington,VA,suburb,5100270,Arlington County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",top_school,10,536,600250,500.3921568627451,5
510027000103,Oakridge Elementary School,Arlington,VA,suburb,5100270,Arlington County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,7,704,580000,491.4850136239782,6
510081000293,George W. Carver Intermediate School,Chesapeake,VA,suburb,5100810,Chesapeake Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,559,78000,72.94007490636704,8
510081000294,Georgetown Primary School,Chesapeake,VA,suburb,5100810,Chesapeake Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,758,142500,115.625,9
510081000309,Sparrow Road Intermediate School,Chesapeake,VA,suburb,5100810,Chesapeake Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,502,127250,98.18672839506173,12
510084000327,Ettrick Elementary School,Petersburg,VA,suburb,5100840,Chesterfield County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,536,65625,54.6875,6
510084000339,Matoaca Elementary School,Petersburg,VA,suburb,5100840,Chesterfield County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,7,459,101000,87.18703976435935,5
510084000345,Reams Road Elementary School,Richmond,VA,principal_city,5100840,Chesterfield County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",top_school,8,541,144150,111.72161172161172,5
510084002055,Clover Hill Elementary School,Midlothian,VA,suburb,5100840,Chesterfield County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,6,803,145000,119.04761904761905,6
510126000583,Waynewood Elementary School,Alexandria,VA,suburb,5101260,Fairfax County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",top_school,9,733,459900,364.07766990291265,9
510132000615,W.G. Coleman Elementary School,Marshall,VA,suburb,5101320,Fauquier County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,6,348,270000,195.65217391304347,5
510132002533,James G. Brumfield Elementary School,Warrenton,VA,suburb,5101320,Fauquier County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,4,575,190000,141.11204717775905,6
510151002468,Lafayette Upper Elementary School,Fredericksburg,VA,suburb,5101510,Fredericksburg City Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,4,704,190000,186.04651162790697,21
510180000725,A.W.E. Bassette Elementary School,Hampton,VA,suburb,5101800,Hampton City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,1,389,27000,24.0,5
510180000743,Jane H. Bryan Elementary School,Hampton,VA,suburb,5101800,Hampton City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,391,42000,31.0,10
510180002811,Hunter B. Andrews,Hampton,VA,suburb,5101800,Hampton City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,1208,127500,92.8319623971798,13
510189000793,Crestview Elementary School,Richmond,VA,principal_city,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,6,362,150000,145.18,6
510189000797,Holladay Elementary School,Richmond,VA,principal_city,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,619,120000,90.29192124915139,5
510189000798,Fair Oaks Elementary School,Highland Springs,VA,suburb,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,4,367,74000,69.54887218045113,6
510189000802,Glen Lea Elementary School,Richmond,VA,principal_city,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,3,536,84000,74.79964381121995,6
510189000815,Lakeside Elementary School,Richmond,VA,principal_city,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,3,496,138500,115.92178770949721,13
510189000834,Varina Elementary School,Richmond,VA,principal_city,5101890,Henrico County Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,337,259900,157.56969696969696,16
510201000873,Hardy Elementary School,Smithfield,VA,suburb,5102010,Isle of Wight County Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,4,485,209500,127.89968652037618,7
510225000911,Banneker Elementary School,Middleburg,VA,suburb,5102250,Loudoun County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,4,161,320000,301.8867924528302,7
510225000914,Catoctin Elementary School,Leesburg,VA,suburb,5102250,Loudoun County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,7,580,340000,213.50931677018633,7
510225002776,Steuart W. Weller Elementary School,Ashburn,VA,suburb,5102250,Loudoun County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,6,831,430000,270.27027027027026,5
510225002812,Woodgrove High School,Purcellville,VA,suburb,5102250,Loudoun County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,7,1494,225000,187.5,10
510264000358,Kiln Creek Elementary School,Newport News,VA,suburb,5102640,Newport News City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,752,187000,136.8421052631579,5
510264001043,Carver Elementary School,Newport News,VA,suburb,5102640,Newport News City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,1,723,53900,44.71544715447155,8
510267001081,Bay View Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,6,723,144001,116.54135338345864,5
510267001087,Willard Model Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,612,116000,101.28913443830571,7
510267001089,Coleman Place Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,1,749,62500,57.69230769230769,13
510267001097,Granby Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,4,630,140000,125.97150259067358,11
510267001112,Lindenwood Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,1,425,60500,50.416666666666664,8
510267001113,Little Creek Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,847,83000,75.66287878787878,7
510267001116,Mary Calcott Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",top_school,8,500,133000,96.2135319677219,8
510267001125,Ocean View Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,6,569,115057,96.36264656616416,11
510267001135,Sewells Point Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",top_school,8,644,75000,50.0,8
510267001136,Sherwood Forest Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,630,65000,62.56015399422522,7
510267001144,W.H. Taylor Elementary School,Norfolk,VA,suburb,5102670,Norfolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,6,424,129000,117.27272727272727,9
510298001230,Poquoson Elementary School,Poquoson,VA,suburb,5102980,Poquoson City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",top_school,9,468,103000,95.83333333333333,8
510300001245,Douglass Park Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,723,40000,28.132992327365727,5
510300001252,James Hurst Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,4,703,53550,51.88953488372093,5
510300001253,John Tyler Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,732,99000,89.83402489626556,12
510300001257,Simonsdale Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,731,103000,99.42084942084942,7
510300001258,Park View Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,624,48000,36.62109375,8
510300001264,Westhaven Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,521,59250,47.023809523809526,10
510300002472,Brighton Elementary School,Portsmouth,VA,suburb,5103000,Portsmouth City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,549,27000,22.033898305084747,9
510313001303,John F. Pattie Senior. Elementary School,Dumfries,VA,suburb,5103130,Prince William County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,7,704,329900,191.91390343222804,9
510321001347,Rappahannock County Elementary School,Washington,VA,suburb,5103210,Rappahannock County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,5,554,230000,174.24242424242425,11
510324000381,J.E.B. Stuart Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,4,442,40000,33.70786516853933,6
510324001357,Blackwell Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,1,656,29000,24.20856610800745,9
510324001359,Chimborazo Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,467,128000,82.9113924050633,19
510324001367,Swansboro Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,1,330,60000,44.44444444444444,10
510324001370,George Mason Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,1,454,112000,79.62962962962963,13
510324001378,J.L. Francis Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,524,99000,74.48186528497409,6
510324001379,John B. Cary Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,6,316,170000,134.71971066907776,19
510324001383,Mary Munford Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",top_school,9,529,229950,194.2117288651942,18
510324001387,Oak Grove/bellemeade Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,1,360,34100,32.520325203252035,5
510324001400,Southampton Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,5,489,187000,144.13741598207616,14
510324001404,Westover Hills Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,2,392,207200,152.16068167985392,18
510324001406,William Fox Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",average_school,7,572,234500,202.33812949640287,17
510324001860,Bellevue Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,3,374,200000,131.57894736842104,25
510324001927,Linwood Holton Elementary School,Richmond,VA,principal_city,5103240,Richmond City Public Schools,"Richmond, VA","Richmond, VA","Richmond, VA",poor_school,3,601,190000,173.87218045112783,18
510364002318,Parkside Elementary School,Fredericksburg,VA,suburb,5103640,Spotsylvania County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",top_school,8,732,275000,170.35207268597387,6
510366001597,Ferry Farm Elementary School,Fredericksburg,VA,suburb,5103660,Stafford County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,7,636,150000,101.59253157605711,11
510366001599,Hartwood Elementary School,Fredericksburg,VA,suburb,5103660,Stafford County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,6,583,232000,167.6829268292683,12
510366002547,Rocky Run Elementary School,Fredericksburg,VA,suburb,5103660,Stafford County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,6,798,275000,185.3099730458221,10
510371001876,Elephant's Fork Elementary School,Suffolk,VA,suburb,5103710,Suffolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,2,685,110000,90.47619047619048,6
510371001895,MacK Benn Junior Elementary School,Suffolk,VA,suburb,5103710,Suffolk City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,744,112000,96.32107023411372,6
510384001699,Linkhorn Park Elementary School,Virginia Beach,VA,principal_city,5103840,Va Beach City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",top_school,8,763,215111,141.5203947368421,5
510384001704,Newtown Elementary School,Virginia Beach,VA,principal_city,5103840,Va Beach City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,6,518,182000,141.66666666666666,6
510384001725,Williams Elementary School,Virginia Beach,VA,principal_city,5103840,Va Beach City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",poor_school,3,437,182000,141.66666666666666,6
510384002107,Parkway Elementary School,Virginia Beach,VA,principal_city,5103840,Va Beach City Public Schools,"Hampton Roads, VA","Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",average_school,5,569,150000,145.52845528455285,5
510387001636,Hilda J. Barbour Elementary School,Front Royal,VA,suburb,5103870,Warren County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,5,548,127000,82.16783216783217,9
510387001731,Leslie Fox Keyser Elementary School,Front Royal,VA,suburb,5103870,Warren County Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,5,588,149000,98.15546772068511,8
