nces_code,name,city,state_code,is_suburb,district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,school_quality,great_schools_rating,number_of_students,median_sale_price,median_sale_price_per_sqft,total_sales
040000100120,Black Mountain Elementary School,Scottsdale,AZ,suburb,0400001,Cave Creek Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,470,375000,227.5449101796407,41
040060000012,Granada East School,Phoenix,AZ,principal_city,0400600,Alhambra Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,1132,115000,98.55334538878843,9
040060001418,Montebello School,Phoenix,AZ,principal_city,0400600,Alhambra Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,1357,149810,125.0,9
040060001486,Granada Primary School,Phoenix,AZ,principal_city,0400600,Alhambra Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,1,949,115000,98.55334538878843,9
040068000025,Frances Owen Holaway Elementary School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,346,140000,123.55848434925865,11
040068000026,Helen Keeling Elementary School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,3,446,94500,77.01711491442543,6
040068000029,Lulu Walker School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,6,547,135000,119.60600375234522,13
040068001001,Richard B Wilson Junior School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,8,1253,212000,128.89935256032962,14
040068001031,Mesa Verde Elementary School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,7,389,240000,142.7755568246716,5
040068001286,Rio Vista Elementary School,Tucson,AZ,principal_city,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,5,492,215000,142.2070534698521,8
040068001394,Copper Creek Elementary School,Oro Valley,AZ,suburb,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,8,587,216000,136.00485731633273,18
040068002066,Painted Sky Elementary School,Oro Valley,AZ,suburb,0400680,Amphitheater Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,671,218000,146.01139601139602,173
040079000041,Four Peaks Elementary School,Apache Junction,AZ,suburb,0400790,Apache Junction Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,677,132000,107.93871866295265,50
040079001461,Desert Vista Elementary School,Apache Junction,AZ,suburb,0400790,Apache Junction Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,661,140000,119.28219563687544,27
040079002212,Peralta Trail Elementary School,Apache Junction,AZ,suburb,0400790,Apache Junction Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,469,210000,134.375,99
040096002494,Centerra Mirage,Goodyear,AZ,suburb,0400960,Avondale Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,597,165900,111.11111111111111,6
040138002490,Sundance Elementary School,Buckeye,AZ,suburb,0401380,Buckeye Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,792,177900,120.29867256637168,85
040168001055,Tomahawk School,Phoenix,AZ,principal_city,0401680,Cartwright Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,990,89900,76.58959537572254,6
040168003122,Manuel Pena Junior. School,Phoenix,AZ,principal_city,0401680,Cartwright Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,880,135905,96.65955934612651,6
040171000107,Cottonwood Elementary School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,461,105450,81.18081180811808,8
040171000109,Evergreen Elementary School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,455,79900,70.11866235167206,7
040171000111,Palo Verde School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,455,177000,124.73524962178517,57
040171000112,Saguaro Elementary School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,535,80000,58.333333333333336,6
040171001027,Mesquite Elementary School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,472,159000,108.66752910737387,24
040171001056,Cholla Elementary School,Casa Grande,AZ,suburb,0401710,Casa Grande Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,439,141000,106.09857978279031,6
040176000117,Sunrise Drive Elementary School,Tucson,AZ,principal_city,0401760,Catalina Foothills Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,550,267000,156.91868758915834,12
040176001002,Ventana Vista Elementary School,Tucson,AZ,principal_city,0401760,Catalina Foothills Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,457,300000,177.25752508361205,11
040176001358,Canyon View Elementary School,Tucson,AZ,principal_city,0401760,Catalina Foothills Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,439,177500,170.01545595054097,6
040187000129,Hartford Sylvia Encinas Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,727,130000,116.07142857142857,9
040187001206,John M Andersen Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,566,187000,144.47592067988668,13
040187001289,Chandler Traditional Academy-Humphrey,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,504,156000,137.87510137875103,5
040187001359,Shumway Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,546,197000,168.61848124428178,7
040187001399,Chandler Traditional Academy - Goodman,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,668,185000,157.75635407537249,6
040187001532,Anna Marie Jacobson Â elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,828,212000,133.98058252427185,268
040187001675,Rudy G Bologna Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,655,160000,128.72083668543846,13
040187002125,Jane D. Hull Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,907,187000,156.04801477377654,89
040187002380,Navarrete Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,881,249750,161.08630952380952,46
040187002873,Riggs Elementary School,Gilbert,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,992,275000,155.89569160997732,7
040187002951,Haley Elementary School,Chandler,AZ,suburb,0401870,Chandler Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,730,299123,206.55270655270655,5
040225000156,Continental Elementary School,Green Valley,AZ,suburb,0402250,Continental Elementary District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,6,552,164000,106.9986541049798,273
040232000164,West Elementary School,Coolidge,AZ,suburb,0402320,Coolidge Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,1,561,32601,23.977344241661424,5
040232002643,Mountain Vista Academy,Queen Creek,AZ,suburb,0402320,Coolidge Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,1,200,130000,108.7866108786611,6
040232003079,San Tan Heights K-8,Queen Creek,AZ,suburb,0402320,Coolidge Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,685,130000,108.7866108786611,6
040243000174,Creighton Elementary School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,830,123000,89.38953488372093,6
040243000176,Larry C Kennedy School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,729,164000,130.60582218725412,15
040243000177,Loma Linda Elementary School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,681,155000,115.04065040650407,10
040243000178,Monte Vista Elementary School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,831,185000,141.13475177304966,6
040243000181,William T MacHan Elementary School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,523,115000,113.63636363636364,5
040243001999,Excelencia School,Phoenix,AZ,principal_city,0402430,Creighton Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,879,125000,104.16666666666667,7
040269000197,Dysart Elementary School,El Mirage,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,946,132900,117.45776347546258,7
040269001462,Kingswood Elementary School,Surprise,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,652,210000,138.6018237082067,443
040269002402,Thompson Ranch Elementary School,El Mirage,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,983,175000,131.57894736842104,39
040269002655,Parkview Elementary School,Surprise,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,778,136149,100.08340283569642,8
040269002679,Western Peaks Elementary School,Surprise,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,977,210000,137.00564971751413,63
040269002907,Riverview School,El Mirage,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,1004,110000,71.2468193384224,6
040269003124,Ashton Ranch Elementary School,Surprise,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,1056,135000,121.03004291845494,11
040269003125,Cimarron Springs Elementary School,Surprise,AZ,suburb,0402690,Dysart Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,910,145000,119.32650073206442,6
040292000227,Florence K-8,Florence,AZ,suburb,0402920,Florence Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,716,50000,28.011204481792717,9
040292002210,Walker Butte K-8,San Tan Valley,AZ,suburb,0402920,Florence Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,916,198000,126.26262626262626,27
040292002436,Copper Basin K-8,San Tan Valley,AZ,suburb,0402920,Florence Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,869,116000,104.46768060836501,6
040292002559,Skyline Ranch Elementary School,Queen Creek,AZ,suburb,0402920,Florence Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,808,192500,130.03533568904592,25
040292002637,Anthem Elementary School,Florence,AZ,suburb,0402920,Florence Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,873,177000,124.8339973439575,72
040304000239,Four Peaks Elementary School,Fountain Hills,AZ,suburb,0403040,Fountain Hills Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,227,305845,183.90162101732813,59
040304001296,McDowell Mountain Elementary School,Fountain Hills,AZ,suburb,0403040,Fountain Hills Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,491,305845,183.90162101732813,59
040340000265,Mesquite Elementary School,Gilbert,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,658,181000,149.09390444810543,6
040340000602,Superstition Springs Elementary School,Mesa,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,682,190000,134.8721590909091,9
040340001215,Pioneer Elementary School,Gilbert,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,554,181650,150.52732502396933,6
040340001365,Islands Elementary School,Gilbert,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,611,200000,146.59270998415215,11
040340001537,Harris Elementary School,Mesa,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,516,136000,118.55670103092784,5
040340001985,Boulder Creek Elementary School,Mesa,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,696,218100,130.02364066193854,39
040340001986,Ashland Elementary School,Gilbert,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,839,196000,168.97717666948435,5
040340002114,Augusta Ranch Elementary School,Mesa,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1032,238100,161.8181818181818,32
040340002476,Meridian,Mesa,AZ,suburb,0403400,Gilbert Unified District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,1008,300000,176.3925729442971,9
040342000263,Bicentennial North School,Glendale,AZ,suburb,0403420,Glendale Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,823,130000,99.2063492063492,11
040342000269,Glendale Landmark Middle School,Glendale,AZ,suburb,0403420,Glendale Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,756,102000,81.6,9
040342001538,Bicentennial South School,Glendale,AZ,suburb,0403420,Glendale Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,611,130000,99.2063492063492,11
040378001392,Higley Elementary School,Gilbert,AZ,suburb,0403780,Higley Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,633,185000,133.21917808219177,15
040378002477,Gateway Pointe Elementary School,Gilbert,AZ,suburb,0403780,Higley Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,727,169900,137.71343726800296,10
040378002663,Cortina Elementary School,Queen Creek,AZ,suburb,0403780,Higley Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,929,253000,171.66416791604198,85
040378002805,Chaparral Elementary School,Gilbert,AZ,suburb,0403780,Higley Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,886,187000,145.38745387453875,7
040378003007,Centennial Elementary School,Gilbert,AZ,suburb,0403780,Higley Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,836,240000,154.54545454545453,9
040399002811,Ellsworth Elementary School,San Tan Valley,AZ,suburb,0403990,J O Combs Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,629,256500,165.97510373443984,40
040423000297,Kyrene de la Esperanza School,Phoenix,AZ,principal_city,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,578,220000,173.99157134256473,5
040423000332,Kyrene de Las Lomas School,Phoenix,AZ,principal_city,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,749,187000,142.77389277389278,70
040423000677,Kyrene de Las Manitas School,Tempe,AZ,suburb,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,637,182000,171.21354656632172,6
040423001128,Kyrene Del Cielo School,Chandler,AZ,suburb,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,772,203000,150.68493150684932,11
040423001231,Kyrene de la Paloma School,Chandler,AZ,suburb,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,527,185000,158.3011583011583,12
040423001299,Kyrene de la Colina School,Phoenix,AZ,principal_city,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,566,203000,156.7055393586006,10
040423001370,Kyrene Traditional - Sureno Campus,Chandler,AZ,suburb,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,570,184800,149.86376021798364,11
040423001546,Kyrene de la Sierra School,Phoenix,AZ,principal_city,0404230,Kyrene Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,10,600,225000,149.02676399026765,6
040429002398,Cheatham Elementary School,Phoenix,AZ,principal_city,0404290,Laveen Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,860,183339,138.47356495468279,6
040432000343,Liberty Elementary School,Buckeye,AZ,suburb,0404320,Liberty Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,566,144000,111.48648648648648,11
040438000345,Scott L Libby Elementary School,Litchfield Park,AZ,suburb,0404380,Litchfield Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,679,254000,163.72021521906225,139
040438002431,Verrado Middle School,Buckeye,AZ,suburb,0404380,Litchfield Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,1016,229000,148.9222730241672,13
040438002782,Verrado Elementary School,Buckeye,AZ,suburb,0404380,Litchfield Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,861,228000,146.0894266175697,12
040450000353,Madison Heights Elementary School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,523,410000,244.6853146853147,6
040450000355,Madison #1 Elementary School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,871,318000,209.4017094017094,18
040450000357,Madison Park School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,442,175000,137.20742534301857,18
040450000358,Madison Richard Simis School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,9,981,215000,188.2145998240985,10
040450000359,Madison Rose Lane School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,804,245000,196.0,12
040450000678,Madison Camelview Elementary School,Phoenix,AZ,principal_city,0404500,Madison Elementary District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,750,175000,137.20742534301857,18
040463000333,Quail Run Elementary School,Tucson,AZ,principal_city,0404630,Marana Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,7,577,127500,118.94273127753304,18
040463001163,Degrazia Elementary School,Tucson,AZ,principal_city,0404630,Marana Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",average_school,7,505,134900,121.42214221422142,5
040463001408,Ironwood Elementary School,Tucson,AZ,principal_city,0404630,Marana Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,8,768,248000,151.58636897767332,67
040463002197,Twin Peaks Elementary School,Tucson,AZ,principal_city,0404630,Marana Unified District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",top_school,9,546,172500,126.5634306134604,46
040477002400,Robles Elementary School,Tucson,AZ,principal_city,0404770,Altar Valley Elementary District,"Tucson, AZ","Tucson, AZ","Tucson, AZ",poor_school,2,367,27500,23.484201537147737,5
040497000382,Edison Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,663,81000,70.25151777970511,8
040497000384,Emerson Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,794,90000,67.21433905899926,6
040497000393,Irving Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,491,170000,132.94573643410854,11
040497000394,Salk Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,3,661,154000,115.87205793602897,85
040497000401,Lowell Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,663,130000,97.3901973265436,5
040497000415,Stevenson Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",poor_school,2,711,142500,128.15884476534296,11
040497000417,Washington Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,6,619,204500,137.29977116704805,16
040497000551,Red Mountain Ranch Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,490,215000,142.64264264264264,28
040497000553,Bush Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",top_school,8,580,185000,140.76576576576576,17
040497001070,Jefferson Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,4,518,165000,118.54583772391992,93
040497001072,Pomeroy Elementary School,Chandler,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,7,513,175000,158.22784810126583,10
040497001166,Robson Elementary School,Mesa,AZ,suburb,0404970,Mesa Unified School District,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",average_school,5,695,150000,125.92592592592592,23
