school_nces_code;school_name;district_nces_code;district_name;cbsa_title;median_sale_price;median_sale_price_per_sqft;total_sales
010000600877;DOUGLAS ELEMENTARY SCHOOL;0100006;Marshall County School District;Birmingham-Hoover, AL;70400;;3
010000700091;TRACE CROSSINGS ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;320000;134.0326340326340326;340
010000700248;GREYSTONE ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;363000;108.7470449172576832;614
010000700342;SOUTH SHADES CREST ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;245900;90.4240282685512367;353
010000701483;DEER VALLEY ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;321779;120.6718346253229974;918
010000701738;BLUFF PARK ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;215000;105.0275482093663912;490
010000701739;GREEN VALLEY ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;253174;103.6623215394165115;540
010000701740;GWIN ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;338500;114.6461336828309305;534
010000701742;ROCKY RIDGE ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;282000;103.9316790203029326;459
010000701743;SHADES MOUNTAIN ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;194500;76.5467171717171717;268
010000702091;RIVERCHASE ELEMENTARY SCHOOL;0100007;Hoover City School District;Birmingham-Hoover, AL;232900;110.1769911504424779;468
010001102094;LEEDS ELEMENTARY SCHOOL;0100011;Leeds City School District;Birmingham-Hoover, AL;139400;93.3791380387257964;548
010001102095;LEEDS MIDDLE SCHOOL;0100011;Leeds City School District;Birmingham-Hoover, AL;139400;93.3791380387257964;548
010001301498;PAINE INTERMEDIATE SCHOOL;0100013;Trussville City School District;Birmingham-Hoover, AL;240000;100.8303677342823250;1517
010039000103;AVONDALE ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;195000;136.5894039735099338;1986
010039000106;BARRETT ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;18501;10.6237148732008225;154
010039000107;CHARLES A. BROWN ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;17300;10.9347442680776014;123
010039000112;CENTRAL PARK ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;18500;26.7947421638018200;109
010039000136;HEMPHILL ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;12500;9.4607379375591296;131
010039000139;BERTAM A. HUDSON K-8 SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;8500;9.2997811816192560;17
010039000142;INGLENOOK K-8 SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;12000;;54
010039000150;GIDDINGS S. LEWIS ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;13500;7.0859167404782994;75
010039000156;MINOR ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;15000;10.0694444444444444;104
010039000179;ROBINSON ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;25000;19.2982456140350877;197
010039000187;TUGGLE ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;40000;36.2841945288753799;83
010039000190;WASHINGTON K-8 SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;14500;5.5256064690026954;36
010039000201;WYLAM ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;11750;;59
010039001421;SOUTH HAMPTON K-8 SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;56000;77.9569892473118280;122
010039001484;GLEN IRIS ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;127000;105.7268722466960352;418
010039001762;SUN VALLEY ELEMENTARY SCHOOL;0100390;Birmingham City School District;Birmingham-Hoover, AL;77000;20.6953642384105960;210
010066000261;ISABELLA HIGH SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010066000265;MAPLESVILLE HIGH SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010066000270;THORSBY HIGH SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010066000288;VERBENA HIGH SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010066001431;CLANTON INTERMEDIATE SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010066001657;JEMISON ELEMENTARY SCHOOL;0100660;Chilton County School District;Birmingham-Hoover, AL;187000;;1
010102000375;COLD SPRINGS ELEMENTARY SCHOOL;0101020;Cullman County School District;Birmingham-Hoover, AL;65477;;1
010102000414;HANCEVILLE ELEMENTARY SCHOOL;0101020;Cullman County School District;Birmingham-Hoover, AL;238000;;1
010102000440;HOLLY POND ELEMENTARY SCHOOL;0101020;Cullman County School District;Birmingham-Hoover, AL;196000;;1
010138000508;WEST END ELEMENTARY SCHOOL;0101380;Etowah County School District;Birmingham-Hoover, AL;147500;;5
010138001509;SOUTHSIDE ELEMENTARY SCHOOL;0101380;Etowah County School District;Birmingham-Hoover, AL;202000;;1
010176000606;EDGEWOOD ELEMENTARY SCHOOL;0101760;Homewood City School District;Birmingham-Hoover, AL;325000;252.7891955372871403;517
010176000607;HALL KENT ELEMENTARY SCHOOL;0101760;Homewood City School District;Birmingham-Hoover, AL;206000;143.6031331592689295;342
010176000610;SHADES CAHABA ELEMENTARY SCHOOL;0101760;Homewood City School District;Birmingham-Hoover, AL;310000;232.6217843459222770;477
010235000890;MIDFIELD ELEMENTARY SCHOOL;0102350;Midfield City School District;Birmingham-Hoover, AL;25000;21.6652506372132540;154
010235000892;RUTLEDGE MIDDLE SCHOOL;0102350;Midfield City School District;Birmingham-Hoover, AL;25000;21.6652506372132540;154
010249001053;BROOKWOOD FOREST ELEMENTARY SCHOOL;0102490;Mountain Brook City School District;Birmingham-Hoover, AL;438000;156.4795383001049318;291
010249001054;CHEROKEE BEND ELEMENTARY SCHOOL;0102490;Mountain Brook City School District;Birmingham-Hoover, AL;480000;134.4320652173913043;226
010249001055;CRESTLINE ELEMENTARY SCHOOL;0102490;Mountain Brook City School District;Birmingham-Hoover, AL;495000;167.9435483870967742;385
010249001058;MOUNTAIN BROOK ELEMENTARY SCHOOL;0102490;Mountain Brook City School District;Birmingham-Hoover, AL;655000;314.6067415730337079;338
010255000583;ONEONTA ELEMENTARY SCHOOL;0102550;Oneonta City School District;Birmingham-Hoover, AL;125000;16.4149704530531845;196
010303000324;OAK MOUNTAIN INTERMEDIATE SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;260066;102.3183236736513598;1387
010303001176;MONTEVALLO ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;139900;112.5642223260158804;273
010303001181;SHELBY ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;220000;;74
010303001186;VINCENT ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;135000;;97
010303001188;WILSONVILLE ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;170000;79.9189388356669123;71
010303001442;HELENA INTERMEDIATE SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;186400;97.4244120940649496;1241
010303001588;ELVIN HILL ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;147000;75.0000000000000000;150
010303001621;INVERNESS ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;250000;102.3183236736513598;637
010303001804;OAK MOUNTAIN ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;269000;101.3082322910019145;750
010303001822;CHELSEA PARK ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;197000;104.9902786779001944;1021
010303001868;CALERA MIDDLE SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;135000;77.5877192982456140;1316
010303002085;MT LAUREL ELEMENTARY SCHOOL;0103030;Shelby County School District;Birmingham-Hoover, AL;341000;117.8146038322112895;775
010306200217;SPRINGVILLE ELEMENTARY SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;208600;67.3701298701298701;495
010306200322;ASHVILLE MIDDLE SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;120000;;119
010306200520;SPRINGVILLE MIDDLE SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;208600;67.3701298701298701;495
010306201372;MOODY MIDDLE SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;149900;101.4782608695652174;1168
010306201376;RAGLAND SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;86300;;35
010306201378;STEELE JUNIOR HIGH SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;147000;;22
010306201622;ASHVILLE ELEMENTARY SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;120000;;119
010306201779;MOODY ELEMENTARY SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;149750;101.4782608695652174;810
010306201877;ODENVILLE INTERMEDIATE SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;139000;77.3993808049535604;283
010306202170;MARGARET ELEMENTARY SCHOOL;0103062;St Clair County School District;Birmingham-Hoover, AL;149900;86.5954922894424674;358
010327002138;TARRANT INTERMEDIATE SCHOOL;0103270;Tarrant City School District;Birmingham-Hoover, AL;21000;4.8672566371681416;160
010339001887;LAKE VIEW ELEMENTARY SCHOOL;0103390;Tuscaloosa County School District;Birmingham-Hoover, AL;132000;;10
010343001302;VESTAVIA HILLS ELEMENTARY SCHOOL EAST;0103430;Vestavia Hills City School District;Birmingham-Hoover, AL;384000;103.8522989526007456;506
010343001303;VESTAVIA HILLS ELEMENTARY SCHOOL WEST;0103430;Vestavia Hills City School District;Birmingham-Hoover, AL;262000;128.1049935979513444;719
010343001425;LIBERTY PARK ELEMENTARY SCHOOL;0103430;Vestavia Hills City School District;Birmingham-Hoover, AL;457500;138.0586393395957871;418
010343001757;VESTAVIA HILLS ELEMENTARY CENTRAL SCHOOL;0103430;Vestavia Hills City School District;Birmingham-Hoover, AL;309000;112.7659574468085106;1231
010343002103;VESTAVIA HILLS ELEMENTARY CAHABA HEIGHTS;0103430;Vestavia Hills City School District;Birmingham-Hoover, AL;224000;117.9104477611940299;433
040000100120;BLACK MOUNTAIN ELEMENTARY SCHOOL;0400001;Cave Creek Unified District;Phoenix-Mesa-Scottsdale, AZ;627170;220.0141944641589780;1836
040021200060;BENSON PRIMARY SCHOOL;0400212;Benson Unified School District;Phoenix-Mesa-Scottsdale, AZ;37000;54.4117647058823529;1
040021200060;BENSON PRIMARY SCHOOL;0400212;Benson Unified School District;Tucson, AZ;38900;62.3397435897435897;2
040048000002;AGUILA ELEMENTARY SCHOOL;0400480;Aguila Elementary District;Phoenix-Mesa-Scottsdale, AZ;177500;116.9786096256684492;17
040052000003;AJO ELEMENTARY SCHOOL;0400520;Ajo Unified District;Tucson, AZ;36000;28.2538860103626943;38
040060000007;JAMES W. RICE PRIMARY SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;97900;72.1311475409836066;194
040060000008;BARCELONA MIDDLE SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;99000;65.9722222222222222;606
040060000009;CATALINA VENTURA SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;122000;79.6812749003984064;303
040060000010;CORDOVA MIDDLE SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;99000;72.4474474474474474;159
040060000012;GRANADA EAST SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;90000;70.4225352112676056;280
040060000015;SIMPSON SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;99950;66.7098445595854922;329
040060000016;SEVILLA PRIMARY SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;105000;67.6406926406926407;337
040060000018;WESTWOOD PRIMARY SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;99950;66.7098445595854922;329
040060000302;ANDALUCIA MIDDLE SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;97900;72.1311475409836066;194
040060001418;MONTEBELLO SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;110000;83.4925487199082919;184
040060001486;GRANADA PRIMARY SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;90000;70.4225352112676056;280
040060001707;CAROL G. PECK ELEMENTARY SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;70000;52.5925925925925926;303
040060002002;SEVILLA WEST SCHOOL;0400600;Alhambra Elementary District;Phoenix-Mesa-Scottsdale, AZ;105000;67.6406926406926407;337
040068000021;CORONADO K-8 SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;224000;103.8961038961038961;220
040068000022;DONALDSON ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;259000;134.6153846153846154;1
040068000022;DONALDSON ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;200000;114.1900121802679659;262
040068000023;NASH SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;95000;95.0000000000000000;1
040068000023;NASH SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;74000;62.2866894197952218;98
040068000025;HOLAWAY ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;91000;107.0588235294117647;1
040068000025;HOLAWAY ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;136000;104.7077922077922078;315
040068000026;KEELING ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;105000;85.1437699680511182;139
040068000027;PRINCE ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;90965;67.5675675675675676;77
040068000029;WALKER ELEMENTARYSCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;231000;84.8017621145374449;1
040068000029;WALKER ELEMENTARYSCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;154900;106.5206570433051269;594
040068000031;HARELSON ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;1075000;232.9865626354573039;1
040068000031;HARELSON ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;277350;137.0458994996737002;504
040068001001;WILSON K-8 SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;296000;125.1137397634212921;612
040068001031;MESA VERDE ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;220000;126.7139479905437352;583
040068001286;RIO VISTA ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;126900;83.4868421052631579;1
040068001286;RIO VISTA ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;161100;105.6603773584905660;503
040068001394;COPPER CREEK ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Phoenix-Mesa-Scottsdale, AZ;345000;122.6465267727930535;7
040068001394;COPPER CREEK ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;240000;126.0786193672099712;916
040068002066;PAINTED SKY ELEMENTARY SCHOOL;0400680;Amphitheater Unified District;Tucson, AZ;248750;134.6389228886168911;1742
040079000041;FOUR PEAKS ELEMENTARY SCHOOL;0400790;Apache Junction Unified District;Phoenix-Mesa-Scottsdale, AZ;127000;97.5609756097560976;612
040079000041;FOUR PEAKS ELEMENTARY SCHOOL;0400790;Apache Junction Unified District;Tucson, AZ;69000;77.6152980877390326;1
040079001461;DESERT VISTA ELEMENTARY SCHOOL;0400790;Apache Junction Unified District;Phoenix-Mesa-Scottsdale, AZ;162000;107.5268817204301075;798
040079002212;PERALTA TRAIL ELEMENTARY SCHOOL;0400790;Apache Junction Unified District;Phoenix-Mesa-Scottsdale, AZ;210000;124.1415742208135235;1470
040084000044;ARLINGTON ELEMENTARY;0400840;Arlington Elementary District;Phoenix-Mesa-Scottsdale, AZ;129000;76.0714285714285714;26
040096000049;MICHAEL ANDERSON SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;101500;78.0318091451292247;53
040096000051;LATTIE COOR SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;117000;71.0659898477157360;281
040096001154;ELSEO C. FLIX SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;117000;71.0659898477157360;281
040096001878;WILDFLOWER SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;142000;93.7500000000000000;210
040096002255;DESERT STAR SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;165000;88.5321528424976701;523
040096002255;DESERT STAR SCHOOL;0400960;Avondale Elementary District;Tucson, AZ;171000;95.5307262569832402;1
040096002381;DESERT THUNDER SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;165000;91.4432258064516129;436
040096002494;CENTERRA MIRAGE STEM ACADEMY;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;171000;90.0900900900900901;374
040096002880;COPPER TRAILS SCHOOL;0400960;Avondale Elementary District;Phoenix-Mesa-Scottsdale, AZ;205000;97.6588628762541806;548
040105000054;BALSZ ELEMENTARY SCHOOL;0401050;Balsz Elementary District;Phoenix-Mesa-Scottsdale, AZ;92000;98.7925356750823271;180
040105000055;DAVID CROCKETT SCHOOL;0401050;Balsz Elementary District;Phoenix-Mesa-Scottsdale, AZ;85000;70.8245243128964059;49
040105000056;GRIFFITH ELEMENTARY SCHOOL;0401050;Balsz Elementary District;Phoenix-Mesa-Scottsdale, AZ;195000;126.0112009956440572;508
040105003142;BRUNSON-LEE ELEMENTARY SCHOOL;0401050;Balsz Elementary District;Phoenix-Mesa-Scottsdale, AZ;115000;91.3864306784660767;96
040138002490;SUNDANCE ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;142000;79.4000882223202470;701
040138002492;BUCKEYE ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;117500;71.5436241610738255;224
040138002642;WESTPARK ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;144000;70.2861952861952862;337
040138002836;STEVEN R. JASINSKI ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;147500;76.2658862876254181;684
040138003052;INCA ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;149000;74.8886188740380721;409
040138003123;BALES ELEMENTARY SCHOOL;0401380;Buckeye Elementary District;Phoenix-Mesa-Scottsdale, AZ;125000;71.5048025613660619;369
040150001053;DESERT VALLEY SCHOOL;0401500;Bullhead City School District;Las Vegas-Henderson-Paradise, NV;48000;50.0000000000000000;1
040168000089;CARTWRIGHT ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;104500;71.0884353741496599;135
040168000091;C.W. HARRIS ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;109000;80.8720112517580872;101
040168000094;FRANK BORMAN ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;69900;53.4188034188034188;228
040168000096;HEATHERBRAE ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;55500;49.4505494505494505;220
040168000097;HOLIDAY PARK ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;115000;71.8750000000000000;258
040168000098;JOHN F. LONG ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;110000;63.0011454753722795;147
040168000100;JUSTINE SPITALNY ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;105000;66.3507109004739336;132
040168000101;PALM LANE ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;108925;74.2647058823529412;184
040168000102;PERALTA ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;109900;82.3892316320807628;240
040168000104;STARLIGHT PARK ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;105000;77.6959142665773610;231
040168000105;SUNSET ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;105000;78.0189959294436906;139
040168001055;TOMAHAWK ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;112000;82.5000000000000000;306
040168001709;G. FRANK DAVIDSON ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;80000;71.4285714285714286;164
040168002135;BRET R. TARVER ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;89900;63.9730639730639731;139
040168003122;MANUEL PENA JR. ELEMENTARY SCHOOL;0401680;Cartwright Elementary District;Phoenix-Mesa-Scottsdale, AZ;141000;94.5213726670680313;175
040171000107;COTTONWOOD ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;118000;68.0984808800419068;302
040171000109;EVERGREEN ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;98000;64.8148148148148148;233
040171000111;PALO VERDE ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;173000;100.3237742830712303;330
040171000112;SAGUARO ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;99000;62.2406639004149378;229
040171000112;SAGUARO ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Tucson, AZ;58500;66.1764705882352941;1
040171001027;MESQUITE ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;135000;88.9271371199082042;278
040171001056;CHOLLA ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;128000;74.8847926267281106;283
040171001357;IRONWOOD ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;158500;73.3031674208144796;333
040171002574;DESERT WILLOW ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;148000;75.0710900473933649;324
040171002865;MCCARTNEY RANCH ELEMENTARY SCHOOL;0401710;Casa Grande Elementary District;Phoenix-Mesa-Scottsdale, AZ;175000;73.9536773669240146;262
040176000117;SUNRISE DRIVE ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Phoenix-Mesa-Scottsdale, AZ;196500;145.0184501845018450;1
040176000117;SUNRISE DRIVE ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Tucson, AZ;376000;165.6360424028268551;673
040176001002;VENTANA VISTA ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Phoenix-Mesa-Scottsdale, AZ;565000;175.1937984496124031;1
040176001002;VENTANA VISTA ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Tucson, AZ;317000;166.2591687041564792;765
040176001032;MANZANITA ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Tucson, AZ;415000;160.5324980422866092;407
040176001358;CANYON VIEW ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Phoenix-Mesa-Scottsdale, AZ;226000;142.3173803526448363;1
040176001358;CANYON VIEW ELEMENTARY SCHOOL;0401760;Catalina Foothills Unified District;Tucson, AZ;220000;131.8306010928961749;436
040187000013;SANBORN ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;199900;124.4158878504672897;633
040187000125;SAN MARCOS ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;208000;124.3154435925520263;268
040187000128;GALVESTON ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;147000;117.1079429735234216;244
040187000129;HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;165000;112.0283018867924528;409
040187000615;CONLEY ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;224000;134.3963553530751708;444
040187001058;FRYE ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;190000;120.7115628970775095;307
040187001155;WEINBERG ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;320000;131.3285116102017510;500
040187001206;ANDERSEN ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;192000;125.1261352169525732;534
040187001289;CHANDLER TRADITIONAL ACADEMY - HUMPHREY CAMPUS;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;218000;128.5651601579640193;394
040187001359;SHUMWAY ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;225000;132.1739130434782609;390
040187001399;CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;192000;133.7792642140468227;287
040187001532;JACOBSON ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;255000;135.4909489851892485;2196
040187001675;BOLOGNA ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;212000;129.2613636363636364;676
040187001676;TARWATER ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;293000;143.0429128738621586;458
040187001996;BASHA ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;300000;134.4707923655292076;563
040187002125;HULL ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;232500;131.4553990610328638;884
040187002346;CHANDLER TRADITIONAL ACADEMY - LIBERTY CAMPUS;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;260000;132.1917808219178082;331
040187002379;HANCOCK ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;337900;145.7759412304866850;307
040187002380;NAVARRETE ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;260000;124.3779620853080569;635
040187002479;CHANDLER TRADITIONAL ACADEMY - FREEDOM CAMPUS;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;312500;119.2504258943781942;222
040187002480;SANTAN ELEMENTARY SCHOOL;0401870;Chandler Unified District;Phoenix-Mesa-Scottsdale, AZ;415000;118.0954700438382854;222
